Year,Simulation,Pathway,New_Fossil_Fuel_TWh,Facility_Unit.ID,PM_lbs_mmBTU,CO,NH3,PM2.5,NOx,SO2,VOC,PM10,index,Facility_ID,Unit_ID,Similar_Facility_Unit_ID,CF,Estimated_NameplateCapacity_MW,mean_CO2_tons_MW,mean_NOx_lbs_MW,mean_SO2_lbs_MW,mean_Heat_Input_mmBtu,Ramp,Retirement_year,Commercial_Operation_Date,Latitude,Longitude,State,County,total_HI_mmBtu,PM.total_tons,PM2.5_tons,PM10_tons,total_NOx_tons,total_SO2_tons,CO_tons,VOC_tons,total_NOx_USD,total_SO2_USD,total_PM2.5_USD,total_PM10_USD,total_CO_USD,total_VOC_USD
2033,125,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,135,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,151,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,152,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,153,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,154,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,155,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,2,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,251,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,261,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,271,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,272,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,273,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,274,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,275,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,281,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,282,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,283,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,284,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,285,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
2033,291,D,8.42142599999865,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,34510058.092116,169.997201731083,169.997201731083,0,147.246077494307,14.9679045353859,469.605529643875,32.8723870750713,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827
