Simulation,Pathway,NPV,NPV_millions,mortality
103,B3,527656609.632342,527.656609632342,46.3924618477126
103,C1,488809792.080278,488.809792080278,42.9769839245897
103,C2,571803601.246578,571.803601246578,50.2739400416119
103,C3,496084163.501141,496.084163501141,43.6165589672365
103,D,839447506.347305,839.447506347305,73.8056449980038
1030,A,888500850.614753,888.500850614753,78.118498018107
1030,B1,510423062.236611,510.423062236611,44.8772592036782
1030,B2,590047559.882624,590.047559882624,51.877979751384
1030,B3,508100088.118836,508.100088118837,44.6730193890624
1030,C1,476971413.291695,476.971413291695,41.9361336324446
1030,C2,552359277.844816,552.359277844816,48.5643622307712
1030,C3,477885896.173385,477.885896173385,42.0165365145931
1030,D,824528484.270162,824.528484270162,72.4939393358662
1031,A,888363489.628958,888.363489628958,78.1064210078383
1031,B1,520942195.32106,520.94219532106,45.8021191815174
1031,B2,600249342.012487,600.249342012487,52.774937696378
1031,B3,516892988.357789,516.892988357789,45.4461060545561
1031,C1,482663481.082252,482.663481082252,42.4365898628555
1031,C2,561682590.10757,561.68259010757,49.3840836187882
1031,C3,486383081.847285,486.383081847285,42.7636234552154
1031,D,828124459.859225,828.124459859225,72.8101035935965
1032,A,886377446.879691,886.377446879691,77.9318047691874
1032,B1,522760709.167,522.760709167,45.96200599555
1032,B2,607156741.865922,607.156741865922,53.3822479779467
1032,B3,519582665.706629,519.582665706629,45.682587037663
1032,C1,479802741.856842,479.802741856842,42.1850688301453
1032,C2,565385022.461827,565.385022461827,49.7096077354259
1032,C3,488307292.145646,488.307292145646,42.9328032801699
1032,D,827586010.026643,827.586010026643,72.7627621733263
1033,A,886410377.355564,886.410377355564,77.9347000723404
1033,B1,521002117.619938,521.002117619938,45.8073876514158
1033,B2,603869502.365858,603.869502365858,53.0932283195039
1033,B3,517164516.48876,517.16451648876,45.4699792672226
1033,C1,480342626.412188,480.342626412188,42.2325363936683
1033,C2,563905946.615707,563.905946615707,49.5795648846241
1033,C3,486155908.436875,486.155908436875,42.7436499846232
1033,D,828461579.489382,828.461579489382,72.839743721844
1034,A,881561473.600542,881.561473600542,77.5083762504615
1034,B1,531775540.96057,531.77554096057,46.7546052588059
1034,B2,611627643.674705,611.627643674705,53.7753372291803
1034,B3,528932869.37541,528.93286937541,46.5046727635947
1034,C1,486574730.559194,486.574730559194,42.780473534212
1034,C2,573315088.307915,573.315088307915,50.4068325412912
1034,C3,496894747.633378,496.894747633378,43.6878268955495
1034,D,838296074.83328,838.29607483328,73.7044091912128
1035,A,885354721.261515,885.354721261515,77.8418850025138
1035,B1,521602818.583122,521.602818583122,45.8602022964096
1035,B2,601732917.971236,601.732917971236,52.9053762046958
1035,B3,519647538.668109,519.647538668109,45.6882907781932
1035,C1,482053359.817814,482.053359817814,42.3829469690374
1035,C2,564736073.815498,564.736073815498,49.6525510725009
1035,C3,487888739.342617,487.888739342617,42.8960034095888
1035,D,830691900.461784,830.691900461784,73.0358373151611
1005,A,884737096.478685,884.737096478685,77.7875823866637
1005,B1,514889641.254692,514.889641254692,45.2699683878396
1005,B2,593434749.805883,593.434749805883,52.1757872201377
1005,B3,511903243.024884,511.903243024884,45.0073992028634
1005,C1,478474901.101735,478.474901101735,42.0683228244162
1005,C2,556409337.632572,556.409337632572,48.9204503395043
1005,C3,480815043.990946,480.815043990946,42.274072146464
1005,D,826395310.113508,826.395310113508,72.6580738224485
1036,A,883757415.29928,883.75741529928,77.7014471598727
1036,B1,514499324.472086,514.499324472086,45.2356510759458
1036,B2,594758468.493157,594.758468493157,52.2921708066889
1036,B3,511921106.371588,511.921106371588,45.0089697785282
1036,C1,477812500.537905,477.812500537905,42.0100834461456
1036,C2,556860917.406287,556.860917406287,48.9601539972256
1036,C3,482013999.263207,482.013999263207,42.3794863224833
1036,D,825295844.808131,825.295844808131,72.5614069726422
1037,A,872540569.236012,872.540569236012,76.7152430764927
1037,B1,537910461.706415,537.910461706415,47.2939978702974
1037,B2,620638461.529767,620.638461529767,54.5675835801715
1037,B3,534437684.696516,534.437684696516,46.9886654400838
1037,C1,487197469.363324,487.197469363324,42.8352257834672
1037,C2,579288146.209509,579.288146209509,50.9319938976646
1037,C3,502756052.102183,502.756052102183,44.2031627010392
1037,D,839111907.427268,839.111907427268,73.7761385731628
1038,A,878966910.371918,878.966910371918,77.2802578617252
1038,B1,523744420.398491,523.744420398491,46.0484955513387
1038,B2,603757732.027966,603.757732027967,53.0834012822951
1038,B3,520668807.217926,520.668807217926,45.7780824369515
1038,C1,483124623.729772,483.124623729772,42.477134304621
1038,C2,565407132.651074,565.407132651074,49.7115517006722
1038,C3,489100190.580974,489.100190580974,43.0025162520887
1038,D,832512127.182169,832.512127182169,73.1958747280128
1039,A,882354238.686347,882.354238686347,77.5780774980646
1039,B1,517743189.260412,517.743189260413,45.5208571563481
1039,B2,600618562.161342,600.618562161342,52.8074001565396
1039,B3,514480808.213943,514.480808213943,45.2340230952027
1039,C1,479677838.326948,479.677838326948,42.174087100476
1039,C2,559263303.734833,559.263303734833,49.1713758677679
1039,C3,482941111.189598,482.941111189598,42.4609995716087
1039,D,824413158.624188,824.413158624188,72.4837997099556
104,A,375593610.151569,375.593610151569,33.0228256618304
104,B1,523931118.413259,523.931118413259,46.0649103566667
104,B2,605591163.651619,605.591163651619,53.2445996925831
104,B3,519328243.551927,519.328243551927,45.6602178113712
104,C1,482260180.914166,482.260180914166,42.4011310297441
104,C2,565796639.674948,565.796639674948,49.7457978172082
104,C3,488025830.210075,488.025830210075,42.9080566705962
104,D,828208769.229905,828.208769229905,72.8175162161076
1040,A,888265353.922522,888.265353922522,78.0977927504952
1040,B1,518523129.258445,518.523129258445,45.5894308005358
1040,B2,597632209.518953,597.632209518953,52.5448349796865
1040,B3,515572935.51407,515.57293551407,45.3300447751724
1040,C1,481066830.805033,481.066830805033,42.2962096691503
1040,C2,560358713.057001,560.358713057001,49.2676861086681
1040,C3,484499236.003651,484.499236003651,42.5979925414121
1040,D,830709450.307998,830.709450307998,73.0373803273324
1041,A,879133744.469484,879.133744469484,77.2949261978456
1041,B1,539327248.909616,539.327248909616,47.4185641982292
1041,B2,620222816.007672,620.222816007672,54.5310393226488
1041,B3,535392471.542201,535.392471542201,47.072611914936
1041,C1,490430075.436235,490.430075436235,43.1194419785617
1041,C2,580806173.390978,580.806173390978,51.065461415771
1041,C3,503569808.778176,503.569808778176,44.2747095647669
1041,D,839241919.402569,839.241919402569,73.7875694459952
1042,A,873061163.808914,873.061163808914,76.761014632123
1042,B1,544035916.686159,544.035916686159,47.8325582356185
1042,B2,625886692.674838,625.886692674838,55.0290169417954
1042,B3,540644480.430057,540.644480430057,47.534377422097
1042,C1,490401172.706868,490.401172706868,43.116900801696
1042,C2,585174850.988446,585.174850988446,51.4495629413953
1042,C3,508507816.816516,508.507816816516,44.7088675859882
1042,D,842368890.99471,842.36889099471,74.0624980788202
1043,A,885255583.609889,885.255583609889,77.8331686524544
1043,B1,525894009.85728,525.89400985728,46.2374910933913
1043,B2,608213088.62525,608.21308862525,53.4751237722331
1043,B3,522189739.812716,522.189739812716,45.9118054039127
1043,C1,483291553.256335,483.291553256335,42.4918110310202
1043,C2,567396569.162622,567.396569162622,49.8864663246447
1043,C3,490923605.679885,490.923605679885,43.1628339925747
1043,D,832881027.974568,832.881027974568,73.2283091098144
1044,A,888128369.847777,888.128369847777,78.0857488788837
1044,B1,515644916.183409,515.644916183409,45.3363734374029
1044,B2,599051317.024481,599.051317024481,52.6696053125244
1044,B3,511928879.746802,511.928879746802,45.0096532268286
1044,C1,477975516.651545,477.975516651545,42.0244160986596
1044,C2,558931830.710329,558.931830710329,49.1422321986427
1044,C3,481224836.919824,481.224836919824,42.3101018340893
1044,D,823568549.739689,823.568549739689,72.4095402678581
1045,A,889157160.920854,889.157160920854,78.1762019306141
1045,B1,511510401.131687,511.510401131687,44.9728598789743
1045,B2,588970619.897462,588.970619897462,51.7832933658411
1045,B3,509058701.044661,509.058701044661,44.7573022593538
1045,C1,476192927.803634,476.192927803634,41.8676878712344
1045,C2,552663413.924652,552.663413924652,48.5911023894706
1045,C3,478546898.40993,478.54689840993,42.0746529495631
1045,D,823269365.080274,823.269365080274,72.3832354464194
1046,A,884531399.241062,884.531399241062,77.769497137518
1046,B1,525812717.998885,525.812717998885,46.2303437756656
1046,B2,607432371.153022,607.432371153022,53.4064817711987
1046,B3,522444638.222977,522.444638222977,45.934216503399
1046,C1,483916057.166196,483.916057166196,42.5467184713575
1046,C2,567352869.93064,567.35286993064,49.8826242142352
1046,C3,491576719.616562,491.576719616562,43.2202568748743
1046,D,833535672.121569,833.535672121569,73.2858665307946
1006,A,886341365.176369,886.341365176369,77.9286324047856
1006,B1,516175150.290272,516.175150290272,45.3829925171679
1006,B2,597245649.862904,597.245649862904,52.5108480007161
1006,B3,514081532.743524,514.081532743524,45.1989181203194
1006,C1,479087451.239101,479.087451239101,42.1221792688515
1006,C2,558442360.911603,558.442360911603,49.0991971858171
1006,C3,483254721.51627,483.25472151627,42.488572722119
1006,D,828206562.952576,828.206562952576,72.817322236472
1047,A,881502347.352519,881.502347352519,77.5031777707012
1047,B1,527225472.037962,527.225472037962,46.354555500984
1047,B2,608222537.762116,608.222537762116,53.4759545563331
1047,B3,524057571.024611,524.057571024611,46.0760282841987
1047,C1,485445923.467723,485.445923467723,42.6812269049298
1047,C2,568339714.532042,568.339714532041,49.9693892612077
1047,C3,492342465.463065,492.342465463065,43.2875825452448
1047,D,836509477.263438,836.509477263438,73.5473285101732
1048,A,880367002.300664,880.367002300664,77.4033563128806
1048,B1,529081162.428913,529.081162428913,46.517710939752
1048,B2,610237393.562448,610.237393562448,53.6531040871817
1048,B3,525950968.777391,525.950968777391,46.2424990180149
1048,C1,488089160.925463,488.089160925463,42.9136248142407
1048,C2,571392404.183117,571.392404183117,50.2377869000985
1048,C3,494767413.079737,494.767413079737,43.50078804241
1048,D,837153376.786393,837.153376786393,73.6039412456287
1049,A,879896754.186184,879.896754186184,77.3620113030546
1049,B1,528098922.462317,528.098922462317,46.4313507400619
1049,B2,608139530.476509,608.139530476509,53.4686564153447
1049,B3,525215228.412721,525.215228412721,46.1778114803726
1049,C1,487406037.349361,487.406037349361,42.8535634336704
1049,C2,570049288.824889,570.049288824889,50.1196979254202
1049,C3,494239787.707843,494.239787707843,43.454398327037
1049,D,840004524.294201,840.004524294201,73.8546189582994
105,A,880894742.704529,880.894742704529,77.449756142059
105,B1,522005921.250894,522.005921250894,45.8956437649593
105,B2,603470628.497161,603.470628497161,53.0581586541235
105,B3,519500682.607002,519.500682607002,45.6753789448386
105,C1,482629846.587271,482.629846587271,42.4336326611514
105,C2,564598401.034909,564.598401034909,49.6404466487064
105,C3,488281326.341946,488.281326341946,42.9305203227777
105,D,830104700.459378,830.104700459378,72.9842096974808
1050,A,884170107.37252,884.17010737252,77.7377317451752
1050,B1,527181220.936752,527.181220936752,46.3506648692983
1050,B2,606611857.869701,606.611857869701,53.3343408551236
1050,B3,524571414.182389,524.571414182389,46.1212062439888
1050,C1,486878638.52013,486.87863852013,42.8071936363117
1050,C2,569241866.889583,569.241866889583,50.0487080228115
1050,C3,493356181.98638,493.35618198638,43.376710217056
1050,D,838595846.645888,838.595846645888,73.7307656361536
1051,A,882041356.550056,882.041356550056,77.5505683712846
1051,B1,521685391.829873,521.685391829873,45.8674622759676
1051,B2,602472847.505146,602.472847505146,52.9704320611852
1051,B3,518083685.541214,518.083685541214,45.5507941654332
1051,C1,483018284.786752,483.018284786752,42.4677848048386
1051,C2,564101248.875462,564.101248875462,49.5967361897287
1051,C3,486495357.614404,486.495357614404,42.7734949306171
1051,D,828559008.349461,828.559008349461,72.8483098320596
1052,A,881521219.271258,881.521219271258,77.5048370217256
1052,B1,519827224.961852,519.827224961852,45.7040891011458
1052,B2,599539797.876169,599.539797876169,52.7125533754532
1052,B3,517751708.621766,517.751708621766,45.5216061930119
1052,C1,481580671.426837,481.580671426837,42.3413874059732
1052,C2,562299106.914402,562.299106914402,49.438288819514
1052,C3,486562768.253561,486.562768253561,42.7794217880621
1052,D,833384314.788022,833.384314788022,73.2725589379515
1053,A,879826397.787087,879.826397787087,77.3558254494119
1053,B1,529916543.081761,529.916543081761,46.5911590201097
1053,B2,611480771.081678,611.480771081678,53.7624239423114
1053,B3,526774167.070106,526.774167070106,46.3148760046587
1053,C1,486984232.837244,486.984232837244,42.8164776673248
1053,C2,571490490.765286,571.490490765286,50.246410838353
1053,C3,495429687.236764,495.429687236764,43.5590163067806
1053,D,833598199.310987,833.598199310987,73.2913640270764
1054,A,888156862.735692,888.156862735692,78.0882540217955
1054,B1,522830663.18589,522.83066318589,45.9681564712442
1054,B2,601081851.169031,601.081851169031,52.8481333099225
1054,B3,519439063.930665,519.439063930665,45.669961326564
1054,C1,483238319.329026,483.238319329025,42.4871306140661
1054,C2,564340849.94502,564.34084994502,49.6178023211392
1054,C3,488624656.582496,488.624656582496,42.9607064983986
1054,D,831238550.204026,831.238550204026,73.0838996853619
1055,A,885839645.029379,885.839645029379,77.8845203206147
1055,B1,514967383.510566,514.967383510566,45.2768036185062
1055,B2,595707488.968378,595.707488968378,52.375610292494
1055,B3,511756084.770964,511.756084770964,44.9944608002055
1055,C1,476519198.133388,476.519198133388,41.8963741106349
1055,C2,557120104.397607,557.120104397607,48.9829421560144
1055,C3,481092714.233036,481.092714233036,42.2984853839318
1055,D,823494544.213151,823.494544213151,72.4030335767568
1056,A,878619261.968165,878.619261968165,77.2496920258897
1056,B1,535448545.480534,535.448545480534,47.0775420304643
1056,B2,617409278.292375,617.409278292376,54.2836683265669
1056,B3,532722000.17976,532.72200017976,46.8378195546474
1056,C1,488868418.603788,488.868418603788,42.9821384677254
1056,C2,579301795.941711,579.301795941711,50.9331940052134
1056,C3,500916498.287839,500.916498287839,44.0414260173877
1056,D,840351148.890167,840.351148890167,73.885094779222
1057,A,883347986.873442,883.347986873442,77.6654495199714
1057,B1,518031767.238009,518.031767238009,45.5462294203761
1057,B2,596616221.318296,596.616221318296,52.45550757816
1057,B3,515111748.203121,515.111748203121,45.2894964065226
1057,C1,481308348.246781,481.308348246781,42.317444291246
1057,C2,560593932.784781,560.593932784781,49.2883670250968
1057,C3,484390562.75854,484.39056275854,42.5884378058405
1057,D,829177902.848457,829.177902848457,72.9027240835032
1058,A,884383535.473398,884.383535473398,77.756496704898
1058,B1,529457845.381538,529.457845381538,46.550829542247
1058,B2,611213239.959098,611.213239959098,53.738902153385
1058,B3,525616442.647276,525.616442647276,46.2130869146789
1058,C1,485900849.110238,485.900849110238,42.7212247370969
1058,C2,571348510.054512,571.348510054512,50.2339276540481
1058,C3,494355288.568823,494.355288568823,43.4645533581474
1058,D,839342586.376292,839.342586376291,73.7964202566408
1007,A,887148602.45961,887.14860245961,77.9996060724725
1007,B1,515149612.367405,515.149612367405,45.2928254879078
1007,B2,596460157.671522,596.460157671522,52.4417861982955
1007,B3,512483616.438315,512.483616438315,45.0584266152913
1007,C1,479413622.031546,479.413622031546,42.1508567567633
1007,C2,558390560.314034,558.390560314034,49.0946427896388
1007,C3,481766956.821639,481.766956821639,42.3577659330558
1007,D,827481993.077796,827.481993077796,72.7536168272
1008,A,883900715.989794,883.900715989794,77.7140463990295
1008,B1,522881945.535598,522.881945535598,45.9726653021938
1008,B2,602860799.375836,602.860799375836,53.0045414460222
1008,B3,519384436.469299,519.384436469299,45.6651583877379
1008,C1,481748638.322157,481.748638322157,42.3561553395887
1008,C2,564808151.195458,564.808151195458,49.6588882376928
1008,C3,488543899.622987,488.543899622987,42.953606209888
1008,D,830642042.965446,830.642042965446,73.0314537597304
1059,A,881792969.706954,881.792969706954,77.5287297797997
1059,B1,516536619.485629,516.536619485629,45.4147735003843
1059,B2,596279487.114939,596.279487114939,52.4259013372888
1059,B3,513486280.19662,513.48628019662,45.146582509303
1059,C1,480687512.656271,480.687512656271,42.2628593757523
1059,C2,558804043.471039,558.804043471039,49.1309969283644
1059,C3,483230743.435063,483.230743435063,42.4864645286514
1059,D,827336635.626669,827.336635626669,72.7408367541704
106,A,878384416.702097,878.384416702097,77.2290440327683
106,B1,532459618.676967,532.459618676967,46.8147505290052
106,B2,612719760.399823,612.719760399823,53.8713579793772
106,B3,529313953.917167,529.313953917167,46.5381783612532
106,C1,487804214.626988,487.804214626988,42.8885718535854
106,C2,574222308.588545,574.222308588545,50.4865968832672
106,C3,497912323.614197,497.912323614197,43.7772938973941
106,D,838183096.94859,838.18309694859,73.6944759844465
1060,A,879495941.783419,879.495941783419,77.3267711984792
1060,B1,530089302.802438,530.089302802438,46.6063483470393
1060,B2,610309531.208317,610.309531208317,53.6594465510544
1060,B3,527199673.667529,527.199673667529,46.3522872646079
1060,C1,486530932.123087,486.530932123087,42.7766227016081
1060,C2,571917829.203618,571.917829203618,50.2839831568542
1060,C3,495063245.806773,495.063245806773,43.5267981562829
1060,D,836278468.582154,836.278468582154,73.527017836077
1061,A,879405827.767483,879.405827767483,77.3188482217365
1061,B1,531879973.371572,531.879973371572,46.7637871330677
1061,B2,612202298.188857,612.202298188857,53.8258618263079
1061,B3,528406609.833361,528.406609833361,46.4584031342925
1061,C1,486111686.332373,486.111686332373,42.7397619023772
1061,C2,572824003.976813,572.824003976813,50.3636555760476
1061,C3,497520699.200447,497.520699200447,43.7428616163578
1061,D,838201522.222844,838.201522222844,73.6960959657322
1062,A,890680712.394095,890.680712394095,78.3101551537996
1062,B1,512224546.756458,512.224546756458,45.035648770549
1062,B2,593434477.552285,593.434477552285,52.1757632831407
1062,B3,509257513.833849,509.257513833849,44.7747822161456
1062,C1,476951200.373622,476.951200373622,41.9343564784899
1062,C2,554908350.648643,554.908350648643,48.7884810243954
1062,C3,479061072.637695,479.061072637695,42.1198600175865
1062,D,822079079.254396,822.079079254396,72.2785835027938
