Year,Simulation,Pathway,total_NOx_USD,total_SO2_USD,total_PM2.5_USD,total_PM10_USD,total_CO_USD,total_VOC_USD,total_air_emission_USD,County
2033,125,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,135,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,151,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,152,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,153,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,154,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,155,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,2,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,251,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,261,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,271,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,272,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,273,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,274,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,275,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,281,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,282,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,283,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,284,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,285,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,291,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,292,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,293,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,294,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,295,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,3,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,301,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,302,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,311,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,312,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,321,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,322,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,323,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,324,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,331,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,341,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,342,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,351,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,352,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,353,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,354,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,361,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,362,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,363,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,364,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,371,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,372,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,373,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,374,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,381,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,382,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,383,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,391,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,392,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,393,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,4,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,401,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,402,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,411,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,412,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,413,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,421,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,422,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,423,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,431,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,432,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,441,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,442,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,443,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,451,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
2033,452,D,10220.6093858368,34760.2516206529,1319218.19454381,0,495853.125848493,28749.8010354827,1888801.98243428,
