Facility_Unit.ID,Facility_ID,Unit_ID.x,Primary_Fuel_Type,Facility_Name,PM_lbs_mmBTU,mean_NOx_lbs_MW,mean_SO2_lbs_MW,mean_HI_mmBtu_per_MW,mean_NOx_lbs_MW_estimate,mean_SO2_lbs_MW_estimate,mean_HI_mmBtu_per_MW_estimate,Stack_Height_ft,Year,Pathway,Simulation,total_generation_GWh,total_CO2_tons,total_NOx_lbs,total_SO2_lbs,total_HI_mmBtu,State,Fuel_type_1,Fuel_type_2,Ramp_hr,Fossil.NPC_MW,STATEFP,COUNTYFP,COUNTYNS,GEOIDFQ,GEOID,County,NAMELSAD,STUSPS,STATE_NAME,LSAD,ALAND,AWATER,geometry,County_State,NH3,PM2.5,NOx,SO2,VOC,PM10,SO2_ratio,CO
55149_LRG3,55149,LRG3,Pipeline Natural Gas,Lake Road Generating Company,0.01086,0.0692693018376058,0.00663845839800555,5.74697480647036,,,,120,2025,B2,1,761.42167,500545.955738647,52736.7777566316,5054.0333762983,14433044.2386927,CT,Pipeline Natural Gas,Diesel Oil,12,280,9,150,2830250,0500000US09150,9015,Windham,Northeastern Connecticut Planning Region,CT,Connecticut,PL,1434581261,23987846,-71.8947|41.8736,"Windham, CT",9773.17580212932,6689.31046683892,148.739485624939,2901.41156625714,767.495745824685,1068.94110335789,0.548556430446194,1318.58546241051
55170_0001,55170,0001,Pipeline Natural Gas,Granite Ridge Energy,0.01086,0.0951198119318001,0.006466382227098,3.89653474465966,,,,120,2025,B2,1,229.30981,146822.702098198,21806.2133606224,1482.40410704835,4985427.45766972,NH,Pipeline Natural Gas,"",12,530,33,11,873179,0500000US33011,33011,Hillsborough,Hillsborough County,NH,New Hampshire,06,2270221473,41290396,-71.4251|42.9043,"Hillsborough, NH",5991.22648097254,6828.13398675553,77.3445325249682,3058.08382444874,795.260449808007,1189.91588499951,0.578177727784027,1389.65640616668
55170_0002,55170,0002,Pipeline Natural Gas,Granite Ridge Energy,0.01086,0.0954381873241828,0.00643347607934406,3.90875996484579,,,,120,2025,B2,1,277.26258,176670.8715791,26461.4380480262,1783.76217612722,5673113.54810621,NH,Pipeline Natural Gas,"",12,530,33,11,873179,0500000US33011,33011,Hillsborough,Hillsborough County,NH,New Hampshire,06,2270221473,41290396,-71.4251|42.9043,"Hillsborough, NH",5991.22648097254,6828.13398675553,77.3445325249682,3058.08382444874,795.260449808007,1189.91588499951,0.578177727784027,1389.65640616668
55211_1,55211,1,Pipeline Natural Gas,Bellingham Power Generation LLC,0.01086,0.099102426565318,0.00670280559501631,4.92545483492045,,,,120,2025,B2,1,445.49061,295740.171762286,44148.6688267942,2985.99981548895,9585767.69039662,MA,Pipeline Natural Gas,"",12,289,25,21,606937,0500000US25021,25021,Norfolk,Norfolk County,MA,Massachusetts,06,1025902103,124954020,-71.4529|42.1113,"Norfolk, MA",27076.5359631639,13582.8898272694,97.1764639416268,3639.15941495684,1503.26040138272,2084.33599189081,0.688038995125609,1653.24864060413
55211_2,55211,2,Pipeline Natural Gas,Bellingham Power Generation LLC,0.01086,0.100010699133438,0.00657646848706688,4.89564713041595,,,,120,2025,B2,1,524.46217,341580.202661241,52447.9960132746,3448.84310345979,10672685.1250066,MA,Pipeline Natural Gas,"",12,289,25,21,606937,0500000US25021,25021,Norfolk,Norfolk County,MA,Massachusetts,06,1025902103,124954020,-71.4529|42.1113,"Norfolk, MA",27076.5359631639,13582.8898272694,97.1764639416268,3639.15941495684,1503.26040138272,2084.33599189081,0.688038995125609,1653.24864060413
55212_1,55212,1,Pipeline Natural Gas,Blackstone Power Generation LLC,0.01086,0.0966242307385857,0.00647354311954547,4.77574104763076,,,,120,2025,B2,1,347.37793,222590.195755016,33546.4701444885,2247.44023457811,7779124.76956645,MA,Pipeline Natural Gas,"",12,289,25,27,606940,0500000US25027,25027,Worcester,Worcester County,MA,Massachusetts,06,3912636723,177350055,-71.5172|42.0575,"Worcester, MA",25775.5612622311,12803.4949225947,45.6134422583146,4620.84002008144,1455.66376598274,2135.89901357412,0.873640794900637,2098.56657932952
55212_2,55212,2,Pipeline Natural Gas,Blackstone Power Generation LLC,0.01086,0.0926898935203814,0.0065328506202158,4.89456011416523,,,,120,2025,B2,1,435.74399,281894.363117056,40383.4944491761,2846.22945042122,9298883.2591137,MA,Pipeline Natural Gas,"",12,289,25,27,606940,0500000US25027,25027,Worcester,Worcester County,MA,Massachusetts,06,3912636723,177350055,-71.5172|42.0575,"Worcester, MA",25775.5612622311,12803.4949225947,45.6134422583146,4620.84002008144,1455.66376598274,2135.89901357412,0.873640794900637,2098.56657932952
55294_1,55294,1,Pipeline Natural Gas,Westbrook Energy Center,0.01086,0.0975247908904647,0.00384732804085183,3.77601010221975,,,,120,2025,B2,1,1822.15434,687924.564325565,176252.247350886,6945.73778930976,32740437.5573804,ME,Pipeline Natural Gas,"",12,379.7,23,5,581288,0500000US23005,23005,Cumberland,Cumberland County,ME,Maine,06,2165743897,987468030,-70.3772|43.6576,"Cumberland, ME",1096.70580734122,2784.40317089886,101.142850224958,1447.73099341607,329.210061516531,444.235263733151,0.273715785526809,659.155060217156
55294_2,55294,2,Pipeline Natural Gas,Westbrook Energy Center,0.01086,0.0952449192193872,0.00384168066172343,3.7639392462458,,,,120,2025,B2,1,1842.01418,686269.506058819,171837.512097507,6929.04296343496,28789734.8375936,ME,Pipeline Natural Gas,"",12,379.7,23,5,581288,0500000US23005,23005,Cumberland,Cumberland County,ME,Maine,06,2165743897,987468030,-70.3772|43.6576,"Cumberland, ME",1096.70580734122,2784.40317089886,101.142850224958,1447.73099341607,329.210061516531,444.235263733151,0.273715785526809,659.155060217156
55517_CT01,55517,CT01,Pipeline Natural Gas,"Wallingford Energy, LLC",0.01708,0.0846001718347262,0.0049251589099281,5.81527370263986,,,,120,2025,B2,1,118.24404,54647.9442465604,9925.58812593706,572.583541953171,2545907.67169579,CT,Pipeline Natural Gas,"",1,50,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-72.8358|41.4486,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
55517_CT02,55517,CT02,Pipeline Natural Gas,"Wallingford Energy, LLC",0.01708,0.0888851921916474,0.00493319660448466,5.86061282795698,,,,120,2025,B2,1,113.45053,53485.2752610818,10004.7950545218,550.10647598715,2540272.6970731,CT,Pipeline Natural Gas,"",1,50,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-72.8358|41.4486,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
55517_CT03,55517,CT03,Pipeline Natural Gas,"Wallingford Energy, LLC",0.01708,0.0877952990716528,0.0051943272667331,5.86209725810704,,,,120,2025,B2,1,109.57939,53592.9912635458,9562.78970727532,562.265676459949,2548123.67953842,CT,Pipeline Natural Gas,"",1,50,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-72.8358|41.4486,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
55517_CT04,55517,CT04,Pipeline Natural Gas,"Wallingford Energy, LLC",0.01708,0.080067780519505,0.00508305298649438,5.98121654454622,,,,120,2025,B2,1,114.25491,54169.8561640341,9084.91625461976,570.472181170343,2542096.397426,CT,Pipeline Natural Gas,"",1,50,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-72.8358|41.4486,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
55517_CT05,55517,CT05,Pipeline Natural Gas,"Wallingford Energy, LLC",0.01708,0.0821889045537378,0.00488463007853837,5.86282389157074,,,,120,2025,B2,1,123.65244,57957.0694456615,10091.0323945863,594.953940305939,2611285.34481466,CT,Pipeline Natural Gas,"",1,50,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-72.8358|41.4486,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
55517_CT06,55517,CT06,Pipeline Natural Gas,"Wallingford Energy, LLC",0.01708,0.0957231618940912,0.00519332342188993,5.9731931940599,,,,120,2025,B2,1,81.73304,40323.7070550101,7972.05483893848,413.6849394282,2160200.60884127,CT,Pipeline Natural Gas,"",1,50,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-72.8358|41.4486,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
55517_CT07,55517,CT07,Pipeline Natural Gas,"Wallingford Energy, LLC",0.01708,0.095244165551804,0.00504412732793952,5.82665841238634,,,,120,2025,B2,1,80.77207,39227.9385849391,7790.62239743574,396.721505141343,2146086.75641808,CT,Pipeline Natural Gas,"",1,50,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-72.8358|41.4486,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
55661_1,55661,1,Pipeline Natural Gas,Newington Energy,0.01086,0.0954793076299623,0.00737485309165827,3.61690021143601,,,,150,2025,B2,1,1091.53536,450391.795683915,97131.0574604919,7443.26195047929,14314377.7602054,NH,Pipeline Natural Gas,Other Oil,12,419.9,33,15,873181,0500000US33015,33015,Rockingham,Rockingham County,NH,New Hampshire,06,1801152748,258528921,-70.8044|43.1047,"Rockingham, NH",9808.8732786793,7674.95745824685,69.4117599583048,2812.16787488218,872.604982332975,1209.74781641617,0.531683539557555,1278.10201343547
55661_2,55661,2,Pipeline Natural Gas,Newington Energy,0.01086,0.0988050879960776,0.00703085299455535,3.4785549190011,,,,150,2025,B2,1,996.17001,415671.868039725,93063.4254875846,6573.06690537134,13382462.4986672,NH,Pipeline Natural Gas,Other Oil,12,419.9,33,15,873181,0500000US33015,33015,Rockingham,Rockingham County,NH,New Hampshire,06,1801152748,258528921,-70.8044|43.1047,"Rockingham, NH",9808.8732786793,7674.95745824685,69.4117599583048,2812.16787488218,872.604982332975,1209.74781641617,0.531683539557555,1278.10201343547
56047_1,56047,1,Pipeline Natural Gas,CPV Towantic Energy Center,0.01086,0.0385471115421012,0.00391840309429873,4.09788770834317,,,,150,2025,B2,1,2908.84845,1117271.73325801,112113.633235316,11396.6099024674,24790519.7552473,CT,Pipeline Natural Gas,Diesel Oil,12,565.5,9,140,2830249,0500000US09140,9009,New Haven,Naugatuck Valley Planning Region,CT,Connecticut,PL,1069106360,22747873,-73.1229|41.4841,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
56047_2,56047,2,Pipeline Natural Gas,CPV Towantic Energy Center,0.01086,0.0368651735200579,0.00393607903409032,4.09512246173096,,,,150,2025,B2,1,2872.41593,1107741.328612,105879.362681876,11304.6946238088,24863006.630733,CT,Pipeline Natural Gas,Diesel Oil,12,565.5,9,140,2830249,0500000US09140,9009,New Haven,Naugatuck Valley Planning Region,CT,Connecticut,PL,1069106360,22747873,-73.1229|41.4841,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
56629_10,56629,10,Pipeline Natural Gas,Waterbury Generation,0.01708,0.138499847894713,0.0241574688682868,5.46500168713353,,,,120,2025,B2,1,194.84912,90857.3555531981,27210.8435313659,4687.70143958318,6375044.62444326,CT,Pipeline Natural Gas,Diesel Oil,1,96,9,140,2830249,0500000US09140,9009,New Haven,Naugatuck Valley Planning Region,CT,Connecticut,PL,1069106360,22747873,-73.0416|41.5444,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
56798_U1,56798,U1,Pipeline Natural Gas,Kleen Energy Systems Project,0.01086,0.0513622485321435,0.00415651037271866,3.78853686768393,,,,215,2025,B2,1,1658.63835,683636.272508098,85185.3734179301,6893.65866758005,18396936.8805975,CT,Pipeline Natural Gas,Diesel Oil,12,494,9,130,2830246,0500000US09130,9007,Middlesex,Lower Connecticut River Valley Planning Region,CT,Connecticut,PL,1098459139,241084217,-72.597|41.5526,"Middlesex, CT",9925.88167403759,5154.31897518955,69.4117599583048,1897.91583657422,592.97474935809,763.529359541353,0.358830146231721,863.371569491222
56798_U2,56798,U2,Pipeline Natural Gas,Kleen Energy Systems Project,0.01086,0.0502289901404963,0.00417489357774827,3.79685031725375,,,,215,2025,B2,1,1628.59719,674615.889293052,81789.8941452064,6798.14336441925,18462617.6138024,CT,Pipeline Natural Gas,Diesel Oil,12,494,9,130,2830246,0500000US09130,9007,Middlesex,Lower Connecticut River Valley Planning Region,CT,Connecticut,PL,1098459139,241084217,-72.597|41.5526,"Middlesex, CT",9925.88167403759,5154.31897518955,69.4117599583048,1897.91583657422,592.97474935809,763.529359541353,0.358830146231721,863.371569491222
58054_ST01,58054,ST01,Wood,Burgess BioPower,0.0029403,0.919415251384585,0.0664540652454153,13.6920991765277,,,,120,2025,B2,1,646.06465,979021.575163059,593936.593919106,42928.9309135079,13590484.8489941,NH,Wood,Diesel Oil,24,75,33,7,873177,0500000US33007,33007,Coos,Coos County,NH,New Hampshire,06,4647924493,92541532,-71.1753|44.4719,"Coos, NH",1029.27724052458,1245.44529296616,65.4453736749731,938.050356007948,160.638644474934,202.285700449917,0.177352830896138,427.949584959733
589_1,589,1,Wood,J C McNeil,0.0043956,0.977526779198758,0.00888960355170592,11.5488868894926,,,,120,2025,B2,1,456.7215,674700.722013811,445965.013899464,4055.59520575936,5973361.93610652,VT,Wood,"Diesel Oil, Pipeline Natural Gas",24,59.5,50,7,1461760,0500000US50007,50007,Chittenden,Chittenden County,VT,Vermont,06,1390433441,217071279,-73.2081|44.4917,"Chittenden, VT",2855.79812399883,1743.22677152428,63.4621805333073,997.546150257924,226.084018149907,311.361323241539,0.188601424821897,454.93855094309
59882_J4,59882,J4,Pipeline Natural Gas,Exelon West Medway II,0.01708,0.0880589992596036,0.00566785043993319,3.69253821484126,,,,120,2025,B2,1,104.60997,57780.9869443681,9211.84927077715,592.913664485898,1063692.72563049,MA,Pipeline Natural Gas,Diesel Oil,0.1666667,131.8,25,21,606937,0500000US25021,25021,Norfolk,Norfolk County,MA,Massachusetts,06,1025902103,124954020,-71.444|42.1375,"Norfolk, MA",27076.5359631639,13582.8898272694,97.1764639416268,3639.15941495684,1503.26040138272,2084.33599189081,0.688038995125609,1653.24864060413
59882_J5,59882,J5,Pipeline Natural Gas,Exelon West Medway II,0.01708,0.0882895644633336,0.00563584732155194,3.6213166888177,,,,120,2025,B2,1,93.16654,51336.7369239668,8225.63323915575,525.072394917262,922898.300459705,MA,Pipeline Natural Gas,Diesel Oil,0.1666667,131.8,25,21,606937,0500000US25021,25021,Norfolk,Norfolk County,MA,Massachusetts,06,1025902103,124954020,-71.444|42.1375,"Norfolk, MA",27076.5359631639,13582.8898272694,97.1764639416268,3639.15941495684,1503.26040138272,2084.33599189081,0.688038995125609,1653.24864060413
6081_001,6081,001,Pipeline Natural Gas,Stony Brook Energy Center,0.01086,2.02056666190468,,3.97296691782876,0.230819330694748,0.00495111158786224,7.94483401813892,120,2025,B2,1,13.78695,10593.0829115531,27857.4515393467,68.2607279062773,109535.02936638,MA,Pipeline Natural Gas,Diesel Oil,0.1666667,190,25,13,606933,0500000US25013,25013,Hampden,Hampden County,MA,Massachusetts,06,1598035447,44416565,-72.5103|42.1977,"Hampden, MA",12950.251215078,6613.94912745562,77.3445325249682,2306.45362375739,765.512552683019,1070.92429649956,0.436070491188601,1048.69580257694
6081_002,6081,002,Pipeline Natural Gas,Stony Brook Energy Center,0.01086,1.88816294540922,,3.68621594018958,0.230819330694748,0.00495111158786224,7.94483401813892,120,2025,B2,1,4.51113,3820.18174154849,8517.7485079239,22.335108017353,35840.179084247,MA,Pipeline Natural Gas,Diesel Oil,0.1666667,190,25,13,606933,0500000US25013,25013,Hampden,Hampden County,MA,Massachusetts,06,1598035447,44416565,-72.5103|42.1977,"Hampden, MA",12950.251215078,6613.94912745562,77.3445325249682,2306.45362375739,765.512552683019,1070.92429649956,0.436070491188601,1048.69580257694
6081_003,6081,003,Pipeline Natural Gas,Stony Brook Energy Center,0.01086,1.9040736992384,,3.91913275220444,0.230819330694748,0.00495111158786224,7.94483401813892,120,2025,B2,1,11.38465,8757.56013308264,21677.2126400344,56.3666725387559,90449.1546046053,MA,Pipeline Natural Gas,Diesel Oil,0.1666667,190,25,13,606933,0500000US25013,25013,Hampden,Hampden County,MA,Massachusetts,06,1598035447,44416565,-72.5103|42.1977,"Hampden, MA",12950.251215078,6613.94912745562,77.3445325249682,2306.45362375739,765.512552683019,1070.92429649956,0.436070491188601,1048.69580257694
6081_004,6081,004,Diesel Oil,Stony Brook Energy Center,0.0244538222222222,15.816370510397,,6.38624262161612,0.277543411657047,0.00840041579007275,13.9984558650823,120,2025,B2,1,12.7525,13614.452215921,201698.264933838,107.126302362903,174783.047968951,MA,Diesel Oil,"",0.1666667,85,25,13,606933,0500000US25013,25013,Hampden,Hampden County,MA,Massachusetts,06,1598035447,44416565,-72.5103|42.1977,"Hampden, MA",12950.251215078,6613.94912745562,77.3445325249682,2306.45362375739,765.512552683019,1070.92429649956,0.436070491188601,1048.69580257694
6081_005,6081,005,Diesel Oil,Stony Brook Energy Center,0.0244538222222222,16.2371717354029,,6.54532358397905,0.277543411657047,0.00840041579007275,13.9984558650823,120,2025,B2,1,12.41168,13603.8442097284,201530.579684865,104.26327265333,169941.407100975,MA,Diesel Oil,"",0.1666667,85,25,13,606933,0500000US25013,25013,Hampden,Hampden County,MA,Massachusetts,06,1598035447,44416565,-72.5103|42.1977,"Hampden, MA",12950.251215078,6613.94912745562,77.3445325249682,2306.45362375739,765.512552683019,1070.92429649956,0.436070491188601,1048.69580257694
60903_1,60903,1,Pipeline Natural Gas,Salem Harbor Station NGCC,0.01086,0.0640245273907603,0.00422683521873137,3.97226406882884,,,,230,2025,B2,1,1426.30467,532149.08821786,81498.9561580223,5372.92711347422,14827033.8265214,MA,Pipeline Natural Gas,"",12,399.1,25,9,606931,0500000US25009,25009,Essex,Essex County,MA,Massachusetts,06,1275604956,870173087,-70.8784|42.5256,"Essex, MA",14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,0.439070116235471,1055.8928601725
60903_2,60903,2,Pipeline Natural Gas,Salem Harbor Station NGCC,0.01086,0.0688732402726773,0.00418159996887337,3.9301582253795,,,,230,2025,B2,1,1310.38696,470339.311135572,78327.9238157403,4748.84759739596,14495385.3612081,MA,Pipeline Natural Gas,"",12,399.1,25,9,606931,0500000US25009,25009,Essex,Essex County,MA,Massachusetts,06,1275604956,870173087,-70.8784|42.5256,"Essex, MA",14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,0.439070116235471,1055.8928601725
6635_AP-1,6635,AP-1,Pipeline Natural Gas,Alfred L Pierce Generating Station,0.01708,0.564580341978993,0.00706892344221478,6.28940196138336,,,,120,2025,B2,1,50.16139,32597.6832638887,32458.6846819281,375.444881760896,3707903.14771874,CT,Pipeline Natural Gas,Diesel Oil,1,84,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-72.834|41.4485,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
1507_4,1507,4,Residual Oil,William F Wyman,0.0628333333333333,1.75010389624996,6.51834263311426,3.53674585222802,,,,320,2025,B2,1,1027.52923,848942.606482122,1710921.66967508,6376836.04541313,10769039.6564556,ME,Residual Oil,"",24,649.1,23,5,581288,0500000US23005,23005,Cumberland,Cumberland County,ME,Maine,06,2165743897,987468030,-70.1569|43.75,"Cumberland, ME",817.075574366331,1330.72259805779,243.9327564249,926.151197157953,220.13443872491,210.21847301658,0.175103112110986,422.551791763062
1599_2,1599,2,Residual Oil,Canal Station,0.01708,1.4914899592238,2.20442736788696,3.77402201728352,,,,498,2025,B2,1,497.87328,368852.848240573,720678.994275727,1065107.44115996,7665361.54791375,MA,Residual Oil,Pipeline Natural Gas,12,580,25,1,606927,0500000US25001,25001,Barnstable,Barnstable County,MA,Massachusetts,06,1020973583,2360362409,-70.5097|41.7694,"Barnstable, MA",731.7982692747,1572.67216134102,277.647039833219,1021.34446795791,243.9327564249,212.201666158246,0.193100862392201,465.734137336432
1599_3,1599,3,Pipeline Natural Gas,Canal Station,0.01708,0.10167714187164,0.00609584457663146,6.62165645485426,,,,498,2025,B2,1,822.64838,395980.480249576,67525.6652521713,4045.29567623678,8448741.67741789,MA,Pipeline Natural Gas,Diesel Oil,12,367.7,25,1,606927,0500000US25001,25001,Barnstable,Barnstable County,MA,Massachusetts,06,1020973583,2360362409,-70.5097|41.7694,"Barnstable, MA",731.7982692747,1572.67216134102,277.647039833219,1021.34446795791,243.9327564249,212.201666158246,0.193100862392201,465.734137336432
2364_1,2364,1,Coal,Merrimack,0.0109179898124098,2.76939075558232,1.3234666306897,8.666622222777,,,,445,2025,B2,1,701.17566,690794.767108152,1872256.30763361,894601.223859232,6262028.30402676,NH,Coal,"",24,113.6,33,13,873180,0500000US33013,33013,Merrimack,Merrimack County,NH,New Hampshire,06,2416176927,57199007,-71.4692|43.1411,"Merrimack, NH",1899.89902971589,2572.20150474061,243.9327564249,1483.42846996606,362.924344924851,414.487366608163,0.280464941882265,675.34843980717
2364_2,2364,2,Coal,Merrimack,0.0109179898124098,2.56765666692014,1.52837194006152,7.6177985281105,,,,445,2025,B2,1,1698.07995,1680332.8038129,4266650.77260616,2539506.99923427,18012467.3398202,NH,Coal,"",24,345.6,33,13,873180,0500000US33013,33013,Merrimack,Merrimack County,NH,New Hampshire,06,2416176927,57199007,-71.4692|43.1411,"Merrimack, NH",1899.89902971589,2572.20150474061,243.9327564249,1483.42846996606,362.924344924851,414.487366608163,0.280464941882265,675.34843980717
544_10,544,10,Other Oil,Devon,0.0244538222222222,13.7410996835443,,7.66666666666667,0.0982597055450186,0.00790484980629319,13.1722979241646,340,2025,B2,1,1.97171,1543.47710835397,27093.4636570412,15.5860714115663,25971.9515400546,CT,Other Oil,"",1,18.6,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
544_11,544,11,Pipeline Natural Gas,Devon,0.01708,8.65767837511731,0.20353445502078,6.09953495886088,,,,340,2025,B2,1,9.39998,7411.42614007776,81382.0035725352,1913.21980650623,103271.874436854,CT,Pipeline Natural Gas,Other Oil,1,43,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
544_12,544,12,Pipeline Natural Gas,Devon,0.01708,8.27179382360997,0.191558956450288,6.06590724626521,,,,340,2025,B2,1,9.09773,7052.11313422281,75254.5468228711,1742.75166486648,101538.168859614,CT,Pipeline Natural Gas,Other Oil,1,43,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
544_13,544,13,Pipeline Natural Gas,Devon,0.01708,8.41366691495125,0.206212147887324,6.02777174569616,,,,340,2025,B2,1,8.03147,6424.45051374729,67574.1134174235,1656.18667939261,84481.20106729,CT,Pipeline Natural Gas,Other Oil,1,43,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
544_14,544,14,Pipeline Natural Gas,Devon,0.01708,8.21361608658744,0.183764077532541,5.98034083689556,,,,340,2025,B2,1,8.47586,6663.27671296831,69617.460043663,1557.55859419496,93188.1828683887,CT,Pipeline Natural Gas,Other Oil,1,43,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
544_15,544,15,Diesel Oil,Devon,0.0244538222222222,0.122755539542425,0.00561183313173945,5.21685998369102,,,,340,2025,B2,1,27.9042,16113.371743274,3425.39512649974,156.593714074684,220498.268119069,CT,Diesel Oil,Pipeline Natural Gas,1,51,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
544_16,544,16,Diesel Oil,Devon,0.0244538222222222,0.108351973845927,0.00569023155203776,5.17496614789414,,,,340,2025,B2,1,28.39555,16334.7973460978,3076.71389094071,161.577254547466,211972.341878273,CT,Diesel Oil,Pipeline Natural Gas,1,51,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
544_17,544,17,Diesel Oil,Devon,0.0244538222222222,0.113298919218878,0.00586198240097244,5.52593504901961,,,,340,2025,B2,1,28.30818,16639.3549097656,3207.28619905346,165.94205296356,216695.80011441,CT,Diesel Oil,Pipeline Natural Gas,1,51,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
544_18,544,18,Diesel Oil,Devon,0.0244538222222222,0.128329709775967,0.0059015784114053,5.43944132817537,,,,340,2025,B2,1,27.18785,15792.0675175853,3489.00889993252,160.451228612526,218851.93946944,CT,Diesel Oil,Pipeline Natural Gas,1,51,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
