Year,Simulation,Pathway,total_NOx_USD,total_SO2_USD,total_PM2.5_USD,total_PM10_USD,total_CO_USD,total_VOC_USD,total_air_emission_USD
2038,1046,C3,28183.3726697793,18763.0628339833,14849862.2566251,1063.00052962232,7160633.34244832,325535.264905592,22384040.3000124
2039,1046,C3,28129.1827482589,18650.5936771409,14850117.6275489,1063.34693134321,7157441.28969279,325592.296193032,22380994.3367915
2040,1046,C3,27189.5340762846,18131.3345614984,14577195.0832167,970.429653398289,6972702.42263654,318829.401704785,21915018.2058492
2041,1046,C3,16835.841367847,11422.2259496835,10790423.7988398,640.37907210713,5158418.37210631,233742.13926567,16211482.7566014
2042,1046,C3,16937.329062351,11333.9251338023,10496008.6434172,614.689631223679,4981014.45708651,226780.184441773,15732689.2287729
2043,1046,C3,16621.441146508,11208.7952504455,10600822.4234413,601.63327243379,5066935.31392535,229517.278874204,15925706.8859103
2044,1046,C3,15172.9272701473,10333.344463649,9854512.94934557,518.041380287118,4699383.58859087,212524.471120581,14792445.3221711
2045,1046,C3,13874.2804921979,9426.496610283,9516332.27858125,483.115381712387,4535751.45931541,204973.634765326,14280841.2651462
2046,1046,C3,12457.6869667135,8267.6174446097,8728387.56635728,381.97162289272,4137368.99892791,186977.49558553,13073841.3369049
2031,1047,B1,42705.7650448944,29198.3226915267,21335680.0581616,1833.13134076576,10092863.0818669,469279.912799034,31971560.2719047
2032,1047,B1,43210.5864363716,29639.4143548903,21060418.2200217,1755.48284037733,9987944.47990814,463397.562300547,31586365.7458621
2033,1047,B1,41920.0061783135,28683.8515049101,20855615.7615907,1647.53056425781,9890220.67226766,458900.184858403,31276988.0069643
2034,1047,B1,40733.5221250233,27952.9517205744,20503456.2343104,1597.20261926398,9745863.33525447,451263.725936016,30770866.9719657
2035,1047,B1,39881.2457223517,27224.4774378286,19992986.8646623,1428.64892589215,9523282.70385642,440089.532480177,30024893.473085
2036,1047,B1,40187.6470591915,27783.3617304377,19951295.4140141,1352.23326346263,9494050.61965574,439081.478447809,29953750.7541708
2037,1047,B1,37799.5577499509,25748.8069573159,19177017.9052832,1356.21200152126,9148736.26417111,422067.037265059,28812725.7834281
2038,1047,B1,34834.4262989243,23937.8189604391,18229227.4604118,1226.53122459055,8723586.88362911,401067.475167553,27413880.5956924
2039,1047,B1,33065.9761185542,22746.7206889427,17553114.9575312,1177.8525279117,8415575.14265516,386146.809285242,26411827.458807
2040,1047,B1,33452.4053573603,23043.0306191238,17551422.10951,1156.4574580271,8389383.70832083,385808.917164973,26384266.6284303
2041,1047,B1,21547.7124377936,14998.2650691134,13427744.4732071,778.689652108289,6455248.840966,293724.213579766,20214042.1949119
2042,1047,B1,19473.2476234017,13734.5347232068,12678501.4741274,711.428803041355,6159817.9345436,277488.459770532,19149727.0795912
2043,1047,B1,18195.5087000924,12807.1810377876,11956669.8079439,640.718199539221,5759891.22308059,260790.238605495,18008994.6775674
2044,1047,B1,19247.748097475,13268.9046909783,12175289.2672513,566.823669180444,5868513.20371014,265710.535647714,18342596.4830668
2045,1047,B1,16278.4266662888,11298.403247306,10948312.246319,541.361979650207,5291666.27375719,238268.775189452,16506365.4871589
2046,1047,B1,13707.229209818,9461.42800139926,9919707.87246943,439.159886848899,4803889.17104753,215089.037904207,14962293.8985192
2031,1047,B2,53799.5289277563,39704.0060337328,26538976.9517188,2226.18603646399,12342790.4359343,583704.972394123,39561202.0810452
2032,1047,B2,51234.6918507231,37808.2474114522,25712851.5605401,2136.79295338041,12001959.963651,565822.503120376,38371813.7595269
2033,1047,B2,49384.4780116216,36361.1834715414,25299090.1062542,1942.70506855363,11817610.0087305,556759.250352789,37761147.7318892
2034,1047,B2,46945.1441174881,34476.3213624277,24360960.2840324,1858.55601646557,11414988.9706566,536349.841995254,36395579.1181806
2035,1047,B2,44630.9432020189,33102.8083349151,23471913.1690369,1604.54606760309,11030837.2273282,516853.371535464,35098942.0655051
2036,1047,B2,43366.1220709052,32053.328843669,22995724.7515438,1552.40753902978,10814004.090679,506472.19180528,34393172.8924817
2037,1047,B2,40018.1225485264,29480.6909198186,21799257.2278009,1450.83448844051,10288090.2199255,480139.254333853,32638436.3500171
2038,1047,B2,36778.9819827224,27092.1621818218,20550266.1944633,1277.85635456422,9728250.98277364,452536.356148904,30796202.5339049
2039,1047,B2,34045.2947449042,24916.1922895509,19666222.4355394,1219.87786069939,9323694.76690802,433018.855213109,29483117.4225557
2040,1047,B2,33507.5579601894,24455.5890147609,19320388.0418271,1193.32326306696,9164141.75775614,425364.341691111,28969050.6115123
2041,1047,B2,30446.7104210182,22235.435230679,18216641.4257344,981.123252678685,8636848.94002029,400698.916721202,27307852.5513802
2042,1047,B2,27666.8557974359,20135.480860004,17322269.873517,876.651290886612,8256380.38669209,381128.393780181,26008457.6419376
2043,1047,B2,24607.6172281247,18131.958928702,15961394.8872391,787.884798514195,7620745.28552517,350723.162390513,23976390.7961101
2044,1047,B2,25545.7646403084,18533.2866242308,16122919.0357526,705.471093327902,7684833.75742161,354243.960958779,24206781.2764908
2045,1047,B2,22064.803919597,16090.1473848791,14652952.5591988,684.065667041946,7016221.27834842,321670.247654444,22029683.1021732
2046,1047,B2,18925.5122126464,13073.8422387172,13252140.4406061,574.235635139079,6370108.4610782,290355.878781662,19945178.3705525
2031,1047,B3,44479.7832864983,30476.5547658043,22089899.8053808,1897.60347199804,10420739.1909818,485873.279961791,33073366.2178487
2032,1047,B3,45240.583006335,31204.4500585842,21918232.4561784,1859.83217067608,10349074.7089611,482186.295427737,32827798.3258028
2033,1047,B3,44356.2247138643,30552.4073479083,21752203.2742301,1744.81190398319,10275991.8347995,478610.498544311,32583459.0515396
2034,1047,B3,43293.4179499864,29780.1947237437,21482032.7149825,1689.06098821558,10166447.6941061,472784.879517177,32196027.9622677
2035,1047,B3,42644.8147275173,29224.2864926669,21085054.7126811,1540.28586213701,10007301.0593178,464230.797917408,31629995.9569986
2036,1047,B3,33680.9655062285,23363.4443071145,18032362.7820006,1244.23551520385,8641075.94415555,396786.568444571,27128513.9399293
2037,1047,B3,32244.3040356326,22150.5663964427,17396449.4193668,1267.19296157438,8339704.35791092,382625.326013655,26174441.166685
2038,1047,B3,30530.5719009564,21066.4192590887,16749245.2359555,1170.6221096609,8049453.23411786,368301.755846685,25219767.8391898
2039,1047,B3,29170.8969339207,20267.6598307602,16173160.9532049,1130.94370976536,7775401.15273605,355423.018281005,24354554.6246964
2040,1047,B3,29653.0994963355,20518.3362674618,16349908.107001,1119.24577322201,7810119.74270074,358893.400237319,24570211.9314761
2041,1047,B3,21334.7209716851,14849.4412318197,13297360.6130276,802.745164242045,6377094.95692842,290678.75400312,20002121.2313269
2042,1047,B3,19376.0165754415,13743.9951769536,12630822.8494167,751.921638198718,6124731.20226815,276350.01839652,19065776.003472
2043,1047,B3,18128.121293293,12807.1148241862,12007224.3743554,692.658750348056,5767944.65457674,261803.09967715,18068600.0234771
2044,1047,B3,19246.4659921662,13347.851770601,12208890.1144959,617.335369573294,5860000.88043129,266269.874173904,18368372.5222334
2045,1047,B3,16688.9631085671,11594.746440091,11081473.3263741,597.299488139406,5323012.68908549,240978.996525966,16674346.0210223
2046,1047,B3,11409.6034103793,7940.13739681509,8647208.60797914,412.675679789083,4126999.94742331,185797.764114722,12979768.7360042
2031,1047,C1,97298.4631792506,73350.6786642864,32127607.4510624,3418.84314525558,14672592.9201166,703705.720395084,47677974.0765629
2032,1047,C1,77670.7161116719,57302.3313247426,27953784.1969607,3173.92793371424,12867697.6046176,612847.049592476,41572475.8265408
2033,1047,C1,56085.7438892619,41934.2183820196,23203379.9579419,2837.65171293584,10811755.7428107,509125.205788723,34625118.5205255
2034,1047,C1,38872.3782234678,30053.7040632648,18408134.8889566,2323.16551701996,8748802.52662439,404226.16950303,27632412.8328877
2035,1047,C1,27431.5746694361,21661.7439719849,14330550.6100862,1791.51225329766,6908772.44368165,314171.637653345,21604379.5223159
2036,1047,C1,20155.5617504402,15884.9776060153,11188359.4652771,1256.98063542383,5370320.1141635,243416.451420935,16839393.5508534
2037,1047,C1,14984.3228382894,11711.5794910759,8930766.48895728,1013.14011541373,4160620.46986237,191544.420350746,13310640.4216152
2038,1047,C1,11003.9680224484,8679.28364748008,7360861.36953162,764.691599468743,3285520.22626024,155079.948418593,10821909.4874798
2039,1047,C1,8336.25744666022,6473.72525455508,6328111.81715353,609.426269395606,2712596.11067473,131115.014965497,9187242.35176437
2040,1047,C1,6278.69242282323,5070.77788476282,5508182.84442067,455.115880652692,2271677.26637791,112106.688557781,7903771.3855446
2041,1047,C1,5209.03529033546,4152.78940240082,4923641.77574014,351.308355105398,1959177.58128425,98653.0968040468,6991185.58687628
2042,1047,C1,4115.40797733592,3325.97580234558,4406852.45138785,242.766742056636,1688972.96157731,86778.8733997518,6190288.43688666
2043,1047,C1,3440.58270702718,2814.62917711489,4054126.99106066,157.954338765977,1519583.19864862,78819.196081311,5658942.55201351
2044,1047,C1,3051.74472286382,2520.40469373135,3810424.90147379,97.7359859119049,1368587.9836846,72914.2583852189,5257597.02894611
2045,1047,C1,2650.70799032405,2211.14378883568,3659734.61532053,46.3151096000661,1270841.38630059,69260.8385614065,5004745.00707129
2046,1047,C1,2615.8783413288,2149.83310547139,3542012.08728019,31.164369046661,1215645.84894169,66591.3313947822,4829046.14343251
2031,1047,C2,61632.0073164173,43572.8962503827,27404045.9402296,2272.91450512002,12723409.2825626,602482.236603204,40837415.2774673
2032,1047,C2,56043.6397930876,39743.1027293613,25989668.0221495,2179.83034974425,12129620.9772126,571791.631164782,38789047.203399
2033,1047,C2,51808.7198277167,36545.1019982682,24806043.7501289,1941.14540522458,11617024.0347942,545947.334584366,37059310.0867387
2034,1047,C2,47162.1881858059,33132.6624979057,23319609.413346,1815.03165711839,10991713.0624329,513633.415410543,34907065.7735302
2035,1047,C2,43044.7084533743,30252.6684211055,21847644.6555917,1558.04956069014,10353740.4927472,481390.923142226,32757631.4979163
2036,1047,C2,40304.7572229131,28521.9677921362,20921413.1987521,1426.64689891212,9945440.91093941,461074.185823511,31398181.667429
2037,1047,C2,34884.7861894814,24449.9569598637,19146911.8913854,1342.80135074106,9149330.7523689,421900.810226933,28778820.9984813
2038,1047,C2,31055.2345212192,21876.6227132205,17498133.7648201,1190.41599704094,8391954.10417162,385221.621062451,26329431.7632857
2039,1047,C2,27414.3537403734,19430.6053324254,16164018.2263868,1102.11380990939,7800021.45694445,355837.798937058,24367824.555151
2040,1047,C2,26422.5385854564,18532.3195843677,15660028.0445475,1048.38062896562,7527221.51949057,344250.349710021,23577503.1525469
2041,1047,C2,22053.1001092892,15632.8674978763,14034463.6476555,813.980017509601,6785976.79199943,308150.54446924,21167090.9317488
2042,1047,C2,18574.6340281765,13333.2843075213,12835568.8172061,708.642168345235,6264438.6675891,281746.320152624,19414370.3654518
2043,1047,C2,16402.3973735721,11760.714153429,11536528.0289775,618.486356845836,5593877.63282097,252104.125181003,17411291.3848633
2044,1047,C2,16227.971036784,11516.5438299501,11232582.082866,516.471192615267,5436701.64881094,245071.886838428,16942616.6045747
2045,1047,C2,13626.7635205413,9673.90693459126,10227750.0069516,488.152555425136,4982650.856153,222820.800419311,15457010.4865345
2046,1047,C2,11558.3748416995,8158.21528893794,9266511.04742111,419.250350512645,4515973.87550294,201090.27264436,14003711.0360496
2031,1047,C3,44013.3464279378,29969.2194879734,21285458.9142605,1849.45710596265,10065276.9714487,467948.886613612,31894516.7953447
2032,1047,C3,41802.3458233693,28501.8656831736,20223820.0393397,1705.735453427,9617575.80176278,444798.12851444,30358203.9165769
2033,1047,C3,38355.1148371328,26115.2512415604,19244415.5031933,1564.78519177886,9187475.29300424,423341.537513422,28921267.4849814
2034,1047,C3,34588.894872242,23761.1456169007,18258500.6548539,1428.84021718743,8749641.78614714,401546.23552291,27469467.5572303
2035,1047,C3,32629.0052045082,22300.4146234523,17080437.0856204,1287.82722673782,8237785.92874444,375752.918868012,25750193.1802875
2036,1047,C3,31464.3042734896,21589.713058539,16599414.7039136,1153.10535634539,7999827.27440518,364848.013307385,25018297.1143145
2037,1047,C3,28202.8093396707,19393.4052775077,15268111.1548951,1114.54532789528,7364067.80414793,335050.600511548,23015940.3194997
2038,1047,C3,26274.1925946252,18125.3486756732,14663808.7018755,1057.00942976121,7066885.80526518,321342.212032304,22097493.269873
2039,1047,C3,24959.7953534021,17532.0671333646,14243001.9733414,1002.53633818434,6883156.84198738,312083.167043257,21481736.381197
2040,1047,C3,26059.0571089245,17951.5001709294,14536368.977399,1002.07748800073,6970578.97133344,318236.226790608,21870196.8102909
2041,1047,C3,17177.5450135314,11944.9702286145,10974989.4969834,670.027972116427,5266403.12321613,238208.01117324,16509393.174587
2042,1047,C3,15581.8243325881,10878.0719769626,10439266.0680981,627.397105484183,5054088.80798791,226605.107800935,15747047.2773019
2043,1047,C3,14874.1322955021,10454.8667933418,9973880.13502353,584.539763643478,4729890.6808734,215099.457587556,14944783.812337
2044,1047,C3,14959.4966856401,10539.0490289349,10141138.7367085,478.011558349639,4878899.58178135,219506.648912087,15265521.5246749
2045,1047,C3,12788.4765293989,9002.70144397667,9194640.48678648,468.120531154179,4403825.49704476,198002.345756479,13818727.6280923
2046,1047,C3,11272.963065318,7833.96549485977,8435540.15332371,399.942400598561,4025282.76654264,180753.325943966,12661083.1167711
2047,1046,C3,9777.8070857091,5833.59047166676,6935119.93469407,370.630126288544,3413380.02190746,147569.561186873,10512051.5454721
2048,1046,C3,9126.66081720957,5507.99998422113,6793771.07210828,298.076321184375,3291829.49489782,143788.4580305,10244321.7621592
2049,1046,C3,8218.627727936,4943.29709295,6252810.79706179,276.852495505621,3038494.92263396,131768.489218166,9436512.98623031
2050,1046,C3,6230.32735321162,3810.18657983903,5359918.15081214,233.163126239977,2587642.38384222,111412.175886934,8069246.38760058
2047,1047,B1,11878.5855761584,7229.27751936637,8530365.99946558,410.024318401442,4250717.68768159,184598.716056204,12985200.2906173
2048,1047,B1,10583.6104434184,6566.6217315972,7940588.98304729,359.277483511877,3985382.27591575,171461.750141842,12114942.5187634
2049,1047,B1,8962.81322227666,5648.53873335589,7202571.51339157,352.448366194302,3621483.23353693,154807.881588666,10993826.428839
2050,1047,B1,7539.06421125062,4810.66853754188,6343452.44943689,303.02658620978,3178985.6885509,135138.50154867,9670229.39887146
2047,1047,B2,15070.6194816604,9521.31636024763,11490341.6941905,480.491898856947,5656173.97047439,251610.619452233,17423198.7118579
2048,1047,B2,13758.7117685303,8763.78308839844,10714567.8397527,469.65577934519,5316035.49878,234508.401103174,16288103.8902721
2049,1047,B2,12142.3940682161,7802.88271089919,9925172.22344468,451.270594546467,4899102.47505296,216366.627976691,15061037.873848
2050,1047,B2,10506.4536237491,6817.06475433197,8867804.84023302,370.519717777932,4378962.71618104,192459.271475681,13456920.8659856
2047,1047,B3,9590.69403872166,5976.86776048329,7372255.64547254,366.631121885779,3662513.49594857,158231.258967095,11208934.5933093
2048,1047,B3,8855.37532705845,5523.37764468251,6946917.62193662,329.141282824804,3434337.17402576,148389.923069553,10544352.6132865
2049,1047,B3,7336.30416200202,4667.18071784333,6136519.58771226,313.128932223316,3009598.67639155,129740.931356333,9288175.80927222
2050,1047,B3,5772.48890281179,3803.27067573115,5439181.06734752,247.546397346536,2676954.85527489,114096.875518907,8240056.1041172
2047,1047,C1,1681.21158249142,1158.34842380965,2411790.53116224,15.5086808199841,793927.544592372,42006.0655779696,3250579.2100197
2048,1047,C1,1647.67163027721,1132.16842907837,2383352.21651962,13.7872120932033,774538.084843265,41282.5185697844,3201966.44720412
2049,1047,C1,1550.56253341009,1076.12375400798,2333199.19699081,7.67692283706576,747000.414901708,40133.5767190857,3122967.55182186
2050,1047,C1,1512.24483661109,1053.61792901359,2318300.75452585,1.2057368981426,740181.91604967,39802.5371693034,3100852.27624735
2047,1047,C2,10144.5853640945,6377.99297986607,7991829.35632173,375.995863776799,4005555.5737723,173023.262625321,12187306.7669271
2048,1047,C2,9019.43308270065,5791.89345423829,7459385.48722119,346.197767552067,3767757.16912645,161214.348416824,11403514.5290689
2049,1047,C2,7824.47656604481,5049.96299992025,6819708.97990378,327.105142892911,3459014.0819941,146823.489822697,10438748.0964294
2050,1047,C2,6853.9086968891,4438.20413822057,6062006.77431988,298.101721941005,3035858.05210008,129140.588464833,9238595.62944184
2047,1047,C3,9750.94944836677,6020.09480199605,7187045.7511999,340.904735314707,3563816.29286964,153645.109868047,10920619.1029233
2048,1047,C3,8305.14795744161,5235.60857015338,6606885.88097572,304.71667163942,3286823.86803814,140581.693863951,10048136.916077
2049,1047,C3,7459.24228759897,4671.52546650255,6045904.58639251,301.555466589514,2973660.09671291,127496.122242883,9159493.128569
2050,1047,C3,5858.23849417764,3824.4861089289,5386666.32142883,228.117122508898,2644680.98773208,112534.99479372,8153793.14568025
2025,1048,A,68045.9503230623,943062.490138351,25278701.5503132,136773.145636797,12151483.121154,631825.0924958,39209891.3500613
2026,1048,A,69646.4934107856,961229.745285142,26305394.1308854,138973.238483913,12597428.6953421,655808.323162396,40728480.6265697
2027,1048,A,72047.4189858538,973304.715001944,27461210.0382603,140267.402417749,13097520.56511,681580.22073189,42425930.3605077
2028,1048,A,73823.7884281098,996038.116887971,28414828.3689478,142846.436866739,13514793.7394159,703839.906350177,43846170.3568966
2029,1048,A,75861.247249182,1004777.82304234,29425823.7811648,144132.755836034,13953081.407067,726569.305512976,45330246.3198723
2030,1048,A,76160.8270792149,1004647.24999893,30123630.3522113,143610.533377129,14255409.8147034,741377.80123598,46344836.578606
2031,1048,A,77608.4909327691,1015745.91809809,30940982.2679549,145136.553464601,14616474.92907,760033.825814692,47555981.9853351
2032,1048,A,79143.4004026325,1017217.62742993,31802449.5733548,146218.468190751,14991571.1774128,779156.785426663,48815757.0322176
2033,1048,A,81209.5809654921,1036659.07056426,32353309.0837101,147919.639619327,15229427.8781827,792214.940617851,49640740.1936597
2034,1048,A,82330.2715666363,1039097.9387861,32961681.1533999,148784.828030614,15494359.6891109,805954.27602237,50532208.1569165
2035,1048,A,83707.9136822,1043095.48870723,33432366.6730413,149625.467355676,15697962.6443533,816508.806499034,51223266.9936387
2036,1048,A,85128.478739755,1048692.54961511,33887110.9336752,150992.194875192,15899968.4993183,827116.15249515,51899008.8087188
2037,1048,A,86255.3964103544,1062945.57939369,34143227.0373363,151448.577975444,16005137.0137346,832931.485061201,52281945.0899116
2038,1048,A,87396.8831476376,1071044.38718887,34401780.1702172,152273.260890035,16116073.1058689,839075.239155424,52667643.0464681
2039,1048,A,87937.9246639636,1071616.06149704,34617772.1914804,152842.214706541,16208783.7773167,843975.665099953,52982927.8347646
2040,1048,A,88955.0959257241,1079827.07945404,34880149.561162,154032.676580169,16324980.7964544,850430.342178297,53378375.5517546
2041,1048,A,88968.4082482865,1071092.72804983,34912994.7584396,153787.309756347,16337602.462379,850855.726052799,53415301.3929259
2042,1048,A,89674.3107712686,1081286.90119782,35030683.7205805,154427.1392436,16386356.3845212,853816.976427074,53596245.4327415
2043,1048,A,90088.4986668409,1085702.76814944,35107194.0236233,154801.410128028,16416401.5730768,855719.29503019,53709907.5686746
2044,1048,A,90059.2116169305,1075805.3210979,35254473.0233545,154789.313816688,16485448.4529053,858730.111834768,53919305.434626
2045,1048,A,89543.8075180289,1075388.77743551,35112655.4750905,153186.328692511,16419723.1396662,854867.26109958,53705364.7895023
2046,1048,A,87899.8492138647,1063799.00024735,34914854.4738754,151396.036091675,16334350.7958935,849529.178604728,53401829.3339264
2047,1048,A,88045.7206716391,1064961.24608481,34924805.8083112,151346.331669431,16339250.6781919,849744.393518378,53418154.1784473
2048,1048,A,87019.3404240512,1052207.76219008,34896084.0053888,150121.956465934,16332161.0312141,848302.139904891,53365896.2355879
2049,1048,A,87121.3595197261,1056301.31121798,34835670.5056713,150079.230525455,16303711.165296,847017.566580391,53279901.1388109
2050,1048,A,84901.822445209,1042503.67078827,34507837.1469917,147591.423235265,16162157.7457999,838447.099446924,52783438.9087074
2025,1048,B1,106450.920937475,380440.086949076,32547989.0236931,151684.221054009,15706288.4491364,791629.758338711,49684482.4601088
2026,1048,B1,74069.4161021981,335148.728624803,27719846.4270824,140391.170367533,13599893.3321932,680674.73917258,42550023.8135428
2027,1048,B1,73328.3092358204,329673.604768422,27578810.7905027,138305.001548928,13529932.5509478,677479.212453243,42327529.4694569
2028,1048,B1,70098.317049485,234373.783118025,27148133.4185392,125645.501886846,13320150.7767161,665177.625240295,41563579.42255
2029,1048,B1,66864.2020107438,222078.866894204,26777264.7741613,123493.01788652,13162578.9505011,656093.616803016,41008373.4282569
2030,1048,B1,64455.2437570375,201151.075460443,26558579.7303918,120413.002915259,12235558.7667475,640008.123724876,39820165.942997
2025,1048,B2,91972.7142384689,389451.2148353,31667421.3628841,145340.378946963,15335466.8667439,770428.767112021,48400081.3047608
2026,1048,B2,79221.6331959162,379648.44709293,31004672.7533678,141183.65419788,15053263.8683196,754469.675575589,47412460.0317496
2027,1048,B2,76585.2967507559,360244.222119777,30475149.7725976,137307.896983848,14808052.0250742,741473.313322916,46598812.5268491
2028,1048,B2,73009.2592297906,264533.304806546,29908080.9676256,125375.026137299,14544003.5270217,726843.434922099,45641845.519743
2029,1048,B2,67696.2189098842,248717.97653214,29135296.904025,122489.326200436,14201864.1323345,708446.523784219,44484511.0817862
2030,1048,B2,64083.7541804978,224821.473631306,28553699.7662332,119448.003853375,13103578.1117688,684397.626507766,42750028.736175
2025,1048,B3,107186.010326578,382429.889455064,32736823.9618869,150911.555343524,15781564.8263934,795603.410694586,49954519.6541
2026,1048,B3,75397.2973118942,338217.646153655,28037753.1175952,139868.047910811,13731010.84516,687683.397302383,43009930.351434
2027,1048,B3,74664.0845654275,333253.971579632,28002816.8981912,137996.729713454,13705535.0986149,686846.293678931,42941113.0763435
2028,1048,B3,72188.1467481875,238895.959110609,27674156.4854449,125492.558301639,13543971.8188331,676861.793708483,42331566.7621469
2029,1048,B3,69919.6142431607,228926.211062037,27402995.7244969,123681.165199598,13426554.2975771,670150.884484481,41922227.8970632
2030,1048,B3,67632.6591551808,208109.27292305,27307692.8267438,120492.024207038,12551988.715384,656653.930960302,40912569.4293733
2025,1048,C1,126505.386118043,562744.158026655,32627202.6719928,137567.010157273,15693702.5406422,788802.215927591,49936523.9828646
2026,1048,C1,117509.839926017,573284.045009863,33612315.6011272,136134.870168899,16134505.1751988,810111.06319853,51383860.5946294
2027,1048,C1,123141.041755563,571985.358485045,34709317.2115501,134718.647661032,16597356.6453094,833539.504111745,52970058.4088729
2028,1048,C1,126641.073552136,496602.014912608,35613691.6741195,126733.602439196,16982410.7856764,852993.216316101,54199072.3670159
2029,1048,C1,130818.097464016,497998.498771445,36496147.0747068,126078.167560399,17356399.7543706,871651.819848884,55479093.4127221
2030,1048,C1,133508.45409046,485686.867817762,37349181.8195897,125383.280913857,16848436.0282392,879560.996850052,55821757.447501
2025,1048,C2,101081.827730558,391328.236307793,32186837.8299704,145466.499313749,15551358.7041481,782134.455229789,49158207.5527004
2026,1048,C2,89187.2523992352,384417.610588336,31737128.7968348,141539.687268733,15361982.6926879,770915.945724431,48485171.9855034
2027,1048,C2,87148.1452812326,370865.026063571,31447709.2654749,138420.806917,15226812.9381503,763618.795959603,48034574.9778465
2028,1048,C2,84107.8584555105,283884.501645871,31054406.1972962,127149.446863845,15045616.2108761,753090.88609826,47348255.1012357
2029,1048,C2,79441.9104491945,268236.251556416,30532658.66375,124186.205458006,14813644.413834,740084.294231718,46558251.7392794
2030,1048,C2,76275.8577939752,246614.214641852,30218595.8887826,121898.25593578,13824800.578166,722235.627244744,45210420.422565
2025,1048,C3,112526.49630615,385341.723843927,32822299.7950324,150931.208667249,15809022.7867398,797087.342006947,50077209.3525965
2026,1048,C3,79532.9470349283,340408.464833451,28146056.4624368,139885.407211231,13768419.3451053,689680.723070118,43163983.3496918
2027,1048,C3,78761.3385312881,335420.170724467,28111678.0488801,138013.031311479,13743879.9590675,688861.186243651,43096613.7347585
2028,1048,C3,76174.6391540571,241005.832321105,27788644.6118561,125508.123307973,13585412.6204424,679002.746302682,42495748.5733844
2029,1048,C3,73846.8866071985,231004.239579895,27519335.9617199,123695.695067296,13468814.4783819,672333.389030081,42089030.6503862
2030,1048,C3,71511.9856363675,210158.762394498,27424111.8824878,120505.921372019,12595245.6681157,658845.593752988,41080379.8137594
2025,1048,D,55920.9591137236,447717.387391401,30421491.4974575,148201.264840287,14387176.1212859,745954.573526536,46206461.8036154
2026,1048,D,48031.8945328384,423045.91873981,26706386.9326076,143457.670781965,12772387.5928085,662841.584836718,40756151.5943074
2027,1048,D,50441.3748347888,432963.613087426,27893600.3778933,145487.515065621,13290740.3837525,689974.568732785,42503207.8333664
2028,1048,D,52650.0385525685,440770.66346603,28907261.1934641,147249.501606014,13735588.8301112,713185.494736499,43996705.7219364
2029,1048,D,54875.2822418122,448573.662802892,29999042.8678488,148879.89631242,14208656.5216109,738095.667512851,45598123.8983297
2030,1048,D,55515.1324898325,447384.094986614,30881823.988234,148755.609460901,14595348.593513,757130.125679468,46885957.5443639
2031,1048,D,48512.7085694669,427268.925086529,27214822.1099017,143838.574631747,13016489.2852506,675003.863562365,41525935.4670024
2032,1048,D,50936.6004467357,433386.791295005,28691406.6680536,145181.712289858,13652914.4911548,707724.270355524,43681550.5335955
2033,1048,D,53056.4115668406,440020.18928445,29621148.7146941,146601.389142322,14064277.1284006,729018.220260525,45054122.0533488
2034,1048,D,55264.6452170628,443427.780096488,30637919.8066223,147427.260339847,14504695.465316,751446.212969618,46540181.1705613
2035,1048,D,57610.9847922441,454809.966771317,31699010.2826191,149777.260243186,14970427.6900496,776005.419434643,48107641.6039102
2036,1048,D,59879.7313776365,460394.130791264,32576668.288142,151410.513838529,15360797.4730582,796158.762886158,49405308.9000938
2037,1048,D,61785.7597159171,465231.057467903,33174579.702228,151424.276575887,15622325.353711,809039.581157633,50284385.7308563
2038,1048,D,63438.2967013771,469949.516447713,33844197.2835558,152332.967987516,15915111.150329,824211.376284056,51269240.5913055
2039,1048,D,65321.3913757337,475306.980660594,34477029.8227031,153264.636158007,16186393.6661943,838520.083493747,52195836.5805855
2040,1048,D,67466.5199411585,481533.008260623,35017041.3415772,154091.279508275,16428038.44002,850760.736911771,52998931.326219
2041,1048,D,56437.1210524574,446833.414738275,31048005.3204659,148013.873301735,14700685.3866526,761326.349480859,47161301.4656918
2042,1048,D,57702.1882025729,453137.515399995,31617683.6736002,148177.641511111,14944454.3077936,774024.609299563,47995179.9358071
2043,1048,D,58148.7284953255,452584.225430838,31989360.8521005,148442.985019621,15109931.4370496,782215.144092243,48540683.3721881
2044,1048,D,59055.0838013263,454644.38255842,32296750.64443,149236.700010304,15253192.629604,789371.498544174,49002250.9389483
2045,1048,D,58950.857133495,452934.895567255,32226614.5746051,148399.472323181,15212871.8005933,787448.080115416,48887219.6803378
2046,1048,D,57887.789141783,447310.520553757,32158663.222979,146555.561711814,15182863.2726534,784842.382293504,48778122.7493332
2047,1048,D,57586.3134192497,449437.036180025,32093187.675771,146515.917555906,15159048.6236174,783620.062995209,48689395.6295388
2048,1048,D,55557.2332409055,437511.670528021,31663640.3989115,143737.024349506,14972920.299016,772367.511061361,48045734.1371073
2049,1048,D,55247.839994377,437317.53158368,31353830.5738951,143927.046694667,14832847.2461001,766167.363244597,47589337.6015125
2050,1048,D,52300.7632723242,430022.177838775,30525691.9619458,142057.509001685,14470448.9126308,747044.798931972,46367566.1236213
2025,1049,A,66812.0306992976,947438.547584598,25415779.6851908,138136.409014673,12206952.4858403,635855.087339195,39410974.2456688
2026,1049,A,68583.9374883046,959367.051556676,26421996.0786992,139628.104403325,12642698.5796236,658526.534194149,40890800.2859653
