Year,Simulation,Pathway,total_CO2_tons
2042,1206,B1,0
2043,1206,B1,0
2044,1206,B1,0
2045,1206,B1,0
2046,1206,B1,0
2047,1206,B1,0
2048,1206,B1,0
2049,1206,B1,0
2050,1206,B1,0
2025,1206,B2,0
2026,1206,B2,0
2027,1206,B2,0
2028,1206,B2,0
2029,1206,B2,0
2030,1206,B2,0
2031,1206,B2,0
2032,1206,B2,0
2033,1206,B2,0
2034,1206,B2,0
2035,1206,B2,0
2036,1206,B2,0
2037,1206,B2,0
2038,1206,B2,0
2039,1206,B2,0
2040,1206,B2,0
2041,1206,B2,0
2042,1206,B2,0
2043,1206,B2,0
2044,1206,B2,0
2045,1206,B2,0
2046,1206,B2,0
2047,1206,B2,0
2048,1206,B2,0
2049,1206,B2,0
2050,1206,B2,0
2025,1206,B3,0
2026,1206,B3,0
2027,1206,B3,0
2028,1206,B3,0
2029,1206,B3,0
2030,1206,B3,0
2031,1206,B3,0
2032,1206,B3,0
2033,1206,B3,0
2034,1206,B3,0
2035,1206,B3,0
2036,1206,B3,0
2037,1206,B3,0
2038,1206,B3,0
2039,1206,B3,0
2040,1206,B3,0
2041,1206,B3,0
2042,1206,B3,0
2043,1206,B3,0
2044,1206,B3,0
2045,1206,B3,0
2046,1206,B3,0
2047,1206,B3,0
2048,1206,B3,0
2049,1206,B3,0
2050,1206,B3,0
2025,1206,C1,0
2026,1206,C1,0
2027,1206,C1,0
2028,1206,C1,0
2029,1206,C1,0
2030,1206,C1,0
2031,1206,C1,0
2032,1206,C1,0
2033,1206,C1,0
2034,1206,C1,0
2035,1206,C1,0
2036,1206,C1,0
2037,1206,C1,0
2038,1206,C1,0
2039,1206,C1,0
2040,1206,C1,0
2041,1206,C1,0
2042,1206,C1,0
2043,1206,C1,0
2044,1206,C1,0
2045,1206,C1,0
2046,1206,C1,0
2047,1206,C1,0
2048,1206,C1,0
2049,1206,C1,0
2050,1206,C1,0
2025,1206,C2,0
2026,1206,C2,0
2027,1206,C2,0
2028,1206,C2,0
2029,1206,C2,0
2030,1206,C2,0
2031,1206,C2,0
2032,1206,C2,0
2033,1206,C2,0
2034,1206,C2,0
2035,1206,C2,0
2036,1206,C2,0
2037,1206,C2,0
2038,1206,C2,0
2039,1206,C2,0
2040,1206,C2,0
2041,1206,C2,0
2042,1206,C2,0
2043,1206,C2,0
2044,1206,C2,0
2045,1206,C2,0
2046,1206,C2,0
2047,1206,C2,0
2048,1206,C2,0
2049,1206,C2,0
2050,1206,C2,0
2025,1206,C3,0
2026,1206,C3,0
2027,1206,C3,0
2028,1206,C3,0
2029,1206,C3,0
2030,1206,C3,0
2031,1206,C3,0
2032,1206,C3,0
2033,1206,C3,0
2034,1206,C3,0
2035,1206,C3,0
2036,1206,C3,0
2037,1206,C3,0
2038,1206,C3,0
2039,1206,C3,0
2040,1206,C3,0
2041,1206,C3,0
2042,1206,C3,0
2043,1206,C3,0
2044,1206,C3,0
2045,1206,C3,0
2046,1206,C3,0
2047,1206,C3,0
2048,1206,C3,0
2049,1206,C3,0
2050,1206,C3,0
2025,1206,D,0
2026,1206,D,0
2027,1206,D,0
2028,1206,D,0
2029,1206,D,0
2030,1206,D,0
2031,1206,D,0
2032,1206,D,0
2033,1206,D,0
2034,1206,D,0
2035,1206,D,0
2036,1206,D,0
2037,1206,D,0
2038,1206,D,0
2039,1206,D,0
2040,1206,D,0
2041,1206,D,0
2042,1206,D,0
2043,1206,D,0
2044,1206,D,0
2045,1206,D,0
2046,1206,D,0
2047,1206,D,0
2048,1206,D,0
2049,1206,D,0
2050,1206,D,0
2025,1207,A,0
2026,1207,A,0
2027,1207,A,0
2028,1207,A,0
2029,1207,A,0
2030,1207,A,0
2031,1207,A,0
2032,1207,A,0
2033,1207,A,0
2034,1207,A,0
2035,1207,A,0
2036,1207,A,0
2037,1207,A,0
2038,1207,A,0
2039,1207,A,0
2040,1207,A,0
2041,1207,A,0
2042,1207,A,0
2043,1207,A,0
2044,1207,A,0
2045,1207,A,0
2046,1207,A,0
2047,1207,A,0
2048,1207,A,0
2049,1207,A,0
2050,1207,A,0
2025,1207,B1,0
2026,1207,B1,0
2027,1207,B1,0
2028,1207,B1,0
2029,1207,B1,0
2030,1207,B1,0
2031,1207,B1,0
2032,1207,B1,0
2033,1207,B1,0
2034,1207,B1,0
2035,1207,B1,0
2036,1207,B1,0
2037,1207,B1,0
2038,1207,B1,0
2039,1207,B1,0
2040,1207,B1,0
2041,1207,B1,0
2042,1207,B1,0
2043,1207,B1,0
2044,1207,B1,0
2045,1207,B1,0
2046,1207,B1,0
2047,1207,B1,0
2048,1207,B1,0
2049,1207,B1,0
2050,1207,B1,0
2025,1207,B2,0
2026,1207,B2,0
2027,1207,B2,0
2028,1207,B2,0
2029,1207,B2,0
2030,1207,B2,0
2031,1207,B2,0
2032,1207,B2,0
2033,1207,B2,0
2034,1207,B2,0
2035,1207,B2,0
2036,1207,B2,0
2037,1207,B2,0
2038,1207,B2,0
2039,1207,B2,0
2040,1207,B2,0
2041,1207,B2,0
2042,1207,B2,0
2043,1207,B2,0
2044,1207,B2,0
2045,1207,B2,0
2046,1207,B2,0
2047,1207,B2,0
2048,1207,B2,0
2049,1207,B2,0
2050,1207,B2,0
2025,1207,B3,0
2026,1207,B3,0
2027,1207,B3,0
2028,1207,B3,0
2029,1207,B3,0
2030,1207,B3,0
2031,1207,B3,0
2032,1207,B3,0
2033,1207,B3,0
2034,1207,B3,0
2035,1207,B3,0
2036,1207,B3,0
2037,1207,B3,0
2038,1207,B3,0
2039,1207,B3,0
2040,1207,B3,0
2041,1207,B3,0
2042,1207,B3,0
2043,1207,B3,0
2044,1207,B3,0
2045,1207,B3,0
2046,1207,B3,0
2047,1207,B3,0
2048,1207,B3,0
2049,1207,B3,0
2050,1207,B3,0
2025,1207,C1,0
2026,1207,C1,0
2027,1207,C1,0
2028,1207,C1,0
2029,1207,C1,0
2030,1207,C1,0
2031,1207,C1,0
2032,1207,C1,0
2033,1207,C1,0
2034,1207,C1,0
2035,1207,C1,0
2036,1207,C1,0
2037,1207,C1,0
2038,1207,C1,0
2039,1207,C1,0
2040,1207,C1,0
2041,1207,C1,0
2042,1207,C1,0
2043,1207,C1,0
2044,1207,C1,0
2045,1207,C1,0
2046,1207,C1,0
2047,1207,C1,0
2048,1207,C1,0
2049,1207,C1,0
2050,1207,C1,0
2025,1207,C2,0
2026,1207,C2,0
2027,1207,C2,0
2028,1207,C2,0
2029,1207,C2,0
2030,1207,C2,0
2031,1207,C2,0
2032,1207,C2,0
2033,1207,C2,0
2034,1207,C2,0
2035,1207,C2,0
2036,1207,C2,0
2037,1207,C2,0
2038,1207,C2,0
2039,1207,C2,0
2040,1207,C2,0
2041,1207,C2,0
2042,1207,C2,0
2043,1207,C2,0
2044,1207,C2,0
2045,1207,C2,0
2046,1207,C2,0
2047,1207,C2,0
2048,1207,C2,0
2049,1207,C2,0
2050,1207,C2,0
2025,1207,C3,0
2026,1207,C3,0
2027,1207,C3,0
2028,1207,C3,0
2029,1207,C3,0
2030,1207,C3,0
2031,1207,C3,0
2032,1207,C3,0
2033,1207,C3,0
2034,1207,C3,0
2035,1207,C3,0
2036,1207,C3,0
2037,1207,C3,0
2038,1207,C3,0
2039,1207,C3,0
2040,1207,C3,0
2041,1207,C3,0
2042,1207,C3,0
2043,1207,C3,0
2044,1207,C3,0
2045,1207,C3,0
2046,1207,C3,0
2047,1207,C3,0
2048,1207,C3,0
2049,1207,C3,0
2050,1207,C3,0
2025,1207,D,0
2026,1207,D,0
2027,1207,D,0
2028,1207,D,0
2029,1207,D,0
2030,1207,D,0
2031,1207,D,0
2032,1207,D,0
2033,1207,D,0
2034,1207,D,0
2035,1207,D,0
2036,1207,D,0
2037,1207,D,0
2038,1207,D,0
2039,1207,D,0
2040,1207,D,0
2041,1207,D,0
2042,1207,D,0
2043,1207,D,0
2044,1207,D,0
2045,1207,D,0
2046,1207,D,0
2047,1207,D,0
2048,1207,D,0
2049,1207,D,0
2050,1207,D,0
2025,1208,A,0
2026,1208,A,0
2027,1208,A,0
2028,1208,A,0
2029,1208,A,0
2030,1208,A,0
2031,1208,A,0
2032,1208,A,0
2033,1208,A,0
2034,1208,A,0
2035,1208,A,0
2036,1208,A,0
2037,1208,A,0
2038,1208,A,0
2039,1208,A,0
2040,1208,A,0
2041,1208,A,0
2042,1208,A,0
2043,1208,A,0
2044,1208,A,0
2045,1208,A,0
2046,1208,A,0
2047,1208,A,0
2048,1208,A,0
2049,1208,A,0
2050,1208,A,0
2025,1208,B1,0
2026,1208,B1,0
2027,1208,B1,0
2028,1208,B1,0
2029,1208,B1,0
2030,1208,B1,0
2031,1208,B1,0
2032,1208,B1,0
2033,1208,B1,0
2034,1208,B1,0
2035,1208,B1,0
2036,1208,B1,0
2037,1208,B1,0
2038,1208,B1,0
2039,1208,B1,0
2040,1208,B1,0
2041,1208,B1,0
2042,1208,B1,0
2043,1208,B1,0
2044,1208,B1,0
2045,1208,B1,0
2046,1208,B1,0
2047,1208,B1,0
2048,1208,B1,0
2049,1208,B1,0
2050,1208,B1,0
2025,1208,B2,0
2026,1208,B2,0
2027,1208,B2,0
2028,1208,B2,0
2029,1208,B2,0
2030,1208,B2,0
2031,1208,B2,0
2032,1208,B2,0
2033,1208,B2,0
2034,1208,B2,0
2035,1208,B2,0
2036,1208,B2,0
2037,1208,B2,0
2038,1208,B2,0
2039,1208,B2,0
2040,1208,B2,0
2041,1208,B2,0
2042,1208,B2,0
2043,1208,B2,0
2044,1208,B2,0
2045,1208,B2,0
2046,1208,B2,0
2047,1208,B2,0
2048,1208,B2,0
2049,1208,B2,0
2050,1208,B2,0
2025,1208,B3,0
2026,1208,B3,0
2027,1208,B3,0
2028,1208,B3,0
2029,1208,B3,0
2030,1208,B3,0
2031,1208,B3,0
2032,1208,B3,0
2033,1208,B3,0
2034,1208,B3,0
2035,1208,B3,0
2036,1208,B3,0
2037,1208,B3,0
2038,1208,B3,0
2039,1208,B3,0
2040,1208,B3,0
2041,1208,B3,0
2042,1208,B3,0
2043,1208,B3,0
2044,1208,B3,0
2045,1208,B3,0
2046,1208,B3,0
2047,1208,B3,0
2048,1208,B3,0
2049,1208,B3,0
2050,1208,B3,0
2025,1208,C1,0
2026,1208,C1,0
2027,1208,C1,0
2028,1208,C1,0
2029,1208,C1,0
2030,1208,C1,0
2031,1208,C1,0
2032,1208,C1,0
2033,1208,C1,0
2034,1208,C1,0
2035,1208,C1,0
2036,1208,C1,0
2037,1208,C1,0
2038,1208,C1,0
2039,1208,C1,0
2040,1208,C1,0
2041,1208,C1,0
2042,1208,C1,0
2043,1208,C1,0
2044,1208,C1,0
2045,1208,C1,0
2046,1208,C1,0
2047,1208,C1,0
2048,1208,C1,0
2049,1208,C1,0
2050,1208,C1,0
2025,1208,C2,0
2026,1208,C2,0
2027,1208,C2,0
2028,1208,C2,0
2029,1208,C2,0
2030,1208,C2,0
2031,1208,C2,0
2032,1208,C2,0
2033,1208,C2,0
2034,1208,C2,0
2035,1208,C2,0
2036,1208,C2,0
2037,1208,C2,0
2038,1208,C2,0
2039,1208,C2,0
2040,1208,C2,0
2041,1208,C2,0
2042,1208,C2,0
2043,1208,C2,0
2044,1208,C2,0
2045,1208,C2,0
2046,1208,C2,0
2047,1208,C2,0
2048,1208,C2,0
2049,1208,C2,0
2050,1208,C2,0
2025,1208,C3,0
2026,1208,C3,0
2027,1208,C3,0
2028,1208,C3,0
2029,1208,C3,0
2030,1208,C3,0
2031,1208,C3,0
2032,1208,C3,0
2033,1208,C3,0
2034,1208,C3,0
2035,1208,C3,0
2036,1208,C3,0
2037,1208,C3,0
2038,1208,C3,0
2039,1208,C3,0
2040,1208,C3,0
2041,1208,C3,0
2042,1208,C3,0
2043,1208,C3,0
2044,1208,C3,0
2045,1208,C3,0
2046,1208,C3,0
2047,1208,C3,0
2048,1208,C3,0
2049,1208,C3,0
2050,1208,C3,0
2025,1208,D,0
2026,1208,D,0
2027,1208,D,0
2028,1208,D,0
2029,1208,D,0
2030,1208,D,0
2031,1208,D,0
2032,1208,D,0
2033,1208,D,0
2034,1208,D,0
2035,1208,D,0
2036,1208,D,0
2037,1208,D,0
2038,1208,D,0
2039,1208,D,0
2040,1208,D,0
2041,1208,D,0
2042,1208,D,0
2043,1208,D,0
2044,1208,D,0
2045,1208,D,0
2046,1208,D,0
2047,1208,D,0
2048,1208,D,0
2049,1208,D,0
2050,1208,D,0
2025,1209,A,0
2026,1209,A,0
2027,1209,A,0
2028,1209,A,0
2029,1209,A,0
2030,1209,A,0
2031,1209,A,0
2032,1209,A,0
2033,1209,A,0
2034,1209,A,0
2035,1209,A,0
2036,1209,A,0
2037,1209,A,0
2038,1209,A,0
2039,1209,A,0
2040,1209,A,0
2041,1209,A,0
2042,1209,A,0
2043,1209,A,0
2044,1209,A,0
2045,1209,A,0
2046,1209,A,0
2047,1209,A,0
2048,1209,A,0
2049,1209,A,0
2050,1209,A,0
2025,1209,B1,0
2026,1209,B1,0
2027,1209,B1,0
2028,1209,B1,0
2029,1209,B1,0
2030,1209,B1,0
2031,1209,B1,0
2032,1209,B1,0
2033,1209,B1,0
2034,1209,B1,0
2035,1209,B1,0
2036,1209,B1,0
2037,1209,B1,0
2038,1209,B1,0
2039,1209,B1,0
2040,1209,B1,0
2041,1209,B1,0
2042,1209,B1,0
2043,1209,B1,0
2044,1209,B1,0
2045,1209,B1,0
2046,1209,B1,0
2047,1209,B1,0
2048,1209,B1,0
2049,1209,B1,0
2050,1209,B1,0
2025,1209,B2,0
2026,1209,B2,0
2027,1209,B2,0
2028,1209,B2,0
2029,1209,B2,0
2030,1209,B2,0
2031,1209,B2,0
2032,1209,B2,0
2033,1209,B2,0
2034,1209,B2,0
2035,1209,B2,0
2036,1209,B2,0
2037,1209,B2,0
2038,1209,B2,0
2039,1209,B2,0
2040,1209,B2,0
2041,1209,B2,0
2042,1209,B2,0
2043,1209,B2,0
2044,1209,B2,0
2045,1209,B2,0
2046,1209,B2,0
2047,1209,B2,0
2048,1209,B2,0
2049,1209,B2,0
2050,1209,B2,0
2025,1209,B3,0
2026,1209,B3,0
2027,1209,B3,0
2028,1209,B3,0
2029,1209,B3,0
2030,1209,B3,0
2031,1209,B3,0
2032,1209,B3,0
2033,1209,B3,0
2034,1209,B3,0
2035,1209,B3,0
2036,1209,B3,0
2037,1209,B3,0
2038,1209,B3,0
2039,1209,B3,0
2040,1209,B3,0
2041,1209,B3,0
2042,1209,B3,0
2043,1209,B3,0
2044,1209,B3,0
2045,1209,B3,0
2046,1209,B3,0
2047,1209,B3,0
2048,1209,B3,0
2049,1209,B3,0
2050,1209,B3,0
2025,1209,C1,0
2026,1209,C1,0
2027,1209,C1,0
2028,1209,C1,0
2029,1209,C1,0
2030,1209,C1,0
2031,1209,C1,0
2032,1209,C1,0
2033,1209,C1,0
2034,1209,C1,0
2035,1209,C1,0
2036,1209,C1,0
2037,1209,C1,0
2038,1209,C1,0
2039,1209,C1,0
2040,1209,C1,0
2041,1209,C1,0
2042,1209,C1,0
2043,1209,C1,0
2044,1209,C1,0
2045,1209,C1,0
2046,1209,C1,0
2047,1209,C1,0
2048,1209,C1,0
2049,1209,C1,0
2050,1209,C1,0
2025,1209,C2,0
2026,1209,C2,0
2027,1209,C2,0
2028,1209,C2,0
2029,1209,C2,0
2030,1209,C2,0
2031,1209,C2,0
2032,1209,C2,0
2033,1209,C2,0
2034,1209,C2,0
2035,1209,C2,0
2036,1209,C2,0
2037,1209,C2,0
2038,1209,C2,0
2039,1209,C2,0
2040,1209,C2,0
2041,1209,C2,0
2042,1209,C2,0
2043,1209,C2,0
2044,1209,C2,0
2045,1209,C2,0
2046,1209,C2,0
2047,1209,C2,0
2048,1209,C2,0
2049,1209,C2,0
2050,1209,C2,0
2025,1209,C3,0
2026,1209,C3,0
2027,1209,C3,0
2028,1209,C3,0
2029,1209,C3,0
2030,1209,C3,0
2031,1209,C3,0
2032,1209,C3,0
2033,1209,C3,0
2034,1209,C3,0
2035,1209,C3,0
2036,1209,C3,0
2037,1209,C3,0
2038,1209,C3,0
2039,1209,C3,0
2040,1209,C3,0
2041,1209,C3,0
2042,1209,C3,0
2043,1209,C3,0
2044,1209,C3,0
2045,1209,C3,0
2046,1209,C3,0
2047,1209,C3,0
2048,1209,C3,0
2049,1209,C3,0
2050,1209,C3,0
2025,1209,D,0
2026,1209,D,0
2027,1209,D,0
2028,1209,D,0
2029,1209,D,0
2030,1209,D,0
2031,1209,D,0
2032,1209,D,0
2033,1209,D,0
2034,1209,D,0
2035,1209,D,0
2036,1209,D,0
2037,1209,D,0
2038,1209,D,0
2039,1209,D,0
2040,1209,D,0
2041,1209,D,0
2042,1209,D,0
2043,1209,D,0
2044,1209,D,0
2045,1209,D,0
2046,1209,D,0
2047,1209,D,0
2048,1209,D,0
2049,1209,D,0
2050,1209,D,0
2025,121,A,0
2026,121,A,0
2027,121,A,0
2028,121,A,0
2029,121,A,0
2030,121,A,0
2031,121,A,0
2032,121,A,0
2033,121,A,0
2034,121,A,0
2035,121,A,0
2036,121,A,0
2037,121,A,0
2038,121,A,0
2039,121,A,0
2040,121,A,0
2041,121,A,0
2042,121,A,0
2043,121,A,0
2044,121,A,0
2045,121,A,0
2046,121,A,0
2047,121,A,0
2048,121,A,0
2049,121,A,0
2050,121,A,0
2025,121,B1,0
2026,121,B1,0
2027,121,B1,0
2028,121,B1,0
2029,121,B1,0
2030,121,B1,0
2031,121,B1,0
2032,121,B1,0
2033,121,B1,0
2034,121,B1,0
2035,121,B1,0
2036,121,B1,0
2037,121,B1,0
2038,121,B1,0
2039,121,B1,0
2040,121,B1,0
2041,121,B1,0
2042,121,B1,0
2043,121,B1,0
2044,121,B1,0
2045,121,B1,0
2046,121,B1,0
2047,121,B1,0
2048,121,B1,0
2049,121,B1,0
2050,121,B1,0
2025,121,B2,0
2026,121,B2,0
2027,121,B2,0
2028,121,B2,0
2029,121,B2,0
2030,121,B2,0
2031,121,B2,0
2032,121,B2,0
2033,121,B2,0
2034,121,B2,0
2035,121,B2,0
2036,121,B2,0
2037,121,B2,0
2038,121,B2,0
2039,121,B2,0
2040,121,B2,0
2041,121,B2,0
2042,121,B2,0
2043,121,B2,0
2044,121,B2,0
2045,121,B2,0
2046,121,B2,0
2047,121,B2,0
2048,121,B2,0
2049,121,B2,0
2050,121,B2,0
2025,121,B3,0
2026,121,B3,0
2027,121,B3,0
2028,121,B3,0
2029,121,B3,0
2030,121,B3,0
2031,121,B3,0
2032,121,B3,0
2033,121,B3,0
2034,121,B3,0
2035,121,B3,0
2036,121,B3,0
2037,121,B3,0
2038,121,B3,0
2039,121,B3,0
2040,121,B3,0
2041,121,B3,0
2042,121,B3,0
2043,121,B3,0
2044,121,B3,0
2045,121,B3,0
2046,121,B3,0
2047,121,B3,0
2048,121,B3,0
2049,121,B3,0
2050,121,B3,0
2025,121,C1,0
2026,121,C1,0
2027,121,C1,0
2028,121,C1,0
2029,121,C1,0
2030,121,C1,0
2031,121,C1,0
2032,121,C1,0
2033,121,C1,0
2034,121,C1,0
2035,121,C1,0
2036,121,C1,0
2037,121,C1,0
2038,121,C1,0
2039,121,C1,0
2040,121,C1,0
2041,121,C1,0
2042,121,C1,0
2043,121,C1,0
2044,121,C1,0
2045,121,C1,0
2046,121,C1,0
2047,121,C1,0
2048,121,C1,0
2049,121,C1,0
2050,121,C1,0
2025,121,C2,0
2026,121,C2,0
2027,121,C2,0
2028,121,C2,0
2029,121,C2,0
2030,121,C2,0
2031,121,C2,0
2032,121,C2,0
2033,121,C2,0
2034,121,C2,0
2035,121,C2,0
2036,121,C2,0
2037,121,C2,0
2038,121,C2,0
2039,121,C2,0
2040,121,C2,0
2041,121,C2,0
2042,121,C2,0
2043,121,C2,0
2044,121,C2,0
2045,121,C2,0
2046,121,C2,0
2047,121,C2,0
2048,121,C2,0
2049,121,C2,0
2050,121,C2,0
2025,121,C3,0
2026,121,C3,0
2027,121,C3,0
2028,121,C3,0
2029,121,C3,0
2030,121,C3,0
2031,121,C3,0
2032,121,C3,0
2033,121,C3,0
2034,121,C3,0
2035,121,C3,0
2036,121,C3,0
2037,121,C3,0
2038,121,C3,0
2039,121,C3,0
2040,121,C3,0
2041,121,C3,0
2042,121,C3,0
2043,121,C3,0
2044,121,C3,0
2045,121,C3,0
2046,121,C3,0
2047,121,C3,0
2048,121,C3,0
2049,121,C3,0
2050,121,C3,0
2025,121,D,0
2026,121,D,0
2027,121,D,0
2028,121,D,0
2029,121,D,0
2030,121,D,0
2031,121,D,0
2032,121,D,0
2033,121,D,0
2034,121,D,0
2035,121,D,0
2036,121,D,0
2037,121,D,0
2038,121,D,0
2039,121,D,0
2040,121,D,0
2041,121,D,0
2042,121,D,0
2043,121,D,0
2044,121,D,0
2045,121,D,0
2046,121,D,0
2047,121,D,0
2048,121,D,0
2049,121,D,0
2050,121,D,0
2025,122,A,0
2026,122,A,0
2027,122,A,0
2028,122,A,0
2029,122,A,0
2030,122,A,0
2031,122,A,0
2032,122,A,0
2033,122,A,0
2034,122,A,0
2035,122,A,0
2036,122,A,0
2037,122,A,0
2038,122,A,0
2039,122,A,0
2040,122,A,0
2041,122,A,0
2042,122,A,0
2043,122,A,0
2044,122,A,0
2045,122,A,0
2046,122,A,0
2047,122,A,0
2048,122,A,0
2049,122,A,0
2050,122,A,0
2025,122,B1,0
2026,122,B1,0
2027,122,B1,0
2028,122,B1,0
2029,122,B1,0
2030,122,B1,0
2031,122,B1,0
2032,122,B1,0
2033,122,B1,0
2034,122,B1,0
2035,122,B1,0
2036,122,B1,0
2037,122,B1,0
2038,122,B1,0
2039,122,B1,0
2040,122,B1,0
2041,122,B1,0
2042,122,B1,0
2043,122,B1,0
2044,122,B1,0
2045,122,B1,0
2046,122,B1,0
2047,122,B1,0
2048,122,B1,0
2049,122,B1,0
2050,122,B1,0
2025,122,B2,0
2026,122,B2,0
2027,122,B2,0
2028,122,B2,0
2029,122,B2,0
2030,122,B2,0
2031,122,B2,0
2032,122,B2,0
2033,122,B2,0
2034,122,B2,0
2035,122,B2,0
2036,122,B2,0
2037,122,B2,0
2038,122,B2,0
2039,122,B2,0
2040,122,B2,0
2041,122,B2,0
2042,122,B2,0
2043,122,B2,0
2044,122,B2,0
2045,122,B2,0
2046,122,B2,0
2047,122,B2,0
2048,122,B2,0
2049,122,B2,0
2050,122,B2,0
2025,122,B3,0
2026,122,B3,0
2027,122,B3,0
2028,122,B3,0
2029,122,B3,0
2030,122,B3,0
2031,122,B3,0
2032,122,B3,0
2033,122,B3,0
2034,122,B3,0
2035,122,B3,0
2036,122,B3,0
2037,122,B3,0
2038,122,B3,0
2039,122,B3,0
2040,122,B3,0
2041,122,B3,0
2042,122,B3,0
2043,122,B3,0
2044,122,B3,0
2045,122,B3,0
2046,122,B3,0
2047,122,B3,0
2048,122,B3,0
2049,122,B3,0
2050,122,B3,0
2025,122,C1,0
2026,122,C1,0
2027,122,C1,0
2028,122,C1,0
2029,122,C1,0
2030,122,C1,0
2031,122,C1,0
2032,122,C1,0
2033,122,C1,0
2034,122,C1,0
2035,122,C1,0
2036,122,C1,0
2037,122,C1,0
2038,122,C1,0
2039,122,C1,0
2040,122,C1,0
2041,122,C1,0
2042,122,C1,0
2043,122,C1,0
2044,122,C1,0
2045,122,C1,0
2046,122,C1,0
2047,122,C1,0
2048,122,C1,0
2049,122,C1,0
2050,122,C1,0
2025,122,C2,0
2026,122,C2,0
2027,122,C2,0
2028,122,C2,0
2029,122,C2,0
2030,122,C2,0
2031,122,C2,0
2032,122,C2,0
2033,122,C2,0
2034,122,C2,0
2035,122,C2,0
2036,122,C2,0
2037,122,C2,0
2038,122,C2,0
2039,122,C2,0
2040,122,C2,0
2041,122,C2,0
2042,122,C2,0
2043,122,C2,0
2044,122,C2,0
2045,122,C2,0
2046,122,C2,0
2047,122,C2,0
2048,122,C2,0
2049,122,C2,0
2050,122,C2,0
2025,122,C3,0
2026,122,C3,0
2027,122,C3,0
2028,122,C3,0
2029,122,C3,0
2030,122,C3,0
2031,122,C3,0
2032,122,C3,0
2033,122,C3,0
2034,122,C3,0
2035,122,C3,0
2036,122,C3,0
2037,122,C3,0
2038,122,C3,0
2039,122,C3,0
2040,122,C3,0
2041,122,C3,0
2042,122,C3,0
2043,122,C3,0
2044,122,C3,0
2045,122,C3,0
2046,122,C3,0
2047,122,C3,0
2048,122,C3,0
2049,122,C3,0
2050,122,C3,0
2025,122,D,0
2026,122,D,0
2027,122,D,0
2028,122,D,0
2029,122,D,0
2030,122,D,0
2031,122,D,0
2032,122,D,0
2033,122,D,0
2034,122,D,0
2035,122,D,0
2036,122,D,0
2037,122,D,0
2038,122,D,0
2039,122,D,0
2040,122,D,0
2041,122,D,0
2042,122,D,0
2043,122,D,0
2044,122,D,0
2045,122,D,0
2046,122,D,0
2047,122,D,0
2048,122,D,0
2049,122,D,0
2050,122,D,0
2025,123,A,0
2026,123,A,0
2027,123,A,0
2028,123,A,0
2029,123,A,0
2030,123,A,0
2031,123,A,0
2032,123,A,0
2033,123,A,0
2034,123,A,0
2035,123,A,0
2036,123,A,0
2037,123,A,0
2038,123,A,0
2039,123,A,0
2040,123,A,0
2041,123,A,0
2042,123,A,0
2043,123,A,0
2044,123,A,0
2045,123,A,0
2046,123,A,0
2047,123,A,0
2048,123,A,0
2049,123,A,0
2050,123,A,0
2025,123,B1,0
2026,123,B1,0
2027,123,B1,0
2028,123,B1,0
2029,123,B1,0
2030,123,B1,0
2031,123,B1,0
2032,123,B1,0
2033,123,B1,0
2034,123,B1,0
2035,123,B1,0
2036,123,B1,0
2037,123,B1,0
2038,123,B1,0
2039,123,B1,0
2040,123,B1,0
2041,123,B1,0
2042,123,B1,0
2043,123,B1,0
2044,123,B1,0
2045,123,B1,0
2046,123,B1,0
2047,123,B1,0
2048,123,B1,0
2049,123,B1,0
2050,123,B1,0
2025,123,B2,0
2026,123,B2,0
2027,123,B2,0
2028,123,B2,0
2029,123,B2,0
2030,123,B2,0
2031,123,B2,0
2032,123,B2,0
2033,123,B2,0
2034,123,B2,0
2035,123,B2,0
2036,123,B2,0
2037,123,B2,0
2038,123,B2,0
2039,123,B2,0
2040,123,B2,0
2041,123,B2,0
2042,123,B2,0
2043,123,B2,0
2044,123,B2,0
2045,123,B2,0
2046,123,B2,0
2047,123,B2,0
2048,123,B2,0
2049,123,B2,0
2050,123,B2,0
2025,123,B3,0
2026,123,B3,0
2027,123,B3,0
2028,123,B3,0
2029,123,B3,0
2030,123,B3,0
2031,123,B3,0
2032,123,B3,0
2033,123,B3,0
2034,123,B3,0
2035,123,B3,0
2036,123,B3,0
2037,123,B3,0
2038,123,B3,0
2039,123,B3,0
2040,123,B3,0
2041,123,B3,0
2042,123,B3,0
2043,123,B3,0
2044,123,B3,0
2045,123,B3,0
2046,123,B3,0
2047,123,B3,0
2048,123,B3,0
2049,123,B3,0
2050,123,B3,0
2025,123,C1,0
2026,123,C1,0
2027,123,C1,0
2028,123,C1,0
2029,123,C1,0
2030,123,C1,0
2031,123,C1,0
2032,123,C1,0
2033,123,C1,0
2034,123,C1,0
2035,123,C1,0
2036,123,C1,0
2037,123,C1,0
2038,123,C1,0
2039,123,C1,0
2040,123,C1,0
2041,123,C1,0
2042,123,C1,0
2043,123,C1,0
2044,123,C1,0
2045,123,C1,0
2046,123,C1,0
2047,123,C1,0
2048,123,C1,0
2049,123,C1,0
2050,123,C1,0
2025,123,C2,0
2026,123,C2,0
2027,123,C2,0
2028,123,C2,0
2029,123,C2,0
2030,123,C2,0
2031,123,C2,0
2032,123,C2,0
2033,123,C2,0
2034,123,C2,0
2035,123,C2,0
2036,123,C2,0
2037,123,C2,0
2038,123,C2,0
2039,123,C2,0
