"Simulation","Pathway","Jurisdiction","Cost_Type","NPV"
"261","B3","NB","Lower",427301933.374481
"261","B3","NB","Upper",1272499014.68807
"261","B1","QC","Lower",13017325223.4615
"261","B1","QC","Upper",38765407378.1408
"261","B1","NYISO","Lower",4239773632.33511
"261","B1","NYISO","Upper",12739704424.0839
"261","B1","NB","Lower",427301933.374481
"261","B1","NB","Upper",1272499014.68807
"261","B2","QC","Lower",2876127678.83421
"261","B2","QC","Upper",8565066880.29928
"261","B2","NYISO","Lower",4239773632.33511
"261","B2","NYISO","Upper",12739704424.0839
"261","B2","NB","Lower",427301933.374481
"261","B2","NB","Upper",1272499014.68807
"261","C1","QC","Lower",2876127678.83421
"261","C1","QC","Upper",8565066880.29928
"261","C1","NYISO","Lower",2876030353.92535
"261","C1","NYISO","Upper",8641918130.7853
"261","C1","NB","Lower",427301933.374481
"261","C1","NB","Upper",1272499014.68807
"261","C2","QC","Lower",2876127678.83421
"261","C2","QC","Upper",8565066880.29928
"261","C2","NYISO","Lower",4239773632.33511
"261","C2","NYISO","Upper",12739704424.0839
"261","C2","NB","Lower",427301933.374481
"261","C2","NB","Upper",1272499014.68807
"261","A","QC","Lower",2876127678.83421
"261","A","QC","Upper",8565066880.29928
"261","A","NYISO","Lower",2876030353.92535
"261","A","NYISO","Upper",8641918130.7853
"261","A","NB","Lower",427301933.374481
"261","A","NB","Upper",1272499014.68807
"261","C3","QC","Lower",13017325223.4615
"261","C3","QC","Upper",38765407378.1408
"261","C3","NYISO","Lower",4239773632.33511
"261","C3","NYISO","Upper",12739704424.0839
"261","C3","NB","Lower",427301933.374481
"261","C3","NB","Upper",1272499014.68807
"262","B3","QC","Lower",16663849599.1659
"262","B3","QC","Upper",49624704546.4812
"262","B3","NYISO","Lower",4179808368.96471
"262","B3","NYISO","Upper",12559520339.4372
"262","B3","NB","Lower",448636567.523926
"262","B3","NB","Upper",1336033248.47799
"262","B1","QC","Lower",13066540007.7506
"262","B1","QC","Upper",38911968298.2409
"262","B1","NYISO","Lower",4179808368.96471
"262","B1","NYISO","Upper",12559520339.4372
"262","B1","NB","Lower",448636567.523926
"262","B1","NB","Upper",1336033248.47799
"262","B2","QC","Lower",2900333264.27518
"262","B2","QC","Upper",8637150765.76251
"262","B2","NYISO","Lower",4179808368.96471
"262","B2","NYISO","Upper",12559520339.4372
"262","B2","NB","Lower",448636567.523926
"262","B2","NB","Upper",1336033248.47799
"262","C1","QC","Lower",2900333264.27518
"262","C1","QC","Upper",8637150765.76251
"262","C1","NYISO","Lower",2835339047.42862
"262","C1","NYISO","Upper",8519648580.01387
"262","C1","NB","Lower",448636567.523926
"262","C1","NB","Upper",1336033248.47799
"262","C2","QC","Lower",2900333264.27518
"262","C2","QC","Upper",8637150765.76251
"262","C2","NYISO","Lower",4179808368.96471
"262","C2","NYISO","Upper",12559520339.4372
"262","C2","NB","Lower",448636567.523926
"262","C2","NB","Upper",1336033248.47799
"262","A","QC","Lower",2900333264.27518
"262","A","QC","Upper",8637150765.76251
"262","A","NYISO","Lower",2835339047.42862
"262","A","NYISO","Upper",8519648580.01387
