Simulation,Pathway,NPV
1,A,1270262855.50298
1,B1,627283347.979208
1,B2,714561094.81331
1,B3,624320388.898708
1,C1,584514617.287112
1,C2,674299324.156234
1,C3,590518645.205362
1,D,1200157605.5626
10,A,1271301036.94141
10,B1,617192028.996794
10,B2,706042814.752632
10,B3,614088198.688349
10,C1,578743236.08595
10,C2,664282944.611244
10,C3,580174781.804124
10,D,1190611564.47567
100,A,1270946988.93178
100,B1,633953025.888823
100,B2,722997103.431968
100,B3,630622665.889549
100,C1,585457842.417463
100,C2,679510667.575278
100,C3,596523845.494477
100,D,1211493394.18066
1000,A,1281252701.48013
1000,B1,607831022.551918
1000,B2,698400151.356397
1000,B3,605444750.643213
1000,C1,575399740.879918
1000,C2,655460670.161633
1000,C3,572764842.231529
1000,D,1191427464.42789
1001,A,1259260800.17806
1001,B1,633518339.246026
1001,B2,723362038.367487
1001,B3,629256212.335149
1001,C1,584825040.859363
1001,C2,680655716.504888
1001,C3,595448620.139985
1001,D,1201763086.94226
1002,A,1275684276.99298
1002,B1,618285735.65877
1002,B2,707344714.870441
1002,B3,615063825.258513
1002,C1,577185106.253913
1002,C2,665755451.093083
1002,C3,581787796.742699
1002,D,1191719753.05108
1003,A,1278224425.15006
1003,B1,604539811.930618
1003,B2,694720048.313992
1003,B3,601959372.835909
1003,C1,571476826.6475
1003,C2,652149995.17151
1003,C3,569257256.398312
1003,D,1181765447.65821
1004,A,1273763871.24628
1004,B1,621117513.511613
1004,B2,710272009.117617
1004,B3,617926195.563708
1004,C1,580728898.598266
1004,C2,668294102.764626
1004,C3,584061093.186639
1004,D,1197857570.11586
1005,A,1271995975.1297
1005,B1,611718693.653707
1005,B2,698415066.686604
1005,B3,608673747.157366
1005,C1,574873386.290896
1005,C2,657905599.624418
1005,C3,575014916.323864
1005,D,1190053464.77762
1006,A,1275733773.43978
1006,B1,613363676.024579
1006,B2,702271394.040149
1006,B3,611065409.219295
1006,C1,575703390.80681
1006,C2,659877020.094624
1006,C3,577662639.05876
1006,D,1192352619.47236
1007,A,1277043409.71045
1007,B1,612104147.954287
1007,B2,701803668.78587
1007,B3,609245657.034185
1007,C1,576572210.768055
1007,C2,660241961.122352
1007,C3,575981447.871504
1007,D,1192722310.63375
1008,A,1271633318.89632
1008,B1,620488610.395748
1008,B2,708720481.784526
1008,B3,616739881.800556
1008,C1,578630472.900625
1008,C2,667111864.606652
1008,C3,583328037.381221
1008,D,1195349309.71216
1009,A,1276490716.6248
1009,B1,618446988.279482
1009,B2,705592413.633166
1009,B3,615290241.679483
1009,C1,583686599.980976
1009,C2,665242713.351519
1009,C3,581710147.50107
1009,D,1200813898.21828
101,A,1269455220.74627
101,B1,627097540.865173
101,B2,716715363.969715
101,B3,623990331.529493
101,C1,583612193.990078
101,C2,674023944.04234
101,C3,589381396.057252
101,D,1198184548.50755
1010,A,1264345777.47707
1010,B1,639493909.73731
1010,B2,729685485.639389
1010,B3,635670409.746397
1010,C1,588580304.263211
1010,C2,684407899.173452
1010,C3,601008755.73531
1010,D,1210464265.2049
102,A,1272897532.19266
102,B1,615539546.240733
102,B2,706453857.835864
102,B3,611298542.801071
102,C1,575472162.711716
102,C2,662327734.266748
102,C3,578899296.707458
102,D,1191002713.88646
103,A,1267572224.62012
103,B1,628648016.409067
103,B2,718676144.112282
103,B3,626186441.419665
103,C1,586388720.42781
103,C2,675134084.117357
103,C3,591964283.059422
103,D,1205200500.38149
104,A,1275868842.72241
104,B1,621830082.072446
104,B2,711736087.161149
104,B3,616851710.049198
104,C1,579464631.329322
104,C2,668029279.8126
104,C3,582945321.654212
104,D,1193515961.88591
105,A,1269863357.3276
105,B1,619238678.152945
105,B2,709206764.536043
105,B3,616544972.959029
105,C1,579178675.913398
105,C2,666648074.300484
105,C3,582727491.030208
105,D,1194495988.97289
106,A,1264372270.3012
106,B1,630841903.179874
106,B2,719529253.581498
106,B3,627576712.6922
106,C1,584943246.254475
106,C2,677359627.37646
106,C3,593523368.519792
106,D,1203631468.0791
107,A,1265604537.99347
107,B1,623633768.265751
107,B2,711376827.478444
107,B3,620067117.734932
107,C1,582179632.402798
107,C2,669778520.691123
107,C3,587079303.400148
107,D,1203051642.3065
108,A,1276654427.82153
108,B1,618184630.650559
108,B2,705406107.883708
108,B3,615380189.195177
108,C1,579286209.055778
108,C2,665346144.149564
108,C3,581976665.304582
108,D,1194193772.3694
109,A,1280036802.46703
109,B1,623160127.790881
109,B2,712553883.231851
109,B3,619312440.252996
109,C1,580532644.128799
109,C2,669967329.927155
109,C3,585363944.358757
109,D,1198941961.96882
11,A,1274851209.68308
11,B1,634755862.520367
11,B2,726751641.898794
11,B3,631401901.56747
11,C1,586048273.187244
11,C2,682028835.17468
11,C3,597067315.754557
11,D,1206375081.29735
110,A,1278098842.18984
110,B1,603752741.467439
