"Simulation","Pathway","ATB_Scenario","NPV","Technology"
"1","A","Advanced",742248843.502401,"Nuclear"
"1","A","Moderate",1093840400.95091,"Nuclear"
"1","A","Conservative",1328234772.58324,"Nuclear"
"1","A","Advanced",209165558.286257,"Biomass"
"1","A","Moderate",209165558.286257,"Biomass"
"1","A","Conservative",209165558.286257,"Biomass"
"1","B1","Advanced",742248843.502401,"Nuclear"
"1","B1","Moderate",1093840400.95091,"Nuclear"
"1","B1","Conservative",1328234772.58324,"Nuclear"
"1","B1","Advanced",209165558.286257,"Biomass"
"1","B1","Moderate",209165558.286257,"Biomass"
"1","B1","Conservative",209165558.286257,"Biomass"
"1","B2","Advanced",742248843.502401,"Nuclear"
"1","B2","Moderate",1093840400.95091,"Nuclear"
"1","B2","Conservative",1328234772.58324,"Nuclear"
"1","B2","Advanced",209165558.286257,"Biomass"
"1","B2","Moderate",209165558.286257,"Biomass"
"1","B2","Conservative",209165558.286257,"Biomass"
"1","B3","Advanced",742248843.502401,"Nuclear"
"1","B3","Moderate",1093840400.95091,"Nuclear"
"1","B3","Conservative",1328234772.58324,"Nuclear"
"1","B3","Advanced",209165558.286257,"Biomass"
"1","B3","Moderate",209165558.286257,"Biomass"
"1","B3","Conservative",209165558.286257,"Biomass"
"1","C1","Advanced",742248843.502401,"Nuclear"
"1","C1","Moderate",1093840400.95091,"Nuclear"
"1","C1","Conservative",1328234772.58324,"Nuclear"
"1","C1","Advanced",4743871750.10172,"SMR"
"1","C1","Moderate",5606393886.48385,"SMR"
"1","C1","Conservative",6037654954.67492,"SMR"
"1","C1","Advanced",209165558.286257,"Biomass"
"1","C1","Moderate",209165558.286257,"Biomass"
"1","C1","Conservative",209165558.286257,"Biomass"
"1","C2","Advanced",742248843.502401,"Nuclear"
"1","C2","Moderate",1093840400.95091,"Nuclear"
"1","C2","Conservative",1328234772.58324,"Nuclear"
"1","C2","Advanced",617704833.617633,"SMR"
"1","C2","Moderate",730014803.366293,"SMR"
"1","C2","Conservative",786169788.240623,"SMR"
"1","C2","Advanced",209165558.286257,"Biomass"
"1","C2","Moderate",209165558.286257,"Biomass"
"1","C2","Conservative",209165558.286257,"Biomass"
"1","C3","Advanced",742248843.502401,"Nuclear"
"1","C3","Moderate",1093840400.95091,"Nuclear"
"1","C3","Conservative",1328234772.58324,"Nuclear"
"1","C3","Advanced",401620585.076632,"SMR"
"1","C3","Moderate",474642509.63602,"SMR"
"1","C3","Conservative",511153471.915714,"SMR"
"1","C3","Advanced",209165558.286257,"Biomass"
"1","C3","Moderate",209165558.286257,"Biomass"
"1","C3","Conservative",209165558.286257,"Biomass"
"1","D","Advanced",742248843.502401,"Nuclear"
"1","D","Moderate",1093840400.95091,"Nuclear"
"1","D","Conservative",1328234772.58324,"Nuclear"
"1","D","Advanced",209165558.286257,"Biomass"
"1","D","Moderate",209165558.286257,"Biomass"
"1","D","Conservative",209165558.286257,"Biomass"
"10","A","Advanced",742248843.502401,"Nuclear"
"10","A","Moderate",1093840400.95091,"Nuclear"
"10","A","Conservative",1328234772.58324,"Nuclear"
"10","A","Advanced",209165558.286257,"Biomass"
"10","A","Moderate",209165558.286257,"Biomass"
"10","A","Conservative",209165558.286257,"Biomass"
"10","B1","Advanced",742248843.502401,"Nuclear"
"10","B1","Moderate",1093840400.95091,"Nuclear"
"10","B1","Conservative",1328234772.58324,"Nuclear"
"10","B1","Advanced",209165558.286257,"Biomass"
"10","B1","Moderate",209165558.286257,"Biomass"
"10","B1","Conservative",209165558.286257,"Biomass"
"10","B2","Advanced",742248843.502401,"Nuclear"
"10","B2","Moderate",1093840400.95091,"Nuclear"
"10","B2","Conservative",1328234772.58324,"Nuclear"
"10","B2","Advanced",209165558.286257,"Biomass"
"10","B2","Moderate",209165558.286257,"Biomass"
"10","B2","Conservative",209165558.286257,"Biomass"
"10","B3","Advanced",742248843.502401,"Nuclear"
"10","B3","Moderate",1093840400.95091,"Nuclear"
"10","B3","Conservative",1328234772.58324,"Nuclear"
"10","B3","Advanced",209165558.286257,"Biomass"
"10","B3","Moderate",209165558.286257,"Biomass"
"10","B3","Conservative",209165558.286257,"Biomass"
"10","C1","Advanced",742248843.502401,"Nuclear"
"10","C1","Moderate",1093840400.95091,"Nuclear"
"10","C1","Conservative",1328234772.58324,"Nuclear"
"10","C1","Advanced",4743871750.10172,"SMR"
"10","C1","Moderate",5606393886.48385,"SMR"
"10","C1","Conservative",6037654954.67492,"SMR"
"10","C1","Advanced",209165558.286257,"Biomass"
"10","C1","Moderate",209165558.286257,"Biomass"
"10","C1","Conservative",209165558.286257,"Biomass"
"10","C2","Advanced",742248843.502401,"Nuclear"
"10","C2","Moderate",1093840400.95091,"Nuclear"
"10","C2","Conservative",1328234772.58324,"Nuclear"
"10","C2","Advanced",617704833.617633,"SMR"
"10","C2","Moderate",730014803.366293,"SMR"
"10","C2","Conservative",786169788.240623,"SMR"
"10","C2","Advanced",209165558.286257,"Biomass"
"10","C2","Moderate",209165558.286257,"Biomass"
"10","C2","Conservative",209165558.286257,"Biomass"
"10","C3","Advanced",742248843.502401,"Nuclear"
"10","C3","Moderate",1093840400.95091,"Nuclear"
"10","C3","Conservative",1328234772.58324,"Nuclear"
"10","C3","Advanced",401620585.076632,"SMR"
"10","C3","Moderate",474642509.63602,"SMR"
"10","C3","Conservative",511153471.915714,"SMR"
"10","C3","Advanced",209165558.286257,"Biomass"
"10","C3","Moderate",209165558.286257,"Biomass"
"10","C3","Conservative",209165558.286257,"Biomass"
"10","D","Advanced",742248843.502401,"Nuclear"
"10","D","Moderate",1093840400.95091,"Nuclear"
"10","D","Conservative",1328234772.58324,"Nuclear"
"10","D","Advanced",209165558.286257,"Biomass"
"10","D","Moderate",209165558.286257,"Biomass"
"10","D","Conservative",209165558.286257,"Biomass"
"100","A","Advanced",742248843.502401,"Nuclear"
"100","A","Moderate",1093840400.95091,"Nuclear"
"100","A","Conservative",1328234772.58324,"Nuclear"
"100","A","Advanced",209165558.286257,"Biomass"
"100","A","Moderate",209165558.286257,"Biomass"
"100","A","Conservative",209165558.286257,"Biomass"
"100","B1","Advanced",742248843.502401,"Nuclear"
"100","B1","Moderate",1093840400.95091,"Nuclear"
"100","B1","Conservative",1328234772.58324,"Nuclear"
"100","B1","Advanced",209165558.286257,"Biomass"
"100","B1","Moderate",209165558.286257,"Biomass"
"100","B1","Conservative",209165558.286257,"Biomass"
"100","B2","Advanced",742248843.502401,"Nuclear"
"100","B2","Moderate",1093840400.95091,"Nuclear"
"100","B2","Conservative",1328234772.58324,"Nuclear"
"100","B2","Advanced",209165558.286257,"Biomass"
"100","B2","Moderate",209165558.286257,"Biomass"
"100","B2","Conservative",209165558.286257,"Biomass"
"100","B3","Advanced",742248843.502401,"Nuclear"
"100","B3","Moderate",1093840400.95091,"Nuclear"
"100","B3","Conservative",1328234772.58324,"Nuclear"
"100","B3","Advanced",209165558.286257,"Biomass"
"100","B3","Moderate",209165558.286257,"Biomass"
"100","B3","Conservative",209165558.286257,"Biomass"
"100","C1","Advanced",742248843.502401,"Nuclear"
"100","C1","Moderate",1093840400.95091,"Nuclear"
"100","C1","Conservative",1328234772.58324,"Nuclear"
"100","C1","Advanced",4743871750.10172,"SMR"
"100","C1","Moderate",5606393886.48385,"SMR"
"100","C1","Conservative",6037654954.67492,"SMR"
"100","C1","Advanced",209165558.286257,"Biomass"
"100","C1","Moderate",209165558.286257,"Biomass"
"100","C1","Conservative",209165558.286257,"Biomass"
"100","C2","Advanced",742248843.502401,"Nuclear"
"100","C2","Moderate",1093840400.95091,"Nuclear"
"100","C2","Conservative",1328234772.58324,"Nuclear"
"100","C2","Advanced",617704833.617633,"SMR"
"100","C2","Moderate",730014803.366293,"SMR"
"100","C2","Conservative",786169788.240623,"SMR"
"100","C2","Advanced",209165558.286257,"Biomass"
"100","C2","Moderate",209165558.286257,"Biomass"
