Simulation,Pathway,NPV
942,D,254789381.26044
943,D,254789381.26044
944,D,254789381.26044
945,D,254789381.26044
946,D,254789381.26044
947,D,254789381.26044
948,D,254789381.26044
949,D,254789381.26044
95,D,254789381.26044
950,D,254789381.26044
951,D,254789381.26044
952,D,254789381.26044
953,D,254789381.26044
954,D,254789381.26044
955,D,254789381.26044
956,D,254789381.26044
957,D,254789381.26044
958,D,254789381.26044
959,D,254789381.26044
96,D,254789381.26044
960,D,254789381.26044
961,D,254789381.26044
962,D,254789381.26044
963,D,254789381.26044
964,D,254789381.26044
965,D,254789381.26044
966,D,254789381.26044
967,D,254789381.26044
968,D,254789381.26044
969,D,254789381.26044
97,D,254789381.26044
970,D,254789381.26044
971,D,254789381.26044
972,D,254789381.26044
973,D,254789381.26044
974,D,254789381.26044
157,D,254789381.26044
158,D,254789381.26044
159,D,254789381.26044
16,D,254789381.26044
160,D,254789381.26044
161,D,254789381.26044
162,D,254789381.26044
163,D,254789381.26044
164,D,254789381.26044
165,D,254789381.26044
166,D,254789381.26044
167,D,254789381.26044
168,D,254789381.26044
169,D,254789381.26044
17,D,254789381.26044
170,D,254789381.26044
171,D,254789381.26044
172,D,254789381.26044
173,D,254789381.26044
174,D,254789381.26044
175,D,254789381.26044
176,D,254789381.26044
177,D,254789381.26044
178,D,254789381.26044
179,D,254789381.26044
975,D,254789381.26044
976,D,254789381.26044
977,D,254789381.26044
978,D,254789381.26044
979,D,254789381.26044
98,D,254789381.26044
980,D,254789381.26044
981,D,254789381.26044
982,D,254789381.26044
983,D,254789381.26044
984,D,254789381.26044
985,D,254789381.26044
986,D,254789381.26044
987,D,254789381.26044
988,D,254789381.26044
989,D,254789381.26044
99,D,254789381.26044
990,D,254789381.26044
991,D,254789381.26044
992,D,254789381.26044
993,D,254789381.26044
994,D,254789381.26044
995,D,254789381.26044
996,D,254789381.26044
997,D,254789381.26044
998,D,254789381.26044
999,D,254789381.26044
18,D,254789381.26044
180,D,254789381.26044
181,D,254789381.26044
182,D,254789381.26044
183,D,254789381.26044
184,D,254789381.26044
185,D,254789381.26044
186,D,254789381.26044
187,D,254789381.26044
188,D,254789381.26044
189,D,254789381.26044
19,D,254789381.26044
190,D,254789381.26044
191,D,254789381.26044
192,D,254789381.26044
193,D,254789381.26044
194,D,254789381.26044
195,D,254789381.26044
196,D,254789381.26044
197,D,254789381.26044
198,D,254789381.26044
199,D,254789381.26044
2,D,254789381.26044
20,D,254789381.26044
200,D,254789381.26044
201,D,254789381.26044
202,D,254789381.26044
203,D,254789381.26044
204,D,254789381.26044
205,D,254789381.26044
206,D,254789381.26044
207,D,254789381.26044
208,D,254789381.26044
209,D,254789381.26044
21,D,254789381.26044
210,D,254789381.26044
211,D,254789381.26044
212,D,254789381.26044
213,D,254789381.26044
214,D,254789381.26044
215,D,254789381.26044
216,D,254789381.26044
217,D,254789381.26044
218,D,254789381.26044
219,D,254789381.26044
22,D,254789381.26044
220,D,254789381.26044
221,D,254789381.26044
222,D,254789381.26044
223,D,254789381.26044
224,D,254789381.26044
225,D,254789381.26044
226,D,254789381.26044
227,D,254789381.26044
228,D,254789381.26044
229,D,254789381.26044
23,D,254789381.26044
230,D,254789381.26044
231,D,254789381.26044
232,D,254789381.26044
233,D,254789381.26044
234,D,254789381.26044
235,D,254789381.26044
236,D,254789381.26044
237,D,254789381.26044
238,D,254789381.26044
239,D,254789381.26044
24,D,254789381.26044
240,D,254789381.26044
241,D,254789381.26044
242,D,254789381.26044
243,D,254789381.26044
244,D,254789381.26044
245,D,254789381.26044
246,D,254789381.26044
247,D,254789381.26044
248,D,254789381.26044
249,D,254789381.26044
25,D,254789381.26044
250,D,254789381.26044
251,D,254789381.26044
252,D,254789381.26044
253,D,254789381.26044
254,D,254789381.26044
255,D,254789381.26044
256,D,254789381.26044
257,D,254789381.26044
258,D,254789381.26044
259,D,254789381.26044
26,D,254789381.26044
261,D,254789381.26044
262,D,254789381.26044
263,D,254789381.26044
264,D,254789381.26044
265,D,254789381.26044
266,D,254789381.26044
267,D,254789381.26044
268,D,254789381.26044
269,D,254789381.26044
27,D,254789381.26044
271,D,254789381.26044
272,D,254789381.26044
273,D,254789381.26044
274,D,254789381.26044
275,D,254789381.26044
276,D,254789381.26044
277,D,254789381.26044
278,D,254789381.26044
279,D,254789381.26044
28,D,254789381.26044
281,D,254789381.26044
282,D,254789381.26044
283,D,254789381.26044
284,D,254789381.26044
285,D,254789381.26044
286,D,254789381.26044
287,D,254789381.26044
288,D,254789381.26044
289,D,254789381.26044
29,D,254789381.26044
291,D,254789381.26044
292,D,254789381.26044
293,D,254789381.26044
