County,State,Simulation,Pathway,npv_NOx_USD,npv_SO2_USD,npv_PM2.5_USD,npv_PM10_USD,npv_CO_USD,npv_VOC_USD,npv_total_air_emission_USD,mortality_person
Middlesex,CT,1,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
Middlesex,CT,10,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
Middlesex,CT,100,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
Middlesex,CT,1000,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
Middlesex,CT,1001,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
Middlesex,CT,1002,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
Middlesex,CT,1003,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
Middlesex,CT,1004,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
Middlesex,CT,1005,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
Middlesex,CT,1006,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
Middlesex,CT,1007,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
Middlesex,CT,1008,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
Middlesex,CT,1009,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
Middlesex,CT,101,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
Middlesex,CT,1010,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
Middlesex,CT,102,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
Middlesex,CT,103,D,8183.93180980063,22746.9496186843,701614.047094667,0,324650.56049134,15608.1939778063,1072803.6829923,0.117796145811125
