"Simulation","Pathway","ATB_Scenario","NPV","Technology"
"1000","B2","Moderate",2932986690.07649,"Biopower"
"1000","B2","Conservative",2932986690.07649,"Biopower"
"1000","B3","Advanced",2932986690.07649,"Biopower"
"1000","B3","Moderate",2932986690.07649,"Biopower"
"1000","B3","Conservative",2932986690.07649,"Biopower"
"1000","C1","Advanced",21576422502.6672,"Nuclear"
"1000","C1","Moderate",23753859635.9639,"Nuclear"
"1000","C1","Conservative",26129245599.5603,"Nuclear"
"1000","C1","Advanced",2932986690.07649,"Biopower"
"1000","C1","Moderate",2932986690.07649,"Biopower"
"1000","C1","Conservative",2932986690.07649,"Biopower"
"1000","C2","Advanced",2809490048.24762,"Nuclear"
"1000","C2","Moderate",3093016566.87811,"Nuclear"
"1000","C2","Conservative",3402318223.56592,"Nuclear"
"1000","C2","Advanced",2932986690.07649,"Biopower"
"1000","C2","Moderate",2932986690.07649,"Biopower"
"1000","C2","Conservative",2932986690.07649,"Biopower"
"1000","C3","Advanced",1826679953.81536,"Nuclear"
"1000","C3","Moderate",2011023802.36554,"Nuclear"
"1000","C3","Conservative",2212126182.60209,"Nuclear"
"1000","C3","Advanced",2932986690.07649,"Biopower"
"1000","C3","Moderate",2932986690.07649,"Biopower"
"1000","C3","Conservative",2932986690.07649,"Biopower"
"1000","D","Advanced",2932986690.07649,"Biopower"
"1000","D","Moderate",2932986690.07649,"Biopower"
"1000","D","Conservative",2932986690.07649,"Biopower"
"1001","A","Advanced",2932986690.07649,"Biopower"
"1001","A","Moderate",2932986690.07649,"Biopower"
"1001","A","Conservative",2932986690.07649,"Biopower"
"1001","B1","Advanced",2932986690.07649,"Biopower"
"1001","B1","Moderate",2932986690.07649,"Biopower"
"1001","B1","Conservative",2932986690.07649,"Biopower"
"1001","B2","Advanced",2932986690.07649,"Biopower"
"1001","B2","Moderate",2932986690.07649,"Biopower"
"1001","B2","Conservative",2932986690.07649,"Biopower"
"1001","B3","Advanced",2932986690.07649,"Biopower"
"1001","B3","Moderate",2932986690.07649,"Biopower"
"1001","B3","Conservative",2932986690.07649,"Biopower"
"1001","C1","Advanced",21576422502.6672,"Nuclear"
"1001","C1","Moderate",23753859635.9639,"Nuclear"
"1001","C1","Conservative",26129245599.5603,"Nuclear"
"1001","C1","Advanced",2932986690.07649,"Biopower"
"1001","C1","Moderate",2932986690.07649,"Biopower"
"1001","C1","Conservative",2932986690.07649,"Biopower"
"1001","C2","Advanced",2809490048.24762,"Nuclear"
"1001","C2","Moderate",3093016566.87811,"Nuclear"
"1001","C2","Conservative",3402318223.56592,"Nuclear"
"1001","C2","Advanced",2932986690.07649,"Biopower"
"1001","C2","Moderate",2932986690.07649,"Biopower"
"1001","C2","Conservative",2932986690.07649,"Biopower"
"1001","C3","Advanced",1826679953.81536,"Nuclear"
"1001","C3","Moderate",2011023802.36554,"Nuclear"
"1001","C3","Conservative",2212126182.60209,"Nuclear"
"1001","C3","Advanced",2932986690.07649,"Biopower"
"1001","C3","Moderate",2932986690.07649,"Biopower"
"1001","C3","Conservative",2932986690.07649,"Biopower"
"1001","D","Advanced",2932986690.07649,"Biopower"
"1001","D","Moderate",2932986690.07649,"Biopower"
"1001","D","Conservative",2932986690.07649,"Biopower"
"1002","A","Advanced",2932986690.07649,"Biopower"
"1002","A","Moderate",2932986690.07649,"Biopower"
"1002","A","Conservative",2932986690.07649,"Biopower"
"1002","B1","Advanced",2932986690.07649,"Biopower"
"1002","B1","Moderate",2932986690.07649,"Biopower"
"1002","B1","Conservative",2932986690.07649,"Biopower"
"1002","B2","Advanced",2932986690.07649,"Biopower"
"1002","B2","Moderate",2932986690.07649,"Biopower"
"1002","B2","Conservative",2932986690.07649,"Biopower"
"1002","B3","Advanced",2932986690.07649,"Biopower"
"1002","B3","Moderate",2932986690.07649,"Biopower"
"1002","B3","Conservative",2932986690.07649,"Biopower"
