"Simulation","Pathway","NPV"
"310","B1",4727344734.47148
"310","B2",10397903011.9919
"310","B3",4044134969.34706
"310","C1",5135813998.69359
"310","C2",6041394937.33063
"310","C3",2883416434.02761
"310","D",2072372229.43735
"311","A",400180015043.85
"311","B1",4591093960.41047
"311","B2",10055730266.5942
"311","B3",3882521781.78126
"311","C1",4998592942.42678
"311","C2",5747183712.06412
"311","C3",2770471228.88795
"311","D",1969920406.5305
"312","A",406261379349.114
"312","B1",4301184283.74906
"312","B2",9652338103.40342
"312","B3",3731681399.24091
"312","C1",5187717993.34455
"312","C2",5562798672.23063
"312","C3",2646275301.53652
"312","D",2112418400.51445
"313","A",387334165320.034
"313","B1",4455016909.34856
"313","B2",9788495570.21787
"313","B3",3761801389.52767
"313","C1",4652215266.92681
"313","C2",5629674398.30324
"313","C3",2621634700.94128
"313","D",1784146584.31989
"314","A",392419599992.779
"314","B1",4077325570.18139
"314","B2",9136604939.7805
"314","B3",3478930825.80367
"314","C1",4932687575.42801
"314","C2",5332508791.13746
"314","C3",2406920196.76143
"314","D",1841935235.81257
"315","A",416429575973.185
"315","B1",4693214362.41434
"315","B2",10395225676.8549
"315","B3",4065832836.30813
"315","C1",5496509336.50586
"315","C2",6098029892.23146
"315","C3",2838538785.3321
"315","D",2340483269.51353
"316","A",412977386720.53
"316","B1",5025028849.24487
"316","B2",11498315388.983
"316","B3",4142323528.68725
"316","C1",5271387048.26044
"316","C2",6378304950.48928
"316","C3",2953458392.56341
"316","D",2289503966.08095
"317","A",414575412797.459
"317","B1",4793068014.97412
"317","B2",10557223879.9448
"317","B3",4121650067.64189
"317","C1",5481066576.85317
"317","C2",6146495387.73962
"317","C3",2899716370.63341
"317","D",2295717469.10223
"318","A",409575454214.419
"318","B1",4586715035.69736
"318","B2",9984183849.55551
"318","B3",3917378660.4708
"318","C1",5246763789.53083
"318","C2",5879112020.39815
"318","C3",2770972445.68487
"318","D",2105885601.44764
"319","A",401249169478.947
"319","B1",4394423648.07374
"319","B2",9857861020.06138
"319","B3",3741328146.87907
"319","C1",4978542111.61284
"319","C2",5648839264.75852
"319","C3",2628004077.37577
"319","D",1975363174.74617
"32","A",407923702638.937
"32","B1",4752751564.99594
"32","B2",10578040691.2773
"32","B3",4099356338.6665
"32","C1",5351049467.2556
"32","C2",6133297075.53092
"32","C3",2881081838.24098
"32","D",2230555297.89341
"320","A",397044211631.576
"320","B1",4564649356.27271
"320","B2",9979455706.46561
"320","B3",3883777601.43501
"320","C1",5016075787.21668
"320","C2",5796790851.63827
"320","C3",2766084261.69503
"320","D",2012548134.45487
"321","A",400122985467.401
"321","B1",4706145469.78689
"321","B2",10447329096.2581
"321","B3",3964672316.3126
"321","C1",5026819112.77209
"321","C2",5992115737.12355
"321","C3",2803357146.73827
"321","D",1901963039.41537
"322","A",409445222632.478
"322","B1",4892663770.7182
"322","B2",11129421500.9575
"322","B3",4151498927.58282
"322","C1",5265266622.44526
"322","C2",6302260115.05635
"322","C3",2895928036.93038
"322","D",2187166190.12927
"323","A",408552357712.713
"323","B1",4708748024.71422
"323","B2",10547377253.2475
"323","B3",4001298240.42079
"323","C1",5224072598.78613
"323","C2",6078478281.53946
"323","C3",2808110133.81587
"323","D",2153691676.86351
"324","A",400382162086.624
"324","B1",4673369404.42529
"324","B2",10367589931.3601
"324","B3",3978382906.62555
"324","C1",5080007351.77575
"324","C2",5981045533.01853
"324","C3",2795514213.95705
"324","D",2056420705.48891
"325","A",418166273873.846
"325","B1",4765208819.83579
"325","B2",10573793087.3966
"325","B3",4100336210.43759
"325","C1",5491703332.50175
"325","C2",6148362019.7768
"325","C3",2912063060.84834
"325","D",2340811974.75433
"326","A",396599626949.9
"326","B1",4599900804.49739
"326","B2",9939404772.4346
"326","B3",3878849054.80446
"326","C1",4974395260.39915
"326","C2",5788961802.10251
"326","C3",2807496038.57191
"326","D",1936853367.35741
"327","A",408159391462.171
"327","B1",4846197439.15113
"327","B2",10667251504.8698
"327","B3",4110527449.27557
"327","C1",5204156055.701
"327","C2",6173516770.86233
"327","C3",2920549851.40527
"327","D",2150762409.82046
"328","A",393198576067.521
"328","B1",4407672188.82419
"328","B2",9834097208.97274
"328","B3",3745537759.33971
"328","C1",4775804284.87347
"328","C2",5610919388.63729
"328","C3",2605462169.95005
"328","D",1930448094.94109
"329","A",394064712803.341
"329","B1",4517611754.41657
"329","B2",10075889493.078
"329","B3",3820689320.83933
"329","C1",4866709559.08408
"329","C2",5739666148.16012
"329","C3",2663217176.17351
"329","D",1941109077.40944
"33","A",394334485150.207
"33","B1",4303588482.5038
"33","B2",9524796966.13271
"33","B3",3679293663.94613
"33","C1",4922026580.42237
"33","C2",5501370425.01378
"33","C3",2590234448.7865
"33","D",1937530556.53075
"330","A",401275402981.8
"330","B1",5155498817.41329
"330","B2",11102787948.3476
"330","B3",4362676544.53214
"330","C1",5186199408.92312
"330","C2",6467296468.87057
"330","C3",3151802763.87961
"330","D",2172074772.40179
"331","A",396369098531.479
"331","B1",4597308822.32763
"331","B2",10022670377.8197
"331","B3",3887770668.50915
"331","C1",4982439487.79098
"331","C2",5775416542.41531
"331","C3",2765845693.23021
"331","D",1995337961.05401
"332","A",408000714878.321
"332","B1",4657749966.87442
"332","B2",10144012603.0196
"332","B3",3983650898.19558
"332","C1",5174648295.89222
"332","C2",5845207614.45172
"332","C3",2830116340.55121
"332","D",2176050877.96218
"333","A",394410326256.547
"333","B1",4730811320.07953
"333","B2",10274249575.1554
"333","B3",4045866315.45376
"333","C1",4944403391.79667
"333","C2",6045026436.9719
"333","C3",2887463285.90849
"333","D",2011249879.30896
"334","A",396043215279.506
"334","B1",4717747211.86958
"334","B2",10456138334.9076
"334","B3",3982364404.11049
"334","C1",5028172994.88649
"334","C2",5971582326.5769
"334","C3",2827355027.74371
"334","D",2019539864.69922
"335","A",399548665590.595
"335","B1",4716168520.95609
"335","B2",10452736311.5633
"335","B3",4030784774.13214
"335","C1",5067779110.62833
"335","C2",6042711525.58638
"335","C3",2885560077.91111
"335","D",2105389434.1532
"336","A",404095724245.861
"336","B1",4667023228.85067
"336","B2",10586536545.2546
"336","B3",3941884104.51667
"336","C1",5182377617.70708
"336","C2",5997399956.14408
"336","C3",2788793121.07961
"336","D",1977697722.39968
"337","A",405519596564.287
"337","B1",4976425907.9673
"337","B2",10986588718.0296
"337","B3",4221142319.10966
"337","C1",5156449933.16586
"337","C2",6283402302.43273
"337","C3",3005989389.26431
"337","D",2150640678.3677
"338","A",400191523060.695
"338","B1",4565294077.03627
"338","B2",9947222796.8158
"338","B3",3934309574.42954
"338","C1",5086889093.21381
"338","C2",5838957797.69983
"338","C3",2799657727.52674
"338","D",2062650550.67545
"339","A",398383774435.946
"339","B1",4572109234.61871
"339","B2",10037758409.8047
"339","B3",3902852029.59932
"339","C1",5078681492.79555
"339","C2",5861726489.85577
"339","C3",2767976195.21036
"339","D",2041855065.25818
"34","A",407237810903.341
"34","B1",4513796307.82251
"34","B2",9910801392.80717
"34","B3",3860628558.16572
"34","C1",5198984238.02559
"34","C2",5787121630.56528
"34","C3",2697187013.25555
"34","D",2145001391.76569
"340","A",396790862039.03
"340","B1",4665971543.3617
"340","B2",10527606776.1879
"340","B3",3938909329.16904
"340","C1",4892194504.91545
"340","C2",5929907967.10163
"340","C3",2777012112.52914
"340","D",1951960312.75167
"341","A",398972000006.256
"341","B1",4440919704.73347
"341","B2",10144694031.3114
"341","B3",3791648475.53648
"341","C1",5048776519.34885
"341","C2",5735752839.2804
"341","C3",2655918595.63057
"341","D",1995771492.92469
"342","A",396856119191.146
"342","B1",4280083279.83175
"342","B2",9511579763.70588
"342","B3",3687123737.46447
"342","C1",4966814297.76733
"342","C2",5551179762.50424
"342","C3",2557240019.25479
"342","D",1985681585.94874
"343","A",408896754200.166
"343","B1",4979907771.13145
"343","B2",11036099489.5031
"343","B3",4189756086.34953
"343","C1",5310279451.72755
"343","C2",6295161416.98048
"343","C3",3000058801.87116
"343","D",2167633865.61314
"344","A",400085288951.109
"344","B1",4480653841.68009
"344","B2",10234777392.7432
"344","B3",3805745030.23412
"344","C1",5038147701.78799
"344","C2",5729989251.25427
"344","C3",2687923545.16921
"344","D",2048871294.41804
"345","A",407836501197.784
"345","B1",4357931374.1166
"345","B2",9657528070.67278
"345","B3",3704455068.73843
"345","C1",5184048536.36107
"345","C2",5629655925.5894
"345","C3",2575245369.68002
"345","D",2146988922.61011
"346","A",400108009323.008
"346","B1",4715010166.18043
"346","B2",10342554978.3801
"346","B3",3997243554.79851
"346","C1",5107362316.00498
"346","C2",6014928609.70698
"346","C3",2841780280.42238
"346","D",2124211552.06897
"347","A",413052788978.513
"347","B1",4934293148.09023
"347","B2",10720006599.4049
"347","B3",4193650787.49616
"347","C1",5394402087.93727
"347","C2",6227026152.28131
"347","C3",2985368240.6431
"347","D",2333955881.76997
"348","A",402362063546.538
"348","B1",4869380275.5654
"348","B2",10636545403.4494
"348","B3",4190447659.68519
"348","C1",5207491947.06099
"348","C2",6212405013.39524
"348","C3",2983872369.69514
"348","D",2121567988.84622
"349","A",413448915901.27
"349","B1",4734999271.67089
"349","B2",10409241869.9992
"349","B3",4053424040.92454
"349","C1",5415223451.15267
"349","C2",6094593278.51238
"349","C3",2847069500.00267
"349","D",2259879690.79916
"35","A",383213563079.366
"35","B1",4194166777.92269
"35","B2",9281443865.13537
"35","B3",3527342470.56215
"35","C1",4641203543.84354
"35","C2",5304043147.45776
"35","C3",2461157710.5252
"35","D",1777981836.10651
"350","A",401617070758.446
"350","B1",4544639377.73217
"350","B2",9908604872.62905
"350","B3",3890371496.12295
"350","C1",5138077087.15277
"350","C2",5807224885.62149
"350","C3",2750088504.00167
"350","D",2185228457.78707
"351","A",411070526069.696
"351","B1",4745954567.66026
"351","B2",10533737672.982
"351","B3",4019118232.52305
"351","C1",5335264679.3919
"351","C2",6102598895.60439
"351","C3",2786171064.56152
"351","D",2195114163.39468
"352","A",396833963772.481
"352","B1",4511861490.69503
"352","B2",10126437311.6934
"352","B3",3878564831.51957
"352","C1",4849403536.70447
"352","C2",5808182599.51414
"352","C3",2686373697.01456
"352","D",1900974891.24312
"353","A",406561564507.371
"353","B1",4808493623.74291
"353","B2",10679536954.2503
"353","B3",4102436060.73896
"353","C1",5228056482.91357
"353","C2",6118896992.52365
"353","C3",2917044953.5602
"353","D",2193459852.66643
"354","A",402422152622.083
"354","B1",4618127728.20174
"354","B2",10579454399.7296
"354","B3",3927303146.88506
"354","C1",5182297118.35031
"354","C2",5941006703.46412
"354","C3",2828566751.52799
"354","D",2117026495.16619
"355","A",398402626734.963
"355","B1",4722913439.50628
"355","B2",10277970619.1178
"355","B3",3967574563.6652
"355","C1",5023122666.87633
"355","C2",5928608695.33591
"355","C3",2834492225.47835
"355","D",2005829848.94137
"356","A",407648408226.674
"356","B1",4828268762.0494
"356","B2",10540605549.3566
"356","B3",4105039536.80299
"356","C1",5219124798.56495
"356","C2",6130848009.22653
"356","C3",2922141482.57383
"356","D",2141038455.57255
"357","A",408134360635.428
"357","B1",4463955415.72096
"357","B2",10238900144.5151
"357","B3",3854037072.75979
"357","C1",5147945906.23452
"357","C2",5814116375.1332
"357","C3",2716404754.42824
"357","D",2137348930.21133
"358","A",406353935700.654
"358","B1",4692937603.49405
"358","B2",10376544554.9918
"358","B3",4045972120.9507
"358","C1",5256320135.04331
"358","C2",6074929111.67582
"358","C3",2819120450.15512
"358","D",2146295313.86965
"359","A",407081707037.676
"359","B1",4670020632.41849
"359","B2",10481611253.19
"359","B3",3942632210.6692
"359","C1",5178301662.40238
"359","C2",6010828286.94154
"359","C3",2794952517.59106
"359","D",2151882276.01429
"36","A",407498898030.214
"36","B1",4569539564.5374
"36","B2",10124596957.3322
"36","B3",3833416178.02194
"36","C1",5262716132.03705
"36","C2",5833274043.10234
"36","C3",2738133268.89598
"36","D",2179037309.18015
"360","A",401997089327.093
"360","B1",4681763771.03617
"360","B2",10308649216.7119
"360","B3",3991975497.22942
"360","C1",4974450740.46332
"360","C2",5955641797.59031
"360","C3",2814696976.54128
"360","D",2042597985.15742
"361","A",409610275460.707
"361","B1",4906443045.06675
"361","B2",10830752386.8932
"361","B3",4168338594.97956
"361","C1",5310221018.41543
"361","C2",6276161219.68467
"361","C3",2951695464.09103
"361","D",2166184887.36978
"362","A",409369579159.744
"362","B1",4389482171.2942
"362","B2",9924459831.81936
"362","B3",3778409312.18766
"362","C1",5216339074.29682
"362","C2",5717973082.88538
"362","C3",2619864737.72609
"362","D",2201722391.51371
"363","A",408160426709.726
"363","B1",4832352206.66897
"363","B2",10604416443.3921
"363","B3",4077084521.09494
"363","C1",5269260009.50861
"363","C2",6146388156.51923
"363","C3",2899041064.26782
"363","D",2168287329.76706
"364","A",403404338039.849
"364","B1",5097701414.17314
"364","B2",11388337953.6902
"364","B3",4250051224.30528
"364","C1",5107771265.45918
"364","C2",6479153620.87377
"364","C3",3015828641.21687
"364","D",2071311769.25981
"365","A",392694871706.96
"365","B1",4196724831.63251
"365","B2",9159067506.22122
"365","B3",3581902820.22226
"365","C1",4855637042.5444
"365","C2",5289058997.29118
"365","C3",2565901109.4398
"365","D",1913730844.87283
"366","A",401751921399.633
"366","B1",4395706411.07631
"366","B2",9555519865.74521
"366","B3",3739020355.87686
"366","C1",5072315376.68016
"366","C2",5599617410.49145
"366","C3",2624058259.17437
"366","D",2010575732.47236
"367","A",392681392033.479
"367","B1",4420191517.40351
"367","B2",9654361574.95974
"367","B3",3776332498.83702
"367","C1",4803512595.52514
"367","C2",5642505964.16605
"367","C3",2680517532.70602
"367","D",1940082544.34359
"368","A",395109434513.966
"368","B1",4464971125.41126
"368","B2",9880455033.74406
"368","B3",3842192336.93881
"368","C1",4966654810.61433
"368","C2",5713737551.75399
"368","C3",2676928315.46916
"368","D",1954534542.56424
"369","A",409461833008.095
"369","B1",4766513441.59091
"369","B2",10581679036.7266
"369","B3",4043062636.54257
"369","C1",5350844013.80572
"369","C2",6128923961.49159
"369","C3",2842785833.56105
"369","D",2196549059.92039
"37","A",390778287414.424
"37","B1",4384644007.14313
"37","B2",9823814865.92935
"37","B3",3723098073.08267
"37","C1",4726103478.81919
"37","C2",5564367553.17883
"37","C3",2647174836.71035
"37","D",1885671508.41234
"370","A",395756475650.326
"370","B1",4352964842.06058
"370","B2",9700984289.69069
"370","B3",3685334837.26321
"370","C1",4915970635.61249
"370","C2",5601734073.4845
"370","C3",2562569584.37591
"370","D",1913389645.27485
"371","A",411362781421.836
"371","B1",4868430138.38741
"371","B2",10658722780.1765
"371","B3",4153119046.7688
"371","C1",5430571268.95284
"371","C2",6252247605.00879
"371","C3",2953504355.84239
"371","D",2220907296.91566
"372","A",385852947339.314
"372","B1",4442112824.8045
"372","B2",9896664397.64966
"372","B3",3715344401.04083
"372","C1",4682230003.14551
"372","C2",5631700221.58642
"372","C3",2611294763.63666
"372","D",1783393141.82662
"373","A",400370905953.185
"373","B1",4657105417.65478
"373","B2",10610147333.6459
"373","B3",3930873852.55457
"373","C1",4961764310.39751
"373","C2",5969297100.8334
"373","C3",2732840187.39515
"373","D",1942387329.64337
"374","A",400408291865.046
"374","B1",4791958119.70794
"374","B2",10643339372.7458
"374","B3",4047537637.32783
"374","C1",5065092441.61987
"374","C2",6081213574.5788
"374","C3",2870992216.37163
"374","D",2015070875.39088
"375","A",405602229811.837
"375","B1",4483768352.59626
"375","B2",9797214752.02966
"375","B3",3842082830.43228
"375","C1",5193921139.1932
"375","C2",5760601582.75206
"375","C3",2702239857.00119
"375","D",2102578392.65946
"376","A",401307205604.712
"376","B1",4733989055.56075
"376","B2",10265463725.4035
"376","B3",4011709202.71904
"376","C1",5126405678.98154
"376","C2",5993086638.1162
"376","C3",2884156251.42286
"376","D",2060603423.12729
"377","A",403023913414.098
"377","B1",4623312515.17951
"377","B2",10633604049.3562
"377","B3",3883046117.82184
"377","C1",5053902682.33586
"377","C2",6010752848.74873
"377","C3",2699036983.38347
"377","D",1992173808.96368
"378","A",407251410974.612
"378","B1",4757832929.06421
"378","B2",10364155474.6756
"378","B3",4011157764.22749
"378","C1",5146026179.20944
"378","C2",6064178276.16965
"378","C3",2830845016.78345
"378","D",2079183175.97292
"379","A",403571235779.18
"379","B1",4596941164.99421
"379","B2",10259892600.3258
"379","B3",3949123536.41774
"379","C1",5138892508.68987
"379","C2",5921866152.37395
"379","C3",2774077732.51028
"379","D",2105108729.94894
"38","A",403315991308.763
"38","B1",4521334946.25791
"38","B2",9771147113.78505
"38","B3",3891224476.59717
"38","C1",5164414745.55916
"38","C2",5812261950.5783
"38","C3",2778537619.59601
"38","D",2158448926.11918
"380","A",410404143181.15
"380","B1",4655143615.09799
"380","B2",10419280372.2217
"380","B3",3934639478.62103
"380","C1",5308512719.00536
"380","C2",5954229874.96185
"380","C3",2814383829.06727
"380","D",2170968679.40157
"381","A",403360618090.304
"381","B1",4788421846.90862
"381","B2",10429784563.9585
"381","B3",4126041375.92048
"381","C1",5114799662.63743
"381","C2",6078007164.39218
"381","C3",2936066270.05809
"381","D",2067075549.31383
"382","A",400013591615.97
"382","B1",4346882814.91139
"382","B2",9539003093.06284
"382","B3",3717393837.74014
"382","C1",5118275491.23431
"382","C2",5556890105.67053
"382","C3",2628344244.80083
"382","D",2082217037.96498
"383","A",401319038052.061
"383","B1",4572714876.27354
"383","B2",10203405995.3585
"383","B3",3848033210.48379
"383","C1",5131344753.99311
"383","C2",5845349341.11405
"383","C3",2719533944.20301
"383","D",2059929701.64638
"384","A",397048779158.034
"384","B1",4351844387.23872
"384","B2",9767675621.827
"384","B3",3683399087.98554
"384","C1",4973467763.03809
"384","C2",5641143563.42022
"384","C3",2594669364.76831
"384","D",1983944937.91816
"385","A",396972956216.394
"385","B1",4327089507.25332
"385","B2",9859434181.06942
"385","B3",3677039671.80171
"385","C1",4885415271.64223
"385","C2",5577310654.27375
"385","C3",2542517525.83344
"385","D",1913115340.66211
"386","A",408100923166.181
"386","B1",4611415545.02316
"386","B2",10075427580.9968
