"Pathway","Simulation","sum_NPV"
"B2",323,20.2482060018195
"B3",323,16.9626284203053
"C1",323,16.9697301366906
"C2",323,18.8881031523609
"C3",323,15.6489777850626
"D",323,61.069441234705
"A",324,44.1950978180088
"B1",324,16.6414529574315
"B2",324,19.9824523124281
"B3",324,16.6287561534919
"C1",324,16.7887307179526
"C2",324,18.5882910881884
"C3",324,15.3283291169355
"D",324,60.7105900461443
"A",325,44.2722998866103
"B1",325,17.5229747497548
"B2",325,20.8321936571593
"B3",325,17.4937320504818
"C1",325,17.2478939187139
"C2",325,19.4124760968604
"C3",325,16.1512216378142
"D",325,61.5926418764606
"A",326,44.5529729277766
"B1",326,17.0901450663721
"B2",326,20.46466231989
"B3",326,17.06942840697
"C1",326,17.087428138322
"C2",326,19.0458833725987
"C3",326,15.7497029428021
"D",326,61.3030744124891
"A",327,44.3863047627947
"B1",327,17.365371072616
"B2",327,20.6461710447032
"B3",327,17.342898227425
"C1",327,17.2046163488155
"C2",327,19.2667264924103
"C3",327,16.0235918025881
"D",327,61.4267902203074
"A",328,44.2849910872019
"B1",328,16.4886814349686
"B2",328,19.7661748646462
"B3",328,16.4940437110931
"C1",328,16.7787872557575
"C2",328,18.4335829426367
"C3",328,15.2085363590798
"D",328,60.6432997295701
"A",329,44.4373913638685
"B1",329,16.8925248982395
"B2",329,20.2868687110023
"B3",329,16.8617059755921
"C1",329,16.9199772978904
"C2",329,18.8398514110101
"C3",329,15.5360503769675
"D",329,60.9845806380368
"A",33,44.2572859868496
"B1",33,16.4442650462192
"B2",33,19.7524386900291
"B3",33,16.4321213764164
"C1",33,16.7047470772203
"C2",33,18.3928814265208
"C3",33,15.1309052939153
"D",33,60.5642267797681
"A",330,44.2951679957807
"B1",330,16.9015011256857
"B2",330,20.2062632219875
"B3",330,16.8809825857671
"C1",330,16.9450771542806
"C2",330,18.8325430603046
"C3",330,15.5776138457152
"D",330,61.0195359179603
"A",331,44.5991447141019
"B1",331,17.2627569740229
"B2",331,20.5753010817944
"B3",331,17.2469281008659
"C1",331,17.1985513202193
"C2",331,19.1873774372681
"C3",331,15.9255193940873
"D",331,61.5004996635138
"A",332,44.0930239887954
"B1",332,16.7004681034231
"B2",332,19.9765749649622
"B3",332,16.6907354241346
"C1",332,16.8216304527731
"C2",332,18.6305577040596
"C3",332,15.4008167521358
"D",332,60.7588065733361
"A",333,44.3785277288905
"B1",333,16.806863125152
"B2",333,20.1365770884038
"B3",333,16.7875925967829
"C1",333,16.89549586262
"C2",333,18.7513953244319
"C3",333,15.485763434935
"D",333,60.9356843195675
"A",334,44.368226983948
"B1",334,16.8412698172873
"B2",334,20.2014857713919
"B3",334,16.8199706895538
"C1",334,16.909265342838
"C2",334,18.786754490119
"C3",334,15.5056518809553
"D",334,60.9627215236685
"A",335,44.4060163929216
"B1",335,17.0473619676426
"B2",335,20.3902718540773
"B3",335,17.0288470425528
"C1",335,17.0236226450126
"C2",335,18.9859727565238
"C3",335,15.6950966399742
"D",335,61.1509546567816
"A",336,44.5126732047416
"B1",336,17.3645756139367
"B2",336,20.678490652222
"B3",336,17.3429205573043
"C1",336,17.2163815693962
"C2",336,19.2755650069438
"C3",336,16.0042132953316
"D",336,61.5201524347474
"A",337,44.4183702849708
"B1",337,17.52691128373
"B2",337,20.9321116206752
"B3",337,17.4883902734045
"C1",337,17.178079292903
"C2",337,19.4425787513887
"C3",337,16.1496300439336
"D",337,61.4468093316851
"A",338,44.3908350871384
"B1",338,16.9256590714142
"B2",338,20.3070210229641
"B3",338,16.9154322985804
"C1",338,17.0079509405406
"C2",338,18.8758472489734
"C3",338,15.5877246325736
"D",338,61.0969828314833
"A",339,44.303628995887
"B1",339,16.8221897870756
"B2",339,20.2130433159563
"B3",339,16.7963806887406
"C1",339,16.851916426817
"C2",339,18.7780985623563
"C3",339,15.4723437063207
"D",339,60.881088786314
"A",34,44.1686553101627
"B1",34,16.9648025843088
"B2",34,20.2864531864248
"B3",34,16.936154725308
"C1",34,16.9204439104826
"C2",34,18.8682138788525
"C3",34,15.6023375860575
"D",34,60.9817311320076
"A",340,44.4258909082888
"B1",340,16.9699941226489
"B2",340,20.3232217662053
"B3",340,16.9502000027971
"C1",340,16.9960296953408
"C2",340,18.9109715741683
"C3",340,15.6308394861422
"D",340,61.102894381039
"A",341,44.2734854636704
"B1",341,16.8612571556036
"B2",341,20.2628716196608
"B3",341,16.8202357904068
"C1",341,16.8353925790473
"C2",341,18.8023216918895
"C3",341,15.5045314605987
"D",341,60.849936857033
"A",342,44.4483459507707
"B1",342,16.9452589083276
"B2",342,20.3134404114102
"B3",342,16.9221463779427
"C1",342,16.9587366978593
"C2",342,18.8798101467343
"C3",342,15.596724984607
"D",342,61.1033218071793
"A",343,44.3044692080947
"B1",343,17.1526920184274
"B2",343,20.4630900208127
"B3",343,17.1469468757017
"C1",343,17.1380193891145
"C2",343,19.0746583438084
"C3",343,15.8269078931081
"D",343,61.3061473057195
"A",344,44.3756541133637
"B1",344,17.0095700804886
"B2",344,20.3809803249973
"B3",344,16.9742395376348
"C1",344,16.9847707885392
"C2",344,18.9392321535749
"C3",344,15.6675082756082
"D",344,61.0721160881772
"A",345,43.8242533303085
"B1",345,16.1911281318507
"B2",345,19.4345760651697
"B3",345,16.199138909044
"C1",345,16.5402717875966
"C2",345,18.1487790334001
"C3",345,14.9241029804332
"D",345,60.2457982056245
"A",346,44.3888770322399
"B1",346,17.0919655041913
"B2",346,20.4572526770307
"B3",346,17.0576614974259
"C1",346,17.0145445262197
"C2",346,19.019905389971
"C3",346,15.7375429330316
"D",346,61.1463238085491
"A",347,44.238709355631
"B1",347,17.368672104269
"B2",347,20.7250561555339
"B3",347,17.3386861409487
"C1",347,17.1292935614733
"C2",347,19.2766299883358
"C3",347,16.0030783556878
"D",347,61.2892984891539
"A",348,44.5616770117006
"B1",348,17.3574955112642
"B2",348,20.7047203284014
"B3",348,17.3413422861521
"C1",348,17.2377170100522
"C2",348,19.2908799800839
"C3",348,16.0051488145271
"D",348,61.5199520707806
"A",349,44.2646263959039
"B1",349,17.2518961949736
"B2",349,20.5731063513498
"B3",349,17.2337631724438
"C1",349,17.1669541420438
"C2",349,19.1633245356636
"C3",349,15.8950698641193
"D",349,61.4027992402736
"A",35,44.0220483732056
"B1",35,15.5173830437575
"B2",35,18.8102001429411
"B3",35,15.544270687648
"C1",35,16.2303324913764
"C2",35,17.5144371958274
"C3",35,14.2951579856611
"D",35,59.6901246265325
"A",350,44.4557505858832
"B1",350,17.1374878185115
"B2",350,20.4092722134966
"B3",350,17.1387442776529
"C1",350,17.1507299975563
"C2",350,19.0525164268725
"C3",350,15.8102259330326
"D",350,61.4021248891781
"A",351,44.3412658785742
"B1",351,17.3147560313765
"B2",351,20.6534451186245
"B3",351,17.281424616797
"C1",351,17.1640437621614
"C2",351,19.2312688037471
"C3",351,15.9613291652863
"D",351,61.3988506832481
"A",352,44.3621450578796
"B1",352,16.8809060584581
"B2",352,20.1923345084511
"B3",352,16.8694908582966
"C1",352,16.9551418566373
"C2",352,18.8213803583594
"C3",352,15.5589105502861
"D",352,60.9715904595934
"A",353,44.3749114461208
"B1",353,17.1530703539697
"B2",353,20.4469377987377
"B3",353,17.1497238671525
"C1",353,17.1222839762636
"C2",353,19.0679140083116
"C3",353,15.8247181476474
"D",353,61.3077684214412
"A",354,44.3678742752149
"B1",354,17.1601468278903
"B2",354,20.5230923846628
"B3",354,17.118274816324
"C1",354,17.0132200135829
"C2",354,19.0803135702789
"C3",354,15.7971714468316
"D",354,61.1502479758979
"A",355,44.4401093392066
"B1",355,17.0501094849736
"B2",355,20.4328384122827
"B3",355,17.0171517190069
"C1",355,17.0145360541936
"C2",355,18.9907817975106
"C3",355,15.6907017531169
"D",355,61.1690611479951
"A",356,44.1500851053248
"B1",356,16.9104234553833
"B2",356,20.2202123943209
"B3",356,16.8979255081699
"C1",356,16.9210391467719
"C2",356,18.8412381365223
"C3",356,15.5875998706937
"D",356,60.9237427416418
"A",357,44.2656231138836
"B1",357,17.0501956232619
"B2",357,20.3590804331999
"B3",357,17.0362801706705
"C1",357,17.0326642634437
"C2",357,18.9816035172854
"C3",357,15.7201550630607
"D",357,61.1299581919961
"A",358,44.2360920959642
"B1",358,17.0848132663298
"B2",358,20.3929241885652
"B3",358,17.0661214389
"C1",358,16.9903232059352
"C2",358,18.9980234213446
"C3",358,15.7420191895447
"D",358,61.105658811948
"A",359,44.1881404342675
"B1",359,16.9648371471547
"B2",359,20.2351569139947
"B3",359,16.9439901060506
"C1",359,16.9437746794643
"C2",359,18.8627180188776
"C3",359,15.6373628849341
"D",359,61.0064183130708
"A",36,44.0464311880959
"B1",36,16.6709924764038
"B2",36,19.9762939650668
"B3",36,16.6541698132981
"C1",36,16.7872852593842
"C2",36,18.6019064405198
"C3",36,15.3640210153855
"D",36,60.7027235082641
"A",360,44.1873436720871
"B1",360,16.8367000183952
"B2",360,20.1891951386015
"B3",360,16.814794794209
"C1",360,16.8656798644918
"C2",360,18.7673574029881
"C3",360,15.5006318828029
"D",360,60.8456408818472
"A",361,44.109951945047
"B1",361,16.8559912374922
"B2",361,20.1535304258126
"B3",361,16.8467353133248
"C1",361,16.9086232692149
"C2",361,18.7847544667584
"C3",361,15.5322528135613
"D",361,60.8885150527732
"A",362,44.0940188079183
"B1",362,16.9305138567014
"B2",362,20.2785162672035
"B3",362,16.8911946732624
"C1",362,16.8595057698427
"C2",362,18.8547126672322
"C3",362,15.559872219183
"D",362,60.8723738772813
"A",363,44.1630722875412
"B1",363,16.9198581209339
"B2",363,20.2467351671115
"B3",363,16.8990524370891
"C1",363,16.9466865746473
"C2",363,18.8425357300165
"C3",363,15.5871979908733
"D",363,60.9666316808315
"A",364,44.4663518442557
"B1",364,17.5396400539046
"B2",364,20.9428780612856
"B3",364,17.4813608304634
"C1",364,17.1971192222556
"C2",364,19.4463530484961
"C3",364,16.1499243430191
"D",364,61.4524767910995
"A",365,44.3668256419528
"B1",365,16.5844164722322
"B2",365,19.9116123516827
"B3",365,16.5764365977028
"C1",365,16.8105485371962
"C2",365,18.5378173404693
"C3",365,15.2769922949911
"D",365,60.801322485206
"A",366,44.1235225984281
"B1",366,16.5233623854203
"B2",366,19.8113648158535
"B3",366,16.517760582621
"C1",366,16.7304255851351
"C2",366,18.4716804340268
"C3",366,15.2285040258122
"D",366,60.6470113559324
"A",367,44.2803320140758
"B1",367,16.5448226222797
"B2",367,19.9041096316328
"B3",367,16.5377537655703
"C1",367,16.7423468113245
"C2",367,18.5206548803491
"C3",367,15.2384194082775
"D",367,60.6475381147124
"A",368,44.367684507863
"B1",368,16.8048794992304
"B2",368,20.1409788537306
"B3",368,16.7784443001961
"C1",368,16.8950777096581
"C2",368,18.7362295122654
"C3",368,15.4786255611553
"D",368,60.9272420035319
"A",369,44.2380017255469
"B1",369,17.1982704578979
"B2",369,20.5615787421009
"B3",369,17.1568022988961
"C1",369,17.021631440881
"C2",369,19.1072624449326
"C3",369,15.8226286504239
"D",369,61.1808516918693
"A",37,44.4824494588345
"B1",37,16.8577068886956
"B2",37,20.2499999266321
"B3",37,16.8283456896859
"C1",37,16.9406308249003
"C2",37,18.8079476525442
"C3",37,15.5138214512663
"D",37,61.0202025786941
"A",370,44.0966303974604
"B1",370,16.205806110159
"B2",370,19.4598747823363
"B3",370,16.2119803180188
"C1",370,16.6126037994011
"C2",370,18.1673872042789
"C3",370,14.9428844962623
"D",370,60.2932806961424
"A",371,44.3556665015193
"B1",371,17.3281819597712
"B2",371,20.5920489565996
"B3",371,17.3238306337367
"C1",371,17.229060619748
"C2",371,19.2298100635077
"C3",371,15.9985317690152
"D",371,61.496945370818
"A",372,44.2660479610818
"B1",372,16.3063263662744
"B2",372,19.6911414522922
"B3",372,16.2894322977467
"C1",372,16.5794508672954
"C2",372,18.2797257532717
"C3",372,14.9924770368637
"D",372,60.2842090732828
"A",373,44.3188117452783
"B1",373,16.8756183929882
"B2",373,20.2041931441141
"B3",373,16.8581244686948
"C1",373,16.9305825656862
"C2",373,18.8120792084634
"C3",373,15.55178069755
"D",373,61.0027463582472
"A",374,44.3193656815832
"B1",374,16.9471926980694
"B2",374,20.3465092323891
"B3",374,16.9152989892695
"C1",374,16.9278688842425
"C2",374,18.8939742907945
"C3",374,15.598311630319
"D",374,60.9802265170729
"A",375,44.292421908041
"B1",375,16.9663417995601
"B2",375,20.2437504956092
"B3",375,16.9478362569965
"C1",375,16.9918361871771
"C2",375,18.8877718909141
"C3",375,15.6387877007813
"D",375,61.094052925858
"A",376,44.4014377119166
"B1",376,17.0957679292431
"B2",376,20.4214744645625
"B3",376,17.0728196111507
"C1",376,17.0686173043563
"C2",376,19.0084574995231
"C3",376,15.7469320638809
"D",376,61.2102538283514
"A",377,44.1789719690979
"B1",377,16.7174088678621
"B2",377,20.0655449448337
"B3",377,16.6852556397695
"C1",377,16.7800684741586
"C2",377,18.6502030257535
"C3",377,15.3774372803872
"D",377,60.7529413602621
"A",378,44.4990044034624
"B1",378,17.3990801265042
"B2",378,20.7150763722702
"B3",378,17.3798397030762
"C1",378,17.2769336866258
"C2",378,19.316756964616
"C3",378,16.0389748146926
"D",378,61.6086333678384
"A",379,44.4937203307274
"B1",379,17.340585394578
"B2",379,20.6529307583928
"B3",379,17.3153717417527
"C1",379,17.2219561744137
"C2",379,19.230499703924
"C3",379,15.9808630393617
"D",379,61.5227189947804
"A",38,44.3590375917359
"B1",38,16.8577967262971
"B2",38,20.1174284101095
"B3",38,16.8546279734741
"C1",38,17.0025228166378
"C2",38,18.7955868468182
"C3",38,15.5427093216629
"D",38,61.1786017194506
"A",380,44.2636738504379
"B1",380,17.2081223704107
"B2",380,20.5567472182109
"B3",380,17.1782687815891
"C1",380,17.0557389252308
"C2",380,19.1262870009786
"C3",380,15.8470476547541
"D",380,61.2328994275503
"A",381,44.3411757518535
"B1",381,17.0086640132329
"B2",381,20.3139902284386
"B3",381,16.9960527574444
"C1",381,17.0337487294153
"C2",381,18.9387024102508
"C3",381,15.6788007927627
"D",381,61.1540283490701
"A",382,44.1089581311227
"B1",382,16.4560337859863
"B2",382,19.7341555265957
"B3",382,16.453176872537
"C1",382,16.6778229755749
"C2",382,18.4040307761623
"C3",382,15.1669503417549
"D",382,60.5639481018973
"A",383,44.2282584780035
"B1",383,16.8467453578009
"B2",383,20.1878438679886
"B3",383,16.8133856589181
"C1",383,16.8557069705066
"C2",383,18.7713105525007
"C3",383,15.5091211880071
"D",383,60.8315643995511
"A",384,44.1873781132207
"B1",384,16.4665731990327
"B2",384,19.7915080932154
"B3",384,16.4637205999379
"C1",384,16.6925886731526
"C2",384,18.4311653207325
"C3",384,15.1730111841906
"D",384,60.5230907966933
"A",385,44.2909837155751
"B1",385,16.7497677846107
"B2",385,20.1173900106082
"B3",385,16.7322583840996
"C1",385,16.8453162443183
"C2",385,18.7141387641415
"C3",385,15.4198823575716
"D",385,60.85142028674
"A",386,43.9409592237027
"B1",386,16.5993210286204
"B2",386,19.9245380129346
"B3",386,16.5639318910677
"C1",386,16.6737780387201
"C2",386,18.5313243432933
"C3",386,15.2718118116631
"D",386,60.5068936372708
"A",387,44.1172036257572
"B1",387,16.434770061714
"B2",387,19.7408925099033
"B3",387,16.421432826378
"C1",387,16.6633445883793
"C2",387,18.3807811221901
"C3",387,15.1306673266942
"D",387,60.480155112059
"A",388,44.333116840269
"B1",388,16.8458455581335
"B2",388,20.1741480461723
"B3",388,16.8263619503229
"C1",388,16.911265589483
"C2",388,18.7887559708446
"C3",388,15.5220626089012
"D",388,60.92599123328
"A",389,44.2396898242958
"B1",389,17.3463087461494
"B2",389,20.7047293974794
"B3",389,17.3054172023294
"C1",389,17.0871092693603
"C2",389,19.2554082729436
"C3",389,15.9699694123333
"D",389,61.2869090929085
"A",39,44.0894832100841
"B1",39,16.655157310315
"B2",39,19.9181968323098
"B3",39,16.6442726652043
"C1",39,16.7790067765491
"C2",39,18.5932861433316
"C3",39,15.3580495919256
"D",39,60.6872471243865
"A",391,44.2679297830282
"B1",391,16.7743814819017
"B2",391,20.1061595687684
"B3",391,16.7500554915676
"C1",391,16.8404304441064
"C2",391,18.7117124493866
"C3",391,15.4533282767172
"D",391,60.798849707758
"A",392,44.2547438237955
"B1",392,16.7904460306366
"B2",392,20.0650939544564
"B3",392,16.7866773500373
"C1",392,16.8725243444602
"C2",392,18.7088138093018
"C3",392,15.4749668582651
"D",392,60.8592535877364
"A",393,44.1770863171964
"B1",393,16.2941520419536
"B2",393,19.6228587068273
"B3",393,16.3031080577852
"C1",393,16.5946520846195
"C2",393,18.2584062301078
"C3",393,15.0102855349244
"D",393,60.3752880887415
"A",394,44.3605625656582
"B1",394,16.9047356977596
"B2",394,20.1497365120101
"B3",394,16.9137017649318
"C1",394,17.0312408748768
"C2",394,18.8319704150399
"C3",394,15.6040707550036
"D",394,61.1847558704916
"A",395,44.285209218662
"B1",395,17.0087779839184
"B2",395,20.3276667536167
"B3",395,16.9998662140893
"C1",395,17.0330072074536
"C2",395,18.9356293667521
"C3",395,15.6823875525725
"D",395,61.1446084840409
"A",396,44.3340353821315
"B1",396,16.8146137845573
"B2",396,20.1393347032945
"B3",396,16.7932359421695
"C1",396,16.8861476879521
"C2",396,18.7594921674053
"C3",396,15.492119427614
"D",396,60.9055513848742
"A",397,44.3840970718265
"B1",397,16.9386022331341
"B2",397,20.2621325142676
"B3",397,16.9171726769453
"C1",397,16.9738039428785
"C2",397,18.8668971118246
"C3",397,15.6115211815902
"D",397,61.052994395047
"A",398,44.3749764766947
"B1",398,17.1916015624289
"B2",398,20.456751592486
"B3",398,17.1901285542578
"C1",398,17.1587369574168
"C2",398,19.091805183822
"C3",398,15.8631265300802
"D",398,61.4015010968123
"A",399,44.3584275306734
"B1",399,17.3481907079703
"B2",399,20.7301304162763
"B3",399,17.3222818941097
"C1",399,17.170488896672
"C2",399,19.2505397402339
"C3",399,15.9709506055594
"D",399,61.3776614207392
"A",4,44.3091715496838
"B1",4,16.8609351868226
"B2",4,20.2134125979551
"B3",4,16.8443990112546
"C1",4,16.912057473151
"C2",4,18.7939969703237
"C3",4,15.5195107674719
"D",4,60.9343546504091
"A",40,44.3728635718056
"B1",40,17.5515827735376
"B2",40,20.9529869596135
"B3",40,17.4942672355522
"C1",40,17.1780648019169
"C2",40,19.4588694932193
"C3",40,16.1612628342683
"D",40,61.4049962285569
"A",401,44.622433633694
"B1",401,16.9885854699918
"B2",401,20.3517568207259
"B3",401,16.9828787623411
"C1",401,17.0398132950465
"C2",401,18.9377085865234
"C3",401,15.6544929647971
"D",401,61.1902479899244
"A",402,44.2428157314617
"B1",402,16.4788356830435
"B2",402,19.7311688309052
"B3",402,16.4812308702786
"C1",402,16.7614572482169
"C2",402,18.4243847074577
"C3",402,15.1908984543724
"D",402,60.6683686622353
"A",403,44.3210854894921
"B1",403,16.753827388591
"B2",403,20.0437915995877
"B3",403,16.7425551364479
"C1",403,16.8883682995219
"C2",403,18.6849833542786
"C3",403,15.4356754573044
"D",403,60.8698342819512
"A",404,44.4808084916457
"B1",404,17.3300694123846
"B2",404,20.6738488796445
"B3",404,17.2969224468774
"C1",404,17.1852886169425
"C2",404,19.2383770752408
"C3",404,15.9653072955202
"D",404,61.4191892781542
"A",405,44.2657843959899
"B1",405,16.9542925832231
"B2",405,20.3510059338132
"B3",405,16.915484415497
"C1",405,16.8863891565672
"C2",405,18.8911826748747
"C3",405,15.5925760608751
"D",405,60.9990352887555
"A",406,44.4466859015512
"B1",406,17.0073635537545
"B2",406,20.3223762676208
"B3",406,17.003990118226
"C1",406,17.0576505397618
"C2",406,18.9404925189733
"C3",406,15.686962408079
"D",406,61.2000360773101
"A",407,44.2583489252199
"B1",407,16.5335405916798
"B2",407,19.8079846945122
"B3",407,16.5159973389514
"C1",407,16.7865682694849
"C2",407,18.4715796528387
"C3",407,15.2260816901613
"D",407,60.7216788012065
"A",408,44.1891180588715
"B1",408,16.6687157740095
"B2",408,19.9917711854237
"B3",408,16.663374189526
"C1",408,16.8233050220783
"C2",408,18.6084964202567
"C3",408,15.3593113108162
"D",408,60.7712721912969
"A",409,44.2306815546118
"B1",409,17.0392364175445
"B2",409,20.2943554552783
"B3",409,17.0400054224193
"C1",409,17.0561893543858
"C2",409,18.9571075844712
"C3",409,15.7309116173681
"A",41,44.1666708989102
"B1",41,16.824650638116
"B2",41,20.1367458098944
"B3",41,16.8141346657321
"C1",41,16.8747106706421
"C2",41,18.7515524682285
"C3",41,15.488440861089
"D",41,60.8693990357889
"A",411,44.2850053718999
"B1",411,17.2097153227288
"B2",411,20.5387368225389
"B3",411,17.1690898641648
"C1",411,17.062223298691
"C2",411,19.1251200119631
"C3",411,15.8564578188771
"D",411,61.1769902783495
"A",412,44.0909295435983
"B1",412,16.9512753077943
"B2",412,20.2874571703144
"B3",412,16.9076034801298
"C1",412,16.8674031300185
"C2",412,18.8848791248744
"C3",412,15.5963012671566
"D",412,60.8808117979714
"A",413,44.2199425923991
"B1",413,16.6782318744468
"B2",413,20.0287141842609
"B3",413,16.6605085268913
"C1",413,16.8201566357875
"C2",413,18.6211392079495
"C3",413,15.3560001239937
"D",413,60.7504535052323
"A",414,44.5339207843381
"B1",414,17.4176160421808
"B2",414,20.7516263822598
"B3",414,17.3936062047551
"C1",414,17.2461854839282
"C2",414,19.3323428878429
"C3",414,16.0512670502743
"D",414,61.5874836240247
"A",415,44.3832748852619
"B1",415,16.7791732902639
"B2",415,20.1578943890864
"B3",415,16.7545781814009
"C1",415,16.8468721197387
"C2",415,18.7303070102954
"C3",415,15.4416335838674
"D",415,60.8806508037221
"A",416,44.3162956754118
"B1",416,17.0232741861269
"B2",416,20.3025301803332
"B3",416,17.0174082758601
"C1",416,17.026607031471
"C2",416,18.9422964379327
"C3",416,15.7061971234556
"D",416,61.168904365315
"A",417,44.3644218371716
"B1",417,17.5286437551515
"B2",417,20.8671119004004
"B3",417,17.4922850523575
"C1",417,17.2362867695957
"C2",417,19.4409185479996
"C3",417,16.1405878037952
"D",417,61.5369132029142
"A",418,44.1624699787232
"B1",418,16.7684642411798
"B2",418,20.1421896303307
"B3",418,16.7531444064691
"C1",418,16.821294951586
"C2",418,18.7243430857874
"C3",418,15.4325143102897
"D",418,60.8029590281479
"A",419,44.2355145880853
"B1",419,17.0717301045378
"B2",419,20.4089502885187
"B3",419,17.0484187199879
"C1",419,17.0089384766215
"C2",419,18.9828298305021
"C3",419,15.7188338926214
"D",419,61.1372559422904
"A",42,44.1989328855258
"B1",42,16.9216825949345
"B2",42,20.2742448270813
"B3",42,16.8847905349888
"C1",42,16.8841743939917
"C2",42,18.8287845084221
"C3",42,15.5777912798041
"D",42,60.8384411018947
"A",420,44.460030600639
"B1",420,17.07878760661
"B2",420,20.4669913714445
"B3",420,17.0501574740801
"C1",420,17.0311261395639
"C2",420,19.0264159836331
"C3",420,15.7250318028864
"D",420,61.2039688699085
"A",421,44.3455739149965
"B1",421,16.7662585943264
"B2",421,20.0691139467092
"B3",421,16.7727974151812
"C1",421,16.9014600199201
"C2",421,18.7049143203058
"C3",421,15.4575514130776
"D",421,60.9399274265542
"A",422,44.3953433325786
"B1",422,16.6821737302093
"B2",422,20.0775467320068
"B3",422,16.6534804555721
"C1",422,16.7725117699233
"C2",422,18.6443580812117
"C3",422,15.3441524841328
"D",422,60.7060090354813
"A",423,44.2676546110163
"B1",423,16.9473260855442
"B2",423,20.286120597615
"B3",423,16.9303539303013
"C1",423,16.9185242644815
"C2",423,18.882308133411
"C3",423,15.6021414401928
"D",423,61.0145531018187
"A",424,44.3606569640231
"B1",424,16.6729119180079
"B2",424,20.0249644776468
"B3",424,16.6506123521506
"C1",424,16.8363164523481
"C2",424,18.6370681916931
"C3",424,15.360348622114
"D",424,60.7473097785933
"A",425,44.4301705177029
"B1",425,17.5474993904886
"B2",425,20.9360706337718
"B3",425,17.4960107090021
"C1",425,17.2380856272289
"C2",425,19.4519492236389
"C3",425,16.1452123714014
"D",425,61.5533200618144
"A",426,44.2775751204279
"B1",426,17.0417547853148
"B2",426,20.3872668911659
"B3",426,17.0031114723331
"C1",426,16.9612403384646
"C2",426,18.9596550643278
"C3",426,15.6871795677379
"D",426,61.0521274318646
"A",427,44.4207724458373
"B1",427,17.4110103056167
"B2",427,20.7587766761271
"B3",427,17.3679178260261
"C1",427,17.1759091232769
"C2",427,19.3172097941797
"C3",427,16.0480111579406
"D",427,61.451250860758
"A",428,44.1826150327489
"B1",428,16.4645820081302
"B2",428,19.7966194374616
"B3",428,16.4584665614818
"C1",428,16.6934880402417
"C2",428,18.428232533177
"C3",428,15.1576126773489
"D",428,60.5389222488763
"A",429,44.3035218598806
"B1",429,16.9254033195462
"B2",429,20.2538826209959
"B3",429,16.9120822836801
"C1",429,16.962412936176
"C2",429,18.8530472263085
"C3",429,15.5914515549103
"D",429,61.0314188474904
"A",43,44.2101257125995
"B1",43,17.147959758043
"B2",43,20.4070471597889
"B3",43,17.1492493533324
"C1",43,17.1057691856408
"C2",43,19.0537834307312
"C3",43,15.8188797041933
"D",43,61.2848073674305
"A",430,44.1967808666541
"B1",430,16.5498528972358
"B2",430,19.8531548123056
"B3",430,16.5412720998469
"C1",430,16.7429090176626
"C2",430,18.5119728611593
"C3",430,15.249592216202
"D",430,60.5940887800212
"A",431,44.327403529448
"B1",431,16.4979590312866
"B2",431,19.8213643197938
"B3",431,16.4950708705912
"C1",431,16.7407335728931
"C2",431,18.4701750774171
"C3",431,15.1867955471548
"D",431,60.6771127395134
"A",432,44.4400270442001
"B1",432,16.8381046104821
"B2",432,20.1502000598905
"B3",432,16.83150975643
"C1",432,16.9628733820959
"C2",432,18.7860275699233
"C3",432,15.5114997819601
"D",432,61.0634541965002
"A",433,44.0956588839327
"B1",433,16.8222092668889
"B2",433,20.049879780122
"B3",433,16.8135078788725
"C1",433,16.9059277166842
"C2",433,18.7353955732612
"C3",433,15.5155945857841
"D",433,60.9385742124864
"A",434,44.3163252780233
"B1",434,17.3156699909123
"B2",434,20.6187071497691
"B3",434,17.2911162808985
"C1",434,17.1350798282009
"C2",434,19.2299225808102
"C3",434,15.9728837272017
"D",434,61.3772195325905
"A",435,44.3990542680332
"B1",435,17.1680047616668
"B2",435,20.4306782704846
"B3",435,17.1615866484497
"C1",435,17.1811122770837
"C2",435,19.0853154617251
"C3",435,15.8385069954491
"D",435,61.4268893758846
"A",436,44.2874626427122
"B1",436,16.6874266797557
"B2",436,19.9680699579079
"B3",436,16.6812073717946
"C1",436,16.8928598291531
"C2",436,18.617601907253
"C3",436,15.3703571023563
"D",436,60.85363103204
"A",437,44.2397268799177
"B1",437,16.7046122369515
"B2",437,20.013408766697
"B3",437,16.6958083061757
"C1",437,16.8382569286868
"C2",437,18.6396404450618
"C3",437,15.3899402641815
"D",437,60.8550945126506
"A",438,44.0728674780724
"B1",438,17.0210837299986
"B2",438,20.3234200376645
"B3",438,16.9957803947582
"C1",438,16.9724445971724
"C2",438,18.9380945117977
"C3",438,15.6892580942125
"D",438,61.0493147991646
"A",439,44.3115271202507
"B1",439,17.3960341048917
"B2",439,20.7735706767991
"B3",439,17.3353708946953
"C1",439,17.1061849987439
"C2",439,19.2997850012096
"C3",439,16.0074192555114
"D",439,61.3022855797448
"A",44,44.4002374820964
"B1",44,16.7897204084796
"B2",44,20.1186642299424
"B3",44,16.7861580523825
"C1",44,16.8931852031791
"C2",44,18.7292431456074
"C3",44,15.4533419270496
"D",44,60.945365399008
"A",440,44.2029071261968
"B1",440,16.547900899442
"B2",440,19.8992093666051
"B3",440,16.5300173572967
"C1",440,16.708039617594
"C2",440,18.4986231239568
"C3",440,15.2409236527852
"D",440,60.5597173101094
"A",441,44.4146811177605
"B1",441,17.0238336451814
