County,State,Pathway,total_mean_emission,total_min_emission,total_max_emission
Suffolk,MA,A,8.58663577720611,8.2099682397765,9.0002145138735
Suffolk,MA,B1,3.770908092249,3.72102575558031,3.80765855535388
Suffolk,MA,B2,3.72405106200227,3.65863347269975,3.77957810219353
Suffolk,MA,B3,3.76447168591546,3.71256956519167,3.80501698638135
Suffolk,MA,C1,3.46593235480835,3.32079408779928,3.58487724873167
Suffolk,MA,C2,3.70238186086862,3.61929356417951,3.76539501385745
Suffolk,MA,C3,3.76455356177973,3.71265495866693,3.80511238521635
Suffolk,MA,D,11.6879185760342,11.3912251121914,11.9704589083454
Norfolk,MA,A,122.372979856251,26.431987035774,127.969821190791
Norfolk,MA,B1,66.718283241827,26.6758033173554,71.2704751865735
Norfolk,MA,B2,78.920558010385,25.6142653814755,83.7392036032092
Norfolk,MA,B3,66.4278476705062,60.7378423465637,71.0479129461588
Norfolk,MA,C1,66.956484882834,26.0502435928508,69.5421548623863
Norfolk,MA,C2,73.602459394772,68.1122362456144,77.879838022219
Norfolk,MA,C3,62.3973772295845,27.0112542070945,66.6264764720455
Norfolk,MA,D,109.931389401349,26.8131737702744,114.745006041347
Middlesex,MA,A,35.2004515912538,34.2726703388148,36.067694757918
Middlesex,MA,B1,10.1094908281978,9.74900971224266,10.7499996830103
Middlesex,MA,B2,10.0172840705842,9.69005489144501,10.6037953635645
Middlesex,MA,B3,10.021431827015,9.71313326879902,10.476823416178
Middlesex,MA,C1,9.88465775772273,9.61705015231588,10.1476170888192
Middlesex,MA,C2,9.93983389079552,9.66169165140463,10.241702285229
Middlesex,MA,C3,10.0214740134344,9.71313447070192,10.4768249333286
Middlesex,MA,D,34.9444511171132,34.0091962094204,35.8089118930682
Essex,MA,A,21.4675887568371,1.02157802296323,24.9823014546397
Essex,MA,B1,19.4766946775798,0.0715493203246285,20.521323391651
Essex,MA,B2,21.7016922111508,0.0744970435284254,22.8332846198704
Essex,MA,B3,19.2878108988439,18.2902099587645,20.2080179537627
Essex,MA,C1,14.9512916784911,0.086401878676294,16.1840170409748
Essex,MA,C2,20.3803552892601,0.0770585381287476,21.4467672200488
Essex,MA,C3,18.0297281545122,0.071192379566109,18.931229148192
Essex,MA,D,25.6214487641294,0.711086750737186,28.2324572349178
Bristol,MA,A,22.1242348190845,5.17486401880295,22.923272682061
Bristol,MA,B1,16.8142238798415,5.73664437483496,17.3843675685612
Bristol,MA,B2,18.3994347743134,17.7522198099778,18.9916218727417
Bristol,MA,B3,16.6624006115264,15.9922411448877,17.4108649938927
Bristol,MA,C1,12.7027203222056,1.12696816458632,13.3021241670578
