County,State,Pathway,total_mean_emission,total_min_emission,total_max_emission
Bristol,MA,C2,17.3635064879505,16.7367170348375,17.9179005647226
Bristol,MA,C3,15.6719067332512,14.9569328503829,16.3118531091548
Bristol,MA,D,21.3391128769924,3.25450901622051,23.0959888833568
Rockingham,NH,A,190.626040484579,104.66100435764,195.361849380821
Rockingham,NH,B1,45.6229310543451,19.3706135194997,47.9143051156308
Rockingham,NH,B2,51.0484487932723,20.2596959713721,53.4290412614901
Rockingham,NH,B3,45.818354127653,43.4496563679207,48.1150350424158
Rockingham,NH,C1,50.0802339707671,48.7102584145517,51.4107593695593
Rockingham,NH,C2,49.7101547135069,38.5733915512591,51.7476583367796
Rockingham,NH,C3,44.1898981527071,19.5474706224394,46.5325000249957
Rockingham,NH,D,209.090111294019,56.8663272442576,212.931392238983
Providence,RI,A,136.675538197004,48.268057916355,141.91622349385
Providence,RI,B1,77.0405588910353,46.5006811432341,82.0318025819168
Providence,RI,B2,90.4500833081791,52.5884122227103,96.3447306980597
Providence,RI,B3,76.8637866939132,71.5342352991786,81.612532706589
Providence,RI,C1,76.2065880301254,72.8497282380444,79.2154513586899
Providence,RI,C2,84.5459796494126,78.6004733737007,89.8267629749191
Providence,RI,C3,72.2541309722988,43.6774095413166,76.6070183281233
Providence,RI,D,206.273168809305,81.9417752959391,212.887025145884
Berkshire,MA,A,2.53352074816519,1.38014191820819,2.7079375775685
Berkshire,MA,B1,0.33823954704689,0.244640502024912,0.442443975770212
Berkshire,MA,B2,0.543319899665725,0.3913418814574,0.690434643455192
Berkshire,MA,B3,0.342739971202971,0.249199550624749,0.4498442430447
Berkshire,MA,C1,0.543038660989667,0.402096357112991,0.677460223382948
Berkshire,MA,C2,0.478842108047818,0.340670585693339,0.614630738677848
Berkshire,MA,C3,0.284511597047133,0.202636814120207,0.378914472130623
Berkshire,MA,D,1.22399303620965,0.983719152476924,1.45618432643453
Litchfield,CT,A,0.225558371668479,0.222182351503922,0.228157279343905
Litchfield,CT,B1,0.0462549407885645,0.0434577821781135,0.0495671717490231
Litchfield,CT,B2,0.0489626320199853,0.0460402629267112,0.0518387778580835
Litchfield,CT,B3,0.0467845249690774,0.04408496497299,0.0497636520617631
Litchfield,CT,C1,0.0618139377321971,0.0601571322282586,0.0631155184781261
Litchfield,CT,C2,0.0500609349438254,0.0473125780999377,0.0527257147729289
Litchfield,CT,C3,0.0467832665648026,0.04408496497299,0.0497636520617631
Litchfield,CT,D,0.181404708060724,0.0970670291748414,0.188385912516524
New London,CT,A,21.0336481160389,20.5262497389141,21.8625915321479
New London,CT,B1,1.07886675611606,0.968140747793501,1.16172687303956
New London,CT,B2,1.14138316760457,1.04645415521144,1.23041022217762
New London,CT,B3,1.09561089601944,0.992412637695556,1.18256463382105
New London,CT,C1,1.31531849661689,1.21551064495838,1.43716520604246
New London,CT,C2,1.17696815258452,1.07187039899327,1.27301186546044
New London,CT,C3,1.09561210209487,0.992412637695556,1.18256463382105
New London,CT,D,15.5737983179978,14.7634377006113,16.4837632709946
Worcester,MA,A,95.8026164196913,41.9805350192966,99.9265601018663
Worcester,MA,B1,34.9997756400464,28.0876519606235,39.8274759406255
Worcester,MA,B2,48.1156127584774,1.04777837346133,53.6771525780221
Worcester,MA,B3,34.8183483879091,28.2735057410872,39.6098586748225
Worcester,MA,C1,38.0171016931545,33.7339265785284,41.3741801386456
Worcester,MA,C2,42.7248904090624,35.7663119156253,47.6476750520427
Worcester,MA,C3,30.8626962653147,0.694069786514857,35.4994668854165
Worcester,MA,D,77.907617286595,38.3782334604434,83.8570130122938
Hampden,MA,A,14.9245929641548,11.1358660348955,16.2760863407169
Hampden,MA,B1,11.7343989064446,10.9838704229824,12.2635316334492
Hampden,MA,B2,13.0748881470325,9.19284191908626,13.6305684347355
Hampden,MA,B3,11.6033047218686,10.8718424449546,12.1906313507778
Hampden,MA,C1,9.07990983263665,8.60199180884676,9.53531051116464
Hampden,MA,C2,12.1667334976641,11.5127192039069,12.6833808546767
Hampden,MA,C3,10.8375893388354,10.180016973082,11.4231290114054
Hampden,MA,D,14.921108903367,12.7932814959294,16.9462905149967
Fairfield,CT,A,88.9957812095551,0.0336143134629331,93.2260349594423
Fairfield,CT,B1,52.5887465811841,0.102532565128403,54.8718496982176
Fairfield,CT,B2,61.2283757671303,1.15030784280135,63.379770549663
Fairfield,CT,B3,52.3877555481867,49.0014884368931,54.579040984072
Fairfield,CT,C1,47.0754351881809,45.8861464526727,48.0039200630673
Fairfield,CT,C2,56.7551293132098,46.5330109658421,58.7483074449752
Fairfield,CT,C3,48.1861627102903,19.2709922384135,50.3599534656149
Fairfield,CT,D,151.299004028749,71.6729927234534,152.965860083518
Newport,RI,A,12.5445388321533,12.1162692617141,13.0492974874109
Newport,RI,B1,12.4080304011364,12.0653643917853,12.7444004668242
Newport,RI,B2,13.2400691205778,12.9397968038179,13.5307526592878
Newport,RI,B3,12.2430558313075,11.8994939522094,12.5442286070948
Newport,RI,C1,8.76635181401252,8.57894358498026,8.99002045540752
Newport,RI,C2,12.5104385463458,12.2528991999241,12.864493582869
Newport,RI,C3,11.6802749904451,11.3489647809557,12.0076480100055
Newport,RI,D,19.7658364631089,19.3337959830182,21.4048039085884
Penobscot,ME,A,1.44818766085018,1.34886855108011,1.55018294526641
Penobscot,ME,B1,0.193297568293145,0.144219646998855,0.243219260924937
Penobscot,ME,B2,0.326263581958886,0.148127559740942,0.403801381345045
Penobscot,ME,B3,0.19199736177438,0.140921623345667,0.243776641182349
Penobscot,ME,C1,0.285192399087351,0.218871558459984,0.349518113460729
Penobscot,ME,C2,0.271724059012725,0.201461143182932,0.338931280915413
Penobscot,ME,C3,0.159691659588211,0.114892242951831,0.204862897344641
Penobscot,ME,D,0.64112824733844,0.52682912146282,0.763743859174199
Oxford,ME,A,2.45362995757875,2.34365072491431,2.81179227028262
Oxford,ME,B1,2.38198734287576,2.26365050408024,2.50654637078883
Oxford,ME,B2,2.63753537842458,2.52284478601325,2.77856110547899
Oxford,ME,B3,2.35941123105985,2.24001855129323,2.4731123626437
Oxford,ME,C1,1.80253883099516,1.71112338141836,1.91521420978991
Oxford,ME,C2,2.47549461681591,2.36820314765267,2.60004661019021
Oxford,ME,C3,2.21222538603035,2.09117431449482,2.30576506132176
Oxford,ME,D,2.97640553884487,2.72180694728522,3.25236295685883
New Haven,CT,A,166.748805367837,33.1058782711373,172.420806358577
New Haven,CT,B1,134.049557633322,130.217206562462,136.7799634152
New Haven,CT,B2,143.434555285264,139.950688522051,146.007730489324
New Haven,CT,B3,132.966712724954,129.505977597014,135.367023512247
New Haven,CT,C1,114.184964884965,113.223435430173,115.374421534413
New Haven,CT,C2,136.78233855219,67.8861518848235,138.92622805944
New Haven,CT,C3,127.695949823281,36.7997184742791,130.230828939558
New Haven,CT,D,219.208938221282,52.9230565330823,222.495169439285
Windham,CT,A,50.9723499381442,48.1669229566778,53.5795873602499
Windham,CT,B1,21.332043171414,17.0596230659142,24.5022546155509
Windham,CT,B2,28.9959480123408,24.2143852307679,31.952124217877
Windham,CT,B3,21.2150240823392,17.069963509465,24.2801912155275
Windham,CT,C1,22.3590871623692,20.2891400435551,23.8038807342543
Windham,CT,C2,25.813795340682,21.5115975279632,28.6215080556471
Windham,CT,C3,18.9100051023339,15.1353873956085,21.8026762919524
Windham,CT,D,69.901534677895,45.1863416436973,72.6634440993608
Hillsborough,NH,A,37.5129823255503,35.1370029085948,39.5322889681817
Hillsborough,NH,B1,6.59976695782548,4.80673059471643,8.37152197837204
Hillsborough,NH,B2,10.8894664470571,8.27191395375883,13.2151538020832
Hillsborough,NH,B3,6.55855585715535,4.86113900849663,8.38751102690389
Hillsborough,NH,C1,9.14314121300427,7.27158210611448,11.1804473469015
Hillsborough,NH,C2,9.15382399987675,6.92510879271586,11.3409317751042
Hillsborough,NH,C3,5.53690685963906,4.01685064289284,7.17698471567462
Hillsborough,NH,D,20.1617626549107,2.52819877414664,23.7221873410722
Cumberland,ME,A,83.2101653549632,28.5130081352364,85.4401842463057
Cumberland,ME,B1,35.3788248053669,17.4471088708976,37.0806036426105
Cumberland,ME,B2,37.8433581163151,17.5279570460321,39.4709130162794
Cumberland,ME,B3,35.3507373340462,33.8352727221515,36.924770695619
Cumberland,ME,C1,33.003298349487,19.5074067364865,34.8138295899706
Cumberland,ME,C2,36.7264719848648,35.4886358780706,38.3580592354187
Cumberland,ME,C3,34.2763731356628,17.2138452184613,35.802010921634
Cumberland,ME,D,85.6687022731648,64.1003285390527,91.2547907046405
Middlesex,CT,A,36.7385199737592,0.00884975689106495,39.351405299932
Middlesex,CT,B1,14.56325045353,12.5982140288038,16.2010896872628
Middlesex,CT,B2,18.8431127345469,16.7847726695372,20.3722493339132
Middlesex,CT,B3,14.4775276242126,12.6271981441965,16.0956695825319
Middlesex,CT,C1,14.5055105458792,13.6192601652471,15.2162693746474
Middlesex,CT,C2,17.0116011729763,15.0738147619148,18.3471725578905
Middlesex,CT,C3,13.0555087972492,11.3177500466725,14.591485504848
Middlesex,CT,D,36.0293064073868,34.1012117817539,37.5023666342915
Coos,NH,A,20.750058790265,20.1099929688181,21.4822532873333
Coos,NH,B1,27.0648180163648,26.344684111186,27.6368610813715
Coos,NH,B2,28.0553218063768,27.3813921436264,28.8187222466422
Coos,NH,B3,26.6735166294653,25.9907240745715,27.2648633589847
Coos,NH,C1,18.0661682378932,16.9425154625063,18.7673510098916
Coos,NH,C2,27.1646105353958,26.4686496759195,27.6650913310495
Coos,NH,C3,25.8665420390537,25.0263989867092,26.6203661121259
Coos,NH,D,20.7851197619667,20.1416329970574,21.5182659046519
Chittenden,VT,A,14.9387167722865,14.2806746752367,15.6465471163095
Chittenden,VT,B1,3.6512959541758,3.48118190755101,4.14750109159191
Chittenden,VT,B2,3.68694499815319,3.49404808357211,4.20925387349554
Chittenden,VT,B3,3.65001988187421,3.4759274890838,4.22419157894154
Chittenden,VT,C1,3.74752578622312,3.58389381588344,4.12506601009434
Chittenden,VT,C2,3.69733562696599,3.54766176140325,4.24295450081178
Chittenden,VT,C3,3.65019189775584,3.4759274890838,4.22419157894154
Chittenden,VT,D,15.1520062442327,14.5479005273362,15.8389387904176
Barnstable,MA,A,19.6445211371265,19.2053347635845,20.3993558531681
Barnstable,MA,B1,4.5203433976808,4.29791402340726,5.00038995363705
Barnstable,MA,B2,4.66293318157977,4.42395409413073,5.13901362598425
Barnstable,MA,B3,4.55207931483872,4.33875937034537,4.89904244720306
Barnstable,MA,C1,5.14254391523351,4.94636207584669,5.47356004771725
Barnstable,MA,C2,4.73369808263519,4.5272381235167,5.23114738262782
Barnstable,MA,C3,4.55193257021858,4.33875937034537,4.89904244720306
Barnstable,MA,D,17.6433185694443,17.0917979642251,18.6131820640375
Merrimack,NH,A,62.5239042604255,55.6063639269774,63.5321941448204
Merrimack,NH,B1,17.4979275665249,17.3043053375191,17.8004789931486
Merrimack,NH,B2,17.6791288460994,17.4604915085469,18.1170702142608
Merrimack,NH,B3,17.5503691031009,17.3444014844803,17.9241067117415
Merrimack,NH,C1,18.1280964393616,15.927935848609,18.5959639771954
Merrimack,NH,C2,17.7610722588897,17.5501425903179,18.18618654599
Merrimack,NH,C3,17.5504002739772,17.3444014844803,17.9241067117415
Merrimack,NH,D,61.573735511882,60.9008597987199,62.6148894582897
