"Simulation","Pathway","Jurisdiction","Cost_Type","NPV"
"1006","C1","QC","Lower",5253221679.8875
"1006","C1","QC","Upper",15644018642.2851
"1006","C1","NYISO","Lower",4989135566.13352
"1006","C1","NYISO","Upper",14991392927.0839
"1006","C1","NB","Lower",802822772.191865
"1006","C1","NB","Upper",2390794674.19116
"1006","C2","QC","Lower",5253221679.8875
"1006","C2","QC","Upper",15644018642.2851
"1006","C2","NYISO","Lower",8213602994.39617
"1006","C2","NYISO","Upper",24680297459.1231
"1006","C2","NB","Lower",802822772.191865
"1006","C2","NB","Upper",2390794674.19116
"1006","C3","QC","Lower",28512855546.1469
"1006","C3","QC","Upper",84910873915.0442
"1006","C3","NYISO","Lower",8213602994.39617
"1006","C3","NYISO","Upper",24680297459.1231
"1006","C3","NB","Lower",802822772.191865
"1006","C3","NB","Upper",2390794674.19116
"1006","D","QC","Lower",28512855546.1469
"1006","D","QC","Upper",84910873915.0442
"1006","D","NYISO","Lower",8213602994.39617
"1006","D","NYISO","Upper",24680297459.1231
"1006","D","NB","Lower",802822772.191865
"1006","D","NB","Upper",2390794674.19116
"1007","A","QC","Lower",5284204344.7836
"1007","A","QC","Upper",15736284572.9383
"1007","A","NYISO","Lower",5050524374.23739
"1007","A","NYISO","Upper",15175854489.896
"1007","A","NB","Lower",823242932.720394
"1007","A","NB","Upper",2451605618.68448
"1007","B1","QC","Lower",28581944098.0322
"1007","B1","QC","Upper",85116618629.3402
"1007","B1","NYISO","Lower",8315176959.26777
"1007","B1","NYISO","Upper",24985507690.1075
"1007","B1","NB","Lower",823242932.720394
"1007","B1","NB","Upper",2451605618.68448
"1007","B2","QC","Lower",5284204344.7836
"1007","B2","QC","Upper",15736284572.9383
"1007","B2","NYISO","Lower",8315176959.26777
"1007","B2","NYISO","Upper",24985507690.1075
"1007","B2","NB","Lower",823242932.720394
"1007","B2","NB","Upper",2451605618.68448
"1007","B3","QC","Lower",38754258638.8852
"1007","B3","QC","Upper",115409625094.603
"1007","B3","NYISO","Lower",8315176959.26777
"1007","B3","NYISO","Upper",24985507690.1075
"1007","B3","NB","Lower",823242932.720394
"1007","B3","NB","Upper",2451605618.68448
"1007","C1","QC","Lower",5284204344.7836
"1007","C1","QC","Upper",15736284572.9383
"1007","C1","NYISO","Lower",5050524374.23739
"1007","C1","NYISO","Upper",15175854489.896
"1007","C1","NB","Lower",823242932.720394
"1007","C1","NB","Upper",2451605618.68448
"1007","C2","QC","Lower",5284204344.7836
"1007","C2","QC","Upper",15736284572.9383
"1007","C2","NYISO","Lower",8315176959.26777
"1007","C2","NYISO","Upper",24985507690.1075
"1007","C2","NB","Lower",823242932.720394
"1007","C2","NB","Upper",2451605618.68448
"1007","C3","QC","Lower",28581944098.0322
"1007","C3","QC","Upper",85116618629.3402
"1007","C3","NYISO","Lower",8315176959.26777
"1007","C3","NYISO","Upper",24985507690.1075
"1007","C3","NB","Lower",823242932.720394
"1007","C3","NB","Upper",2451605618.68448
"1007","D","QC","Lower",28581944098.0322
"1007","D","QC","Upper",85116618629.3402
"1007","D","NYISO","Lower",8315176959.26777
"1007","D","NYISO","Upper",24985507690.1075
"1007","D","NB","Lower",823242932.720394
"1007","D","NB","Upper",2451605618.68448
"1008","A","QC","Lower",5233373213.17806
"1008","A","QC","Upper",15584910193.7664
"1008","A","NYISO","Lower",4895588829.96722
"1008","A","NYISO","Upper",14710302974.6611
"1008","A","NB","Lower",785684787.845471
"1008","A","NB","Upper",2339758003.1836
"1008","B1","QC","Lower",28468963679.5102
"1008","B1","QC","Upper",84780164567.1905
"1008","B1","NYISO","Lower",8058263846.78331
"1008","B1","NYISO","Upper",24213533193.4595
"1008","B1","NB","Lower",785684787.845471
"1008","B1","NB","Upper",2339758003.1836
"1008","B2","QC","Lower",5233373213.17806
"1008","B2","QC","Upper",15584910193.7664
"1008","B2","NYISO","Lower",8058263846.78331
"1008","B2","NYISO","Upper",24213533193.4595
"1008","B2","NB","Lower",785684787.845471
"1008","B2","NB","Upper",2339758003.1836
"1008","B3","QC","Lower",38625479525.4671
"1008","B3","QC","Upper",115026122746.175
"1008","B3","NYISO","Lower",8058263846.78331
"1008","B3","NYISO","Upper",24213533193.4595
"1008","B3","NB","Lower",785684787.845471
"1008","B3","NB","Upper",2339758003.1836
"1008","C1","QC","Lower",5233373213.17806
"1008","C1","QC","Upper",15584910193.7664
"1008","C1","NYISO","Lower",4895588829.96722
"1008","C1","NYISO","Upper",14710302974.6611
"1008","C1","NB","Lower",785684787.845471
"1008","C1","NB","Upper",2339758003.1836
"1008","C2","QC","Lower",5233373213.17806
"1008","C2","QC","Upper",15584910193.7664
"1008","C2","NYISO","Lower",8058263846.78331
"1008","C2","NYISO","Upper",24213533193.4595
"1008","C2","NB","Lower",785684787.845471
"1008","C2","NB","Upper",2339758003.1836
"1008","C3","QC","Lower",28468963679.5102
"1008","C3","QC","Upper",84780164567.1905
"1008","C3","NYISO","Lower",8058263846.78331
"1008","C3","NYISO","Upper",24213533193.4595
"1008","C3","NB","Lower",785684787.845471
"1008","C3","NB","Upper",2339758003.1836
"1008","D","QC","Lower",28468963679.5102
"1008","D","QC","Upper",84780164567.1905
"1008","D","NYISO","Lower",8058263846.78331
"1008","D","NYISO","Upper",24213533193.4595
"1008","D","NB","Lower",785684787.845471
"1008","D","NB","Upper",2339758003.1836
"1009","A","QC","Lower",5180653103.55263
"1009","A","QC","Upper",15427910465.2072
"1009","A","NYISO","Lower",5253649383.90415
"1009","A","NYISO","Upper",15786206081.4428
"1009","A","NB","Lower",780420235.573503
"1009","A","NB","Upper",2324080242.20099
"1009","B1","QC","Lower",28351402208.2092
"1009","B1","QC","Upper",84430068195.7221
"1009","B1","NYISO","Lower",8648898563.3995
"1009","B1","NYISO","Upper",25988276933.2918
"1009","B1","NB","Lower",780420235.573503
"1009","B1","NB","Upper",2324080242.20099
"1009","B2","QC","Lower",5180653103.55263
"1009","B2","QC","Upper",15427910465.2072
"1009","B2","NYISO","Lower",8648898563.3995
"1009","B2","NYISO","Upper",25988276933.2918
"1009","B2","NB","Lower",780420235.573503
"1009","B2","NB","Upper",2324080242.20099
"1009","B3","QC","Lower",38491472658.03
"1009","B3","QC","Upper",114627052221.433
"1009","B3","NYISO","Lower",8648898563.3995
"1009","B3","NYISO","Upper",25988276933.2918
"1009","B3","NB","Lower",780420235.573503
"1009","B3","NB","Upper",2324080242.20099
"1009","C1","QC","Lower",5180653103.55263
"1009","C1","QC","Upper",15427910465.2072
"1009","C1","NYISO","Lower",5253649383.90415
"1009","C1","NYISO","Upper",15786206081.4428
"1009","C1","NB","Lower",780420235.573503
"1009","C1","NB","Upper",2324080242.20099
"1009","C2","QC","Lower",5180653103.55263
"1009","C2","QC","Upper",15427910465.2072
"1009","C2","NYISO","Lower",8648898563.3995
"1009","C2","NYISO","Upper",25988276933.2918
"1009","C2","NB","Lower",780420235.573503
"1009","C2","NB","Upper",2324080242.20099
"1009","C3","QC","Lower",28351402208.2092
"1009","C3","QC","Upper",84430068195.7221
"1009","C3","NYISO","Lower",8648898563.3995
"1009","C3","NYISO","Upper",25988276933.2918
"1009","C3","NB","Lower",780420235.573503
"1009","C3","NB","Upper",2324080242.20099
"1009","D","QC","Lower",28351402208.2092
"1009","D","QC","Upper",84430068195.7221
"1009","D","NYISO","Lower",8648898563.3995
"1009","D","NYISO","Upper",25988276933.2918
"1009","D","NB","Lower",780420235.573503
"1009","D","NB","Upper",2324080242.20099
"101","A","QC","Lower",5296654153.64577
"101","A","QC","Upper",15773359924.7511
"101","A","NYISO","Lower",4565744027.69304
"101","A","NYISO","Upper",13719182775.52
"101","A","NB","Lower",823029992.502052
"101","A","NB","Upper",2450971485.77549
"101","B1","QC","Lower",28609617232.3809
"101","B1","QC","Upper",85199028825.6011
"101","B1","NYISO","Lower",7515539906.7249
"101","B1","NYISO","Upper",22582752123.5724
