"Simulation","Pathway","ATB_Scenario","NPV","Technology"
"1","A","Advanced",3311880866.23805,"Biopower"
"1","A","Moderate",3311880866.23805,"Biopower"
"1","A","Conservative",3311880866.23805,"Biopower"
"1","B1","Advanced",3311880866.23805,"Biopower"
"1","B1","Moderate",3311880866.23805,"Biopower"
"1","B1","Conservative",3311880866.23805,"Biopower"
"1","B2","Advanced",3311880866.23805,"Biopower"
"1","B2","Moderate",3311880866.23805,"Biopower"
"1","B2","Conservative",3311880866.23805,"Biopower"
"1","B3","Advanced",3311880866.23805,"Biopower"
"1","B3","Moderate",3311880866.23805,"Biopower"
"1","B3","Conservative",3311880866.23805,"Biopower"
"1","C1","Advanced",26043939669.9711,"Nuclear"
"1","C1","Moderate",28672227159.6012,"Nuclear"
"1","C1","Conservative",31539449875.5613,"Nuclear"
"1","C1","Advanced",3311880866.23805,"Biopower"
"1","C1","Moderate",3311880866.23805,"Biopower"
"1","C1","Conservative",3311880866.23805,"Biopower"
"1","C2","Advanced",3374343683.62293,"Nuclear"
"1","C2","Moderate",3714873780.13534,"Nuclear"
"1","C2","Conservative",4086361158.14887,"Nuclear"
"1","C2","Advanced",3311880866.23805,"Biopower"
"1","C2","Moderate",3311880866.23805,"Biopower"
"1","C2","Conservative",3311880866.23805,"Biopower"
"1","C3","Advanced",2165716375.04736,"Nuclear"
"1","C3","Moderate",2384274908.30902,"Nuclear"
"1","C3","Conservative",2622702399.13992,"Nuclear"
"1","C3","Advanced",3311880866.23805,"Biopower"
"1","C3","Moderate",3311880866.23805,"Biopower"
"1","C3","Conservative",3311880866.23805,"Biopower"
"1","D","Advanced",3311880866.23805,"Biopower"
"1","D","Moderate",3311880866.23805,"Biopower"
"1","D","Conservative",3311880866.23805,"Biopower"
"10","A","Advanced",3311880866.23805,"Biopower"
"10","A","Moderate",3311880866.23805,"Biopower"
"10","A","Conservative",3311880866.23805,"Biopower"
"10","B1","Advanced",3311880866.23805,"Biopower"
"10","B1","Moderate",3311880866.23805,"Biopower"
"10","B1","Conservative",3311880866.23805,"Biopower"
"10","B2","Advanced",3311880866.23805,"Biopower"
"10","B2","Moderate",3311880866.23805,"Biopower"
"10","B2","Conservative",3311880866.23805,"Biopower"
"10","B3","Advanced",3311880866.23805,"Biopower"
"10","B3","Moderate",3311880866.23805,"Biopower"
"10","B3","Conservative",3311880866.23805,"Biopower"
"10","C1","Advanced",26043939669.9711,"Nuclear"
"10","C1","Moderate",28672227159.6012,"Nuclear"
"10","C1","Conservative",31539449875.5613,"Nuclear"
"10","C1","Advanced",3311880866.23805,"Biopower"
"10","C1","Moderate",3311880866.23805,"Biopower"
"10","C1","Conservative",3311880866.23805,"Biopower"
"10","C2","Advanced",3374343683.62293,"Nuclear"
"10","C2","Moderate",3714873780.13534,"Nuclear"
"10","C2","Conservative",4086361158.14887,"Nuclear"
"10","C2","Advanced",3311880866.23805,"Biopower"
"10","C2","Moderate",3311880866.23805,"Biopower"
"10","C2","Conservative",3311880866.23805,"Biopower"
"10","C3","Advanced",2165716375.04736,"Nuclear"
"10","C3","Moderate",2384274908.30902,"Nuclear"
"10","C3","Conservative",2622702399.13992,"Nuclear"
"10","C3","Advanced",3311880866.23805,"Biopower"
"10","C3","Moderate",3311880866.23805,"Biopower"
"10","C3","Conservative",3311880866.23805,"Biopower"
"10","D","Advanced",3311880866.23805,"Biopower"
"10","D","Moderate",3311880866.23805,"Biopower"
"10","D","Conservative",3311880866.23805,"Biopower"
"100","A","Advanced",3311880866.23805,"Biopower"
"100","A","Moderate",3311880866.23805,"Biopower"
"100","A","Conservative",3311880866.23805,"Biopower"
"100","B1","Advanced",3311880866.23805,"Biopower"
"100","B1","Moderate",3311880866.23805,"Biopower"
"100","B1","Conservative",3311880866.23805,"Biopower"
"100","B2","Advanced",3311880866.23805,"Biopower"
"100","B2","Moderate",3311880866.23805,"Biopower"
"100","B2","Conservative",3311880866.23805,"Biopower"
"100","B3","Advanced",3311880866.23805,"Biopower"
"100","B3","Moderate",3311880866.23805,"Biopower"
