"Simulation","Pathway","NPV"
"31","B3",4367764756.68965
"31","C1",5554470674.83086
"31","C2",6501494977.1809
"31","C3",3137272230.90435
"31","D",2353816493.1746
"310","A",488834973272.444
"310","B1",5527304022.71934
"310","B2",12194107698.1356
"310","B3",4704601059.56402
"310","C1",5571086173.68467
"310","C2",6984513127.56417
"310","C3",3364532302.35577
"310","D",2351918753.25285
"311","A",486175583610.962
"311","B1",5388027721.38767
"311","B2",11827791932.6087
"311","B3",4532761675.34591
"311","C1",5420795138.95944
"311","C2",6669673185.13342
"311","C3",3244110597.40034
"311","D",2235950031.09345
"312","A",493497876718.827
"312","B1",5028189933.56345
"312","B2",11311602411.1432
"312","B3",4340622727.32591
"312","C1",5624904046.36457
"312","C2",6426198238.57857
"312","C3",3084471686.79006
"312","D",2396876322.84439
"313","A",470747548616.363
"313","B1",5221841138.85894
"313","B2",11509949683.4402
"313","B3",4383785131.34676
"313","C1",5049818783.82662
"313","C2",6525610868.27131
"313","C3",3064015994.67618
"313","D",2025161832.5797
"314","A",476832186943.482
"314","B1",4756344252.29791
"314","B2",10690821447.162
"314","B3",4034337613.81663
"314","C1",5349501303.85297
"314","C2",6147057087.20629
"314","C3",2796410730.88399
"314","D",2088004640.07181
"315","A",505708986055.419
"315","B1",5490766712.57037
"315","B2",12183428404.2977
"315","B3",4734455894.87367
"315","C1",5959717940.09719
"315","C2",7048205297.54551
"315","C3",3316147568.68501
"315","D",2657804074.72129
"316","A",501576981993.113
"316","B1",5880677853.82247
"316","B2",13501743472.4197
"316","B3",4822336857.18292
"316","C1",5715827419.44627
"316","C2",7380774524.53286
"316","C3",3446111946.5845
"316","D",2597227594.22415
"317","A",503482048986.256
"317","B1",5600953375.16572
"317","B2",12375125903.6783
"317","B3",4791593175.99561
"317","C1",5941701951.13336
"317","C2",7101632201.43425
"317","C3",3377482766.40934
"317","D",2605047964.96156
"318","A",497475425831.472
"318","B1",5373030640.1117
"318","B2",11708590952.0909
"318","B3",4566251136.75926
"318","C1",5688534255.49771
"318","C2",6801085037.60175
"318","C3",3239549768.14884
"318","D",2391004699.04133
"319","A",487469555568.239
"319","B1",5144550895.12846
"319","B2",11566423540.4684
"319","B3",4357917569.21642
"319","C1",5400752745.53887
"319","C2",6537322063.56573
"319","C3",3068880946.77801
"319","D",2243251153.10774
"32","A",495469337856.48
"32","B1",5551121537.62276
"32","B2",12384476160.3914
"32","B3",4763830120.77192
"32","C1",5802207585.93885
"32","C2",7082602909.92854
"32","C3",3357396411.51494
"32","D",2531821705.07529
"320","A",482418614709.993
"320","B1",5349414465.73343
"320","B2",11721021610.8736
"320","B3",4526240475.15288
"320","C1",5440334325.40782
"320","C2",6716150105.5072
"320","C3",3234072587.63443
"320","D",2283286966.04877
"321","A",486123174340.389
"321","B1",5520695118.78411
"321","B2",12265307205.9806
"321","B3",4629963558.55759
"321","C1",5451354609.1895
"321","C2",6944190491.73382
"321","C3",3287923235.39669
"321","D",2157422416.27636
"322","A",497296937026.128
"322","B1",5727815711.24117
"322","B2",13059850015.5115
"322","B3",4834243549.17016
"322","C1",5711510681.30097
"322","C2",7292552181.56769
"322","C3",3384170843.48911
"322","D",2484248434.22327
"323","A",496233117367.251
"323","B1",5506675195.22075
"323","B2",12357875649.235
"323","B3",4655524531.8673
"323","C1",5666817148.7784
"323","C2",7023134280.38981
"323","C3",3274932379.39975
"323","D",2447242115.78721
"324","A",486402652606.898
"324","B1",5466967251.60382
"324","B2",12161145284.0511
"324","B3",4630139717.10692
"324","C1",5508444847.18306
"324","C2",6918987548.55054
"324","C3",3260592522.50892
"324","D",2330686092.44819
"325","A",507810323383.199
"325","B1",5582040537.84027
"325","B2",12415688611.3078
"325","B3",4775067489.46209
"325","C1",5953815433.05097
"325","C2",7113959106.3832
"325","C3",3401490774.43252
"325","D",2657410347.14195
"326","A",481883563464.589
"326","B1",5396593391.56423
"326","B2",11678012831.1101
"326","B3",4524913434.68147
"326","C1",5395936673.1137
"326","C2",6715675105.46138
"326","C3",3286848784.80022
"326","D",2196002938.85066
"327","A",495784465619.201
"327","B1",5672822337.51708
"327","B2",12514292972.9009
"327","B3",4787602194.3637
"327","C1",5642701585.61042
"327","C2",7142711623.45061
"327","C3",3410795497.58199
"327","D",2440743866.89916
"328","A",477795249967.032
"328","B1",5153312630.05039
"328","B2",11539573929.6094
"328","B3",4353309991.1491
"328","C1",5180418534.71702
"328","C2",6486900886.42916
"328","C3",3036139066.95563
"328","D",2187361922.42281
"329","A",478828408960.649
"329","B1",5290417267.66773
"329","B2",11822132994.7865
"329","B3",4454539162.54329
"329","C1",5280164148.44173
"329","C2",6647442662.85962
"329","C3",3112974634.15594
"329","D",2206727738.56966
"33","A",479164108984.902
"33","B1",5034673876.18573
"33","B2",11163533522.0378
"33","B3",4281304098.15673
"33","C1",5337793580.56724
"33","C2",6360263870.93817
"33","C3",3020350995.35147
"33","D",2193321584.25438
"330","A",487503571004.062
"330","B1",6040285710.30689
"330","B2",13034756863.7004
"330","B3",5087781054.41059
"330","C1",5627541123.60446
"330","C2",7491992815.54748
"330","C3",3685482016.95146
"330","D",2469748558.78391
"331","A",481582965960.966
"331","B1",5397745031.66096
"331","B2",11783489365.8375
"331","B3",4543375399.6324
"331","C1",5405971782.70014
"331","C2",6706217850.82995
"331","C3",3244132656.10007
"331","D",2266756735.63799
"332","A",495571929445.862
"332","B1",5462136063.96504
"332","B2",11919768640.2124
"332","B3",4648817124.4615
"332","C1",5611009479.54671
"332","C2",6779403647.07934
"332","C3",3310957949.5162
"332","D",2470134589.9561
"333","A",479239992786.836
"333","B1",5542415720.49472
"333","B2",12058519713.9499
"333","B3",4714404405.04765
"333","C1",5365947811.75684
"333","C2",6998550179.25414
"333","C3",3375924329.7601
"333","D",2283445249.43868
"334","A",481181294510.392
"334","B1",5519546918.46757
"334","B2",12277510913.3718
"334","B3",4631828527.49168
"334","C1",5454582737.79848
"334","C2",6909504109.27522
"334","C3",3295635944.63109
"334","D",2291459657.55226
"335","A",485405765046.622
"335","B1",5518203411.74928
"335","B2",12260304876.1435
"335","B3",4690596570.75011
"335","C1",5494997019.37967
"335","C2",6986037794.91476
"335","C3",3366426470.83836
"335","D",2384784202.44986
"336","A",490888736677.449
"336","B1",5467978940.17372
"336","B2",12423428588.9968
"336","B3",4595748731.45347
"336","C1",5620084223.04842
"336","C2",6941949398.07965
"336","C3",3261270498.23806
"336","D",2241413744.7759
"337","A",492576354724.694
"337","B1",5843140224.5339
"337","B2",12921183182.8457
"337","B3",4933114760.93976
"337","C1",5596084811.30914
"337","C2",7296066400.53329
"337","C3",3525688418.87521
"337","D",2444627978.27385
"338","A",486174119386.734
"338","B1",5346325836.87246
"338","B2",11671780813.0809
"338","B3",4583149246.75295
"338","C1",5516899818.67016
"338","C2",6758804685.78379
"338","C3",3273564657.79637
"338","D",2341766958.84544
"339","A",484015533122.94
"339","B1",5357554798.96795
"339","B2",11778813438.2203
"339","B3",4548522234.10707
"339","C1",5509751505.83772
"339","C2",6787017997.12086
"339","C3",3235345184.35172
"339","D",2316174629.31629
"34","A",494655550728.829
"34","B1",5277777235.95519
"34","B2",11616096156.2039
"34","B3",4490062992.26343
"34","C1",5637592132.23187
"34","C2",6687093738.02019
"34","C3",3144259101.49182
"34","D",2432714742.15572
"340","A",482103105237.371
"340","B1",5464236022.47333
"340","B2",12369664527.7728
"340","B3",4586059607.38696
"340","C1",5307474639.29904
"340","C2",6869625369.41337
"340","C3",3241650714.54099
"340","D",2214723847.39774
"341","A",484727542151.002
"341","B1",5197795742.25867
"341","B2",11898561175.4749
"341","B3",4415172558.15521
"341","C1",5476520265.82266
"341","C2",6629458046.3161
"341","C3",3100048331.72601
"341","D",2267537341.19649
"342","A",482182953921.621
"342","B1",5008005877.90068
"342","B2",11145333306.7659
"342","B3",4294056127.46483
"342","C1",5386456933.772
"342","C2",6413280702.79343
"342","C3",2986992045.60112
"342","D",2254793476.4051
"343","A",496667875213.669
"343","B1",5828508780.54403
"343","B2",12960405935.2699
"343","B3",4873150497.18847
"343","C1",5759840795.33101
"343","C2",7282997331.14999
"343","C3",3497832063.30083
"343","D",2460205315.99504
"344","A",486084624566.273
"344","B1",5243052679.00183
"344","B2",12020709191.9466
"344","B3",4427395459.17703
"344","C1",5461942923.25314
"344","C2",6628809474.565
"344","C3",3133978144.09988
"344","D",2324083166.55561
"345","A",495381950563.266
"345","B1",5085332649.72141
"345","B2",11305998287.809
"345","B3",4298906000.05128
"345","C1",5620295116.73171
"345","C2",6493108559.79443
"345","C3",2994999519.34379
"345","D",2435242613.18788
"346","A",486095183661.035
"346","B1",5503646971.85702
"346","B2",12107992127.692
"346","B3",4639334297.35695
"346","C1",5539075313.19965
"346","C2",6942543080.25726
"346","C3",3307987053.81145
"346","D",2406393052.89601
"347","A",501642725246.562
"347","B1",5771799836.20346
"347","B2",12580036949.7043
"347","B3",4878424647.80313
"347","C1",5848044346.93909
"347","C2",7202567586.26028
"347","C3",3479767083.0058
"347","D",2647656706.81491
"348","A",488799481952.427
"348","B1",5707285521.72661
"348","B2",12477771962.8354
"348","B3",4884585517.84445
"348","C1",5646627707.7251
"348","C2",7194220505.79763
"348","C3",3489632218.61702
"348","D",2407257916.47069
"349","A",502124552510.233
"349","B1",5548438053.1299
"349","B2",12210104303.4469
"349","B3",4725779844.22716
"349","C1",5870316315.02001
"349","C2",7050668742.26383
"349","C3",3330465668.69464
"349","D",2567946268.85701
"35","A",465791413539.53
"35","B1",4906722584.88777
"35","B2",10894795926.1423
"35","B3",4103170954.37517
"35","C1",5035800353.22464
"35","C2",6136632907.26671
"35","C3",2871047441.65945
"35","D",2017909721.83937
"350","A",487909109627.279
"350","B1",5314473994.26025
"350","B2",11612777543.8364
"350","B3",4527093363.2654
"350","C1",5574353765.73161
"350","C2",6712328610.69199
"350","C3",3209646989.50942
"350","D",2483032300.78595
"351","A",499259777031.33
"351","B1",5546967037.86394
"351","B2",12338391107.8879
"351","B3",4673680811.09398
"351","C1",5782605040.45695
"351","C2",7048852475.06341
"351","C3",3249143873.75521
"351","D",2490174204.30881
"352","A",482155324515.212
"352","B1",5284737388.09239
"352","B2",11893603848.9118
"352","B3",4520548833.8835
"352","C1",5258499884.38542
"352","C2",6722829712.09077
"352","C3",3138875226.43537
"352","D",2155216771.31274
"353","A",493851932752.477
"353","B1",5631784696.26961
"353","B2",12543629442.9084
"353","B3",4777944544.80711
"353","C1",5672014243.76177
"353","C2",7086549565.68294
"353","C3",3407140018.46699
"353","D",2492504805.28339
"354","A",488866880222.647
"354","B1",5402758091.77484
"354","B2",12415506689.2125
"354","B3",4567382408.56556
"354","C1",5621896215.20283
"354","C2",6866716327.77373
"354","C3",3298422269.68181
"354","D",2403242593.76723
"355","A",484058035941.133
"355","B1",5523623228.906
"355","B2",12053605758.8606
"355","B3",4618866825.92763
"355","C1",5448724235.41657
"355","C2",6858097844.46742
"355","C3",3307316726.46021
"355","D",2276491699.99095
"356","A",495148778015.402
"356","B1",5655663716.96951
"356","B2",12377613634.2797
"356","B3",4784696715.17537
"356","C1",5660928481.09448
"356","C2",7100055309.73887
"356","C3",3416933639.13264
"356","D",2428965507.99556
"357","A",495737328886.253
"357","B1",5225451914.90721
"357","B2",12016427653.4081
"357","B3",4487810707.86821
"357","C1",5581718203.26338
"357","C2",6724714843.42169
"357","C3",3172334339.07607
"357","D",2425303631.27506
"358","A",493598747892.649
"358","B1",5502524030.28029
"358","B2",12183619538.0987
"358","B3",4719757451.09402
"358","C1",5699218409.67715
"358","C2",7034179267.81558
"358","C3",3300819057.51114
"358","D",2437001716.32537
"359","A",494471608819.536
"359","B1",5464846104.1833
"359","B2",12293124822.0219
"359","B3",4588444277.72082
"359","C1",5615766961.41639
"359","C2",6951322609.24237
"359","C3",3260449074.75149
"359","D",2439303067.2262
"36","A",494973381739.95
"36","B1",5366175738.93725
"36","B2",11896143119.9007
"36","B3",4477026076.39599
"36","C1",5705561263.22407
"36","C2",6763680606.83831
"36","C3",3208706858.2543
"36","D",2471643108.57269
"360","A",488364531206.421
"360","B1",5483985862.95013
"360","B2",12090527036.197
"360","B3",4652028052.17022
"360","C1",5397889643.9305
"360","C2",6895373034.08007
"360","C3",3290850450.38733
"360","D",2320278677.42174
"361","A",497507005943.215
"361","B1",5739082462.83972
"361","B2",12697240606.5286
"361","B3",4849709371.68098
"361","C1",5758098782.7807
"361","C2",7257984878.23599
"361","C3",3442856472.4812
"361","D",2456410190.95025
"362","A",497224104138.91
"362","B1",5125136867.80002
"362","B2",11626670787.3278
"362","B3",4388055247.90714
"362","C1",5655566171.39066
"362","C2",6596527275.50261
"362","C3",3045816679.85983
"362","D",2494081407.90085
"363","A",495770989590.417
"363","B1",5656169381.90126
"363","B2",12443588046.3891
"363","B3",4745416239.26224
"363","C1",5711964213.95175
"363","C2",7111566101.50152
"363","C3",3381494250.10061
"363","D",2457583689.15114
"364","A",490053859645.365
"364","B1",5986172943.7573
"364","B2",13388119079.249
"364","B3",4962800710.13488
"364","C1",5540925847.70236
"364","C2",7520655052.09974
"364","C3",3532553563.27069
"364","D",2350838835.50424
"365","A",477192459895.364
"365","B1",4915994907.25762
"365","B2",10752984499.4212
"365","B3",4174864523.49057
"365","C1",5267501892.77664
"365","C2",6125793940.65552
"365","C3",3000399886.96183
"365","D",2172238775.84634
"366","A",488067257925.632
"366","B1",5143743475.16218
"366","B2",11201825651.137
"366","B3",4351697564.02644
"366","C1",5501877387.69169
"366","C2",6475578696.08342
"366","C3",3060696543.25206
"366","D",2281264022.145
"367","A",477163415864.753
"367","B1",5174725122.72673
"367","B2",11325956770.8346
"367","B3",4396256107.98385
"367","C1",5213357109.58507
"367","C2",6530004400.96743
"367","C3",3129222173.82754
"367","D",2200175060.22053
"368","A",480075456657.651
"368","B1",5219823640.59315
"368","B2",11575532563.7444
"368","B3",4471029094.20243
"368","C1",5389269373.68286
"368","C2",6601353319.47925
"368","C3",3122928968.18654
"368","D",2224165208.52898
"369","A",497322632684.417
"369","B1",5568187576.09338
"369","B2",12395888651.4155
"369","B3",4697847996.43933
"369","C1",5801200713.16006
"369","C2",7075393553.23951
"369","C3",3313063505.61433
"369","D",2492180394.45051
"37","A",474884236078.038
"37","B1",5139035964.51053
"37","B2",11552323192.417
"37","B3",4339334142.21714
"37","C1",5128589031.38608
"37","C2",6446765429.18329
"37","C3",3093004069.94543
"37","D",2143147381.01485
"370","A",480869459516.065
"370","B1",5094879287.62023
"370","B2",11371658551.9799
"370","B3",4292091218.69779
"370","C1",5333492286.52328
"370","C2",6478167979.2911
"370","C3",2993863779.99562
"370","D",2173213215.08791
"371","A",499603819770.417
"371","B1",5694447460.4863
"371","B2",12493645582.3666
"371","B3",4832995292.94882
"371","C1",5885166105.87028
"371","C2",7226090131.19369
"371","C3",3446534862.44635
"371","D",2516595212.35468
"372","A",468951746030.841
"372","B1",5206554409.44532
"372","B2",11631081304.4911
"372","B3",4329834453.69143
"372","C1",5080364398.27676
"372","C2",6526009328.51267
"372","C3",3051505012.39654
"372","D",2022736840.14966
"373","A",486437068143.372
"373","B1",5467083564.91695
"373","B2",12477073930.8644
"373","B3",4590026952.95784
"373","C1",5381435188.21202
"373","C2",6924531638.20352
"373","C3",3201533301.5121
"373","D",2206802934.03434
"374","A",486456547617.62
"374","B1",5610528129.65581
"374","B2",12486787150.9432
"374","B3",4714908597.62936
"374","C1",5493961018.92927
"374","C2",7039462508.59377
"374","C3",3354822923.9143
"374","D",2286517600.18448
"375","A",492707844672.136
"375","B1",5248454943.67298
"375","B2",11479444854.3827
"375","B3",4473649521.06619
"375","C1",5632889613.95262
"375","C2",6662459896.43272
"375","C3",3154934660.99294
"375","D",2386737341.31218
"376","A",487515262800.079
"376","B1",5539031550.6327
"376","B2",12042291907.1925
"376","B3",4668953507.57698
"376","C1",5559981185.08467
"376","C2",6932606170.80888
"376","C3",3366924937.69673
"376","D",2338680766.87307
"377","A",489623423646.098
"377","B1",5418109075.47111
"377","B2",12484062568.1962
"377","B3",4522647969.96731
"377","C1",5481661799.82531
"377","C2",6955418596.89435
"377","C3",3154413561.97725
"377","D",2262540541.42012
"378","A",494685737371.442
"378","B1",5569610503.84793
"378","B2",12154098486.0563
"378","B3",4672233357.45268
"378","C1",5577795344.90856
"378","C2",7013788489.30319
"378","C3",3308009274.50215
"378","D",2356893902.34753
"379","A",490268146586.033
"379","B1",5376315981.5943
"379","B2",12026525984.2032
"379","B3",4594397198.31429
"379","C1",5572581845.54014
"379","C2",6845350752.79825
"379","C3",3236847214.14138
"379","D",2389983420.21281
"38","A",489972143872.775
"38","B1",5292403404.93476
"38","B2",11458370676.3861
"38","B3",4530319432.79154
"38","C1",5601783485.99164
"38","C2",6721786278.6109
"38","C3",3242943027.91665
"38","D",2450921830.30497
"380","A",498472743157.245
"380","B1",5461303942.09507
"380","B2",12249308862.1106
"380","B3",4588801738.01031
"380","C1",5755629546.14944
"380","C2",6901479975.19304
"380","C3",3293126658.5988
"380","D",2461134098.16667
"381","A",490017251285.648
"381","B1",5607988369.26124
"381","B2",12240697504.6181
"381","B3",4808348238.88108
"381","C1",5548531492.76059
"381","C2",7038309930.26973
"381","C3",3431418650.30707
"381","D",2343737762.78753
"382","A",485936158624.776
"382","B1",5071816868.37789
"382","B2",11169289723.7034
"382","B3",4312863135.09718
"382","C1",5551718621.21066
"382","C2",6411819156.42083
"382","C3",3054194604.37044
"382","D",2362494716.49893
"383","A",487541188799.299
"383","B1",5362797496.92859
"383","B2",11982419381.5073
"383","B3",4488426651.94219
"383","C1",5565970416.60262
"383","C2",6771809188.28822
"383","C3",3180981310.57199
"383","D",2337487115.32077
"384","A",482411859299.58
"384","B1",5091793343.55154
"384","B2",11450358690.7833
"384","B3",4284710217.134
"384","C1",5394228877.55286
"384","C2",6517920344.14161
"384","C3",3026276075.1852
"384","D",2251924194.36631
"385","A",482339342721.019
"385","B1",5070045610.25654
"385","B2",11576261733.45
"385","B3",4283444461.74129
"385","C1",5299536552.07513
"385","C2",6455846934.07326
"385","C3",2970782009.52288
"385","D",2173443450.14325
