Simulation,Pathway,NPV
123,C3,621062652.283788
123,D,1344678770.47567
124,A,1442991769.67194
124,B1,673731439.537761
124,B2,774703202.327677
124,B3,668630428.528726
124,C1,616251445.724448
124,C2,723368588.096964
124,C3,630752116.967809
124,D,1351048378.32156
125,A,1448675352.07497
125,B1,676558566.417774
125,B2,778346647.430266
125,B3,670664584.453421
125,C1,615606380.216679
125,C2,724959341.842471
125,C3,633143410.448639
125,D,1352840513.55639
126,A,1455320249.97685
126,B1,666010678.684639
126,B2,769608309.890238
126,B3,661242132.041492
126,C1,614092685.390881
126,C2,716392391.548709
126,C3,622716223.045282
126,D,1351115518.70474
127,A,1433529133.13199
127,B1,699191701.316313
127,B2,803101985.179242
127,B3,692905957.196671
127,C1,623630327.515253
127,C2,746962056.367047
127,C3,652708911.288534
127,D,1362782608.1913
128,A,1443104635.35026
128,B1,677971519.466701
128,B2,778091089.088317
128,B3,673199893.893603
128,C1,617610513.457419
128,C2,726231388.632377
128,C3,634285396.075056
128,D,1355974495.11233
129,A,1442927447.02693
129,B1,692182234.722814
129,B2,795200028.347024
129,B3,685875165.810285
129,C1,622285841.041124
129,C2,739873623.808178
129,C3,647352274.483366
129,D,1362804527.46619
13,A,1442163957.10945
13,B1,678440663.07866
13,B2,779823413.738075
13,B3,673478386.122916
13,C1,617738280.299107
13,C2,727519202.27897
13,C3,634119424.738309
13,D,1360411249.14961
130,A,1449591462.49176
130,B1,667581073.251103
130,B2,768565163.604235
130,B3,662728764.858492
130,C1,613816331.117704
130,C2,717209185.668119
130,C3,624917003.512392
130,D,1352085376.20268
131,A,1441920997.02844
131,B1,684841262.586091
131,B2,784593491.586802
131,B3,680029790.13909
131,C1,621255725.034479
131,C2,732390640.065638
131,C3,641426320.649997
131,D,1364571033.41187
132,A,1449138436.40994
132,B1,676686122.650691
132,B2,780226075.777945
132,B3,671437343.804537
132,C1,612964342.169641
132,C2,725758298.14007
132,C3,632291996.013495
132,D,1352799521.54206
133,A,1444238518.70165
133,B1,682634287.302483
133,B2,785243089.335142
133,B3,675657857.074744
133,C1,615189953.876062
133,C2,729548792.612052
133,C3,637133434.387446
133,D,1352523333.32707
134,A,1434893135.7799
134,B1,680678250.981606
134,B2,779441426.255812
134,B3,676792564.001786
134,C1,616535097.106476
134,C2,728349127.494342
134,C3,637591002.37856
134,D,1355898570.60299
135,A,1444462417.02808
135,B1,679548937.065547
135,B2,779692931.602042
135,B3,675817202.056027
135,C1,618456997.093494
135,C2,727202893.820517
135,C3,636049498.849612
135,D,1358020872.49607
136,A,1436724154.4149
136,B1,690032457.524949
136,B2,791706568.787989
136,B3,685006384.093951
136,C1,620875194.180799
136,C2,738956320.989454
136,C3,646237338.020742
136,D,1364465016.76921
137,A,1440513785.44786
137,B1,673168533.054155
137,B2,773088554.235163
137,B3,667410404.547251
137,C1,615169158.043675
137,C2,723276865.088485
137,C3,628875975.976751
137,D,1349902942.56572
138,A,1442402442.08635
138,B1,673735594.885913
138,B2,776859241.265931
138,B3,668525119.805825
138,C1,613533274.795387
138,C2,723371489.156241
138,C3,629452907.803615
138,D,1348798703.55299
139,A,1445051829.73806
139,B1,676336858.844696
139,B2,778912858.259759
139,B3,670534001.44382
139,C1,614045355.543146
139,C2,724322048.525409
139,C3,631890743.833078
139,D,1350714112.32527
14,A,1442795090.0889
14,B1,675551884.151407
14,B2,773819296.596337
14,B3,671026189.097195
14,C1,618938751.594013
14,C2,724566948.653471
14,C3,631906417.508668
14,D,1356807442.94633
140,A,1438758116.63282
140,B1,679124554.712061
140,B2,778410260.185965
140,B3,673338194.418457
140,C1,617920855.25637
140,C2,727044654.776702
140,C3,634520902.787715
140,D,1355305533.83167
141,A,1449490741.0646
141,B1,669532357.121788
141,B2,770792772.790178
141,B3,665299894.774921
141,C1,614582922.173555
141,C2,718063787.914221
141,C3,626703380.94212
141,D,1350082518.36457
142,A,1442792491.74726
142,B1,685043349.608998
142,B2,785524161.456239
142,B3,680103550.504731
142,C1,622986023.262006
142,C2,734312960.685138
142,C3,641549482.589048
142,D,1362821912.27206
143,A,1449471168.6895
143,B1,670139018.612206
143,B2,770322971.892252
143,B3,665218532.708767
143,C1,613458852.699723
143,C2,718647176.491076
143,C3,626599908.957297
143,D,1348524210.66728
144,A,1451350403.95211
144,B1,671701336.91544
144,B2,774266280.069105
144,B3,666659980.15113
144,C1,613253845.878186
144,C2,721814981.443348
144,C3,628516021.088768
144,D,1351642881.8996
145,A,1446349192.3949
145,B1,677468745.664791
145,B2,780335646.648402
145,B3,672669823.130646
145,C1,616628903.597144
145,C2,725667971.709247
145,C3,632650094.050014
145,D,1352086226.52209
146,A,1450199434.14425
146,B1,677428993.960752
146,B2,777964833.290078
146,B3,672022184.059513
146,C1,618179518.646006
146,C2,727036939.603593
146,C3,633808778.671203
146,D,1358249065.11939
147,A,1441970013.40436
147,B1,695785814.127196
147,B2,797246456.939633
147,B3,689851940.189711
147,C1,627885680.057507
147,C2,743594676.515071
147,C3,650956684.416803
147,D,1369715012.07297
148,A,1445125978.96769
148,B1,683684458.277311
148,B2,784186033.552488
148,B3,677919085.558259
148,C1,620886749.958737
148,C2,732231403.713716
148,C3,639460406.425305
148,D,1358826802.93377
149,A,1443717951.09373
149,B1,675334320.098338
149,B2,776700184.755184
149,B3,670091682.36259
149,C1,616520799.417006
149,C2,723468612.730064
149,C3,631408643.251471
149,D,1354876368.99336
15,A,1449096851.91633
15,B1,673006108.574885
15,B2,774278631.039496
15,B3,668375707.650501
15,C1,615255395.887916
15,C2,722753274.648721
15,C3,630017759.519141
15,D,1349527263.74147
150,A,1449364883.9541
150,B1,680062609.197089
150,B2,782183610.350411
150,B3,674145924.693872
150,C1,616739379.383388
150,C2,728824028.872849
150,C3,635288333.100075
150,D,1354172724.28122
151,A,1449005851.73538
151,B1,664796080.246989
151,B2,763610495.391519
151,B3,660584803.368469
151,C1,614977250.565164
151,C2,712832572.065195
151,C3,621840036.975614
151,D,1350955300.39142
152,A,1445133175.26332
152,B1,678508989.95229
152,B2,780402039.8772
152,B3,672958415.843857
152,C1,615549788.124593
152,C2,726096452.944352
152,C3,633407176.542674
152,D,1351641832.73859
153,A,1450595941.26434
153,B1,676786629.590294
153,B2,777653223.765659
153,B3,672108676.636193
153,C1,616050910.844991
153,C2,725052232.186087
153,C3,633549589.663858
153,D,1354292360.35323
154,A,1455587428.52541
154,B1,672274724.119467
154,B2,772905537.946532
154,B3,666911956.153484
154,C1,614839927.945963
154,C2,721659282.892715
154,C3,628431985.044004
154,D,1349707433.08905
155,A,1436438532.67427
155,B1,684407204.669498
155,B2,785074342.640443
155,B3,678870704.188946
155,C1,619396340.3843
155,C2,732403414.523547
155,C3,640071338.797698
155,D,1360717897.32097
156,A,1424535724.58914
156,B1,703969154.015396
156,B2,805129982.919571
156,B3,697054473.003145
156,C1,627484801.904329
156,C2,750964614.085633
156,C3,657876563.758809
156,D,1370923104.47639
157,A,1441520656.19157
157,B1,677311197.498511
157,B2,780236274.729641
157,B3,671923361.347002
157,C1,613282634.866263
157,C2,727216710.592275
157,C3,632741673.099232
157,D,1351385727.41753
158,A,1436367330.56358
158,B1,690996298.540789
158,B2,792744009.996062
158,B3,684560853.804269
158,C1,622662743.625198
158,C2,739071464.714013
158,C3,645667298.940298
158,D,1359934772.86667
159,A,1441908260.21928
159,B1,661178360.199645
159,B2,759336637.418884
159,B3,657011537.702647
159,C1,610411864.946615
159,C2,709116567.403907
159,C3,618715915.685434
159,D,1345730597.38077
16,A,1438109035.95148
16,B1,697137314.419112
16,B2,801533649.999981
16,B3,690846161.14876
16,C1,624017820.03368
16,C2,745404648.579959
16,C3,651166020.550732
16,D,1365657482.56964
160,A,1434613204.79773
160,B1,695717563.008058
160,B2,796874083.878886
160,B3,688905252.468219
160,C1,626778469.579799
160,C2,743491200.950021
160,C3,649952990.778602
160,D,1370116995.49309
161,A,1437902504.67282
161,B1,685601171.545322
161,B2,784366594.758649
161,B3,681026314.759907
161,C1,622331108.580011
161,C2,733748831.630452
161,C3,641924899.308958
161,D,1361926673.23333
162,A,1444735085.66595
162,B1,678676807.136004
162,B2,781885030.559095
162,B3,674637979.003167
162,C1,618044469.430839
162,C2,728481394.9821
162,C3,636312268.745427
162,D,1358963308.76504
163,A,1448935042.20844
163,B1,681726123.13842
163,B2,782654643.095177
163,B3,676313639.737824
163,C1,618991216.484146
163,C2,729641678.040676
163,C3,638464235.037178
163,D,1358548919.25793
164,A,1452553965.05343
164,B1,674726991.115928
164,B2,775292050.355884
164,B3,670452091.436327
164,C1,617808416.941626
164,C2,723920091.799429
164,C3,631418629.029896
164,D,1355826833.37089
165,A,1444589728.01007
165,B1,661640411.539901
165,B2,761064053.25351
165,B3,658104641.728096
165,C1,613109657.405875
165,C2,712094972.131377
165,C3,620681580.91661
165,D,1344093507.83469
166,A,1445163878.62804
166,B1,680589771.410319
166,B2,784212730.548637
166,B3,675598274.568853
166,C1,617786305.709565
166,C2,728903521.161607
166,C3,635856197.747017
166,D,1355834396.18666
167,A,1452072254.98597
167,B1,657852379.907062
167,B2,756810190.340095
167,B3,653882117.593866
167,C1,610204011.52536
167,C2,706609834.496751
167,C3,616319194.039767
167,D,1343223402.63484
168,A,1447669934.7156
168,B1,669627747.307125
168,B2,766389680.080374
168,B3,666118002.877151
168,C1,616963811.632988
168,C2,717575617.921836
168,C3,627535598.04241
168,D,1353385700.58598
169,A,1440699947.99799
169,B1,680400260.616129
169,B2,781399451.428659
169,B3,674850164.696932
169,C1,616200163.880426
169,C2,728325980.879415
169,C3,635985259.177501
169,D,1349614824.72102
17,A,1448053451.31112
17,B1,672527789.343115
17,B2,775450271.211477
17,B3,668219953.728985
17,C1,615503772.918797
17,C2,722031085.63054
17,C3,629948139.719231
17,D,1354260218.2973
170,A,1453423808.61406
170,B1,652788154.185135
170,B2,751592635.432399
170,B3,648352178.372494
170,C1,604267995.217092
170,C2,700655763.847677
170,C3,610723237.267034
170,D,1333692084.53355
171,A,1442186449.95624
171,B1,682650752.371618
171,B2,784238098.313426
171,B3,677482450.330396
171,C1,618960065.682714
171,C2,730842542.674029
171,C3,638908867.438286
171,D,1358951808.87617
172,A,1446869421.88756
172,B1,675160404.93301
172,B2,774875821.284214
172,B3,670290489.937442
172,C1,617563678.067972
172,C2,722755245.747321
172,C3,632129507.603402
172,D,1356483007.21015
173,A,1447931748.11267
173,B1,683853339.522989
173,B2,785389441.618406
173,B3,678059001.965449
173,C1,619105153.507507
173,C2,732709175.791829
173,C3,639755811.949062
173,D,1362902900.55476
174,A,1447057298.24755
174,B1,672873934.093388
174,B2,775798225.394259
174,B3,668404624.585477
174,C1,612760570.994065
174,C2,722844831.649978
174,C3,629824066.216131
174,D,1351266128.69796
175,A,1441444417.28335
175,B1,679091132.859495
175,B2,779317206.432451
175,B3,675120994.270247
175,C1,618145667.580253
175,C2,727236442.981582
175,C3,636206815.735929
175,D,1356630433.52518
176,A,1436443972.32545
176,B1,685133576.169772
176,B2,783922404.840888
176,B3,679688230.446208
176,C1,621272649.180942
176,C2,731647352.607823
176,C3,640802279.307131
176,D,1358919030.18134
177,A,1447532374.57394
177,B1,678036982.179161
177,B2,779892794.305459
177,B3,673286903.925904
177,C1,617284764.999144
177,C2,726806913.729504
177,C3,634703881.915308
177,D,1353388027.01582
178,A,1442682523.01098
178,B1,680758922.201014
178,B2,779919868.505082
178,B3,675530639.012377
178,C1,620044276.331128
178,C2,729404231.055286
178,C3,636760608.329438
178,D,1357838515.01523
179,A,1441473512.94909
179,B1,682725628.31954
179,B2,782938210.399089
179,B3,677417970.551315
179,C1,619533291.010238
179,C2,730191792.152898
179,C3,638918609.50582
179,D,1358730404.38468
18,A,1447424182.50627
18,B1,681053333.035851
18,B2,782872789.393391
18,B3,676129420.362727
18,C1,619914433.069923
18,C2,729950375.834337
18,C3,637948467.291367
18,D,1356724197.99367
180,A,1448150359.94435
180,B1,675366410.800394
180,B2,774268502.823987
180,B3,670825193.186392
180,C1,618058943.924463
180,C2,724264287.672933
180,C3,633304690.459667
180,D,1352471232.22194
181,A,1448164805.92848
181,B1,676455713.174466
181,B2,778490991.729967
181,B3,671848747.540055
181,C1,617139232.733408
181,C2,726620557.197521
181,C3,633337213.395823
181,D,1355904308.9884
182,A,1443082546.66637
182,B1,679326295.811955
182,B2,779940608.527627
182,B3,674994677.218085
182,C1,616996674.634238
182,C2,728018030.028148
182,C3,636623015.051624
182,D,1359404151.98552
183,A,1450803127.41388
183,B1,663895432.430449
183,B2,764960456.357933
183,B3,659427279.579763
183,C1,608986110.20891
183,C2,714176490.537348
183,C3,621431966.683503
183,D,1344529507.45351
184,A,1429549638.8207
184,B1,684646169.951455
184,B2,784541413.631672
184,B3,679556473.214864
184,C1,621267315.520401
184,C2,733748763.01061
184,C3,639823343.110945
184,D,1356634886.18991
185,A,1442398054.11937
185,B1,684331918.406725
185,B2,785211983.674621
185,B3,678996463.460751
185,C1,618927334.869224
185,C2,733446566.601252
185,C3,640090475.878731
185,D,1362170938.74037
186,A,1433006621.05076
186,B1,694127304.551311
186,B2,793716862.113144
186,B3,687853855.071198
186,C1,624208585.890892
186,C2,740398580.490262
186,C3,648703758.827087
186,D,1366461366.35253
187,A,1442378472.79828
187,B1,666740331.390212
187,B2,765812568.246719
187,B3,662700517.386498
187,C1,611912873.764077
187,C2,715711040.323501
187,C3,625080488.331862
187,D,1353012714.92586
188,A,1436677700.67648
188,B1,694389202.091259
188,B2,798780957.028907
188,B3,688792651.523418
188,C1,623612510.524422
188,C2,742087700.700698
188,C3,649201597.884242
188,D,1361711441.04413
189,A,1439986610.62704
189,B1,674039619.449726
189,B2,776238277.564338
189,B3,668953391.816895
189,C1,616212700.502018
189,C2,723180306.800674
189,C3,631188057.51721
189,D,1351362017.82696
19,A,1452740658.35677
19,B1,672027578.29958
19,B2,769574551.136435
19,B3,667050846.475263
19,C1,616967867.356551
19,C2,719231765.27043
19,C3,630052353.3844
19,D,1352554713.98123
190,A,1427033065.25941
190,B1,696091340.34216
190,B2,793899905.52546
190,B3,689562939.970836
190,C1,625898318.257998
190,C2,742540330.610528
190,C3,650612731.144898
190,D,1365856087.98404
191,A,1448537387.33636
191,B1,680745671.725328
191,B2,783004457.752571
191,B3,675286598.476185
191,C1,619882653.40688
191,C2,728136598.610406
191,C3,635929823.273341
191,D,1360057409.51881
192,A,1443429047.46919
192,B1,676168706.486671
192,B2,778931561.221656
192,B3,670972033.547944
192,C1,615077496.336188
192,C2,725995119.162496
192,C3,632193242.520088
192,D,1352759990.33353
193,A,1450166014.07272
193,B1,666252620.076267
193,B2,768092889.614465
193,B3,662181735.154952
193,C1,611118455.958491
193,C2,715486957.424493
193,C3,624482302.686298
193,D,1347843125.77257
194,A,1442850911.6433
194,B1,674856251.54864
194,B2,775454060.058616
194,B3,670649622.30014
194,C1,616827125.826045
194,C2,723585428.310705
194,C3,631653875.861148
194,D,1351373520.27084
195,A,1443480290.76025
195,B1,670489828.857657
195,B2,769725957.133873
195,B3,666080335.481257
195,C1,614098468.624955
195,C2,720061767.494925
195,C3,626838163.445945
195,D,1349687448.38476
196,A,1448575769.90234
196,B1,678899159.044962
196,B2,781096907.579826
196,B3,673429850.213529
196,C1,616594183.672994
196,C2,727912633.481999
196,C3,635934342.245357
196,D,1356006150.90964
197,A,1446101937.00696
197,B1,691684077.159569
197,B2,794295565.99033
197,B3,684978316.797147
197,C1,621706785.643038
197,C2,738698597.467528
197,C3,645435740.603818
197,D,1362580249.6261
198,A,1447717381.2032
198,B1,662698942.035712
198,B2,764311019.519266
198,B3,656630677.122016
198,C1,607570165.918177
198,C2,711339013.965743
198,C3,618850660.281424
198,D,1341037882.09877
199,A,1448696445.94391
199,B1,677422641.897467
199,B2,777311458.801464
199,B3,672883357.052532
199,C1,621573821.146806
199,C2,726175153.90579
199,C3,634967053.781132
199,D,1363345649.23738
2,A,1441277539.57062
2,B1,679872363.649822
2,B2,780376184.087185
2,B3,673565928.021777
2,C1,617521923.288643
2,C2,727230637.277283
2,C3,634454134.961052
2,D,1356759168.60862
20,A,1450065760.01061
20,B1,674157372.768338
20,B2,774479204.114245
20,B3,668555038.965492
20,C1,614872656.0124
20,C2,723355903.758913
20,C3,630596896.25284
20,D,1351103708.50482
200,A,1425306347.40376
200,B1,700441921.070721
200,B2,800747874.448398
200,B3,695369157.74176
200,C1,626803033.131948
200,C2,748745836.202083
200,C3,656589745.198016
200,D,1371120952.9097
201,A,1445005981.85564
201,B1,668247071.4024
201,B2,769058004.552529
201,B3,663985043.700144
201,C1,610091920.000159
201,C2,717933828.542471
201,C3,625397889.4973
201,D,1346352474.1183
202,A,1427862980.15276
202,B1,699004496.205943
202,B2,800165392.64725
202,B3,693995113.071892
202,C1,626214986.95208
202,C2,747673051.03323
202,C3,654139919.040722
202,D,1372336350.28039
203,A,1451723926.29982
203,B1,664507353.521583
203,B2,767340166.515318
203,B3,659081077.603657
203,C1,608718625.922143
203,C2,714073314.77487
203,C3,621437381.510651
203,D,1341620928.65683
204,A,1444118319.24014
204,B1,667354177.839369
204,B2,766193170.976174
204,B3,661550562.314591
204,C1,613811490.915878
204,C2,716819289.073815
204,C3,623711549.241605
204,D,1345324735.5624
205,A,1442310659.36275
205,B1,676092680.525654
205,B2,777333333.826889
205,B3,671190583.082106
205,C1,615976853.071296
205,C2,723789861.422973
205,C3,632989384.516553
205,D,1354158843.53824
206,A,1445764810.5808
206,B1,673689384.212256
206,B2,774483911.786048
206,B3,669500039.502158
206,C1,618875870.58641
206,C2,723268084.080567
206,C3,631139801.098215
206,D,1357223023.80834
207,A,1439039239.60837
207,B1,684650511.780126
207,B2,784952878.781528
207,B3,680552628.655908
207,C1,620074892.496221
207,C2,732364589.805817
207,C3,640643185.19432
207,D,1357763661.17734
208,A,1433469914.56218
208,B1,686285628.907557
208,B2,785437780.32842
208,B3,681840394.587576
208,C1,620555259.756077
208,C2,733519002.295392
208,C3,642272788.552024
208,D,1359487720.71874
209,A,1443820105.56814
209,B1,669436745.955179
209,B2,770679315.108444
209,B3,664366194.824219
209,C1,611551357.486219
209,C2,719300741.339731
209,C3,626897248.869613
209,D,1347112860.00242
21,A,1458860445.76731
21,B1,642825806.615917
21,B2,741357617.058918
21,B3,638064459.915115
21,C1,600974855.960015
21,C2,692264615.774078
21,C3,601402971.137921
21,D,1325289584.21712
210,A,1441944147.15372
210,B1,665581662.504074
210,B2,765016397.824329
210,B3,661892783.75643
210,C1,612660806.242803
210,C2,714463984.129136
210,C3,623646049.503273
210,D,1349894465.6199
211,A,1445729945.93433
211,B1,670762570.434255
211,B2,772010605.779768
211,B3,665101872.986173
211,C1,613036921.641899
211,C2,719334029.678726
211,C3,627281849.075627
211,D,1348399546.11003
212,A,1443886758.614
212,B1,685176957.396733
212,B2,789316434.937712
212,B3,680391851.459613
212,C1,623722881.317439
212,C2,735112541.045051
212,C3,641313368.054724
212,D,1368337980.06088
213,A,1445301475.05102
213,B1,684114109.518281
213,B2,784000610.148678
213,B3,678630838.930239
213,C1,619474299.087873
213,C2,731782123.959682
213,C3,639343348.427179
213,D,1359575233.55467
214,A,1452322991.94835
214,B1,679336848.436955
214,B2,780912137.189131
214,B3,673378104.598898
214,C1,615874679.010953
214,C2,727510080.782462
214,C3,635000591.892082
214,D,1351870656.2524
215,A,1447393161.35082
215,B1,696796901.815157
215,B2,800678843.30902
215,B3,690733698.024607
215,C1,625879126.015058
215,C2,745180344.088385
215,C3,651336409.96415
215,D,1368831054.66598
216,A,1440843772.6598
216,B1,685583281.430363
216,B2,788024339.101376
216,B3,679191309.070645
216,C1,617973834.333468
216,C2,734011052.41038
216,C3,640312983.496472
216,D,1352914945.46053
217,A,1447307047.85282
217,B1,666763162.564388
217,B2,769008355.072827
217,B3,662009423.960005
217,C1,612292444.402616
217,C2,716745387.305574
217,C3,623469754.463566
217,D,1346210880.08196
218,A,1444924626.76356
218,B1,679216077.297298
218,B2,777312181.749962
218,B3,674747531.637621
218,C1,619670916.922039
218,C2,727586983.581293
218,C3,636173704.120085
218,D,1357038497.59118
219,A,1446226515.1435
219,B1,672821130.119311
219,B2,774906170.649462
