"Pathway","Simulation","sum_NPV"
"B3",1007,18.1167305926343
"C1",1007,17.7810999978655
"C2",1007,20.2340068545301
"C3",1007,16.6350046362489
"D",1007,70.9386525598884
"A",1008,50.3307663217349
"B1",1008,18.4398927444005
"B2",1008,22.1871687900479
"B3",1008,18.3794130916554
"C1",1008,17.9349671157523
"C2",1008,20.4809020815577
"C3",1008,16.8750901486939
"D",1008,71.1954575399368
"A",1009,50.6068354804033
"B1",1009,18.3874437048886
"B2",1009,22.1055244768211
"B3",1009,18.346044806591
"C1",1009,18.0314158614595
"C2",1009,20.4443561711881
"C3",1009,16.8448057576444
"D",1009,71.3794480431746
"A",101,50.3769450735268
"B1",101,18.7256586075795
"B2",101,22.4896114756507
"B3",101,18.6456812614457
"C1",101,18.0435496278909
"C2",101,20.7380428240393
"C3",101,17.1270384958374
"D",101,71.4484474089601
"A",1010,50.5878217803062
"B1",1010,19.2229927436105
"B2",1010,22.9969385048225
"B3",1010,19.1403307861672
"C1",1010,18.3740210267229
"C2",1010,21.221807790011
"C3",1010,17.6089439172262
"D",1010,72.0793913588981
"A",102,50.274059466448
"B1",102,18.3129198769818
"B2",102,22.1377976679781
"B3",102,18.2346181539683
"C1",102,17.770876473152
"C2",102,20.3480147942852
"C3",102,16.7394796295641
"D",102,70.9068921827235
"A",103,50.4160449079502
"B1",103,18.8200751946989
"B2",103,22.5699153382685
"B3",103,18.761366677214
"C1",103,18.1764261307019
"C2",103,20.8230611629607
"C3",103,17.2241514876549
"D",103,71.6999520812648
"A",104,50.4067818159976
"B1",104,18.555254144678
"B2",104,22.4027372970359
"B3",104,18.4690290198445
"C1",104,17.9222612954798
"C2",104,20.5978913521466
"C3",104,16.9424235112212
"D",104,71.2473378233287
"A",105,50.2598629600074
"B1",105,18.4066694601391
"B2",105,22.1904754127769
"B3",105,18.3437157619653
"C1",105,17.8829360234932
"C2",105,20.4365711622617
"C3",105,16.8352979323458
"D",105,71.170035665354
"A",106,50.4764384870755
"B1",106,18.8643871727037
"B2",106,22.6037500544975
"B3",106,18.8018047405746
"C1",106,18.2011700279848
"C2",106,20.8758474684855
"C3",106,17.2720688485292
"D",106,71.7301814016876
"A",107,50.460482238144
"B1",107,18.6681644966515
"B2",107,22.3877408874039
"B3",107,18.6032282750084
"C1",107,18.0896827549735
"C2",107,20.6890188477735
"C3",107,17.0867859581341
"D",107,71.5542920151585
"A",108,50.5507207465702
"B1",108,18.4189748134349
"B2",108,22.1559211714319
"B3",108,18.3502898147619
"C1",108,17.9431589739968
"C2",108,20.4565692026328
"C3",108,16.8443765388692
"D",108,71.2935130975936
"A",109,50.5724765993052
"B1",109,18.6030064502601
"B2",109,22.4134832287495
"B3",109,18.5123479742054
"C1",109,17.9817167409487
"C2",109,20.6444543321204
"C3",109,16.9898829783454
"D",109,71.3600974760872
"A",11,50.6753689568004
"B1",11,19.0218428162136
"B2",11,22.8863291408848
"B3",11,18.9312218102894
"C1",11,18.2203981640105
"C2",11,21.0559117948528
"C3",11,17.4060805115408
"D",11,71.763704996536
"A",110,50.3265634545959
"B1",110,17.8248489738167
"B2",110,21.5913603579454
"B3",110,17.7851454536981
"C1",110,17.6628050401248
"C2",110,19.8962847662038
"C3",110,16.3073387285871
"D",110,70.6699077392317
"A",111,50.3077992809243
"B1",111,18.7178568579865
"B2",111,22.4701007036697
"B3",111,18.645411616125
"C1",111,18.0694744748701
"C2",111,20.7265878931888
"C3",111,17.1235699077062
"D",111,71.5325013376806
"A",112,50.2202752338061
"B1",112,18.3264545668244
"B2",112,22.1060992833642
"B3",112,18.2492432859802
"C1",112,17.810013048663
"C2",112,20.3687214175063
"C3",112,16.7511351092659
"D",112,70.9770388243583
"A",113,50.4708790649171
"B1",113,19.3890635571367
"B2",113,23.1036320459843
"B3",113,19.3012199976861
"C1",113,18.4338006150015
"C2",113,21.3483549228699
"C3",113,17.7628335585516
"D",113,72.2064161497715
"A",114,50.5629392395091
"B1",114,18.9354976658805
"B2",114,22.7051871886782
"B3",114,18.8487044939114
"C1",114,18.1878017856069
"C2",114,20.9581624113497
"C3",114,17.3282176883872
"D",114,71.7753421149808
"A",115,50.5347055781599
"B1",115,18.6628220095806
"B2",115,22.4569177130207
"B3",115,18.6030777911787
"C1",115,18.0575195440091
"C2",115,20.7027272868777
"C3",115,17.0714990292626
"D",115,71.5436494692076
"A",116,50.4182460483336
"B1",116,18.5938291425605
"B2",116,22.3383502579041
"B3",116,18.5345432963439
"C1",116,18.0366497339621
"C2",116,20.6185765721243
"C3",116,17.016688945744
"D",116,71.4673473749654
"A",117,50.3405062892133
"B1",117,18.3622353721097
"B2",117,22.174073052936
"B3",117,18.2785323091677
"C1",117,17.8657347152003
"C2",117,20.4057857201925
"C3",117,16.7947804039212
"D",117,71.0681267212541
"A",118,50.3564234326916
"B1",118,18.446761927585
"B2",118,22.1852748540954
"B3",118,18.3848767746619
"C1",118,17.9325069004657
"C2",118,20.4715183238409
"C3",118,16.889648333212
"D",118,71.2353633694592
"A",119,50.409068171032
"B1",119,18.4295066322536
"B2",119,22.2341516521743
"B3",119,18.3692775545502
"C1",119,17.9293631204458
"C2",119,20.4851335825097
"C3",119,16.8592746773089
"D",119,71.2950271941059
"A",12,50.414365258761
"B1",12,18.5288205839305
"B2",12,22.3061121514273
"B3",12,18.4679171282601
"C1",12,18.0115044113469
"C2",12,20.584177171611
"C3",12,16.9613688429149
"D",12,71.4098176432263
"A",120,50.4752700074002
"B1",120,18.9928373607608
"B2",120,22.7979097831147
"B3",120,18.9029801106337
"C1",120,18.1653361702632
"C2",120,21.0050282418938
"C3",120,17.3857232579717
"D",120,71.6902754320395
"A",121,50.2512046550937
"B1",121,18.2560146190415
"B2",121,21.9532690652398
"B3",121,18.2034769191607
"C1",121,17.8455619405337
"C2",121,20.2859755066136
"C3",121,16.7089674725098
"D",121,71.1116422249222
"A",122,50.348605206614
"B1",122,18.2514898842577
"B2",122,21.9995611442331
"B3",122,18.1830362323632
"C1",122,17.8584074614489
"C2",122,20.2973168743868
"C3",122,16.6798115741811
"D",122,71.0937107941449
"A",123,50.2475361160461
"B1",123,17.9927046346629
"B2",123,21.7459957440721
"B3",123,17.9229187177985
"C1",123,17.6909951511757
"C2",123,20.0466785374884
"C3",123,16.4550582018494
"D",123,70.7831528546315
"A",124,50.3201573441777
"B1",124,18.3364039299149
"B2",124,22.1006386525677
"B3",124,18.2717369731876
"C1",124,17.8647400781945
"C2",124,20.3845567202641
"C3",124,16.7657003497318
"D",124,71.0630929297577
"A",125,50.408908784581
"B1",125,18.5036316006878
"B2",125,22.2853835761034
"B3",125,18.4228617018069
"C1",125,17.9567059243499
"C2",125,20.5447212307514
"C3",125,16.9340793617508
"D",125,71.2648835327958
"A",126,50.6450337360767
"B1",126,18.1006991387205
"B2",126,21.9535783406505
"B3",126,18.0411029880228
"C1",126,17.8134919154639
"C2",126,20.1950677696507
"C3",126,16.5463922578039
"D",126,70.9823161685489
"A",127,50.4006591796065
"B1",127,19.2826905807924
"B2",127,23.1237263050214
"B3",127,19.1772058779656
"C1",127,18.2537902889667
"C2",127,21.2753163365853
"C3",127,17.6204010464642
"D",127,71.8616952050704
"A",128,50.457744541499
"B1",128,18.4889953306501
"B2",128,22.2440981123242
"B3",128,18.432868725913
"C1",128,18.0040876967509
"C2",128,20.5304235700615
"C3",128,16.9203159677497
"D",128,71.3620028404924
"A",129,50.7440265665269
"B1",129,19.0489545264006
"B2",129,22.9347851806885
"B3",129,18.9460568937646
"C1",129,18.226310997705
"C2",129,21.0906182222005
"C3",129,17.411127913632
"D",129,71.8363831422552
"A",13,50.3248664902298
"B1",13,18.5221987604326
"B2",13,22.2570499488274
"B3",13,18.4501777421276
"C1",13,18.0086144373781
"C2",13,20.5274937938858
"C3",13,16.9402899650345
"D",13,71.3420661194307
"A",130,50.3646357384024
"B1",130,18.1171673950041
"B2",130,21.889558762998
"B3",130,18.0739415136256
"C1",130,17.8147420641325
"C2",130,20.1867680773905
"C3",130,16.5797466090567
"D",130,71.0088269701224
"A",131,50.4627372599084
"B1",131,18.7560663154019
"B2",131,22.4619305370461
"B3",131,18.691489695888
"C1",131,18.1388208181182
"C2",131,20.745884656798
"C3",131,17.1725349051817
"D",131,71.6125442436996
"A",132,50.4376352564991
"B1",132,18.4434711101571
"B2",132,22.3210732857341
"B3",132,18.3446460005897
"C1",132,17.8420626245832
"C2",132,20.4917000061566
"C3",132,16.835997741276
"D",132,71.1444442739935
"A",133,50.2641519992961
"B1",133,18.6127483227007
"B2",133,22.4507433659922
"B3",133,18.5123738339905
"C1",133,17.9000503163381
"C2",133,20.635836983661
"C3",133,16.9927776732829
"D",133,71.2331041043048
"A",134,50.3977841604633
"B1",134,18.6182589230688
"B2",134,22.3106201583499
"B3",134,18.5665266708368
"C1",134,18.0507342842762
"C2",134,20.644140803408
"C3",134,17.0426938672963
"D",134,71.5285204343811
"A",135,50.5557989465494
"B1",135,18.6352139709732
"B2",135,22.3824038159006
"B3",135,18.5821220396003
"C1",135,18.1085766722051
"C2",135,20.6569693861479
"C3",135,17.0551816211758
"D",135,71.6268917193412
"A",136,50.5777159584183
"B1",136,18.9894616459769
"B2",136,22.7847826203995
"B3",136,18.8951233656137
"C1",136,18.1947302087946
"C2",136,21.0005943265108
"C3",136,17.3731330734693
"D",136,71.8125608173882
"A",137,50.2649635294776
"B1",137,18.3024697214642
"B2",137,22.0503894376695
"B3",137,18.2369220020145
"C1",137,17.8632128967031
"C2",137,20.3591314089014
"C3",137,16.7490545162798
"D",137,71.0907184790916
"A",138,50.350812766418
"B1",138,18.4068416360331
"B2",138,22.2403178488497
"B3",138,18.3266180316013
"C1",138,17.8691660317748
"C2",138,20.4482073239073
"C3",138,16.813176808836
"D",138,71.1378579482323
"A",139,50.3296632122516
"B1",139,18.4290118123151
"B2",139,22.2762498304807
"B3",139,18.3493151208466
"C1",139,17.864912834466
"C2",139,20.472645004126
"C3",139,16.8342726044919
"D",139,71.1100343094648
"A",14,50.5280584806445
"B1",14,18.441981457662
"B2",14,22.1332482109012
"B3",14,18.3901755629267
"C1",14,18.0380347862984
"C2",14,20.4880312428919
"C3",14,16.8847226055937
"D",14,71.4160114083934
"A",140,50.2073997102461
"B1",140,18.497573917108
"B2",140,22.2498296424247
"B3",140,18.4346296573708
"C1",140,17.968873670217
"C2",140,20.531603144076
"C3",140,16.9244456010536
"D",140,71.226390776709
"A",141,50.5134266158259
"B1",141,18.1879788101202
"B2",141,21.9632197594477
"B3",141,18.1282431724853
"C1",141,17.8361085602707
"C2",141,20.2404373073569
"C3",141,16.6399350558273
"D",141,71.0337025500608
"A",142,50.5749277478034
"B1",142,18.775965650119
"B2",142,22.5216059677446
"B3",142,18.7175889297005
"C1",142,18.1760102395219
"C2",142,20.8031689836984
"C3",142,17.1943734775815
"D",142,71.6905307389547
"A",143,50.4914817959743
"B1",143,18.2558128182454
"B2",143,22.0519716816612
"B3",143,18.1921009040728
"C1",143,17.8317200542731
"C2",143,20.3277774160497
"C3",143,16.692436341119
"D",143,71.0975807361174
"A",144,50.3491176156189
"B1",144,18.3243112651008
"B2",144,22.098794772557
"B3",144,18.2479383000525
"C1",144,17.8367962964283
"C2",144,20.3654727674976
"C3",144,16.7502428233941
"D",144,71.0893387391477
"A",145,50.4471264567558
"B1",145,18.4834565979661
"B2",145,22.2626045225238
"B3",145,18.4124662435658
"C1",145,17.9314123003672
"C2",145,20.5097322025327
"C3",145,16.8900525752574
"D",145,71.2347955759093
"A",146,50.6338132984282
"B1",146,18.4896062348813
"B2",146,22.265517707493
"B3",146,18.4276371733798
"C1",146,18.0024839515335
"C2",146,20.5522173889464
"C3",146,16.9326422068087
"D",146,71.3735211921927
"A",147,50.7266195707472
"B1",147,19.1636353608386
"B2",147,22.936429238659
"B3",147,19.0856203196823
"C1",147,18.3541697660744
"C2",147,21.1669922100133
"C3",147,17.5444618151594
"D",147,72.0746956174593
"A",148,50.4593835918446
"B1",148,18.711351138495
"B2",148,22.4954501790074
"B3",148,18.6375212248101
"C1",148,18.0246244614301
"C2",148,20.7556081930427
"C3",148,17.1384763101185
"D",148,71.4034517927122
"A",149,50.4731895964075
"B1",149,18.4789229675451
"B2",149,22.2542343966062
"B3",149,18.4043887934778
"C1",149,17.9577904462607
"C2",149,20.4911580455455
"C3",149,16.8934358274847
"D",149,71.2424224195299
"A",15,50.3498664587247
"B1",15,18.3755624513208
"B2",15,22.144971637435
"B3",15,18.3057614506922
"C1",15,17.8956918825
"C2",15,20.4214716670863
"C3",15,16.8058727488682
"D",15,71.0774505566168
"A",150,50.3603903015557
"B1",150,18.5383180779472
"B2",150,22.3185538080242
"B3",150,18.4491013575076
"C1",150,17.8822324708852
"C2",150,20.5629682848525
"C3",150,16.9510634735201
"D",150,71.1176208600716
"A",151,50.4928107337451
"B1",151,18.0609843114641
"B2",151,21.7746416924777
"B3",151,18.0261115298954
"C1",151,17.8474589672322
"C2",151,20.1326738726842
"C3",151,16.5394598833563
"D",151,71.0484441213124
"A",152,50.4087550749364
"B1",152,18.562674065724
"B2",152,22.36558730082
"B3",152,18.4736945876168
"C1",152,17.9363711698065
"C2",152,20.5951421467507
"C3",152,16.9707282269595
"D",152,71.2687686413729
"A",153,50.5099648449701
"B1",153,18.477809215997
"B2",153,22.2496033721931
"B3",153,18.4028175530782
"C1",153,17.9481645239864
"C2",153,20.5158766367353
"C3",153,16.8982172142038
"D",153,71.2819600273789
"A",154,50.4110593819576
"B1",154,18.2771333748521
"B2",154,22.0556689727876
"B3",154,18.2060511771675
"C1",154,17.8398829750548
"C2",154,20.3255187425762
"C3",154,16.712968283493
"D",154,70.9947776653579
"A",155,50.3572393823477
"B1",155,18.6744947081968
"B2",155,22.4183046428453
"B3",155,18.5963843288718
"C1",155,18.0726515472426
"C2",155,20.6880401318699
"C3",155,17.0981320607554
"D",155,71.4423812049861
"A",156,50.5074201610808
"B1",156,19.4486401337868
"B2",156,23.2247212259919
"B3",156,19.3437614386562
"C1",156,18.4313922741352
"C2",156,21.4274758265415
"C3",156,17.8090345666241
"D",156,72.2027225891572
"A",157,50.2668147751208
"B1",157,18.5156421822779
"B2",157,22.3379538289232
"B3",157,18.4176972010026
"C1",157,17.8663536352374
"C2",157,20.5338711151758
"C3",157,16.9148264364519
"D",157,71.1297487105516
"A",158,50.3483815948701
"B1",158,18.9805849706479
"B2",158,22.7367213049885
"B3",158,18.8928992279131
"C1",158,18.1650125349541
"C2",158,20.9834719193957
"C3",158,17.3934856652467
"D",158,71.6586875477805
"A",159,50.320852647399
"B1",159,17.9416591023203
"B2",159,21.6176261927832
"B3",159,17.9146455589741
"C1",159,17.7498059898848
"C2",159,19.9995334733921
"C3",159,16.423586795312
"D",159,70.8943298208189
"A",16,50.2602503852723
"B1",16,19.1276641052965
"B2",16,22.9276146261197
"B3",16,19.0202328952687
"C1",16,18.1324503812984
"C2",16,21.1221737750372
"C3",16,17.489085798872
"D",16,71.5756053855949
"A",160,50.5339196410708
"B1",160,19.1169679275584
"B2",160,22.8758958078787
"B3",160,19.0379873877882
"C1",160,18.3143349413294
"C2",160,21.1359715661539
"C3",160,17.4942828991759
"D",160,71.938920516761
"A",161,50.4034914069058
"B1",161,18.8449300688662
"B2",161,22.5292371742996
"B3",161,18.80373754576
"C1",161,18.1663506245488
"C2",161,20.8557560883573
"C3",161,17.2668593245012
"D",161,71.7657209479752
"A",162,50.4221524219655
"B1",162,18.669086991442
"B2",162,22.4976809767735
"B3",162,18.5881721018077
"C1",162,18.0189597750368
"C2",162,20.7076853142328
"C3",162,17.0835588396609
"D",162,71.3873676099303
"A",163,50.5290277993875
"B1",163,18.6449464099595
"B2",163,22.4544803070441
"B3",163,18.5736445545627
"C1",163,18.0447475078932
"C2",163,20.6758094775596
"C3",163,17.046343657414
"D",163,71.4815349725671
"A",164,50.4905748789434
"B1",164,18.3522504935156
"B2",164,22.1084756781299
"B3",164,18.293193217641
"C1",164,17.940606798182
"C2",164,20.3962869515726
"C3",164,16.7996905866913
"D",164,71.2095554468048
"A",165,50.3782846860097
"B1",165,17.9718003788068
"B2",165,21.6691500712301
"B3",165,17.9295019948762
"C1",165,17.7740288977041
"C2",165,20.045309954829
"C3",165,16.4597288094878
"D",165,70.9545917723154
"A",166,50.6482419724432
"B1",166,18.6665108771426
"B2",166,22.5437549360789
"B3",166,18.5708982411893
"C1",166,18.0238573204358
"C2",166,20.7163904725108
"C3",166,17.0375983272753
"D",166,71.521200767115
"A",167,50.2926794702064
"B1",167,17.7752024200552
"B2",167,21.4785679425615
"B3",167,17.735920702848
"C1",167,17.6126194548503
"C2",167,19.8325696273122
"C3",167,16.2708535369335
"D",167,70.5497358444812
"A",168,50.4658839184596
"B1",168,18.1996118801396
"B2",168,21.8523923516917
"B3",168,18.1672686694122
"C1",168,17.8966875103978
"C2",168,20.2349683913581
"C3",168,16.6795912527509
"D",168,71.2067628470684
"A",169,50.3578532421917
"B1",169,18.5359651297772
"B2",169,22.2903482430546
"B3",169,18.4749500426719
"C1",169,17.9812475045489
"C2",169,20.5749583312637
"C3",169,16.9768533313207
"D",169,71.3156148550473
"A",17,50.5042434327417
"B1",17,18.3397899336975
"B2",17,22.1284819405365
"B3",17,18.2879043524903
"C1",17,17.8925781658688
"C2",17,20.4003039840047
"C3",17,16.7852221734298
"D",17,71.144573081143
"A",170,50.2313188549978
"B1",170,17.5980888033189
"B2",170,21.3412191242295
"B3",170,17.5364823542864
"C1",170,17.4497068912807
"C2",170,19.6655940088355
"C3",170,16.0810932850919
"D",170,70.352732546354
"A",171,50.375094504527
"B1",171,18.6475509669112
"B2",171,22.4076162391149
"B3",171,18.5745921766247
"C1",171,18.0149786165345
"C2",171,20.6561848551174
"C3",171,17.0700316956732
"D",171,71.3883954483151
"A",172,50.6345686069158
"B1",172,18.4624937064334
"B2",172,22.2049197698766
"B3",172,18.4112979344889
"C1",172,18.0490906424242
"C2",172,20.5137849013195
"C3",172,16.8994372311853
"D",172,71.523750924857
"A",173,50.7490728764065
"B1",173,18.7565066381383
"B2",173,22.5542822257715
"B3",173,18.6709166374945
"C1",173,18.1325271528637
"C2",173,20.8056395222424
"C3",173,17.1532149738159
"D",173,71.5872205995358
"A",174,50.4162557324872
"B1",174,18.4137926905985
"B2",174,22.23729317168
"B3",174,18.3408089103628
"C1",174,17.86395182439
"C2",174,20.4706165540049
"C3",174,16.8209661596037
"D",174,71.1444522913773
"A",175,50.4356236503518
"B1",175,18.5406104752117
"B2",175,22.2853031023832
"B3",175,18.4874610916898
"C1",175,18.0099654591588
"C2",175,20.5698287109586
"C3",175,16.9733088801147
"D",175,71.4357840629279
"A",176,50.419727951829
"B1",176,18.7148961908398
"B2",176,22.4491596056595
"B3",176,18.6524713472265
"C1",176,18.1308981175379
"C2",176,20.7424215329924
"C3",176,17.1396435593673
"D",176,71.6316408565744
"A",177,50.4943223964809
"B1",177,18.5891347045234
"B2",177,22.3870620897897
"B3",177,18.5052514239875
"C1",177,17.9884744435571
"C2",177,20.6300764822336
"C3",177,16.9897324729539
"D",177,71.3135747580246
"A",178,50.5228631668962
"B1",178,18.6239092285617
"B2",178,22.3573236431609
"B3",178,18.5727884922109
"C1",178,18.1070677634622
"C2",178,20.6456177306721
"C3",178,17.050953665685
"D",178,71.5254827390464
"A",179,50.462767729551
"B1",179,18.6394771238462
"B2",179,22.3896717337481
"B3",179,18.5817655527429
"C1",179,18.0790494064531
"C2",179,20.6710774729497
"C3",179,17.0734966009757
"D",179,71.4804380946087
"A",18,50.6318957299952
"B1",18,18.6477415301942
"B2",18,22.4310716270815
"B3",18,18.564472657553
"C1",18,18.085926060709
"C2",18,20.6907256931308
"C3",18,17.0580526276435
"D",18,71.4779320844862
"A",180,50.4552357697627
"B1",180,18.4772014594974
"B2",180,22.1995255926469
"B3",180,18.4105374552973
"C1",180,17.9500912095933
"C2",180,20.5108051072075
"C3",180,16.9108971394696
"D",180,71.2931134311461
"A",181,50.349775655771
"B1",181,18.4195209824739
"B2",181,22.1703779391238
"B3",181,18.3608638658869
"C1",181,17.9067583934335
"C2",181,20.4595014276522
"C3",181,16.8511869055669
"D",181,71.1594541291081
"A",182,50.3740859977059
"B1",182,18.568050599806
"B2",182,22.280848491977
"B3",182,18.5064683401128
"C1",182,18.0410996074358
"C2",182,20.5832712677065
"C3",182,17.007293908575
"D",182,71.3920536568993
"A",183,50.1357261179543
"B1",183,17.9696919776685
"B2",183,21.705569170116
"B3",183,17.903024798444
"C1",183,17.6307253832443
"C2",183,20.0178535970045
"C3",183,16.4386243996923
"D",183,70.6577910696244
"A",184,50.2147244189201
"B1",184,18.7371930795638
"B2",184,22.4464131715419
"B3",184,18.6754995787345
"C1",184,18.0818191912944
"C2",184,20.7453745485858
"C3",184,17.1613791064834
"D",184,71.4694367541847
"A",185,50.4917773016213
"B1",185,18.717026439606
"B2",185,22.4717055603479
"B3",185,18.6419006080149
"C1",185,18.0682821103154
"C2",185,20.7294988247918
"C3",185,17.1377178066644
"D",185,71.4638670817781
"A",186,50.4607438301999
"B1",186,19.0013735278791
"B2",186,22.7201342447057
"B3",186,18.9344245899466
"C1",186,18.2530783061749
"C2",186,21.0012062542112
"C3",186,17.4046603909517
"D",186,71.8172690873012
"A",187,50.4370214058062
"B1",187,18.1243456922514
"B2",187,21.816141341745
"B3",187,18.0865037865564
"C1",187,17.8870476345943
"C2",187,20.1887933699512
"C3",187,16.6073357086041
"D",187,71.1610272191805
"A",188,50.5630877223355
"B1",188,19.08595026948
"B2",188,22.9528236742766
"B3",188,18.9768318384423
"C1",188,18.2151433942938
"C2",188,21.0983771809841
"C3",188,17.4394662168601
"D",188,71.7492874721823
"A",189,50.3912364753915
"B1",189,18.4509541202473
"B2",189,22.2191318200071
"B3",189,18.3825314032477
"C1",189,17.9500388162395
"C2",189,20.4931959291
"C3",189,16.8821246735669
"D",189,71.2620090223932
"A",19,50.4237947365314
"B1",19,18.270440625949
"B2",19,21.95282815314
"B3",19,18.2245124852779
"C1",19,17.9125455572871
"C2",19,20.3055191005885
"C3",19,16.7461346309625
"D",19,71.1881757577123
"A",190,50.3432661642804
"B1",190,19.1425768449574
"B2",190,22.8379600350099
"B3",190,19.0695953584839
"C1",190,18.2946921639838
"C2",190,21.1165470863151
"C3",190,17.5378896589917
"D",190,71.9362885142896
"A",191,50.5633578821706
"B1",191,18.5864123231482
"B2",191,22.4500704236763
"B3",191,18.4924101853716
"C1",191,17.9987225211426
"C2",191,20.6189351170974
"C3",191,16.970554644207
"D",191,71.3859673158696
"A",192,50.3778676300636
"B1",192,18.5047395953432
"B2",192,22.2733199995217
"B3",192,18.4407945811592
"C1",192,17.9466157556161
"C2",192,20.5424173504095
"C3",192,16.9223537081813
"D",192,71.2547330663145
"A",193,50.3866778350408
"B1",193,18.1474276980143
"B2",193,21.9293187024977
"B3",193,18.0821360412784
"C1",193,17.7653973993322
"C2",193,20.1919051698875
"C3",193,16.592940232021
"D",193,70.8524726587032
"A",194,50.3659123034158
"B1",194,18.3919361332496
"B2",194,22.1336632397084
"B3",194,18.3320525607532
"C1",194,17.9178009545112
"C2",194,20.4192037875655
"C3",194,16.8232855857875
"D",194,71.1559995795832
"A",195,50.2600595152143
"B1",195,18.2996932400263
"B2",195,22.0124002580879
"B3",195,18.2475199786301
"C1",195,17.8476699240135
"C2",195,20.3492905322899
"C3",195,16.7510458205234
"D",195,71.0342257694017
"A",196,50.5981308894172
"B1",196,18.5664919140857
"B2",196,22.3472904286306
"B3",196,18.4860279346144
"C1",196,17.9983812516003
"C2",196,20.6038473321901
"C3",196,16.9821585383809
"D",196,71.3529687684906
"A",197,50.6641187179039
"B1",197,18.9960903957201
"B2",197,22.8344464481105
"B3",197,18.8964805380251
"C1",197,18.1805225083748
"C2",197,21.0050914521006
"C3",197,17.3553217831268
"D",197,71.692663558693
"A",198,50.1373613487097
"B1",198,17.9844891396928
"B2",198,21.7637568821183
"B3",198,17.9055473219089
"C1",198,17.6078934880009
"C2",198,20.0366038026379
"C3",198,16.4190368255201
"D",198,70.6066127408227
"A",199,50.6404007929725
"B1",199,18.5253393787015
"B2",199,22.2588956828464
"B3",199,18.4695238668295
"C1",199,18.0470335357006
"C2",199,20.543602066112
"C3",199,16.9568946662822
"D",199,71.4456848365894
"A",2,50.4634493583561
"B1",2,18.5363133217822
"B2",2,22.3012135273071
"B3",2,18.4637354258313
"C1",2,17.9872446869613
"C2",2,20.5531188549268
"C3",2,16.957487831775
"D",2,71.3219993047629
"A",20,50.5457161777908
"B1",20,18.3973247749745
"B2",20,22.2001571605324
"B3",20,18.3252163805334
"C1",20,17.8953837376111
"C2",20,20.4367794627057
"C3",20,16.8252441710011
"D",20,71.2213593454654
"A",200,50.4122139937433
"B1",200,19.2972340173187
"B2",200,22.9906272639033
"B3",200,19.222838441737
"C1",200,18.4068644522842
"C2",200,21.2646101769209
"C3",200,17.6944529193736
"D",200,72.1203394841119
"A",201,50.2618470592647
"B1",201,18.1529563562683
"B2",201,21.8934732510045
"B3",201,18.0891241700557
"C1",201,17.7204949786785
"C2",201,20.1783622921913
"C3",201,16.5862612377879
"D",201,70.8343393133019
"A",202,50.5738677293686
"B1",202,19.2998364007079
"B2",202,23.0582656371553
"B3",202,19.21122465142
"C1",202,18.3929264253407
"C2",202,21.2923987222437
"C3",202,17.6756470418967
"D",202,72.1511425749339
