Year,Simulation,Pathway,Fossil_new.gen_hr_TWh,Facility_Unit.ID,PM_lbs_mmBTU,CO,NH3,PM2.5,NOx,SO2,VOC,PM10,index,Facility_ID,Unit_ID,Similar_Facility_Unit_ID,CF,Estimated_NameplateCapacity_MW,mean_CO2_tons_MW,mean_NOx_lbs_MW,mean_SO2_lbs_MW,mean_Heat_Input_mmBtu,Ramp,Retirement_year,Commercial_Operation_Date,Latitude,Longitude,State,County,total_HI_mmBtu,PM.total_tons,PM2.5_tons,PM10_tons,total_NOx_tons,total_SO2_tons,CO_tons,VOC_tons,total_NOx_USD,total_SO2_USD,total_PM2.5_USD,total_PM10_USD,total_CO_USD,total_VOC_USD
2033,73,D,6.92791538426181,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,28389819.297608,139.848789166397,139.848789166397,0,121.132497696373,12.3133987166638,386.322622006622,27.0425835404636,8408.01985325059,28595.6418739026,1085259.43529987,0,407915.298299912,23651.1237987746
2033,87,D,6.92701989497067,60903_1,0.01086,1055.8928601725,14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,1,NGCC3000,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2033-01-01,42.5256,-70.8784,MA,Essex,28386149.6830489,139.830712575369,139.830712575369,0,121.116840337922,12.3118071099427,386.272686672291,27.0390880670604,8406.93304844414,28591.945655105,1085119.15670977,0,407862.571936921,23648.0666990685
2034,94,D,13.467781899791,1588_93,0.01086,1217.82665607264,11314.1168732037,6907.46171242216,-198.319314166585,2679.29393439057,832.941119499658,1072.90748964123,2,NGCC3001,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2034-01-01,42.3917,-71.0667,MA,Middlesex,55189457.9058001,271.864318048911,271.864318048911,0,235.480078705598,23.9370949503685,751.006403450029,52.570448241502,-46700.2477087877,64134.5133074535,1877892.36789661,0,914595.617002689,43788.0880108755
2034,17,D,13.551237079668,1588_93,0.01086,1217.82665607264,11314.1168732037,6907.46171242216,-198.319314166585,2679.29393439057,832.941119499658,1072.90748964123,2,NGCC3001,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2034-01-01,42.3917,-71.0667,MA,Middlesex,55531447.8616156,273.54896706786,273.54896706786,0,236.939267194991,24.0854248371814,755.660130021713,52.8962091015199,-46989.6329692438,64531.9326734799,1889529.01649387,0,920263.049271759,44059.427626308
2034,21,D,13.5169326307647,1588_93,0.01086,1217.82665607264,11314.1168732037,6907.46171242216,-198.319314166585,2679.29393439057,832.941119499658,1072.90748964123,2,NGCC3001,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2034-01-01,42.3917,-71.0667,MA,Middlesex,55390872.0821133,272.856488107588,272.856488107588,0,236.339464318184,24.0244534866852,753.747204717094,52.7623043301966,-46870.6804740804,64368.5725039239,1884745.74458914,0,917933.437844718,43947.8928361756
2034,23,D,13.5018067706979,1588_93,0.01086,1217.82665607264,11314.1168732037,6907.46171242216,-198.319314166585,2679.29393439057,832.941119499658,1072.90748964123,2,NGCC3001,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2034-01-01,42.3917,-71.0667,MA,Middlesex,55328888.0060675,272.551153371507,272.551153371507,0,236.074993245997,23.9975693901562,752.903738595324,52.7032617016727,-46818.2307524273,64296.5421071623,1882636.65659019,0,916906.242318133,43898.7138030747
2034,25,D,13.5065395250038,1588_93,0.01086,1217.82665607264,11314.1168732037,6907.46171242216,-198.319314166585,2679.29393439057,832.941119499658,1072.90748964123,2,NGCC3001,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2034-01-01,42.3917,-71.0667,MA,Middlesex,55348282.3017642,272.646690040533,272.646690040533,0,236.157744018525,24.0059811976862,753.167652045671,52.7217356431969,-46834.6418288818,64319.0798120547,1883296.57247361,0,917227.643152861,43914.1015086095
2034,26,D,13.511832387065,1588_93,0.01086,1217.82665607264,11314.1168732037,6907.46171242216,-198.319314166585,2679.29393439057,832.941119499658,1072.90748964123,2,NGCC3001,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2034-01-01,42.3917,-71.0667,MA,Middlesex,55369971.8561468,272.753533197446,272.753533197446,0,236.250288105147,24.0153885182577,753.462798887973,52.7423959221581,-46852.995108671,64344.2847890007,1884034.58748923,0,917587.080844872,43931.3103044966
2034,30,D,13.5366130035151,1588_93,0.01086,1217.82665607264,11314.1168732037,6907.46171242216,-198.319314166585,2679.29393439057,832.941119499658,1072.90748964123,2,NGCC3001,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2034-01-01,42.3917,-71.0667,MA,Middlesex,55471520.0397028,273.2537614787,273.2537614787,0,236.683569662234,24.0594325912393,754.844644968785,52.839125147815,-46938.9232099134,64462.2918065862,1887489.89518946,0,919269.929836675,44011.8800540035
2034,55,D,13.4997686334077,1588_93,0.01086,1217.82665607264,11314.1168732037,6907.46171242216,-198.319314166585,2679.29393439057,832.941119499658,1072.90748964123,2,NGCC3001,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2034-01-01,42.3917,-71.0667,MA,Middlesex,55320535.948318,272.510010976374,272.510010976374,0,236.039357034104,23.9939468867477,752.790085570094,52.6953059899066,-46811.1634033252,64286.8363557525,1882352.46707105,0,916767.832634464,43892.0871636098
2034,57,D,13.5126532104454,1588_93,0.01086,1217.82665607264,11314.1168732037,6907.46171242216,-198.319314166585,2679.29393439057,832.941119499658,1072.90748964123,2,NGCC3001,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2034-01-01,42.3917,-71.0667,MA,Middlesex,55373335.498188,272.770102562039,272.770102562039,0,236.264639952813,24.0168474167861,753.508570613367,52.7455999429357,-46855.8413572571,64348.1936069787,1884149.03974075,0,917642.822872151,43933.9790651499
2034,70,D,13.4472294711759,1588_93,0.01086,1217.82665607264,11314.1168732037,6907.46171242216,-198.319314166585,2679.29393439057,832.941119499658,1072.90748964123,2,NGCC3001,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2034-01-01,42.3917,-71.0667,MA,Middlesex,55105236.3612017,271.449441120307,271.449441120307,0,235.120725729445,23.9005658887249,749.860334586482,52.4902234210538,-46628.9810730132,64036.6412141627,1875026.62139691,0,913199.903790967,43721.2654591197
2034,73,D,13.5120239113759,1588_93,0.01086,1217.82665607264,11314.1168732037,6907.46171242216,-198.319314166585,2679.29393439057,832.941119499658,1072.90748964123,2,NGCC3001,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2034-01-01,42.3917,-71.0667,MA,Middlesex,55370756.7012662,272.757399359414,272.757399359414,0,236.253636849591,24.0157289258801,753.473478893409,52.7431435225386,-46853.6592293724,64345.1968410786,1884061.29285499,0,917600.08724018,43931.9330115945
2034,87,D,13.540572704072,1588_93,0.01086,1217.82665607264,11314.1168732037,6907.46171242216,-198.319314166585,2679.29393439057,832.941119499658,1072.90748964123,2,NGCC3001,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2034-01-01,42.3917,-71.0667,MA,Middlesex,55487746.4479436,273.333693073939,273.333693073939,0,236.752803824602,24.0664704040663,755.065450480495,52.8545815336346,-46952.6536815112,64481.1481758049,1888042.01962319,0,919538.832674643,44024.7543133116
2035,94,D,19.5700245927453,55149_LRG2,0.01086,1318.58546241051,9773.17580212932,6689.31046683892,148.739485624939,2901.41156625714,767.495745824685,1068.94110335789,3,NGCC3002,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2035-01-01,41.8736,-71.8947,CT,Windham,80195763.2305844,395.045853110353,395.045853110353,0,342.175940006993,34.7829761680995,1091.28688704517,76.3900820931622,50895.0733098701,100919.72936297,2642584.3600924,0,1438955.02457698,58629.0630297004
2035,17,D,19.53300556384,55149_LRG2,0.01086,1318.58546241051,9773.17580212932,6689.31046683892,148.739485624939,2901.41156625714,767.495745824685,1068.94110335789,3,NGCC3002,1,56047_1,0.85,1131,0.384142394233294,0.0385471115421012,0.00391840309429873,4634.71099813612,1,2100,2035-01-01,41.8736,-71.8947,CT,Windham,80044063.4070586,394.298576897904,394.298576897904,0,341.528673522795,34.7171800320713,1089.22258811576,76.2455811681029,50798.7992259482,100728.827692883,2637585.59750284,0,1436233.07001858,58518.1591844497
