Year,Simulation,Pathway,total_NOx_USD,total_SO2_USD,total_PM2.5_USD,total_PM10_USD,total_CO_USD,total_VOC_USD,total_air_emission_USD
2044,16,B2,44128.9065499753,105996.467384569,2022432.67669103,607.371595074949,939326.8966051,44840.1471774353,3157332.46600318
2045,16,B2,38613.6177122587,102182.662410758,1830965.15903651,557.641058142088,849221.919566503,40597.8081070963,2862138.80789127
2030,18,C3,175601.269708676,244854.529191935,8677036.39290201,2492.0015192525,4126758.17668291,193087.86277461,13419830.2327794
2031,18,C3,112540.973647648,177181.106016366,5760433.47188907,2016.53191758145,2763659.40005982,128240.829153522,8944072.31268401
2032,18,C3,106797.633122978,174945.32528699,5208461.93617894,1763.87881998661,2502062.24706125,115998.176565778,8110029.19703591
2033,18,C3,90287.3690199559,157714.602031349,4629043.34426922,1636.95423967938,2228500.80149213,103291.370493804,7210474.44154614
2034,18,C3,83934.0225361426,150939.970262627,4247826.98584953,1514.76845286648,2037719.02358032,94763.9491111948,6616698.71979268
2035,18,C3,80865.1614827147,141920.616323379,3890257.86324031,1416.80672454198,1862612.2267684,86791.8887370537,6063864.5632764
2036,18,C3,63037.7114198448,137162.543141379,3454558.98924659,1224.97134054904,1657709.0501936,77172.2130897244,5390865.47843169
2037,18,C3,61374.1549859154,127856.499657421,3094163.18582727,1138.68701897398,1478496.43036201,69079.4222951355,4832108.38014673
2038,18,C3,61329.4400420059,122539.678789029,3006990.27592341,1099.03548434948,1429823.64143664,67096.6728840026,4688878.74455944
2039,18,C3,55851.2457687877,123556.008289213,2848109.76539536,1045.37970591369,1354289.92934567,63559.6787515901,4446412.00725654
2040,18,C3,53239.7270377071,110873.614416004,2777003.42393819,904.332852601189,1313604.25716194,61842.5646972208,4317467.92010367
2041,18,C3,37810.115593805,97510.817186406,1853778.40126446,732.184751825252,877484.073368083,41272.4588338168,2908588.0509984
2042,18,C3,35441.9872687744,95183.14092107,1754547.05305455,705.966269643446,826604.228106883,39029.1014296621,2751511.47705058
2043,18,C3,33747.9709341025,98973.1809542831,1562994.62344062,629.354575738117,729414.181306774,34685.5857970696,2460444.89700859
2044,18,C3,32007.0156819456,95366.2890167447,1458579.32046805,612.899532091102,679708.402508931,32379.391682894,2298653.31889066
2045,18,C3,29118.4589920418,93003.2542498752,1342745.68758673,581.11149647307,626809.151158684,29849.6483048235,2122107.31178862
2030,19,C1,386138.488236506,472955.910974404,18610886.1089404,3616.16280303545,8605178.2862054,412347.564182405,28491122.5213421
2031,19,C1,188100.78638053,270222.808171124,10043495.2753648,3094.32980996483,4785152.8944015,223461.317134336,15513527.4112623
2032,19,C1,78686.7911598315,151193.05408151,4005905.24194418,1929.99144540764,1958449.55802422,89475.5737671366,6285640.21042229
2033,19,C1,32292.0437656877,95107.2262438391,1442233.6363666,869.600332160272,695502.164750538,32118.3811472576,2298123.05260608
2034,19,C1,20022.9963516583,77659.7693619255,703464.432897089,362.756682285501,317194.588125934,15364.9191282104,1134069.4625471
2035,19,C1,18560.6349164212,72453.0389401053,559649.477486627,177.933654456745,237459.959023956,11977.0819698113,900278.125991378
2036,19,C1,10789.3462394464,73240.852452737,388938.641253415,127.138893490011,161429.599736984,8309.39490098375,642834.973477056
2037,19,C1,10716.1504139789,68617.6380691709,386165.273053403,128.928384777602,160061.841446849,8248.17128521425,633938.002653394
2038,19,C1,10908.0580880063,64795.3056380505,386448.21975345,129.305777790807,159888.228004883,8252.57902288196,630421.696285063
2039,19,C1,11042.3459942985,69825.3339024287,385833.947705587,130.165834574663,159698.943383425,8238.96129833904,634769.698118653
2040,19,C1,10972.3902751578,60396.6601626287,383974.131607827,129.156403622877,158836.94748552,8196.39663851337,622505.682573269
2041,19,C1,11369.4116886561,65536.2906390845,384356.541916349,128.732247351609,159149.981325148,8206.95141395824,628747.909230548
2042,19,C1,11000.9105181359,65988.6845502987,385770.318696317,128.715551864474,159525.809334417,8235.17447234732,630649.613123381
2043,19,C1,11384.6906514441,73250.205866535,386056.109207084,128.222311505481,159655.084885908,8240.21138295403,638714.524305431
2044,19,C1,11403.9017576973,71585.5910447688,386601.291066101,131.08087464083,159785.680162628,8253.79188702539,637761.336792861
2045,19,C1,10507.3804960791,71309.7434776088,378170.675486178,127.626893458987,156513.51479343,8067.36648029871,624696.307627054
2030,20,C3,171908.499897866,245294.284754,8689046.56601029,2501.18233820856,4133740.65485333,193373.597173429,13435864.7850271
2031,20,C3,120424.273645107,179324.300487202,5782697.31487926,1970.58773656601,2770780.47785329,128645.696650283,8983842.65125171
2032,20,C3,107093.053448434,171364.092896116,5228663.82233656,1804.57215505635,2511837.25105845,116496.202609515,8137258.99450414
2033,20,C3,93900.9174182158,158601.657093497,4646564.20412472,1652.62792586149,2233870.12867184,103659.040550651,7238248.57578479
2034,20,C3,85854.3576655088,152282.212069217,4249085.18569868,1500.83111445806,2040303.88934922,94788.5674425216,6623815.04333961
2035,20,C3,75688.48874574,142557.731287554,3905740.93737658,1410.31561760117,1867120.53488824,87090.3898848738,6079608.39780059
2036,20,C3,67494.2404702795,136383.272773382,3443068.19818764,1199.2173401123,1653327.95529044,76922.2912135013,5378395.17527536
2037,20,C3,61668.9833446235,129709.148600204,3103105.25294038,1184.58558466186,1486020.62269844,69330.8198290626,4851019.41299737
2038,20,C3,58278.0463282971,120939.461507925,3027726.91990803,1066.65215125339,1440029.69325202,67535.4989288389,4715576.27207637
2039,20,C3,56759.5433971396,122883.410278443,2835823.72820701,1036.71572082291,1346832.09470859,63244.7577072616,4426580.25001926
2040,20,C3,56320.3192751549,111652.359832,2763932.1937036,944.445085150749,1307555.73056354,61568.2521630841,4301973.30062253
2041,20,C3,37953.3053382426,100343.318595553,1845164.24882823,738.985133693731,870039.238220194,41049.4130418377,2895288.50915775
2042,20,C3,37034.4740422157,98471.1802290482,1761655.17971786,703.256936444284,828250.924592943,39171.6031053975,2765286.6186239
2043,20,C3,34659.6366880617,99521.4208040318,1543354.04642339,616.97070664346,724353.073699423,34279.3638009785,2436784.51212253
2044,20,C3,32489.9136114899,94763.0752103276,1476017.55977586,595.100521344919,684808.37765967,32707.9390028489,2321381.96578154
2045,20,C3,29478.0014253692,92350.6368080442,1343697.42403998,501.763099147422,624687.483887746,29785.8545423795,2120501.16380267
2046,11,C2,24887.7115039111,29359.7602169009,1253561.57173714,445.771676616845,587642.367152202,27744.1779252046,1923641.36021198
2047,11,C2,24353.6912872653,26280.518716399,1064484.62679674,403.304400981214,499365.664009437,23548.1836720762,1638435.9888829
2048,11,C2,22741.2653474114,24813.1250796353,988389.522405919,352.139727468768,460182.364483197,21830.430836837,1518308.84788047
2049,11,C2,19492.9535340313,19814.3621458014,828918.053419449,292.859127526662,383653.696360652,18237.4078811225,1270409.33246858
2046,12,C1,7790.38487347922,9522.53973986057,323345.354818404,131.952880070208,137381.535013427,6890.33108651277,485062.098411754
2047,12,C1,8329.07351841909,10215.7843238732,322930.033036496,130.656182567751,137304.386333235,6881.84585047956,485791.779245071
2048,12,C1,9408.06547519565,10070.097425145,322550.009950759,128.951943228469,137151.13995831,6872.46360132348,486180.728353961
2049,12,C1,8855.45094366539,9291.4284763091,320976.576463252,130.939610276109,136486.501301723,6839.33171557495,482580.228510801
2046,15,B3,24682.0652704278,28993.4907951673,1229048.01905364,471.143280302866,578513.219695021,27235.8319856936,1888943.77008026
2047,15,B3,23972.4044971448,26184.5156237532,1073208.89355764,426.248608473566,503767.711799439,23752.5776523677,1651312.35173881
2048,15,B3,22662.4786897877,24783.3193465718,990019.759099257,362.154620842422,463074.149645363,21886.2748415963,1522788.13624342
2049,15,B3,19192.2768268255,20129.8754327813,845589.017572451,341.685815731917,392966.236008898,18636.1907138781,1296855.28237057
2046,16,B2,29444.0437338534,34959.0269136215,1497904.07736498,456.629132903702,702271.619137642,33182.4092634424,2298217.80554645
2047,16,B2,27860.0880067385,29524.0459020582,1318979.94003587,368.970496887524,618507.48592054,29169.9363438974,2024410.46670599
2048,16,B2,25027.8515458416,26753.4227793674,1136818.1038436,346.584356381519,528721.136008304,25113.6756486078,1742780.7741821
2049,16,B2,20823.165125555,23678.4876439601,987644.089256469,297.839738658796,455798.144571128,21729.0132515486,1509970.73958732
2046,18,C3,23062.4333749527,28955.4101404294,1173063.3815443,451.831726342574,550721.396085764,25982.296232727,1802236.74910452
2047,18,C3,23205.9730917552,23936.7949248914,1034059.69901693,399.961592637604,483701.744278613,22863.9869371462,1588168.15984198
2048,18,C3,18720.6466502534,22632.5171317089,938779.175811523,390.502240576437,440703.464098958,20785.0073164219,1442011.31324944
2049,18,C3,18247.5221091028,20607.6272022653,818562.573799446,322.497169730397,379793.251581704,18027.3590195155,1255560.83088176
2046,19,C1,7978.66089671179,9854.57132966747,323020.368229626,130.579313624054,137235.141932183,6882.7837502934,485102.105452105
2047,19,C1,8906.46348728597,9253.02172373051,322863.760880608,128.678201354648,137233.588383431,6878.79319316919,485264.30586958
2048,19,C1,8468.44139996844,9260.38054987874,322342.378557439,130.085763912111,137070.992251662,6869.08510878298,484141.363631644
2049,19,C1,8373.95339783198,9798.93771474597,320882.752209165,130.220497688004,136499.680933623,6837.20025466666,482522.745007721
2046,20,C3,25176.5561274427,28108.2777218711,1155353.18865793,476.786702448147,541343.965426768,25618.3298898928,1776077.10452635
2047,20,C3,20458.3629723828,25615.9406422327,1026900.75813857,428.7943704422,479631.716827628,22715.4965412942,1575751.06949255
2048,20,C3,18690.1364704583,23343.5953190974,912145.202437268,362.679071016628,426822.585088327,20172.5095170232,1401536.70790319
2049,20,C3,17536.8461140663,20506.817137323,802226.296576982,300.392341469487,372399.124767726,17652.919159774,1230622.39609734
2050,11,C2,11994.4939196539,13805.1520456588,610981.146257629,274.183138777286,286633.950377292,13391.4867022218,937080.412441232
2050,12,C1,4719.10259022531,5980.74629840368,232782.638753086,129.120838757889,100997.413314586,4895.24470019925,349504.266495258
2050,15,B3,12919.2834079113,14390.0529551657,641584.993152768,290.408341905898,302464.097638433,14100.2203403073,985749.05583649
2050,16,B2,14958.0751162836,16192.4083362057,716702.135063756,271.591458816498,335870.990970476,15720.1633790354,1099715.36432457
2050,18,C3,13408.6444354903,13982.7123712592,606628.035824625,275.497547723028,287700.785638176,13330.4456175072,935326.121434781
2050,19,C1,5677.79046385882,6120.84902557394,233153.802361596,129.759386157248,101110.206703804,4903.66947258221,351096.077413572
2050,20,C3,13129.5452471493,14511.2420328271,612502.691387125,286.496715866969,288910.764465094,13447.0776825425,942787.817530604
2025,21,D,1497540.09955709,10688904.8514617,13795763.1485364,67359.6251525844,8927336.8087246,373320.63403515,35350225.1674675
2026,21,D,1372909.0135248,10172617.3282468,11631821.5557598,61527.0902049055,7750155.49094925,319719.43557388,31308749.9142594
2027,21,D,1446150.3121918,10820376.1814565,12330777.7696554,64619.2113739611,8102592.09214627,337391.013131975,33101906.5799559
2028,21,D,1493556.18691186,11294280.6562478,13032078.7396955,67595.6836847876,8470143.65023192,355332.888764098,34712987.8055361
2029,21,D,1618904.92358948,12635360.4435267,13758484.7688174,69799.8619656357,8814684.90533228,372999.352807026,37270234.2560386
2030,21,D,1621958.39909633,12882900.836834,14553056.5095681,72136.4215866847,9190069.39302062,392198.567702261,38712320.1278079
2031,21,D,1429942.08013946,12038108.9093722,12041820.8520469,65315.8475712578,7801011.19869215,329503.090264631,33705701.9780866
2032,21,D,1410422.98450349,11905959.0400218,12760273.9045263,66989.6605709498,8169735.61286693,347247.802989136,34660629.0054786
2033,21,D,1317372.13552231,11107534.0935493,11238768.2959604,61885.5534018242,7299475.58954658,308331.092731915,31333366.7607123
2034,21,D,1192679.86475669,10082798.3948509,9944037.74553225,57798.7754243114,6540200.76049062,275279.974198685,28092795.5152535
2035,21,D,1129176.5567792,9847212.91904812,8843824.01778229,54751.5101052444,5822355.00563837,246482.494231998,25943802.5035852
2036,21,D,1001484.76921858,9008141.15480265,7728271.16718402,50309.6796722217,5125126.8415957,217052.798556988,23130386.4110302
2037,21,D,896604.629601137,8267724.13383828,6802741.3389545,46885.5683497031,4549513.98690497,192734.408019552,20756204.0656681
2038,21,D,830579.029651454,7608468.16930309,5979135.74612266,43166.3495884484,4001589.44132624,170302.649429838,18633241.3854217
2039,21,D,777340.348367006,7116136.03706413,5267308.28624387,39630.5743096693,3523394.76987724,150758.268042081,16874568.283904
2040,21,D,687329.612435067,6532659.3032919,4656303.62779329,36216.5726027007,3094361.48087729,133775.835763841,15140646.4327641
2041,21,D,471450.045041647,4512486.3384828,2747181.07256767,24300.3952884556,1801934.59555247,79961.6284906439,9637314.07542369
2042,21,D,418177.07729346,4229148.53092015,2364136.86500414,21654.54672097,1527849.44160089,68836.2643686054,8629802.72590821
2043,21,D,373336.244459089,3738722.65788915,2094507.62956994,19184.3866828588,1326238.3763504,60553.9951418252,7612543.29009327
2044,21,D,324309.683151433,3313121.89488482,1824102.64719263,16670.7385621019,1134405.33153894,52494.1966357208,6665104.49196564
2045,21,D,290746.157050792,2905886.71150425,1586675.79537132,14611.8003224823,961736.132822391,45482.7426512319,5805139.33972246
2046,21,D,255535.908711614,2580749.57684281,1374643.27102946,12458.5835623263,817401.933625885,38990.7713203075,5079780.04509241
2047,21,D,220400.617663083,2255460.87760438,1225237.32559698,10619.9549053369,702921.194704748,34266.277784494,4448906.24825902
2048,21,D,185595.061165516,1928421.14012543,1072786.54161704,8920.11885850753,600528.958961382,29620.6449458376,3825872.46567371
2049,21,D,166245.989669419,1766909.90098158,952354.694665538,7570.48544439493,509668.471242785,25835.3316119956,3428584.87361572
2050,21,D,135940.140010575,1463299.80547168,846550.958010921,6111.30480490574,431380.514316864,22401.3426160132,2905684.06523096
2025,22,C1,1232835.68670871,9350579.2313822,14361683.1373839,63675.1813789926,7482091.87341099,351355.912980319,32842221.0232452
2026,22,C1,1261512.33675111,9390642.69088478,15231724.3185447,63796.7222971388,7855827.19386735,370905.289338665,34174408.5516837
2027,22,C1,1308263.06580504,8157793.93811259,16166185.3609691,59188.447254533,8269478.95283561,391754.483883064,34352664.2488599
2028,22,C1,1329367.06878897,8391707.08779954,17144450.9603719,60395.8800391092,8699735.70070238,413801.111454182,36039457.8091561
2029,22,C1,1332299.86809224,7540814.52572186,18236646.9308648,61820.4308872604,8461079.69689957,429411.148111224,36062072.6005769
2025,23,D,1504328.6681815,10750686.7874836,13805803.6043252,67476.2038953397,8933844.47816324,373623.226731987,35435762.9687809
2026,23,D,1352016.81985621,9910516.74092745,11612055.2002301,61115.5928228197,7734614.13293797,319030.449204204,30989348.9359787
2027,23,D,1444024.22367434,10762937.2494384,12308960.6930285,64869.6177953769,8096701.03653567,337206.006708182,33014698.8271805
2028,23,D,1502051.63256745,11538740.5358514,13030006.9065735,67369.1929235543,8453543.06363326,355031.446057062,34946742.7776063
2029,23,D,1584581.61596591,12303347.1607371,13807166.9107798,69931.2274825321,8827664.27572545,374004.006593928,36966695.1972848
2030,23,D,1641618.25198459,13109374.1671772,14542614.8087425,72631.2107570348,9196470.50953103,392440.390294815,38955149.3384872
2031,23,D,1414562.95164293,12054658.5457397,12024887.9916754,65297.2099963789,7791020.35348035,329191.821667026,33679618.8742017
2032,23,D,1407136.91876158,12028863.7958634,12733364.8905514,67143.3687770974,8150439.75940526,346692.37934871,34733641.1127075
2033,23,D,1311467.12917559,11111981.6413367,11232954.7152939,62196.943753713,7294495.89103157,308341.080223578,31321437.400815
2034,23,D,1185441.84384263,10249532.1796382,9965145.62615185,58100.9812150935,6546459.92661113,275938.741047912,28280619.2985068
2035,23,D,1101695.78683572,9668883.20526253,8816873.88873234,54450.1844449116,5820518.65282244,245820.065545781,25708241.7836437
2036,23,D,994943.100069482,9041887.49885245,7726074.06611696,50486.7318200301,5129919.9511466,217197.004361132,23160508.3523667
2037,23,D,902027.372643213,8023400.3652779,6756782.76452321,46475.6073980935,4509415.63059919,191251.291707582,20429353.0321492
2038,23,D,819786.007818874,7523805.83648475,5973706.01529106,42783.5614142624,4002826.68360335,170037.516163572,18532945.6207759
2039,23,D,753398.457549568,6986501.77594254,5274163.16837169,39758.7076966069,3525274.46719249,150968.906096744,16730065.4828496
2040,23,D,701888.091259295,6697835.14358825,4667113.87148892,36145.7407614287,3097441.9536121,133887.404990287,15334312.2057003
2041,23,D,468799.444827547,4597395.45658119,2718096.99298752,24111.6371631586,1791810.70923602,79221.3518056774,9679435.59260111
2042,23,D,416526.787318732,4257213.89011893,2380741.34119693,21656.8030019317,1540763.44977224,69293.6397804343,8686195.91118919
2043,23,D,382804.333216803,3713961.49216055,2097062.63658195,19370.3795440634,1333328.59237648,60825.1172632517,7607352.55114311
2044,23,D,328677.66983005,3367457.8797774,1830061.28924065,16710.9979476135,1142900.29006651,52734.5164061809,6738542.64326841
2045,23,D,282267.227152282,2856178.26618135,1598238.9500776,14651.9062085425,961478.69696848,45650.6096063477,5758465.6561946
2046,23,D,257335.078281086,2771045.98119254,1381255.21262857,12548.6072785321,821881.429025237,39227.9172989862,5283294.22570496
2047,23,D,216285.704271413,2213165.55747677,1212157.33172524,10455.3120299478,694266.932642906,33821.2764817116,4380152.11462799
2048,23,D,192108.843059196,2011533.0498182,1068381.52647271,8880.32523045813,590534.384272013,29474.4758432223,3900912.60469579
2049,23,D,166310.655882537,1792698.74023963,936611.206640486,7241.02494778288,495668.477490908,25235.9049114379,3423766.01011278
2050,23,D,134793.225196584,1393832.99963886,846474.181537847,6185.99356790154,432737.255619648,22432.9834833466,2836456.63904418
2025,24,C3,1161160.96875758,8822287.27604511,13281400.4042844,60407.5856896429,6973226.60175769,325854.851050514,30624337.687585
2026,24,C3,913812.836991487,7002363.43354168,10159231.9457465,48900.5638528415,5430378.93439243,251115.740735532,23805803.4552604
2027,24,C3,913235.585273108,5766019.45366362,9864845.79445218,43663.526356113,5252978.06329707,243743.902729124,22084486.3257712
2028,24,C3,846741.750352227,5524837.84109331,9553363.3937117,41585.5528334126,5074825.28385196,235539.472684916,21276893.2945275
2029,24,C3,795580.042224823,4772955.61260883,9430458.46455849,40558.8294833704,4492701.02442437,225858.17061919,19758112.1439191
2025,25,D,1527292.84674219,10624396.6405691,13832233.6238558,67550.5796748576,8944183.94538642,374319.455661123,35369977.0918895
2026,25,D,1352157.97923052,9928154.35882146,11645274.0108671,61488.5718449824,7753153.53302301,319958.783816044,31060187.2376031
2027,25,D,1464706.20079108,10801389.8970211,12327307.0342407,64747.9280911987,8106920.29829507,337555.401886743,33102626.7603259
2028,25,D,1518922.14616977,11605029.108022,13008538.1982746,67497.3893559042,8434220.33153528,354512.568644972,34988719.7420025
2029,25,D,1613433.34571315,12489416.5714107,13826521.8181441,70009.953219851,8845198.38287053,374635.859955119,37219215.9313134
2030,25,D,1662223.49803847,13372160.4135702,14533322.4451679,72672.6391880119,9179394.60993891,391918.775638472,39211692.3815419
2031,25,D,1410848.83819154,11963185.0886607,12035074.9368256,65150.3967687643,7793884.77249051,329359.505133311,33597503.5380704
2032,25,D,1412638.95174653,12083450.9416285,12751815.1554577,66878.6390354247,8157242.23637358,346910.786676858,34818936.7109185
2033,25,D,1317646.60136622,11068617.7823625,11234390.7410953,62524.7954800604,7298414.8665444,308593.123858255,31290187.9107067
2034,25,D,1193265.03343837,10226276.5891949,9984041.02053661,58025.0012355815,6543302.67295084,276172.206253502,28281082.5236098
2035,25,D,1097846.49346383,9777276.96661343,8803172.16412766,54445.2466187437,5811663.55425899,245467.540125864,25789871.9652085
2036,25,D,984243.186085934,8782840.27916105,7741989.18825561,50504.9420963429,5124120.25762593,217440.494679223,22901138.3479041
2037,25,D,905077.083043861,8217507.79685464,6747354.55937199,46297.2325991516,4515084.1473772,191139.158813082,20622459.9780599
2038,25,D,816536.439896234,7521184.39084184,5965619.55783152,42565.5725575943,3994208.72554721,169595.226578431,18509709.9132528
2039,25,D,761690.254854543,7172889.23410698,5261546.1742351,39855.2943505785,3518236.8061716,150766.423258615,16904984.1869774
2040,25,D,695238.965778297,6584242.83169546,4650548.21123291,36142.4485303288,3091994.84132857,133588.718489353,15191756.0170549
2041,25,D,464276.233257746,4503546.77764339,2717253.13367607,24051.2355798569,1783373.76932001,78984.9008658922,9571486.05034297
2042,25,D,416193.939728094,4183017.75018864,2402397.20864514,21671.3568685327,1557643.41775676,69858.260280264,8650781.93346744
2043,25,D,381882.686746865,3849684.86515085,2098934.41946732,19623.8440124963,1344015.08712821,61206.225712187,7755347.12821793
2044,25,D,318999.705497337,3279430.7541759,1817926.38702054,16619.4911840254,1128084.15138233,52326.9505953976,6613387.43985553
2045,25,D,292423.767925229,2900719.71658487,1600163.75356903,14592.7025419343,961975.539204247,45656.6996680417,5815532.17949335
2046,25,D,259778.790537824,2673526.99450952,1393016.41226525,12751.6662896716,828392.583642246,39545.375208008,5207011.82245252
2047,25,D,215497.074586562,2129052.35821896,1188866.02852913,10559.9540998651,685111.248508705,33381.008209748,4262467.67215297
2048,25,D,186280.700590108,1950511.45550369,1072683.03785741,8954.0549663138,589699.46871914,29544.9670221333,3837673.6846588
2049,25,D,166352.23046884,1758575.11066363,933558.37149979,7392.56704931804,499756.562985768,25333.0088732039,3390967.85154055
2050,25,D,134692.017878222,1417378.88536028,843376.12694298,6015.13152174537,430378.419734484,22253.7643189594,2854094.34575668
2025,26,D,1508398.89210125,10635264.4786812,13795653.9738887,67522.3949557082,8925871.53916807,373431.620223707,35306142.8990187
2026,26,D,1342893.61192688,9893596.07854882,11644465.9312544,61233.350149074,7758464.04055207,319898.325813605,31020551.3382448
2027,26,D,1442555.86056104,10664564.5053169,12297084.2037006,64574.644516879,8104395.51939898,336876.446898101,32910051.1803925
2028,26,D,1519305.00113965,11507296.8687623,13006053.3550486,67484.4997565838,8442817.57199523,354605.353128021,34897562.6498303
2029,26,D,1618408.20772817,12563302.8811769,13812097.7613587,70087.6832965619,8839827.99748699,374355.200626294,37278079.7316736
2030,26,D,1657020.32265751,13204296.0935622,14516781.9754728,72228.8838370368,9172952.05001412,391396.5007343,39014675.8262779
2031,26,D,1440436.1187216,12080410.8913611,12040882.5526421,65065.8801326135,7776599.44128415,329077.755814687,33732472.6399562
2032,26,D,1413725.93853281,11925414.0957875,12757510.5936606,66917.2279305445,8148426.02396195,346921.364087968,34658915.2439614
2033,26,D,1284585.39294745,10899196.3217843,11252823.5390771,62010.4646457862,7295803.51499559,308570.117906199,31102989.3513564
2034,26,D,1182643.94792114,10055826.7964789,9954383.30096141,57723.5916045796,6514139.92400535,275058.982002591,28039776.5429739
2035,26,D,1109803.62983766,9896798.49179348,8808299.65770515,54189.474240514,5815762.15576439,245473.176839085,25930326.5861803
2036,26,D,979380.168052574,8799727.92313795,7792422.27738314,50765.6705875034,5172576.81168326,219032.390610097,23013905.2414545
2037,26,D,902761.721024303,8224684.53465759,6783341.95913503,46427.3938453063,4512269.01883842,191795.074013349,20661279.701514
2038,26,D,838879.175380448,7529762.7641688,6015325.26122999,42605.5926851303,4008225.34240763,170600.050936755,18605398.1868088
2039,26,D,761021.901280343,7011128.85778583,5248909.37727752,39953.067548365,3513874.28430667,150552.941108929,16725440.4293077
2040,26,D,691565.148052773,6596169.25252673,4641853.21384123,36527.4845540835,3101038.7494777,133806.854547096,15200960.7029996
2041,26,D,446725.049097536,4371965.3866581,2708814.12008138,23658.439978329,1759716.12797317,78384.6122685619,9389263.73605707
2042,26,D,421466.444721697,4193610.76976341,2383116.35588506,21638.4605296456,1535111.63782,69204.410516094,8624148.0792359
2043,26,D,379812.242180222,3793674.94012192,2082503.14301841,19277.1221310809,1327168.43231845,60557.6966177655,7662993.57638786
2044,26,D,323118.530686851,3287710.14024593,1805860.40575526,16695.5201077967,1121493.83021158,52029.2497325093,6606907.67673992
2045,26,D,285185.539495022,2843604.38810322,1591770.39387513,14513.6727559844,960391.484218591,45455.0092684583,5740920.4877164
2046,26,D,256041.592821462,2681082.39606884,1395771.1282222,12734.5799146192,826417.820100362,39686.6994596494,5211734.21658713
2047,26,D,214816.788236783,2225800.51370615,1199781.68870147,10356.3933015746,691962.064911535,33494.4277128779,4376211.87657039
2048,26,D,192545.719278673,1984833.74475146,1067129.57077709,8860.33451777013,586850.609319613,29384.6067187073,3869604.58536331
2049,26,D,168376.604305723,1778290.67846035,956566.821615816,7481.16748218885,510063.37002931,25851.3903679173,3446630.03226131
2050,26,D,138824.247564569,1470653.7856869,848916.15058458,6047.13883835735,434875.058077247,22510.8980045856,2921827.27875624
2025,27,C2,1149661.54126362,8821507.76123214,13064956.3579299,59561.9769319342,6867075.90050853,320517.804700555,30283281.3425667
2026,27,C2,1072718.03667195,8078700.60008281,12578429.7446516,56059.1469189979,6593685.7753157,308264.70585014,28687858.0094912
2027,27,C2,1062479.28827517,6769551.23324357,12016987.6019084,49155.7046280187,6303896.95929626,294453.772375245,26496524.5597267
2028,27,C2,975387.975745521,6243816.04322318,11565591.6442637,47135.9596740836,6037804.18502944,283271.402955903,25153007.2108919
2029,27,C2,902641.429016155,5275801.49332811,11264798.0891161,45324.7665301448,5327270.3801006,268607.65063912,23084443.8087303
2025,28,B2,1117324.77331811,8571211.61789849,12688844.0738425,58553.8249670262,6687184.55349494,311794.432157418,29434913.2756785
2026,28,B2,1033537.37022375,7815834.67593584,12002608.0514128,54358.8767874845,6314323.33819911,294573.313867011,27515235.626426
2027,28,B2,1000617.98525266,6394228.08081656,11332209.2723645,47231.1198225413,5966739.90700201,278158.752207365,25019185.1174656
2028,28,B2,922561.089364953,5901504.40479833,10717899.5676434,44642.5067579331,5622140.73523327,263069.579746256,23471817.8835442
2029,28,B2,831860.91013169,4851636.47598705,10307503.2822012,42512.4554286898,4885046.78379102,246178.686062883,21164738.5936025
2025,29,C3,1173584.81932783,8809463.13454172,13263102.5465789,60373.4305017859,6963621.63016888,325368.457153668,30595514.0182728
2026,29,C3,903165.50242849,6881579.18353753,10151271.769729,49022.5896108108,5433926.87784301,251075.188038353,23670041.1111872
2027,29,C3,905421.890388534,5695287.37220842,9808331.63917342,42881.2793005849,5236081.97662851,242082.537833012,21930086.6955325
2028,29,C3,847158.22710079,5354074.44027934,9529201.2304628,41697.9246057967,5058999.92628913,235125.786656931,21066257.5353948
2029,29,C3,800032.038656104,4832396.39596986,9421172.82814203,40423.4384575348,4492035.27808831,225690.437046933,19811750.4163608
2025,30,D,1493737.6858546,10639793.6395738,13796791.7829095,67515.0420220617,8927647.86128936,373525.945651489,35299011.9573008
2026,30,D,1345512.883109,9921596.92454246,11655964.2134021,61339.5794298966,7750965.49189913,320007.071063289,31055386.1634459
2027,30,D,1420361.09928503,10718369.1904737,12320236.5966435,64676.5917752173,8105465.81417045,337284.344202291,32966393.6365502
2028,30,D,1516693.26886818,11542365.6826409,12993175.3607577,67550.623298062,8438275.89505979,354396.266153046,34912457.0967776
2029,30,D,1572452.93079889,12125603.4775011,13843574.4998654,70022.5770478549,8853160.8253883,374963.55740426,36839777.8680058
2030,30,D,1645976.88200365,13211812.2156797,14537934.7189191,72329.5232040203,9179503.23387355,391825.462953008,39039382.036633
2031,30,D,1433364.73453861,12133783.4981736,12032955.9521177,65070.5824315067,7786469.00519961,329088.976536033,33780732.748997
2032,30,D,1421660.20821299,12095691.1287542,12761172.1374107,67175.8228594175,8160150.70936898,347311.69197161,34853161.6985779
2033,30,D,1287567.68093163,10988234.0698468,11223913.2328591,62343.7951224808,7290234.58788002,308259.007364008,31160552.374004
2034,30,D,1178302.03139174,10066852.619264,9937736.38174971,57734.0455583733,6522550.60510819,274969.797220066,28038145.4802921
2035,30,D,1092116.00066499,9663865.53263349,8781010.09967038,54308.4950740641,5812876.54280414,245114.61920453,25649291.2900516
2036,30,D,990379.944607163,9064718.08341148,7780388.14177432,50618.1054279355,5157005.49079067,218602.145951417,23261711.911963
