Simulation,Pathway,NPV
140,B1,649857038.012631
140,B2,742959306.607526
140,B3,645013440.516881
140,C1,598774181.681687
140,C2,696800680.222172
140,C3,608799073.655828
140,D,1272743179.14145
141,A,1358829667.2895
141,B1,640617787.358441
141,B2,735651932.736005
141,B3,637257412.16822
141,C1,595469009.034385
141,C2,688181687.223101
141,C3,601228131.118487
141,D,1267668092.92375
142,A,1352953504.71731
142,B1,655433337.689865
142,B2,749669369.109884
142,B3,651399259.999307
142,C1,603698798.269517
142,C2,703692559.808508
142,C3,615449307.339326
142,D,1279846605.95015
143,A,1358878773.38979
143,B1,641128547.062388
143,B2,735066989.510174
143,B3,637134075.663987
143,C1,594419288.354564
143,C2,688639175.808676
143,C3,601080592.807932
143,D,1266195387.60328
144,A,1360704941.51138
144,B1,642638707.463847
144,B2,738889746.158608
144,B3,638510486.289745
144,C1,594253463.732691
144,C2,691723789.680646
144,C3,602913309.629117
144,D,1269173886.29887
145,A,1356090927.47405
145,B1,648110606.995102
145,B2,744596089.277226
145,B3,644220798.241529
145,C1,597510692.387767
145,C2,695338266.159065
145,C3,606865489.24207
145,D,1269633627.03614
146,A,1359702024.44564
146,B1,648101726.660052
146,B2,742409779.191363
146,B3,643609955.979207
146,C1,599009171.500082
146,C2,696673438.334724
146,C3,607946865.299643
146,D,1275463548.86841
147,A,1352348023.48361
147,B1,665651560.229665
147,B2,760749161.175111
147,B3,660703673.044524
147,C1,608474152.988856
147,C2,712511376.340774
147,C3,624420361.330521
147,D,1286358918.19435
148,A,1355034016.71532
148,B1,653987852.047353
148,B2,748229775.766967
148,B3,649176145.2643
148,C1,601625972.430523
148,C2,701552308.395356
148,C3,613292103.274064
148,D,1276003785.00603
149,A,1353591944.47628
149,B1,646147717.652037
149,B2,741236869.406975
149,B3,641832684.688345
149,C1,597415839.845516
149,C2,693324893.520841
149,C3,605738626.542736
149,D,1272274557.78158
15,A,1358606800.09051
15,B1,643900357.677512
15,B2,738885459.923323
15,B3,640156916.064158
15,C1,596143633.075951
15,C2,692584607.477588
15,C3,604354673.118126
15,D,1267255235.8192
150,A,1358873405.86973
150,B1,650438457.515104
150,B2,746196063.115524
150,B3,645510007.181085
150,C1,597602661.746356
150,C2,698204264.734998
150,C3,609245937.512389
150,D,1271585810.68268
151,A,1358477915.36648
151,B1,636297501.451266
151,B2,729036786.348686
151,B3,632908726.56078
151,C1,595884333.905367
151,C2,683341282.551394
151,C3,596727959.894101
151,D,1268573710.66426
152,A,1354926743.27415
152,B1,649051228.26175
152,B2,744564356.673921
152,B3,644456769.205107
152,C1,596448796.638351
152,C2,695698638.12134
152,C3,607544683.55445
152,D,1269165386.31049
153,A,1360054254.84829
153,B1,647506054.14851
153,B2,742078968.829547
153,B3,643757306.458989
153,C1,596957782.940078
153,C2,694795196.520689
153,C3,607764177.933574
153,D,1271726605.92988
154,A,1364632444.74714
154,B1,643195803.06789
154,B2,737601025.493323
154,B3,638779109.395814
154,C1,595763868.776005
154,C2,691556327.298372
154,C3,602854224.908876
154,D,1267371822.26821
155,A,1346967810.89721
155,B1,654829438.469523
155,B2,749225910.683471
155,B3,650269815.020652
155,C1,600213429.732234
155,C2,701855479.48301
155,C3,614056012.225108
155,D,1277842695.03503
156,A,1336126187.05712
156,B1,673419021.217963
156,B2,768197124.822145
156,B3,667571442.645217
156,C1,608086495.030886
156,C2,719488592.639496
156,C3,631017839.273607
156,D,1287520352.5562
157,A,1351535508.55379
157,B1,647892238.173526
157,B2,744422272.435003
157,B3,643467610.966238
157,C1,594268699.253299
157,C2,696756027.601221
157,C3,606886561.406157
157,D,1268946574.24068
158,A,1346995359.80896
158,B1,661058007.675903
158,B2,756441272.697625
158,B3,655610093.203853
158,C1,603378155.543995
158,C2,708167211.516022
158,C3,619313367.734751
158,D,1277164600.53373
159,A,1351727724.67837
159,B1,632800403.919146
159,B2,724910838.720577
159,B3,629451555.829774
159,C1,591474581.954778
159,C2,679764095.998566
159,C3,593703383.005792
159,D,1263564684.21205
16,A,1348657238.81123
16,B1,666734152.560514
16,B2,764581982.339838
16,B3,661485634.281752
16,C1,604690711.040703
16,C2,714014121.635322
16,C3,624461334.485466
16,D,1282508219.61083
160,A,1345446337.72499
160,B1,665564264.956022
160,B2,760420953.75449
160,B3,659782615.464868
160,C1,607385697.714281
160,C2,712378402.403939
160,C3,623455330.008979
160,D,1286750986.96635
161,A,1348437046.8428
161,B1,655934538.328349
161,B2,748612018.072796
161,B3,652247446.657576
161,C1,603059786.021388
161,C2,703141327.074408
161,C3,615768195.155644
161,D,1278924404.22054
162,A,1354631256.13627
162,B1,649259040.704732
162,B2,746029458.67157
162,B3,646110099.702095
162,C1,598874315.845189
162,C2,698016672.68377
162,C3,610342066.126743
162,D,1276100072.80387
163,A,1358598941.59959
163,B1,652235738.863217
163,B2,746850254.743604
163,B3,647771824.507942
163,C1,599805318.796077
163,C2,699177890.770296
163,C3,612464842.836532
163,D,1275753709.40764
164,A,1361870520.9035
164,B1,645584811.175068
164,B2,739943815.912284
164,B3,642183804.555811
164,C1,598638898.754767
164,C2,693763618.031418
164,C3,605743899.743176
164,D,1273165960.91388
165,A,1354271270.44538
165,B1,633162762.509894
165,B2,726498811.019268
165,B3,630464781.593971
165,C1,594082493.085873
165,C2,682556515.328371
165,C3,595537706.271019
165,D,1262030460.88945
166,A,1354973010.45695
166,B1,651015231.600554
166,B2,748153115.159777
166,B3,646975039.319504
166,C1,598635666.437808
166,C2,698375139.534842
166,C3,609881846.746441
166,D,1273103000.12082
167,A,1361162354.50217
167,B1,629562629.467419
167,B2,722504614.317327
167,B3,626424969.555003
167,C1,591253238.814598
167,C2,677339409.615338
167,C3,591370088.50146
167,D,1261250923.21084
168,A,1357276050.55024
168,B1,640797986.070832
168,B2,731632024.351498
168,B3,638110827.806705
168,C1,597832446.108801
168,C2,687800645.763667
168,C3,602081900.110088
168,D,1270840518.85055
169,A,1350831929.47441
169,B1,650953600.276341
169,B2,745685151.370729
169,B3,646347269.125664
169,C1,597122704.559351
169,C2,697885232.360505
169,C3,610077014.377277
169,D,1267350363.80647
17,A,1357577126.59592
17,B1,643429798.569493
17,B2,739994127.671769
17,B3,639993745.394731
17,C1,596403785.901905
17,C2,691919678.803572
17,C3,604282612.976243
17,D,1271630862.08311
170,A,1362221934.07403
170,B1,624602064.319635
170,B2,717306831.992153
170,B3,621043508.231625
170,C1,585455530.277884
170,C2,671480956.165303
170,C3,585906877.879153
170,D,1252110230.43299
171,A,1352293877.70174
171,B1,653077614.338709
171,B2,748381095.98948
171,B3,648846123.896389
171,C1,599779459.170813
171,C2,700336559.501677
171,C3,612867732.040672
171,D,1276142672.75856
172,A,1356617012.3154
172,B1,646095429.601715
172,B2,739647501.080327
172,B3,642130517.916116
172,C1,598429480.5399
172,C2,692750363.673419
172,C3,606532802.002774
172,D,1273744275.42582
173,A,1357664488.16658
173,B1,654180367.226614
173,B2,749398012.624634
173,B3,649378931.075122
173,C1,599905445.884194
173,C2,702033025.528789
173,C3,613634799.652011
173,D,1279888692.72734
174,A,1356655831.15412
174,B1,643646464.551701
174,B2,740193606.331933
174,B3,640077648.802593
174,C1,593758102.25942
174,C2,692569942.577242
174,C3,604077040.442989
174,D,1268803542.41151
175,A,1351558314.98112
175,B1,649779771.498519
175,B2,743808060.860116
175,B3,646704379.444877
175,C1,598992871.864484
175,C2,696967472.029144
175,C3,610390532.713721
175,D,1273940855.20883
176,A,1347017467.60926
176,B1,655601768.988108
176,B2,748218964.191581
176,B3,651098206.585408
176,C1,602047522.511659
176,C2,701200961.745292
176,C3,614798414.805499
176,D,1276132391.42432
177,A,1357196894.41949
177,B1,648635019.400047
177,B2,744159866.348918
177,B3,644810011.491077
177,C1,598115002.371033
177,C2,696405529.845834
177,C3,608799093.417784
177,D,1270867951.6437
178,A,1352792078.0835
178,B1,651397825.388465
178,B2,744394063.119404
178,B3,647081517.266533
178,C1,600813622.978919
178,C2,699020960.992016
178,C3,610901908.082302
178,D,1275128927.25744
179,A,1351647831.23578
179,B1,653280602.795025
179,B2,747298674.593274
179,B3,648879579.854698
179,C1,600342424.248318
179,C2,699805338.07888
179,C3,612948116.936015
179,D,1275948877.39522
18,A,1357168612.70538
18,B1,651586635.346292
18,B2,747078190.347942
18,B3,647596373.763645
18,C1,600700636.852968
18,C2,699459071.800635
18,C3,611968902.780219
18,D,1274072427.59186
180,A,1357784423.03041
180,B1,646127400.354825
180,B2,738909038.445295
180,B3,642493111.798222
180,C1,598890268.667664
180,C2,694021846.745293
180,C3,607476061.721079
180,D,1269958971.37956
181,A,1357803689.91185
181,B1,647224348.752559
181,B2,742927666.711216
181,B3,643510031.150492
181,C1,597989202.986366
181,C2,696295954.445452
181,C3,607574164.91999
181,D,1273242962.23315
182,A,1353182902.07493
182,B1,650070304.694124
182,B2,744460453.735005
182,B3,646607030.308502
182,C1,597876323.806358
182,C2,697767771.399928
182,C3,610796982.443868
182,D,1276607581.87736
183,A,1360040822.71843
183,B1,635142719.986586
183,B2,729962763.182482
183,B3,631572619.727266
183,C1,590059522.651622
183,C2,684384412.228594
183,C3,596086758.87404
183,D,1262406837.81418
184,A,1340564096.58258
184,B1,655089752.195295
184,B2,748765793.963169
184,B3,650877461.559642
184,C1,602037202.910638
184,C2,703165796.450591
184,C3,613796994.878646
184,D,1273994143.71621
185,A,1352479415.62542
185,B1,654672768.619485
185,B2,749276491.848463
185,B3,650277052.821581
185,C1,599749278.878449
185,C2,702761259.285838
185,C3,613978643.323511
185,D,1279179274.14526
186,A,1343908250.06375
186,B1,664094245.752981
186,B2,757449511.184705
186,B3,658814572.598184
186,C1,604874165.498241
186,C2,709478595.653579
186,C3,622296498.155586
186,D,1283293289.34377
187,A,1352309444.01678
187,B1,638100501.595113
187,B2,731092682.666476
187,B3,634916580.978167
187,C1,592955762.603637
187,C2,686073486.073442
187,C3,599790305.700676
187,D,1270485244.74102
188,A,1347235732.61639
188,B1,664204528.666081
188,B2,761997781.977628
188,B3,659595696.436956
188,C1,604292255.154267
188,C2,710935472.341891
188,C3,622663765.41663
188,D,1278809799.85011
189,A,1350120465.57415
189,B1,644906976.009847
189,B2,740783112.972758
189,B3,640744822.876348
189,C1,597103896.517187
189,C2,693056722.647207
189,C3,605504498.701934
189,D,1268939858.16876
19,A,1362028324.66832
19,B1,643095711.59003
19,B2,734618262.749646
19,B3,639023221.362457
19,C1,597800692.286105
19,C2,689373607.587688
19,C3,604507316.694766
19,D,1270065706.04869
190,A,1338376080.89037
190,B1,665918671.11813
190,B2,757561994.916572
190,B3,660403980.645266
190,C1,606535037.107268
190,C2,711483304.17145
190,C3,624079569.513408
190,D,1282694982.36151
191,A,1358167157.64629
191,B1,651262883.917244
191,B2,747140738.756832
191,B3,646792723.707432
191,C1,600667365.2532
191,C2,697737272.396367
191,C3,610053562.107423
191,D,1277150123.99748
192,A,1353346510.95326
192,B1,646934944.798515
192,B2,743339972.433929
192,B3,642657168.251412
192,C1,595999400.105862
192,C2,695716028.639578
192,C3,606461324.390203
192,D,1270289891.18174
193,A,1359456159.41993
193,B1,637385574.293426
193,B2,732940093.73107
193,B3,634174829.104226
193,C1,592107462.880029
193,C2,685635398.444406
193,C3,598986049.659898
193,D,1265582725.58954
194,A,1352825562.05034
194,B1,645760836.917537
194,B2,740066169.588745
194,B3,642433943.238234
194,C1,597706792.236732
194,C2,693465407.879426
194,C3,606029201.302742
194,D,1269012513.39849
195,A,1353342573.41271
195,B1,641524315.638413
195,B2,734636862.534279
195,B3,637987205.091953
195,C1,595045209.185345
195,C2,690047761.643866
195,C3,601353351.275775
195,D,1267370912.7522
196,A,1358193760.65857
196,B1,649509069.662979
196,B2,745414160.548673
196,B3,644989202.461469
196,C1,597495641.219393
196,C2,697533739.402671
196,C3,610007853.59807
196,D,1273372775.61016
197,A,1356011769.36685
197,B1,661658905.34805
197,B2,757785888.202743
197,B3,655978418.127137
197,C1,602419216.966402
197,C2,707740905.752687
197,C3,619100740.119208
197,D,1279573680.1902
198,A,1357074369.71068
198,B1,633914980.941779
198,B2,729238762.679718
198,B3,628821896.071395
198,C1,588705349.079909
198,C2,681589717.811634
198,C3,593571883.147819
198,D,1259099195.41954
199,A,1358308797.62316
199,B1,648223545.389533
199,B2,741914169.866529
199,B3,644552583.155626
199,C1,602283511.87304
199,C2,695957435.245982
199,C3,609173038.626488
199,D,1280261983.81647
2,A,1351369146.8471
2,B1,650534378.154184
2,B2,744752641.263434
2,B3,645184656.714679
2,C1,598398118.501013
2,C2,696954958.641815
2,C3,608677940.563282
2,D,1274095467.63894
20,A,1359473032.49955
20,B1,644970472.772972
20,B2,739080386.398301
20,B3,640303189.829141
20,C1,595779999.916673
20,C2,693167317.208293
20,C3,604870723.842172
20,D,1268634117.3483
200,A,1336904730.12267
200,B1,670172231.616723
200,B2,764180802.678762
200,B3,666056445.054221
200,C1,607471429.19773
200,C2,717521547.517414
200,C3,629874849.335037
200,D,1287798583.14599
201,A,1354644362.90569
201,B1,639267090.345953
201,B2,733833810.764479
201,B3,635891670.942734
201,C1,591142356.757754
201,C2,687941066.001559
201,C3,599876619.219147
201,D,1264141342.1525
202,A,1339217079.79304
202,B1,668698257.909196
202,B2,763473209.730064
202,B3,664658117.220263
202,C1,606848705.785555
202,C2,716377121.300612
202,C3,627469809.962956
202,D,1288864582.62623
203,A,1360832867.14167
203,B1,635738753.220308
203,B2,732211712.149866
203,B3,631246720.571029
203,C1,589824261.74732
203,C2,684262226.290612
203,C3,596112403.94576
203,D,1259684633.01022
204,A,1353870419.58256
204,B1,638570113.599804
204,B2,731357282.473317
204,B3,633723863.325149
204,C1,594771523.058531
204,C2,687046571.857102
204,C3,598396394.033019
204,D,1263214049.83113
205,A,1352295532.31234
205,B1,646874550.241406
205,B2,741865160.277911
205,B3,642883123.704454
205,C1,596883754.239601
205,C2,693616180.3588
205,C3,607240196.992118
205,D,1271545884.47875
206,A,1355568095.20322
206,B1,644656560.84346
206,B2,739242217.1235
206,B3,641340129.300425
206,C1,599686173.333069
206,C2,693228367.609343
206,C3,605546039.05087
206,D,1274525711.29419
207,A,1349400889.1124
207,B1,655056663.123135
207,B2,749131235.758702
207,B3,651829138.01358
207,C1,600863409.870744
207,C2,701838045.579151
207,C3,614585636.72173
207,D,1274997128.40863
208,A,1344237780.84656
208,B1,656625450.357609
208,B2,749573740.022014
208,B3,653074805.144717
208,C1,601341716.674297
208,C2,702929171.153134
208,C3,616157597.33523
208,D,1276681897.05712
209,A,1353553917.03683
209,B1,640402327.659307
209,B2,735361682.187577
209,B3,636268657.801315
209,C1,592590778.974755
209,C2,689229683.146583
209,C3,601313322.563568
209,D,1264872886.36256
21,A,1367199588.37292
21,B1,615165916.88439
21,B2,707683558.535268
21,B3,611269702.660512
21,C1,582244031.867477
21,C2,663592616.131324
21,C3,577047960.944028
21,D,1244179958.76171
210,A,1351823312.80635
210,B1,636931303.248626
210,B2,730258953.638364
210,B3,634107847.16761
210,C1,593655906.325523
210,C2,684826517.790806
210,C3,598389312.547704
210,D,1267534185.25294
211,A,1355360303.91445
211,B1,641673432.623343
211,B2,736653093.417681
211,B3,636958318.823938
211,C1,593969694.261125
211,C2,689245797.971125
211,C3,601662037.544234
211,D,1266095431.49431
212,A,1353962401.5209
212,B1,655648911.343305
212,B2,753295064.745552
212,B3,651779036.939615
212,C1,604395331.139069
212,C2,704508750.675063
212,C3,615306178.317336
212,D,1285031866.47253
213,A,1355179327.99066
213,B1,654440399.307444
213,B2,748113257.641127
213,B3,649904865.54867
213,C1,600273234.44462
213,C2,701170701.848406
213,C3,613243511.514964
213,D,1276712970.18845
214,A,1361655884.32974
214,B1,649831640.920402
214,B2,745058058.77921
214,B3,644859406.550083
214,C1,596762346.006083
214,C2,697022891.66364
214,C3,609051450.695072
214,D,1269420744.97187
215,A,1357331282.5886
215,B1,666429233.864348
215,B2,763802068.150967
215,B3,661369530.241506
215,C1,606502770.399951
215,C2,713848673.279775
215,C3,624610491.638117
215,D,1285495435.38405
216,A,1350972906.83994
216,B1,655733559.179801
216,B2,751755424.926966
216,B3,650357609.979356
216,C1,598816931.401904
216,C2,703193347.50262
216,C3,614089018.222578
216,D,1270375352.0592
217,A,1356821035.9093
217,B1,637915376.053512
217,B2,733873091.413417
217,B3,634070433.0284
217,C1,593270277.731693
217,C2,686837712.728433
217,C3,598091655.880265
217,D,1264083491.92439
218,A,1354875790.07807
218,B1,649947721.936588
218,B2,741994342.103212
218,B3,646369965.655192
218,C1,600460763.52947
218,C2,697347293.201127
218,C3,610353179.543987
218,D,1274343708.63007
219,A,1355771483.64244
219,B1,643524046.116527
219,B2,739223069.429356
