"Pathway","Simulation","sum_NPV"
"A",143,47.2863621474343
"B1",143,17.4684659245431
"B2",143,21.0315334975664
"B3",143,17.4307960469508
"C1",143,17.3279625490367
"C2",143,19.4860420289756
"C3",143,16.0304773358765
"D",143,65.7317551482825
"A",144,47.1556365987617
"B1",144,17.5349799157604
"B2",144,21.077902946842
"B3",144,17.4851321442052
"C1",144,17.3325352530972
"C2",144,19.5233658232192
"C3",144,16.0864554489565
"D",144,65.7254057694478
"A",145,47.2493971884762
"B1",145,17.6863085356052
"B2",145,21.2329326658076
"B3",145,17.6414872303933
"C1",145,17.4239712398904
"C2",145,19.6597581002682
"C3",145,16.2201064511677
"D",145,65.8644063654582
"A",146,47.4243553959956
"B1",146,17.6935744352483
"B2",146,21.2378861043267
"B3",146,17.6570205162228
"C1",146,17.4931325835087
"C2",146,19.7015425433867
"C3",146,16.260865552092
"D",146,65.9950690071546
"A",147,47.5231386132041
"B1",147,18.3341174761498
"B2",147,21.8732778311195
"B3",147,18.2830569887392
"C1",147,17.8322084684405
"C2",147,20.2855742873636
"C3",147,16.8442447834601
"D",147,66.6568129857852
"A",148,47.2634082171518
"B1",148,17.9010543879903
"B2",148,21.4515377412193
"B3",148,17.8537462548229
"C1",148,17.5135662443979
"C2",148,19.8914744860671
"C3",148,16.4542345941094
"D",148,66.0232121607104
"A",149,47.2734539875072
"B1",149,17.6836831943557
"B2",149,21.225919286671
"B3",149,17.6353226009098
"C1",149,17.4492661664865
"C2",149,19.6440223748327
"C3",149,16.2248211010391
"D",149,65.8719069837575
"A",15,47.1565168301188
"B1",15,17.5840345626326
"B2",15,21.1224176716722
"B3",15,17.5401831607136
"C1",15,17.3881685509903
"C2",15,19.5763295866776
"C3",15,16.1394641931944
"D",15,65.7172719760781
"A",150,47.165900137414
"B1",150,17.733646009855
"B2",150,21.2802143148374
"B3",150,17.6723737805966
"C1",150,17.3757725225179
"C2",150,19.7052844724445
"C3",150,16.2735809932229
"D",150,65.7534600857335
"A",151,47.2883858027823
"B1",151,17.2917441591719
"B2",151,20.7805597063604
"B3",151,17.2800000362649
"C1",151,17.343391947744
"C2",151,19.308756698331
"C3",151,15.8915375821343
"D",151,65.6886108006821
"A",152,47.2137305171883
"B1",152,17.7605187355358
"B2",152,21.3282052669081
"B3",152,17.6995148346718
"C1",152,17.4284455876139
"C2",152,19.7401596589893
"C3",152,16.2961859373859
"D",152,65.8953721016528
"A",153,47.3081101331258
"B1",153,17.6818593920412
"B2",153,21.2213823211942
"B3",153,17.6333850954999
"C1",153,17.4403685864323
"C2",153,19.6664901105602
"C3",153,16.2282437178794
"D",153,65.9090088014546
"A",154,47.2112076081802
"B1",154,17.4907575844702
"B2",154,21.0369143821735
"B3",154,17.4460572864672
"C1",154,17.3353107420721
"C2",154,19.4852226272398
"C3",154,16.0516185537072
"D",154,65.6377726415846
"A",155,47.1714077271079
"B1",155,17.8715096075818
"B2",155,21.3837191471604
"B3",155,17.8199593955778
"C1",155,17.5596869149916
"C2",155,19.8322886876601
"C3",155,16.4207209751032
"D",155,66.0621492428597
"A",156,47.3229610282071
"B1",156,18.6042033796436
"B2",156,22.1443781887587
"B3",156,18.5284460566432
"C1",156,17.9054999029557
"C2",156,20.5312594914145
"C3",156,17.095648983909
"D",156,66.7786655163797
"A",157,47.0799476008979
"B1",157,17.714691880579
"B2",157,21.300517818339
"B3",157,17.6447041060671
"C1",157,17.3604304725185
"C2",157,19.6806561796424
"C3",157,16.2412540962357
"D",157,65.7643198897754
"A",158,47.1665392376576
"B1",158,18.1592958020449
"B2",158,21.682772175876
"B3",158,18.099288849913
"C1",158,17.6487729178583
"C2",158,20.1096465121158
"C3",158,16.699336676212
"D",158,66.2668855552226
"A",159,47.125866022082
"B1",159,17.1766419906009
"B2",159,20.6296370597062
"B3",159,17.1723294321691
"C1",159,17.2486712023875
"C2",159,19.1810711230035
"C3",159,15.779963231615
"D",159,65.5416755248546
"A",16,47.0832737186928
"B1",16,18.2940122040398
"B2",16,21.8577255425833
"B3",16,18.215660453425
"C1",16,17.61642048468
"C2",16,20.2363829161661
"C3",16,16.7864178407233
"D",16,66.1879966538239
"A",160,47.3429145422296
"B1",160,18.2904888512601
"B2",160,21.8162445748256
"B3",160,18.2385239266286
"C1",160,17.7931786753886
"C2",160,20.256189721447
"C3",160,16.7975421081167
"D",160,66.5304280556449
"A",161,47.2183853757532
"B1",161,18.0333119045501
"B2",161,21.4914788153682
"B3",161,18.0161481658276
"C1",161,17.6506967456501
"C2",161,19.9920051766122
"C3",161,16.581454480963
"D",161,66.3642253421466
"A",162,47.2280383971787
"B1",162,17.862173765465
"B2",162,21.4532185288452
"B3",162,17.8085331813565
"C1",162,17.5074796797761
"C2",162,19.8472397397653
"C3",162,16.4037331627735
"D",162,66.0074817738758
"A",163,47.3287666688854
"B1",163,17.840222840706
"B2",163,21.4143853137153
"B3",163,17.7954717062761
"C1",163,17.5333598101678
"C2",163,19.8185615379457
"C3",163,16.3694128697415
"D",163,66.0959135438967
"A",164,47.2883455773603
"B1",164,17.5642125093594
"B2",164,21.0901714329722
"B3",164,17.5301800273714
"C1",164,17.4320171963062
"C2",164,19.5549514945983
"C3",164,16.135633812311
"D",164,65.8401972080121
"A",165,47.1798502589238
"B1",165,17.2049312039392
"B2",165,20.6774932710519
"B3",165,17.1865889920222
"C1",165,17.272216871
"C2",165,19.2238749390324
"C3",165,15.8137331835039
"D",165,65.598124721019
"A",166,47.4385423945
"B1",166,17.8581164506687
"B2",166,21.4948004000705
"B3",166,17.791084976231
"C1",166,17.5135640638436
"C2",166,19.8545871786541
"C3",166,16.3595633125924
"D",166,66.1308900695463
"A",167,47.0948475231789
"B1",167,17.0173581265943
"B2",167,20.4969522181559
"B3",167,17.0013075419179
"C1",167,17.1164324019045
"C2",167,19.0211038002892
"C3",167,15.633091949543
"D",167,65.2188113895029
"A",168,47.2650700524032
"B1",168,17.4210194817432
"B2",168,20.8523058060732
"B3",168,17.4117402503346
"C1",168,17.3906789636534
"C2",168,19.4038070303618
"C3",168,16.0224170162379
"D",168,65.8364539459101
"A",169,47.1685715789384
"B1",169,17.7371408117275
"B2",169,21.2601463372116
"B3",169,17.7017296525369
"C1",169,17.4719509915671
"C2",169,19.7221952308155
"C3",169,16.302765391654
"D",169,65.9413257586255
"A",17,47.2993253248402
"B1",17,17.550444570741
"B2",17,21.1065598332555
"B3",17,17.5232996906721
"C1",17,17.3862815658449
"C2",17,19.5567545070226
"C3",17,16.1200884012902
"D",17,65.778700381561
"A",170,47.0307950409955
"B1",170,16.844752020986
"B2",170,20.3601862570571
"B3",170,16.8081143723765
"C1",170,16.9586139456476
"C2",170,18.8582467057377
"C3",170,15.4488686673742
"D",170,65.0278855385928
"A",171,47.1851601681161
"B1",171,17.8425519907864
"B2",171,21.3713015729769
"B3",171,17.7958344291585
"C1",171,17.5038978453839
"C2",171,19.7996006635886
"C3",171,16.3912275725126
"D",171,66.008952777556
"A",172,47.4269332317192
"B1",172,17.6722270847353
"B2",172,21.1859996373424
"B3",172,17.6459466983356
"C1",172,17.5380633249273
"C2",172,19.6701626303984
"C3",172,16.2343536073574
"D",172,66.1348651938013
"A",173,47.5350643900928
"B1",173,17.9450124443167
"B2",173,21.5080838265052
"B3",173,17.8870679270269
"C1",173,17.6182209741124
"C2",173,19.93992728527
"C3",173,16.4697022849861
"D",173,66.1971391631051
"A",174,47.2180395775936
"B1",174,17.6177629102021
"B2",174,21.2060362693134
"B3",174,17.5712394384052
"C1",174,17.3587759246361
"C2",174,19.620685814038
"C3",174,16.152021705543
"D",174,65.7773592482223
"A",175,47.2416408836382
"B1",175,17.7455569033089
"B2",175,21.2605038044258
"B3",175,17.7172853428985
"C1",175,17.4997161267002
"C2",175,19.7219181111877
"C3",175,16.3034023149712
"D",175,66.0537544226691
"A",176,47.2315399846868
"B1",176,17.9115828475085
"B2",176,21.4161368184688
"B3",176,17.8748378731451
"C1",176,17.6164139838662
"C2",176,19.8857901141564
"C3",176,16.4620125562848
"D",176,66.2391518312969
"A",177,47.2942603205271
"B1",177,17.7861814049011
"B2",177,21.3498518453679
"B3",177,17.729399114387
"C1",177,17.4784365137043
"C2",177,19.7733782578095
"C3",177,16.3141564895251
"D",177,65.9386820678918
"A",178,47.3247818389266
"B1",178,17.8234931344439
"B2",178,21.3280358430821
"B3",178,17.7971698687619
"C1",178,17.5928894044895
"C2",178,19.7924545961126
"C3",178,16.3762748548897
"D",178,66.1393731716989
"A",179,47.2685461403668
"B1",179,17.8387213838291
"B2",179,21.3589837756923
"B3",179,17.8057469462875
"C1",179,17.5659173962585
"C2",179,19.8170034736834
"C3",179,16.397351816256
"D",179,66.0965385857413
"A",18,47.4249181309594
"B1",18,17.8433600914158
"B2",18,21.3938071073893
"B3",18,17.7874786249597
"C1",18,17.5728047608827
"C2",18,19.8329655201448
"C3",18,16.3808495192278
"D",18,66.094487674287
"A",180,47.2569574777535
"B1",180,17.6804920664231
"B2",180,21.1744036307807
"B3",180,17.6399860721426
"C1",180,17.4416719397169
"C2",180,19.6612263892271
"C3",180,16.2393308345609
"D",180,65.9174085831476
"A",181,47.1579523827123
"B1",181,17.6266766080292
"B2",181,21.1466744280726
"B3",181,17.5931756556563
"C1",181,17.399398512928
"C2",181,19.612502728506
"C3",181,16.1833612515059
"D",181,65.7930944691561
"A",182,47.1854509008803
"B1",182,17.7714424464647
"B2",182,21.2565421588849
"B3",182,17.7349602589852
"C1",182,17.5289454565686
"C2",182,19.7343037231784
"C3",182,16.3349557412722
"D",182,66.0143702116681
"A",183,46.950100165471
"B1",183,17.1954224197256
"B2",183,20.7021754820161
"B3",183,17.1549765263852
"C1",183,17.1330551978478
"C2",183,19.1901914231902
"C3",183,15.787189164717
"D",183,65.3180706318038
"A",184,47.0406503246178
"B1",184,17.9312235109127
"B2",184,21.412271646433
"B3",184,17.8945146626065
"C1",184,17.5685672717575
"C2",184,19.8863674578641
"C3",184,16.4808456810773
"D",184,66.087858198861
"A",185,47.2946925148099
"B1",185,17.909090108608
"B2",185,21.4319691920675
"B3",185,17.8602105165552
"C1",185,17.5554009398048
"C2",185,19.8688965595962
"C3",185,16.4559757857287
"D",185,66.0811250275951
"A",186,47.27294649136
"B1",186,18.1808879021226
"B2",186,21.6699175507517
"B3",186,18.140189740782
"C1",186,17.7334619448632
"C2",186,20.1290104631351
"C3",186,16.7121408420736
"D",186,66.4158587215772
"A",187,47.2388927689871
"B1",187,17.3522683015522
"B2",187,20.8191804652607
"B3",187,17.3383984760031
"C1",187,17.3815985918546
"C2",187,19.3623605804597
"C3",187,15.9565859405694
"D",187,65.7944355956365
"A",188,47.3658671561416
"B1",188,18.2570312891119
"B2",188,21.8821963428352
"B3",188,18.1772194362844
"C1",188,17.6970452205573
"C2",188,20.2170471968025
"C3",188,16.7422615678692
"D",188,66.3508746534359
"A",189,47.1977484334743
"B1",189,17.6572030447843
"B2",189,21.1941845328893
"B3",189,17.6148439819826
"C1",189,17.4412601247018
"C2",189,19.6463563479657
"C3",189,16.2138665250392
"D",189,65.8890318885489
"A",19,47.2259932782275
"B1",19,17.4880996926958
"B2",19,20.9449755501225
"B3",19,17.4667570664339
"C1",19,17.4051244850636
"C2",19,19.4702398112597
"C3",19,16.0861003617231
"D",19,65.8194999536767
"A",190,47.1661739467273
"B1",190,18.3133596839333
"B2",190,21.77904514036
"B3",190,18.2673934270514
"C1",190,17.7736378506528
"C2",190,20.2368938107927
"C3",190,16.8378314967819
"D",190,66.5268871459705
"A",191,47.3587685255798
"B1",191,17.7849432314843
"B2",191,21.4100394085461
"B3",191,17.7189797784916
"C1",191,17.4885913153372
"C2",191,19.7653960526796
"C3",191,16.2979153619947
"D",191,66.0059266723195
"A",192,47.1856098383788
"B1",192,17.7075576459722
"B2",192,21.2449986201052
"B3",192,17.6692478021984
"C1",192,17.4380388981926
"C2",192,19.6922313896742
"C3",192,16.2514915458349
"D",192,65.8834740435375
"A",193,47.185742338179
"B1",193,17.3653432129658
"B2",193,20.9159770557814
"B3",193,17.3254989228639
"C1",193,17.2627267607453
"C2",193,19.356678474579
"C3",193,15.9347105824716
"D",193,65.5028143636837
"A",194,47.1736975583083
"B1",194,17.6022864303546
"B2",194,21.1133899148858
"B3",194,17.5678555466632
"C1",194,17.4103207516732
"C2",194,19.576876153981
"C3",194,16.15905966001
"D",194,65.7909007209522
"A",195,47.0729485324708
"B1",195,17.5131059165703
"B2",195,20.9987082195415
"B3",195,17.4856065242798
"C1",195,17.3426467774703
"C2",195,19.5088276179008
"C3",195,16.0881720797367
"D",195,65.6751225289629
"A",196,47.390570824978
"B1",196,17.7659419973299
"B2",196,21.3144795840145
"B3",196,17.7123269026798
"C1",196,17.4885609147721
"C2",196,19.7501801685601
"C3",196,16.3080512641555
"D",196,65.9760045952351
"A",197,47.457435375306
"B1",197,18.172637591151
"B2",197,21.772184163868
"B3",197,18.1013203882839
"C1",197,17.6638639677869
"C2",197,20.1295837265002
"C3",197,16.6629294342545
"D",197,66.2962648679218
"A",198,46.950746635877
"B1",198,17.2081882860115
"B2",198,20.7562912906316
"B3",198,17.1561019747132
"C1",198,17.1108386788315
"C2",198,19.2073177649698
"C3",198,15.7679796611376
"D",198,65.269833041816
"A",199,47.4308950937305
"B1",199,17.7300137293035
"B2",199,21.2344177694573
"B3",199,17.6989436214829
"C1",199,17.5353688487631
"C2",199,19.6959592106508
"C3",199,16.286479623695
"D",199,66.0631157008951
"A",2,47.2660558159425
"B1",2,17.7392219827755
"B2",2,21.2726325488977
"B3",2,17.6927687582007
"C1",2,17.477545509393
"C2",2,19.7040549904121
"C3",2,16.2863799850301
"D",2,65.9475766103637
"A",20,47.3384259840118
"B1",20,17.6050874655782
"B2",20,21.1746243059057
"B3",20,17.5589450891826
"C1",20,17.3892351651411
"C2",20,19.5918709057636
"C3",20,16.1580740129549
"D",20,65.8490238689574
"A",200,47.2355183259761
"B1",200,18.4644057453234
"B2",200,21.9278317171875
"B3",200,18.4169914513175
"C1",200,17.8827228353903
"C2",200,20.3808031734394
"C3",200,16.990145175117
"D",200,66.704056806563
"A",201,47.0693985170982
"B1",201,17.3695618854583
"B2",201,20.8805314009134
"B3",201,17.3317127231571
"C1",201,17.2197093898783
"C2",201,19.3427597204438
"C3",201,15.928173224955
"D",201,65.4843957390083
"A",202,47.3835711882413
"B1",202,18.4634695031045
"B2",202,21.9873065844399
"B3",202,18.4029196186115
"C1",202,17.8689667262653
"C2",202,20.4038814556676
"C3",202,16.9695366505599
