"Simulation","Pathway","NPV"
"341","D",2126446940.47173
"342","A",437238982472.218
"342","B1",4627685364.2461
"342","B2",10290981546.0958
"342","B3",3977247910.37615
"342","C1",5171176208.93877
"342","C2",5963712270.41944
"342","C3",2762437597.30744
"342","D",2115062114.65545
"343","A",450438507310.252
"343","B1",5384987513.48537
"343","B2",11953504927.7254
"343","B3",4516467041.12935
"343","C1",5529210825.92626
"343","C2",6767617752.2064
"343","C3",3237787575.00838
"343","D",2308341460.85727
"344","A",440786666424.503
"344","B1",4844589766.35274
"344","B2",11086216444.4918
"344","B3",4102903930.30476
"344","C1",5244546565.97098
"344","C2",6159861095.16122
"344","C3",2900924405.73301
"344","D",2181208836.31679
"345","A",449271482821.33
"345","B1",4705429008.30041
"345","B2",10444051729.555
"345","B3",3988802564.23784
"345","C1",5396506085.55126
"345","C2",6042979020.34294
"345","C3",2775819361.99774
"345","D",2285619724.40331
"346","A",440803963823.919
"346","B1",5091627631.76556
"346","B2",11184832172.6029
"346","B3",4304271974.93881
"346","C1",5317595635.68962
"346","C2",6458785758.08227
"346","C3",3064422538.37758
"346","D",2259943412.04733
"347","A",454983126569.578
"347","B1",5334057693.27548
"347","B2",11606853835.6011
"347","B3",4520924798.9498
"347","C1",5615341110.37604
"347","C2",6693557262.8462
"347","C3",3221410359.50465
"347","D",2484809947.14815
"348","A",443271505258.111
"348","B1",5269279480.70187
"348","B2",11514676460.2201
"348","B3",4522154964.75808
"348","C1",5421335409.71078
"348","C2",6681909316.66977
"348","C3",3225271598.73125
"348","D",2258956712.08139
"349","A",455419870298.836
"349","B1",5123232592.35209
"349","B2",11268127213.3635
"349","B3",4374673488.59722
"349","C1",5636867760.38693
"349","C2",6551875293.36962
"349","C3",3077746429.44153
"349","D",2407974923.6586
"35","A",422292802624.722
"35","B1",4534375171.71407
"35","B2",10050782144.4501
"35","B3",3802647120.75402
"35","C1",4833317930.02345
"35","C2",5702293619.52571
"35","C3",2656900041.08017
"35","D",1893356097.16031
"350","A",442457514984.43
"350","B1",4912234314.57197
"350","B2",10721545739.2058
"350","B3",4194747794.38165
"350","C1",5350515644.12031
"350","C2",6240279390.0148
"350","C3",2969514121.40807
"350","D",2328415150.17661
"351","A",452810827023.12
"351","B1",5128476822.57975
"351","B2",11394709341.7298
"351","B3",4332054765.02095
"351","C1",5553152473.46665
"351","C2",6555397262.68618
"351","C3",3007258215.48201
"351","D",2337013988.04231
"352","A",437214603194.743
"352","B1",4880772601.9662
"352","B2",10969020664.4633
"352","B3",4185343023.36585
"352","C1",5048615709.79764
"352","C2",6245636779.22314
"352","C3",2902384425.68175
"352","D",2023246812.73502
"353","A",447875681305.267
"353","B1",5201500729.8156
"353","B2",11568411573.9352
"353","B3",4425316100.34598
"353","C1",5444251232.63658
"353","C2",6581691611.49745
"353","C3",3151043336.32044
"353","D",2337263171.39267
"354","A",443335382668.712
"354","B1",4992706486.96729
"354","B2",11454937208.6723
"354","B3",4233307627.33096
"354","C1",5396364165.77713
"354","C2",6383846273.46108
"354","C3",3052960297.91864
"354","D",2254683747.2144
"355","A",438941118869.094
"355","B1",5105331613.34517
"355","B2",11124979181.1121
"355","B3",4278963571.02531
"355","C1",5230370978.36247
"355","C2",6373328070.03215
"355","C3",3060341312.7081
"355","D",2135989647.62547
"356","A",449062349806.492
"356","B1",5223148835.94422
"356","B2",11416486639.7933
"356","B3",4429776158.57907
"356","C1",5434279276.31488
"356","C2",6594307826.04782
"356","C3",3158264366.62701
"356","D",2279530166.54448
"357","A",449596787088.861
"357","B1",4827462389.76289
"357","B2",11086563880.3051
"357","B3",4156936165.72318
"357","C1",5359222650.94177
"357","C2",6249699786.57721
"357","C3",2934051374.81083
"357","D",2275848347.82026
"358","A",447646357369.053
"358","B1",5079213737.05425
"358","B2",11238115985.6407
"358","B3",4367820605.93817
"358","C1",5472015968.21525
"358","C2",6533588772.10161
"358","C3",3048906022.23032
"358","D",2286077494.61561
"359","A",448443014280.023
"359","B1",5049447491.74768
"359","B2",11345586778.2637
"359","B3",4251310362.88538
"359","C1",5391338760.13588
"359","C2",6460699115.79029
"359","C3",3017211873.02091
"359","D",2290141596.15976
"36","A",448900313217.637
"36","B1",4949490638.14987
"36","B2",10969148913.1749
"36","B3",4140748988.64676
"36","C1",5478375382.54551
"36","C2",6277943749.51036
"36","C3",2962543839.78557
"36","D",2319738658.70471
"360","A",442873730940.284
"360","B1",5064694762.29564
"360","B2",11158555256.1849
"360","B3",4307428545.26299
"360","C1",5180618530.95426
"360","C2",6405086818.12022
"360","C3",3041989471.03682
"360","D",2176105734.31475
"361","A",451212081430.999
"361","B1",5303988159.19013
"361","B2",11721057223.0298
"361","B3",4494072969.19855
"361","C1",5528342272.32064
"361","C2",6745856853.458
"361","C3",3186247067.16774
"361","D",2305803248.07692
"362","A",450951265697.566
"362","B1",4740900764.21601
"362","B2",10736522162.9673
"362","B3",4070003159.94085
"362","C1",5430253191.32552
"362","C2",6138489543.23649
"362","C3",2823440178.6953
"362","D",2342366691.11012
"363","A",449626297449.822
"363","B1",5225608578.6721
"363","B2",11481415212.3803
"363","B3",4396546581.44282
"363","C1",5484884586.39656
"363","C2",6608006018.67877
"363","C3",3129431677.86359
"363","D",2307436779.75414
"364","A",444414617315.423
"364","B1",5521491748.14048
"364","B2",12341588518.1969
"364","B3",4590473608.498
"364","C1",5318693872.84161
"364","C2",6976923208.87558
"364","C3",3262336509.28141
"364","D",2205750780.04553
"365","A",432684432718.625
"365","B1",4540037891.34005
"365","B2",9919137899.78164
"365","B3",3865250596.86993
"365","C1",5056177811.18146
"365","C2",5689178320.13084
"365","C3",2773279957.8074
"365","D",2038028751.89476
"366","A",442603804291.928
"366","B1",4752823180.65575
"366","B2",10340775593.013
"366","B3",4031883165.99536
"366","C1",5281495293.07679
"366","C2",6018631447.7404
"366","C3",2832571979.53716
"366","D",2140752979.79399
"367","A",432663822015.788
"367","B1",4780327132.6202
"367","B2",10451499074.7569
"367","B3",4072609579.24309
"367","C1",5003069093.37624
"367","C2",6066934122.02596
"367","C3",2894725588.6402
"367","D",2065190280.66905
"368","A",435321535506.057
"368","B1",4825577331.01319
"368","B2",10689259652.2777
"368","B3",4142926400.42401
"368","C1",5172419494.05384
"368","C2",6138591189.7224
"368","C3",2890031303.45664
"368","D",2084132967.21108
"369","A",451046513047.536
"369","B1",5149363295.25144
"369","B2",11447138612.6036
"369","B3",4356136516.42
"369","C1",5570193471.02294
"369","C2",6581842381.06067
"369","C3",3067361371.31378
"369","D",2338715298.16108
"37","A",430582244586.827
"37","B1",4744681597.07287
"37","B2",10647675976.205
"37","B3",4017599946.72123
"37","C1",4922065302.19453
"37","C2",5986297902.45306
"37","C3",2860032055.5163
"37","D",2009444445.53723
"370","A",436038082791.019
"370","B1",4707118464.90658
"370","B2",10497872018.3155
"370","B3",3975285439.51416
"370","C1",5119255745.83126
"370","C2",6020959829.21077
"370","C3",2768419336.72372
"370","D",2038286228.72237
"371","A",453127671660.029
"371","B1",5262769121.18216
"371","B2",11533924563.4318
"371","B3",4478054666.03938
"371","C1",5652000192.80074
"371","C2",6718090964.77802
"371","C3",3188860411.81429
"371","D",2363122337.50461
"372","A",425179585866.028
"372","B1",4806935746.03425
"372","B2",10723509615.5355
"372","B3",4009001414.45201
"372","C1",4876086599.62518
"372","C2",6059300154.08338
"372","C3",2821431050.61355
"372","D",1898511691.21906
"373","A",441104051780.803
"373","B1",5043456562.5049
"373","B2",11499973744.4203
"373","B3",4245669559.51599
"373","C1",5166134959.05304
"373","C2",6425837806.17813
"373","C3",2956395346.64048
"373","D",2069499368.28424
"374","A",441133391970.152
"374","B1",5182649741.1771
"374","B2",11522477682.5991
"374","B3",4366426418.54181
"374","C1",5273922994.4853
"374","C2",6539448739.35119
"374","C3",3101884993.61684
"374","D",2145604472.12979
"375","A",446828466208.876
"375","B1",4848796019.60577
"375","B2",10599726377.6647
"375","B3",4143924698.59578
"375","C1",5407686535.00617
"375","C2",6191972742.79074
"375","C3",2918348146.62408
"375","D",2239209142.43257
"376","A",442108246485.572
"376","B1",5118339330.72976
"376","B2",11112837824.0176
"376","B3",4325897078.23619
"376","C1",5337541296.6856
"376","C2",6442480839.47793
"376","C3",3114676583.98256
"376","D",2194307347.97478
"377","A",444010010892.674
"377","B1",5002565297.3652
"377","B2",11515842790.3236
"377","B3",4188689346.89209
"377","C1",5262206290.17573
"377","C2",6462493516.62863
"377","C3",2916360105.60558
"377","D",2122183128.66745
"378","A",448633456476.023
"378","B1",5145316640.73697
"378","B2",11217790709.2124
"378","B3",4327053619.39126
"378","C1",5356332807.09756
"378","C2",6518360050.84729
"378","C3",3058570643.76799
"378","D",2212779160.6206
"379","A",444603575027.093
"379","B1",4969114878.47264
"379","B2",11102666161.0738
"379","B3",4257639449.3117
"379","C1",5350089456.45922
"379","C2",6363715664.00504
"379","C3",2995090202.15512
"379","D",2242087656.9546
"38","A",444328944724.33
"38","B1",4889362751.35118
"38","B2",10575777919.9358
"38","B3",4196647320.28075
"38","C1",5377398607.81445
"38","C2",6247258383.74289
"38","C3",3000239802.94321
"38","D",2299084250.60331
"380","A",452087090608.808
"380","B1",5039575451.65801
"380","B2",11291329183.5313
"380","B3",4246989939.64887
"380","C1",5526258376.55546
"380","C2",6406869677.97415
"380","C3",3042651689.29566
"380","D",2310517065.11916
"381","A",444373868366.793
"381","B1",5179555882.90994
"381","B2",11293325680.5315
"381","B3",4452029665.09441
"381","C1",5325990075.00353
"381","C2",6537193854.73264
"381","C3",3172452421.36539
"381","D",2200145056.8676
"382","A",440679720333.161
"382","B1",4693269034.09724
"382","B2",10316889782.2369
"382","B3",4002311728.24901
"382","C1",5329337158.94009
"382","C2",5966158525.30813
"382","C3",2831949724.78358
"382","D",2217014790.83948
"383","A",442126693735.124
"383","B1",4949736615.20062
"383","B2",11051670433.8218
"383","B3",4154010066.06361
"383","C1",5342980818.46111
"383","C2",6288327048.02609
"383","C3",2939776552.00889
"383","D",2193391714.73291
"384","A",437449040518.06
"384","B1",4705055770.54174
"384","B2",10570144602.7217
"384","B3",3970829136.91328
"384","C1",5178366698.40728
"384","C2",6060550819.64433
"384","C3",2800751241.83677
"384","D",2112813793.92284
"385","A",437374619619.372
"385","B1",4681679773.54663
"385","B2",10678090231.6879
"385","B3",3966841524.03298
"385","C1",5087073510.51977
"385","C2",5997467385.70468
"385","C3",2746944819.93856
"385","D",2038275314.20398
"386","A",449555259704.717
