Facility_Unit.ID,Facility_ID,Unit_ID.x,Primary_Fuel_Type,Facility_Name,PM_lbs_mmBTU,mean_NOx_lbs_MW,mean_SO2_lbs_MW,mean_HI_mmBtu_per_MW,mean_NOx_lbs_MW_estimate,mean_SO2_lbs_MW_estimate,mean_HI_mmBtu_per_MW_estimate,Stack_Height_ft,Year,Pathway,Simulation,total_generation_GWh,total_CO2_tons,total_NOx_lbs,total_SO2_lbs,total_HI_mmBtu,State,Fuel_type_1,Fuel_type_2,Ramp_hr,Fossil.NPC_MW,STATEFP,COUNTYFP,COUNTYNS,GEOIDFQ,GEOID,County,NAMELSAD,STUSPS,STATE_NAME,LSAD,ALAND,AWATER,geometry,County_State,NH3,PM2.5,NOx,SO2,VOC,PM10,SO2_ratio,CO
55026_1,55026,1,Pipeline Natural Gas,Dighton,0.01086,0.10274956870837,0.0046255564619282,5.71616640458995,,,,120,2025,A,1,1279.64509,558097.985281982,125284.8798552,5635.02118184608,9113571.37540776,MA,Pipeline Natural Gas,"",12,200,25,5,606929,0500000US25005,25005,Bristol,Bristol County,MA,Massachusetts,06,1432555935,357450957,-71.1239|41.8312,"Bristol, MA",15286.4527359604,9057.24307798795,93.210077658295,2980.73929192378,1021.34446795791,1346.58814319111,0.56355455568054,1354.57075038831
55041_1,55041,1,Pipeline Natural Gas,Berkshire Power,0.01086,0.106522675724444,0.00432470321680785,4.84666968816145,,,,120,2025,A,1,1769.82068,752528.136049382,187510.850785167,7612.27755857524,11841155.7594476,MA,Pipeline Natural Gas,"",12,289,25,13,606933,0500000US25013,25013,Hampden,Hampden County,MA,Massachusetts,06,1598035447,44416565,-72.6478|42.0476,"Hampden, MA",12950.251215078,6613.94912745562,77.3445325249682,2306.45362375739,765.512552683019,1070.92429649956,0.436070491188601,1048.69580257694
55042_BE1,55042,BE1,Pipeline Natural Gas,Bridgeport Energy,0.01086,0.130279468990328,0.0044158387045684,4.5451496856166,,,,120,2025,A,1,1774.86094,776149.604553902,231200.414027241,7836.56646352074,13205877.8862997,CT,Pipeline Natural Gas,"",12,350,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1844|41.1692,"Fairfield, CT",30174.2836504459,15996.4358806768,255.831915274895,4616.8736337981,1786.85702064093,2298.52085119072,0.87289088863892,2096.76731493062
55042_BE2,55042,BE2,Pipeline Natural Gas,Bridgeport Energy,0.01086,0.126452687627038,0.00431469081792378,4.57081865714997,,,,120,2025,A,1,1916.8202,819054.360697792,242364.815062227,8269.72716343447,13519402.0421118,CT,Pipeline Natural Gas,"",12,350,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1844|41.1692,"Fairfield, CT",30174.2836504459,15996.4358806768,255.831915274895,4616.8736337981,1786.85702064093,2298.52085119072,0.87289088863892,2096.76731493062
55048_1,55048,1,Pipeline Natural Gas,"Tiverton Power, LLC",0.01086,0.0776372953659666,0.0042141920506606,5.82266882279321,,,,120,2025,A,1,2110.28346,880225.716611385,163730.995098649,8887.36776971722,13524658.699543,RI,Pipeline Natural Gas,"",12,272.5,44,5,1219779,0500000US44005,44005,Newport,Newport County,RI,Rhode Island,06,265293779,547001789,-71.17|41.6417,"Newport, RI",10869.8816094705,6578.25165090563,97.1764639416268,2231.09228437408,763.529359541353,981.680605124597,0.421822272215973,1014.50977899802
55068_1,55068,1,Pipeline Natural Gas,Maine Independence Station,0.01086,0.198975609470099,0.00702507591076798,3.34050948485304,,,,120,2025,A,1,112.01182,76885.5177182411,22055.133432232,776.291058801346,2257549.52326153,ME,Pipeline Natural Gas,"",12,371.2,23,19,581295,0500000US23019,23019,Penobscot,Penobscot County,ME,Maine,06,8798671486,414011334,-68.7106|44.8236,"Penobscot, ME",178.487382749927,412.504173466497,29.7478971249878,374.823503774846,57.5126011083097,71.3949530999707,0.0708661417322835,172.454040317289
55068_2,55068,2,Pipeline Natural Gas,Maine Independence Station,0.01086,0.209194638759059,0.00702832289045814,3.32826874511872,,,,120,2025,A,1,89.1255,60550.2877501746,18297.1761755291,611.355894965464,1770814.3746479,ME,Pipeline Natural Gas,"",12,371.2,23,19,581295,0500000US23019,23019,Penobscot,Penobscot County,ME,Maine,06,8798671486,414011334,-68.7106|44.8236,"Penobscot, ME",178.487382749927,412.504173466497,29.7478971249878,374.823503774846,57.5126011083097,71.3949530999707,0.0708661417322835,172.454040317289
55079_1,55079,1,Pipeline Natural Gas,Millennium Power,0.01086,0.140332930840131,0.00644244304243183,5.87109948258808,,,,120,2025,A,1,1336.29721,850043.616661028,186954.517594494,8582.48156115837,16556775.7549535,MA,Pipeline Natural Gas,Diesel Oil,12,360,25,27,606940,0500000US25027,25027,Worcester,Worcester County,MA,Massachusetts,06,3912636723,177350055,-72.0152|42.1127,"Worcester, MA",25775.5612622311,12803.4949225947,45.6134422583146,4620.84002008144,1455.66376598274,2135.89901357412,0.873640794900637,2098.56657932952
55100_1,55100,1,Pipeline Natural Gas,Rumford Power,0.01086,0.16002248817406,0.0043765845426975,4.70226273380671,,,,120,2025,A,1,1293.27773,528512.861671737,195792.520492715,5336.25884340526,8893654.09232711,ME,Pipeline Natural Gas,"",12,272.9,23,17,581294,0500000US23017,23017,Oxford,Oxford County,ME,Maine,06,5379296162,255883190,-70.5219|44.5303,"Oxford, ME",618.756260199746,1336.67217748278,77.3445325249682,967.798253132936,164.605030758266,210.21847301658,0.182977127859018,441.444067951411
55107_RISEP1,55107,RISEP1,Pipeline Natural Gas,Rhode Island State Energy Center,0.01086,0.046178637563448,0.00405522201861036,4.20926709206178,,,,185,2025,A,1,2113.63159,848531.347569184,97559.7299595261,8567.28848024874,14322087.551729,RI,Pipeline Natural Gas,"",12,400,44,7,1219781,0500000US44007,44007,Providence,Providence County,RI,Rhode Island,06,1060557969,67864689,-71.5186|41.8017,"Providence, RI",17091.1584948763,9824.73882381263,113.042009074954,3143.36112954038,1118.52093189954,1642.08392129933,0.594300712410949,1428.34059074282
55107_RISEP2,55107,RISEP2,Pipeline Natural Gas,Rhode Island State Energy Center,0.01086,0.0454323517893002,0.0040814899789142,4.1843749379984,,,,185,2025,A,1,2039.61431,824186.760689295,92629.265521255,8321.49545955248,15724870.983362,RI,Pipeline Natural Gas,"",12,400,44,7,1219781,0500000US44007,44007,Providence,Providence County,RI,Rhode Island,06,1060557969,67864689,-71.5186|41.8017,"Providence, RI",17091.1584948763,9824.73882381263,113.042009074954,3143.36112954038,1118.52093189954,1642.08392129933,0.594300712410949,1428.34059074282
55126_CT01,55126,CT01,Pipeline Natural Gas,Milford Power Company LLC,0.01086,0.0537507457645427,0.00425114940731718,5.85113735966145,,,,120,2025,A,1,2170.47027,913773.909265626,116652.221818087,9226.02354667886,14658087.9759955,CT,Pipeline Natural Gas,Diesel Oil,12,289,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-73.1|41.2239,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
55126_CT02,55126,CT02,Pipeline Natural Gas,Milford Power Company LLC,0.01086,0.0504264680152458,0.00420407720590185,5.70037350691561,,,,120,2025,A,1,2120.64918,882908.570558087,106925.136167323,8914.39139071432,14253464.4323165,CT,Pipeline Natural Gas,Diesel Oil,12,289,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-73.1|41.2239,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
55149_LRG1,55149,LRG1,Pipeline Natural Gas,Lake Road Generating Company,0.01086,0.0799124205872084,0.00672815656270523,5.76363212167193,,,,120,2025,A,1,864.54881,576033.574323067,69080.9399010345,5816.20812594612,12551330.0514525,CT,Pipeline Natural Gas,Diesel Oil,12,280,9,150,2830250,0500000US09150,9015,Windham,Northeastern Connecticut Planning Region,CT,Connecticut,PL,1434581261,23987846,-71.8947|41.8736,"Windham, CT",9773.17580212932,6689.31046683892,148.739485624939,2901.41156625714,767.495745824685,1068.94110335789,0.548556430446194,1318.58546241051
55149_LRG2,55149,LRG2,Pipeline Natural Gas,Lake Road Generating Company,0.01086,0.0762183801784885,0.00667598916760231,5.83744878097361,,,,120,2025,A,1,943.49737,623756.730832618,71904.1581693027,6298.10456403692,12569342.7048849,CT,Pipeline Natural Gas,Diesel Oil,12,280,9,150,2830250,0500000US09150,9015,Windham,Northeastern Connecticut Planning Region,CT,Connecticut,PL,1434581261,23987846,-71.8947|41.8736,"Windham, CT",9773.17580212932,6689.31046683892,148.739485624939,2901.41156625714,767.495745824685,1068.94110335789,0.548556430446194,1318.58546241051
