Facility_Unit.ID,Facility_ID,Unit_ID.x,Primary_Fuel_Type,Facility_Name,PM_lbs_mmBTU,mean_NOx_lbs_MW,mean_SO2_lbs_MW,mean_HI_mmBtu_per_MW,mean_NOx_lbs_MW_estimate,mean_SO2_lbs_MW_estimate,mean_HI_mmBtu_per_MW_estimate,Stack_Height_ft,Year,Pathway,Simulation,total_generation_GWh,total_CO2_tons,total_NOx_lbs,total_SO2_lbs,total_HI_mmBtu,State,Fuel_type_1,Fuel_type_2,Ramp_hr,Fossil.NPC_MW,STATEFP,COUNTYFP,COUNTYNS,GEOIDFQ,GEOID,County,NAMELSAD,STUSPS,STATE_NAME,LSAD,ALAND,AWATER,geometry,County_State,NH3,PM2.5,NOx,SO2,VOC,PM10,SO2_ratio,CO
55149_LRG3,55149,LRG3,Pipeline Natural Gas,Lake Road Generating Company,0.01086,0.0692693018376058,0.00663845839800555,5.74697480647036,,,,120,2025,A,1,898.25817,590509.735180653,62214.9678877908,5962.40140643801,12172892.817671,CT,Pipeline Natural Gas,Diesel Oil,12,280,9,150,2830250,0500000US09150,9015,Windham,Northeastern Connecticut Planning Region,CT,Connecticut,PL,1434581261,23987846,-71.8947|41.8736,"Windham, CT",9773.17580212932,6689.31046683892,148.739485624939,2901.41156625714,767.495745824685,1068.94110335789,0.548556430446194,1318.58546241051
55170_0001,55170,0001,Pipeline Natural Gas,Granite Ridge Energy,0.01086,0.0951198119318001,0.006466382227098,3.89653474465966,,,,120,2025,A,1,316.03048,202361.943023895,30054.6829974025,2043.15934385655,5724250.24108876,NH,Pipeline Natural Gas,"",12,530,33,11,873179,0500000US33011,33011,Hillsborough,Hillsborough County,NH,New Hampshire,06,2270221473,41290396,-71.4251|42.9043,"Hillsborough, NH",5991.22648097254,6828.13398675553,77.3445325249682,3058.08382444874,795.260449808007,1189.91588499951,0.578177727784027,1389.65640616668
55170_0002,55170,0002,Pipeline Natural Gas,Granite Ridge Energy,0.01086,0.0954381873241828,0.00643347607934406,3.90875996484579,,,,120,2025,A,1,362.85098,231173.211293721,34624.712318904,2334.04650615033,6431138.37934701,NH,Pipeline Natural Gas,"",12,530,33,11,873179,0500000US33011,33011,Hillsborough,Hillsborough County,NH,New Hampshire,06,2270221473,41290396,-71.4251|42.9043,"Hillsborough, NH",5991.22648097254,6828.13398675553,77.3445325249682,3058.08382444874,795.260449808007,1189.91588499951,0.578177727784027,1389.65640616668
55211_1,55211,1,Pipeline Natural Gas,Bellingham Power Generation LLC,0.01086,0.099102426565318,0.00670280559501631,4.92545483492045,,,,120,2025,A,1,563.28896,373941.791758022,55822.7462839008,3775.57811825444,9220368.01843672,MA,Pipeline Natural Gas,"",12,289,25,21,606937,0500000US25021,25021,Norfolk,Norfolk County,MA,Massachusetts,06,1025902103,124954020,-71.4529|42.1113,"Norfolk, MA",27076.5359631639,13582.8898272694,97.1764639416268,3639.15941495684,1503.26040138272,2084.33599189081,0.688038995125609,1653.24864060413
55211_2,55211,2,Pipeline Natural Gas,Bellingham Power Generation LLC,0.01086,0.100010699133438,0.00657646848706688,4.89564713041595,,,,120,2025,A,1,636.24043,414385.872696113,63626.8082330569,4183.94230111975,9385227.16319452,MA,Pipeline Natural Gas,"",12,289,25,21,606937,0500000US25021,25021,Norfolk,Norfolk County,MA,Massachusetts,06,1025902103,124954020,-71.4529|42.1113,"Norfolk, MA",27076.5359631639,13582.8898272694,97.1764639416268,3639.15941495684,1503.26040138272,2084.33599189081,0.688038995125609,1653.24864060413
55212_1,55212,1,Pipeline Natural Gas,Blackstone Power Generation LLC,0.01086,0.0966242307385857,0.00647354311954547,4.77574104763076,,,,120,2025,A,1,443.57263,284238.992119508,42836.8717690051,2869.89345967342,7333412.44795911,MA,Pipeline Natural Gas,"",12,289,25,27,606940,0500000US25027,25027,Worcester,Worcester County,MA,Massachusetts,06,3912636723,177350055,-71.5172|42.0575,"Worcester, MA",25775.5612622311,12803.4949225947,45.6134422583146,4620.84002008144,1455.66376598274,2135.89901357412,0.873640794900637,2098.56657932952
55212_2,55212,2,Pipeline Natural Gas,Blackstone Power Generation LLC,0.01086,0.0926898935203814,0.0065328506202158,4.89456011416523,,,,120,2025,A,1,529.24501,342390.310090386,49049.6563053675,3457.04459446385,8201692.24097761,MA,Pipeline Natural Gas,"",12,289,25,27,606940,0500000US25027,25027,Worcester,Worcester County,MA,Massachusetts,06,3912636723,177350055,-71.5172|42.0575,"Worcester, MA",25775.5612622311,12803.4949225947,45.6134422583146,4620.84002008144,1455.66376598274,2135.89901357412,0.873640794900637,2098.56657932952
55294_1,55294,1,Pipeline Natural Gas,Westbrook Energy Center,0.01086,0.0975247908904647,0.00384732804085183,3.77601010221975,,,,120,2025,A,1,1901.20045,716629.716870807,183421.589121934,7235.56378483646,13941830.3702629,ME,Pipeline Natural Gas,"",12,379.7,23,5,581288,0500000US23005,23005,Cumberland,Cumberland County,ME,Maine,06,2165743897,987468030,-70.3772|43.6576,"Cumberland, ME",1096.70580734122,2784.40317089886,101.142850224958,1447.73099341607,329.210061516531,444.235263733151,0.273715785526809,659.155060217156
55294_2,55294,2,Pipeline Natural Gas,Westbrook Energy Center,0.01086,0.0952449192193872,0.00384168066172343,3.7639392462458,,,,120,2025,A,1,1916.78732,714245.835825297,178808.324299883,7211.51078015346,11338671.4406157,ME,Pipeline Natural Gas,"",12,379.7,23,5,581288,0500000US23005,23005,Cumberland,Cumberland County,ME,Maine,06,2165743897,987468030,-70.3772|43.6576,"Cumberland, ME",1096.70580734122,2784.40317089886,101.142850224958,1447.73099341607,329.210061516531,444.235263733151,0.273715785526809,659.155060217156
55517_CT01,55517,CT01,Pipeline Natural Gas,"Wallingford Energy, LLC",0.01708,0.0846001718347262,0.0049251589099281,5.81527370263986,,,,120,2025,A,1,127.43521,57826.7214063563,10478.8815357838,606.022316714823,1632641.02825383,CT,Pipeline Natural Gas,"",1,50,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-72.8358|41.4486,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
55517_CT02,55517,CT02,Pipeline Natural Gas,"Wallingford Energy, LLC",0.01708,0.0888851921916474,0.00493319660448466,5.86061282795698,,,,120,2025,A,1,122.50051,56629.1779238571,10559.43852319,582.499126562593,1593614.27101004,CT,Pipeline Natural Gas,"",1,50,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-72.8358|41.4486,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
55517_CT03,55517,CT03,Pipeline Natural Gas,"Wallingford Energy, LLC",0.01708,0.0877952990716528,0.0051943272667331,5.86209725810704,,,,120,2025,A,1,118.39167,56745.4057826256,10100.940448734,595.456702498228,1607453.35768248,CT,Pipeline Natural Gas,"",1,50,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-72.8358|41.4486,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
55517_CT04,55517,CT04,Pipeline Natural Gas,"Wallingford Energy, LLC",0.01708,0.080067780519505,0.00508305298649438,5.98121654454622,,,,120,2025,A,1,122.81767,57087.0052559784,9541.91727606641,601.327063194266,1585055.7672107,CT,Pipeline Natural Gas,"",1,50,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-72.8358|41.4486,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
55517_CT05,55517,CT05,Pipeline Natural Gas,"Wallingford Energy, LLC",0.01708,0.0821889045537378,0.00488463007853837,5.86282389157074,,,,120,2025,A,1,133.28689,61439.0082559387,10664.6163608152,630.731144137527,1714348.80583419,CT,Pipeline Natural Gas,"",1,50,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-72.8358|41.4486,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
55517_CT06,55517,CT06,Pipeline Natural Gas,"Wallingford Energy, LLC",0.01708,0.0957231618940912,0.00519332342188993,5.9731931940599,,,,120,2025,A,1,86.52053,41224.3791723288,8064.69049656626,423.142163887681,1043706.24713161,CT,Pipeline Natural Gas,"",1,50,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-72.8358|41.4486,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
55517_CT07,55517,CT07,Pipeline Natural Gas,"Wallingford Energy, LLC",0.01708,0.095244165551804,0.00504412732793952,5.82665841238634,,,,120,2025,A,1,86.3636,40496.0351025449,7958.19262865347,409.704212291593,1063755.37524779,CT,Pipeline Natural Gas,"",1,50,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-72.8358|41.4486,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
55661_1,55661,1,Pipeline Natural Gas,Newington Energy,0.01086,0.0954793076299623,0.00737485309165827,3.61690021143601,,,,150,2025,A,1,1236.15621,509296.541028011,109244.005302376,8417.22391955002,11213109.8947188,NH,Pipeline Natural Gas,Other Oil,12,419.9,33,15,873181,0500000US33015,33015,Rockingham,Rockingham County,NH,New Hampshire,06,1801152748,258528921,-70.8044|43.1047,"Rockingham, NH",9808.8732786793,7674.95745824685,69.4117599583048,2812.16787488218,872.604982332975,1209.74781641617,0.531683539557555,1278.10201343547
55661_2,55661,2,Pipeline Natural Gas,Newington Energy,0.01086,0.0988050879960776,0.00703085299455535,3.4785549190011,,,,150,2025,A,1,1119.50393,467845.870645015,104164.987777197,7398.94939097317,10261981.4663454,NH,Pipeline Natural Gas,Other Oil,12,419.9,33,15,873181,0500000US33015,33015,Rockingham,Rockingham County,NH,New Hampshire,06,1801152748,258528921,-70.8044|43.1047,"Rockingham, NH",9808.8732786793,7674.95745824685,69.4117599583048,2812.16787488218,872.604982332975,1209.74781641617,0.531683539557555,1278.10201343547
56047_1,56047,1,Pipeline Natural Gas,CPV Towantic Energy Center,0.01086,0.0385471115421012,0.00391840309429873,4.09788770834317,,,,150,2025,A,1,3044.5599,1169403.44904599,117344.834274755,11928.3738560774,20056625.0659605,CT,Pipeline Natural Gas,Diesel Oil,12,565.5,9,140,2830249,0500000US09140,9009,New Haven,Naugatuck Valley Planning Region,CT,Connecticut,PL,1069106360,22747873,-73.1229|41.4841,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
56047_2,56047,2,Pipeline Natural Gas,CPV Towantic Energy Center,0.01086,0.0368651735200579,0.00393607903409032,4.09512246173096,,,,150,2025,A,1,2999.91697,1156916.68020162,110579.60531858,11806.5377111082,19481036.6656085,CT,Pipeline Natural Gas,Diesel Oil,12,565.5,9,140,2830249,0500000US09140,9009,New Haven,Naugatuck Valley Planning Region,CT,Connecticut,PL,1069106360,22747873,-73.1229|41.4841,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
56629_10,56629,10,Pipeline Natural Gas,Waterbury Generation,0.01708,0.138499847894713,0.0241574688682868,5.46500168713353,,,,120,2025,A,1,208.86479,96278.638921885,28680.6556892129,4949.51860908548,4572180.40874386,CT,Pipeline Natural Gas,Diesel Oil,1,96,9,140,2830249,0500000US09140,9009,New Haven,Naugatuck Valley Planning Region,CT,Connecticut,PL,1069106360,22747873,-73.0416|41.5444,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
56798_U1,56798,U1,Pipeline Natural Gas,Kleen Energy Systems Project,0.01086,0.0513622485321435,0.00415651037271866,3.78853686768393,,,,215,2025,A,1,1857.52854,765560.275477109,95393.6159582857,7719.76479881623,15610457.2401728,CT,Pipeline Natural Gas,Diesel Oil,12,494,9,130,2830246,0500000US09130,9007,Middlesex,Lower Connecticut River Valley Planning Region,CT,Connecticut,PL,1098459139,241084217,-72.597|41.5526,"Middlesex, CT",9925.88167403759,5154.31897518955,69.4117599583048,1897.91583657422,592.97474935809,763.529359541353,0.358830146231721,863.371569491222
56798_U2,56798,U2,Pipeline Natural Gas,Kleen Energy Systems Project,0.01086,0.0502289901404963,0.00417489357774827,3.79685031725375,,,,215,2025,A,1,1818.27274,753196.841761413,91316.9468610766,7590.00819227638,14559604.4684284,CT,Pipeline Natural Gas,Diesel Oil,12,494,9,130,2830246,0500000US09130,9007,Middlesex,Lower Connecticut River Valley Planning Region,CT,Connecticut,PL,1098459139,241084217,-72.597|41.5526,"Middlesex, CT",9925.88167403759,5154.31897518955,69.4117599583048,1897.91583657422,592.97474935809,763.529359541353,0.358830146231721,863.371569491222
58054_ST01,58054,ST01,Wood,Burgess BioPower,0.0029403,0.919415251384585,0.0664540652454153,13.6920991765277,,,,120,2025,A,1,648.07745,982070.829203108,595786.455720007,43062.6217879078,8803922.52783841,NH,Wood,Diesel Oil,24,75,33,7,873177,0500000US33007,33007,Coos,Coos County,NH,New Hampshire,06,4647924493,92541532,-71.1753|44.4719,"Coos, NH",1029.27724052458,1245.44529296616,65.4453736749731,938.050356007948,160.638644474934,202.285700449917,0.177352830896138,427.949584959733
589_1,589,1,Wood,J C McNeil,0.0043956,0.977526779198758,0.00888960355170592,11.5488868894926,,,,120,2025,A,1,458.63865,677531.404943724,447836.074940565,4072.61026630001,5873119.5494065,VT,Wood,"Diesel Oil, Pipeline Natural Gas",24,59.5,50,7,1461760,0500000US50007,50007,Chittenden,Chittenden County,VT,Vermont,06,1390433441,217071279,-73.2081|44.4917,"Chittenden, VT",2855.79812399883,1743.22677152428,63.4621805333073,997.546150257924,226.084018149907,311.361323241539,0.188601424821897,454.93855094309
59882_J4,59882,J4,Pipeline Natural Gas,Exelon West Medway II,0.01708,0.0880589992596036,0.00566785043993319,3.69253821484126,,,,120,2025,A,1,118.60292,65509.9487370462,10444.0544444668,672.223612299361,1182089.0150774,MA,Pipeline Natural Gas,Diesel Oil,0.1666667,131.8,25,21,606937,0500000US25021,25021,Norfolk,Norfolk County,MA,Massachusetts,06,1025902103,124954020,-71.444|42.1375,"Norfolk, MA",27076.5359631639,13582.8898272694,97.1764639416268,3639.15941495684,1503.26040138272,2084.33599189081,0.688038995125609,1653.24864060413
59882_J5,59882,J5,Pipeline Natural Gas,Exelon West Medway II,0.01708,0.0882895644633336,0.00563584732155194,3.6213166888177,,,,120,2025,A,1,105.17672,57954.6004946166,9286.00680048199,592.759935701618,1033667.79339124,MA,Pipeline Natural Gas,Diesel Oil,0.1666667,131.8,25,21,606937,0500000US25021,25021,Norfolk,Norfolk County,MA,Massachusetts,06,1025902103,124954020,-71.444|42.1375,"Norfolk, MA",27076.5359631639,13582.8898272694,97.1764639416268,3639.15941495684,1503.26040138272,2084.33599189081,0.688038995125609,1653.24864060413
6081_001,6081,001,Pipeline Natural Gas,Stony Brook Energy Center,0.01086,2.02056666190468,,3.97296691782876,0.230819330694748,0.00495111158786224,7.94483401813892,120,2025,A,1,20.5272,15771.8952735763,41476.5759822497,101.632457786366,163085.196857141,MA,Pipeline Natural Gas,Diesel Oil,0.1666667,190,25,13,606933,0500000US25013,25013,Hampden,Hampden County,MA,Massachusetts,06,1598035447,44416565,-72.5103|42.1977,"Hampden, MA",12950.251215078,6613.94912745562,77.3445325249682,2306.45362375739,765.512552683019,1070.92429649956,0.436070491188601,1048.69580257694
6081_002,6081,002,Pipeline Natural Gas,Stony Brook Energy Center,0.01086,1.88816294540922,,3.68621594018958,0.230819330694748,0.00495111158786224,7.94483401813892,120,2025,A,1,8.93207,7563.98745507955,16865.2035998013,44.2236752805967,70963.8135883981,MA,Pipeline Natural Gas,Diesel Oil,0.1666667,190,25,13,606933,0500000US25013,25013,Hampden,Hampden County,MA,Massachusetts,06,1598035447,44416565,-72.5103|42.1977,"Hampden, MA",12950.251215078,6613.94912745562,77.3445325249682,2306.45362375739,765.512552683019,1070.92429649956,0.436070491188601,1048.69580257694
6081_003,6081,003,Pipeline Natural Gas,Stony Brook Energy Center,0.01086,1.9040736992384,,3.91913275220444,0.230819330694748,0.00495111158786224,7.94483401813892,120,2025,A,1,17.2906,13300.6696944639,32922.5767040515,85.6076900210909,137370.947074033,MA,Pipeline Natural Gas,Diesel Oil,0.1666667,190,25,13,606933,0500000US25013,25013,Hampden,Hampden County,MA,Massachusetts,06,1598035447,44416565,-72.5103|42.1977,"Hampden, MA",12950.251215078,6613.94912745562,77.3445325249682,2306.45362375739,765.512552683019,1070.92429649956,0.436070491188601,1048.69580257694
6081_004,6081,004,Diesel Oil,Stony Brook Energy Center,0.0244538222222222,15.816370510397,,6.38624262161612,0.277543411657047,0.00840041579007275,13.9984558650823,120,2025,A,1,14.63968,15629.1883016173,231546.603033649,122.979399033612,201200.653908417,MA,Diesel Oil,"",0.1666667,85,25,13,606933,0500000US25013,25013,Hampden,Hampden County,MA,Massachusetts,06,1598035447,44416565,-72.5103|42.1977,"Hampden, MA",12950.251215078,6613.94912745562,77.3445325249682,2306.45362375739,765.512552683019,1070.92429649956,0.436070491188601,1048.69580257694
6081_005,6081,005,Diesel Oil,Stony Brook Energy Center,0.0244538222222222,16.2371717354029,,6.54532358397905,0.277543411657047,0.00840041579007275,13.9984558650823,120,2025,A,1,13.9064,15242.1347567909,225800.605021207,116.819542143068,190865.179051631,MA,Diesel Oil,"",0.1666667,85,25,13,606933,0500000US25013,25013,Hampden,Hampden County,MA,Massachusetts,06,1598035447,44416565,-72.5103|42.1977,"Hampden, MA",12950.251215078,6613.94912745562,77.3445325249682,2306.45362375739,765.512552683019,1070.92429649956,0.436070491188601,1048.69580257694
60903_1,60903,1,Pipeline Natural Gas,Salem Harbor Station NGCC,0.01086,0.0640245273907603,0.00422683521873137,3.97226406882884,,,,230,2025,A,1,1483.25012,553379.000937025,84765.3531095401,5587.27801190115,9838682.87102326,MA,Pipeline Natural Gas,"",12,399.1,25,9,606931,0500000US25009,25009,Essex,Essex County,MA,Massachusetts,06,1275604956,870173087,-70.8784|42.5256,"Essex, MA",14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,0.439070116235471,1055.8928601725
60903_2,60903,2,Pipeline Natural Gas,Salem Harbor Station NGCC,0.01086,0.0688732402726773,0.00418159996887337,3.9301582253795,,,,230,2025,A,1,1353.17387,484774.790600662,80678.6054028959,4894.59516107668,8810170.3210324,MA,Pipeline Natural Gas,"",12,399.1,25,9,606931,0500000US25009,25009,Essex,Essex County,MA,Massachusetts,06,1275604956,870173087,-70.8784|42.5256,"Essex, MA",14923.5283910355,7760.23476333848,69.4117599583048,2322.31916889071,874.588175474641,1183.96630557451,0.439070116235471,1055.8928601725
6635_AP-1,6635,AP-1,Pipeline Natural Gas,Alfred L Pierce Generating Station,0.01708,0.564580341978993,0.00706892344221478,6.28940196138336,,,,120,2025,A,1,53.63287,32509.5044588477,31931.445441439,373.714192950682,1236509.72078124,CT,Pipeline Natural Gas,Diesel Oil,1,84,9,170,2830252,0500000US09170,9009,New Haven,South Central Connecticut Planning Region,CT,Connecticut,PL,951177351,653525530,-72.834|41.4485,"New Haven, CT",20654.9565704499,10322.5203023708,85.2773050916317,3095.7644941404,1152.23521530786,1378.31923345777,0.585301837270341,1406.74941795614
1507_4,1507,4,Residual Oil,William F Wyman,0.0628333333333333,1.75010389624996,6.51834263311426,3.53674585222802,,,,320,2025,A,1,1065.59707,893677.556814635,1787002.10848786,6699271.46067936,13583465.6836634,ME,Residual Oil,"",24,649.1,23,5,581288,0500000US23005,23005,Cumberland,Cumberland County,ME,Maine,06,2165743897,987468030,-70.1569|43.75,"Cumberland, ME",817.075574366331,1330.72259805779,243.9327564249,926.151197157953,220.13443872491,210.21847301658,0.175103112110986,422.551791763062
1599_2,1599,2,Residual Oil,Canal Station,0.01708,1.4914899592238,2.20442736788696,3.77402201728352,,,,498,2025,A,1,525.6337,390138.559220636,762093.739682248,1126260.04323463,7057573.45918628,MA,Residual Oil,Pipeline Natural Gas,12,580,25,1,606927,0500000US25001,25001,Barnstable,Barnstable County,MA,Massachusetts,06,1020973583,2360362409,-70.5097|41.7694,"Barnstable, MA",731.7982692747,1572.67216134102,277.647039833219,1021.34446795791,243.9327564249,212.201666158246,0.193100862392201,465.734137336432
1599_3,1599,3,Pipeline Natural Gas,Canal Station,0.01708,0.10167714187164,0.00609584457663146,6.62165645485426,,,,498,2025,A,1,831.91507,399574.975567063,68133.7035021017,4082.0486503456,7043772.4549525,MA,Pipeline Natural Gas,Diesel Oil,12,367.7,25,1,606927,0500000US25001,25001,Barnstable,Barnstable County,MA,Massachusetts,06,1020973583,2360362409,-70.5097|41.7694,"Barnstable, MA",731.7982692747,1572.67216134102,277.647039833219,1021.34446795791,243.9327564249,212.201666158246,0.193100862392201,465.734137336432
2364_1,2364,1,Coal,Merrimack,0.0109179898124098,2.76939075558232,1.3234666306897,8.666622222777,,,,445,2025,A,1,705.58133,694069.409127692,1881122.06039193,898844.189292374,6084306.01503916,NH,Coal,"",24,113.6,33,13,873180,0500000US33013,33013,Merrimack,Merrimack County,NH,New Hampshire,06,2416176927,57199007,-71.4692|43.1411,"Merrimack, NH",1899.89902971589,2572.20150474061,243.9327564249,1483.42846996606,362.924344924851,414.487366608163,0.280464941882265,675.34843980717
2364_2,2364,2,Coal,Merrimack,0.0109179898124098,2.56765666692014,1.52837194006152,7.6177985281105,,,,445,2025,A,1,1711.66564,1693303.01657256,4299568.72170947,2559145.89631889,14794891.2814309,NH,Coal,"",24,345.6,33,13,873180,0500000US33013,33013,Merrimack,Merrimack County,NH,New Hampshire,06,2416176927,57199007,-71.4692|43.1411,"Merrimack, NH",1899.89902971589,2572.20150474061,243.9327564249,1483.42846996606,362.924344924851,414.487366608163,0.280464941882265,675.34843980717
544_10,544,10,Other Oil,Devon,0.0244538222222222,13.7410996835443,,7.66666666666667,0.0982597055450186,0.00790484980629319,13.1722979241646,340,2025,A,1,2.07193,1621.9304690405,28470.596667326,16.378295459153,27292.0792380144,CT,Other Oil,"",1,18.6,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
544_11,544,11,Pipeline Natural Gas,Devon,0.01708,8.65767837511731,0.20353445502078,6.09953495886088,,,,340,2025,A,1,10.15716,8008.42567036868,87937.4244846065,2067.33202515887,114575.030800597,CT,Pipeline Natural Gas,Other Oil,1,43,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
544_12,544,12,Pipeline Natural Gas,Devon,0.01708,8.27179382360997,0.191558956450288,6.06590724626521,,,,340,2025,A,1,10.04486,7786.28175791427,83089.0109070268,1924.18289928924,110545.693613305,CT,Pipeline Natural Gas,Other Oil,1,43,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
544_13,544,13,Pipeline Natural Gas,Devon,0.01708,8.41366691495125,0.206212147887324,6.02777174569616,,,,340,2025,A,1,8.9282,7141.75351172806,75118.9009500677,1841.10329876761,99930.296420716,CT,Pipeline Natural Gas,Other Oil,1,43,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
544_14,544,14,Pipeline Natural Gas,Devon,0.01708,8.21361608658744,0.183764077532541,5.98034083689556,,,,340,2025,A,1,9.0589,7121.63219013865,74406.326766787,1664.70040195954,99782.1796035968,CT,Pipeline Natural Gas,Other Oil,1,43,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
544_15,544,15,Diesel Oil,Devon,0.0244538222222222,0.122755539542425,0.00561183313173945,5.21685998369102,,,,340,2025,A,1,30.27893,17484.6673647183,3716.90638891732,169.92030256762,211639.160782073,CT,Diesel Oil,Pipeline Natural Gas,1,51,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
544_16,544,16,Diesel Oil,Devon,0.0244538222222222,0.108351973845927,0.00569023155203776,5.17496614789414,,,,340,2025,A,1,30.65271,17633.2490815887,3321.28163222679,174.421017597463,213157.978251599,CT,Diesel Oil,Pipeline Natural Gas,1,51,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
544_17,544,17,Diesel Oil,Devon,0.0244538222222222,0.113298919218878,0.00586198240097244,5.52593504901961,,,,340,2025,A,1,30.27864,17797.5778430484,3430.53718741749,177.49285480538,215742.062684754,CT,Diesel Oil,Pipeline Natural Gas,1,51,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
544_18,544,18,Diesel Oil,Devon,0.0244538222222222,0.128329709775967,0.0059015784114053,5.43944132817537,,,,340,2025,A,1,29.78865,17302.742661068,3822.76880911786,175.800053744908,211430.721594879,CT,Diesel Oil,Pipeline Natural Gas,1,51,9,120,2830245,0500000US09120,9001,Fairfield,Greater Bridgeport Planning Region,CT,Connecticut,PL,363067866,253764138,-73.1092|41.2083,"Fairfield, CT",12349.3436931533,6970.92389295547,27.7647039833219,2389.74773570735,840.873892066321,1003.49572968292,0.451818522684664,1086.48035495364
